state_accident_id,vehicle_number,age,sex,person_type,injury_severity
15622969,1,37.0,1.0,DRIVER,U - UNKNOWN
15623253,1,23.0,2.0,DRIVER,U - UNKNOWN
15623253,2,25.0,1.0,DRIVER,U - UNKNOWN
15623354,1,73.0,1.0,DRIVER,U - UNKNOWN
15623354,2,25.0,1.0,DRIVER,U - UNKNOWN
15623631,2,24.0,1.0,DRIVER,U - UNKNOWN
15623631,1,19.0,2.0,DRIVER,U - UNKNOWN
15623631,3,25.0,1.0,DRIVER,U - UNKNOWN
15623730,1,47.0,2.0,DRIVER,U - UNKNOWN
15623892,2,62.0,1.0,DRIVER,U - UNKNOWN
15623892,1,62.0,1.0,DRIVER,U - UNKNOWN
15624019,1,20.0,1.0,DRIVER,U - UNKNOWN
15624087,1,47.0,2.0,DRIVER,U - UNKNOWN
15624087,2,39.0,1.0,DRIVER,U - UNKNOWN
15624921,1,31.0,2.0,DRIVER,U - UNKNOWN
15624954,1,18.0,1.0,DRIVER,U - UNKNOWN
15625084,1,28.0,1.0,DRIVER,U - UNKNOWN
15625084,2,62.0,2.0,DRIVER,U - UNKNOWN
15625285,1,19.0,1.0,DRIVER,U - UNKNOWN
15625292,1,16.0,1.0,DRIVER,U - UNKNOWN
15625309,1,nan,3.0,DRIVER,U - UNKNOWN
15625343,1,35.0,2.0,DRIVER,U - UNKNOWN
15625531,1,66.0,1.0,DRIVER,U - UNKNOWN
15625728,1,76.0,1.0,DRIVER,U - UNKNOWN
15626074,5,nan,3.0,DRIVER,U - UNKNOWN
15626074,2,nan,3.0,DRIVER,U - UNKNOWN
15626074,3,nan,3.0,DRIVER,U - UNKNOWN
15626074,4,nan,3.0,DRIVER,U - UNKNOWN
15626074,1,31.0,1.0,DRIVER,U - UNKNOWN
15626588,2,54.0,1.0,DRIVER,U - UNKNOWN
15626588,1,35.0,1.0,DRIVER,U - UNKNOWN
15626872,1,nan,3.0,DRIVER,U - UNKNOWN
15626874,2,61.0,2.0,DRIVER,U - UNKNOWN
15626874,1,37.0,2.0,DRIVER,U - UNKNOWN
15626916,1,56.0,1.0,DRIVER,U - UNKNOWN
15626993,1,47.0,1.0,DRIVER,U - UNKNOWN
15627046,1,67.0,1.0,DRIVER,U - UNKNOWN
15627046,2,51.0,2.0,DRIVER,U - UNKNOWN
15627091,1,82.0,1.0,DRIVER,U - UNKNOWN
15627091,2,69.0,1.0,DRIVER,U - UNKNOWN
15627160,1,28.0,2.0,DRIVER,U - UNKNOWN
15627160,2,45.0,2.0,DRIVER,U - UNKNOWN
15627229,1,23.0,1.0,DRIVER,U - UNKNOWN
15627389,1,18.0,2.0,DRIVER,U - UNKNOWN
15627392,1,19.0,2.0,DRIVER,U - UNKNOWN
15627415,1,22.0,1.0,DRIVER,U - UNKNOWN
15627419,1,30.0,1.0,DRIVER,U - UNKNOWN
15627455,2,72.0,1.0,DRIVER,U - UNKNOWN
15627455,1,20.0,1.0,DRIVER,U - UNKNOWN
15627558,1,68.0,2.0,DRIVER,U - UNKNOWN
15628176,1,23.0,1.0,DRIVER,U - UNKNOWN
15628414,1,26.0,2.0,DRIVER,U - UNKNOWN
15628414,2,53.0,1.0,DRIVER,U - UNKNOWN
15628555,2,33.0,2.0,DRIVER,U - UNKNOWN
15628555,1,61.0,2.0,DRIVER,U - UNKNOWN
15628665,1,23.0,2.0,DRIVER,U - UNKNOWN
15628665,2,28.0,1.0,DRIVER,U - UNKNOWN
15628667,1,24.0,2.0,DRIVER,U - UNKNOWN
15628897,1,36.0,1.0,DRIVER,U - UNKNOWN
15628897,2,55.0,1.0,DRIVER,U - UNKNOWN
15630683,1,74.0,2.0,DRIVER,U - UNKNOWN
15630683,2,17.0,2.0,DRIVER,U - UNKNOWN
15630683,3,17.0,1.0,DRIVER,U - UNKNOWN
15630713,1,61.0,2.0,DRIVER,U - UNKNOWN
15630818,2,48.0,1.0,DRIVER,U - UNKNOWN
15630818,1,25.0,1.0,DRIVER,U - UNKNOWN
15630982,1,29.0,1.0,DRIVER,U - UNKNOWN
15630982,2,51.0,1.0,DRIVER,U - UNKNOWN
15631036,2,25.0,1.0,DRIVER,U - UNKNOWN
15631036,1,39.0,2.0,DRIVER,U - UNKNOWN
15631166,1,30.0,2.0,DRIVER,U - UNKNOWN
15631230,1,19.0,1.0,DRIVER,U - UNKNOWN
15631230,2,nan,3.0,DRIVER,U - UNKNOWN
15631283,1,16.0,1.0,DRIVER,U - UNKNOWN
15631283,2,61.0,1.0,DRIVER,U - UNKNOWN
15631303,1,85.0,1.0,DRIVER,U - UNKNOWN
15631303,2,22.0,2.0,DRIVER,U - UNKNOWN
15631479,3,30.0,2.0,DRIVER,U - UNKNOWN
15631479,1,58.0,1.0,DRIVER,U - UNKNOWN
15631479,2,44.0,1.0,DRIVER,U - UNKNOWN
15631510,1,36.0,2.0,DRIVER,U - UNKNOWN
15631510,3,87.0,1.0,DRIVER,U - UNKNOWN
15631510,2,48.0,1.0,DRIVER,U - UNKNOWN
15631587,1,26.0,1.0,DRIVER,U - UNKNOWN
15631587,2,25.0,1.0,DRIVER,U - UNKNOWN
15631607,1,37.0,1.0,DRIVER,U - UNKNOWN
15631607,2,50.0,1.0,DRIVER,U - UNKNOWN
15631607,3,48.0,1.0,DRIVER,U - UNKNOWN
15631611,1,22.0,1.0,DRIVER,U - UNKNOWN
15631791,1,57.0,1.0,DRIVER,U - UNKNOWN
15631823,2,25.0,2.0,DRIVER,U - UNKNOWN
15631823,1,60.0,2.0,DRIVER,U - UNKNOWN
15631927,1,21.0,2.0,DRIVER,U - UNKNOWN
15631945,1,60.0,2.0,DRIVER,U - UNKNOWN
15631945,2,46.0,1.0,DRIVER,U - UNKNOWN
15631973,1,28.0,2.0,DRIVER,U - UNKNOWN
15631973,2,54.0,2.0,DRIVER,U - UNKNOWN
15631995,1,76.0,1.0,DRIVER,U - UNKNOWN
15632014,1,17.0,1.0,DRIVER,U - UNKNOWN
15632025,1,17.0,1.0,DRIVER,U - UNKNOWN
15632049,1,81.0,1.0,DRIVER,U - UNKNOWN
15632049,2,52.0,2.0,DRIVER,U - UNKNOWN
15632139,1,46.0,2.0,DRIVER,U - UNKNOWN
15632144,1,47.0,2.0,DRIVER,U - UNKNOWN
15632253,2,27.0,1.0,DRIVER,U - UNKNOWN
15632253,1,80.0,2.0,DRIVER,U - UNKNOWN
15632399,1,41.0,2.0,DRIVER,U - UNKNOWN
15632399,2,19.0,1.0,DRIVER,U - UNKNOWN
15632533,1,17.0,1.0,DRIVER,U - UNKNOWN
15632533,2,65.0,1.0,DRIVER,U - UNKNOWN
15632552,1,76.0,2.0,DRIVER,U - UNKNOWN
15632555,2,29.0,2.0,DRIVER,U - UNKNOWN
15632555,1,68.0,1.0,DRIVER,U - UNKNOWN
15632564,1,43.0,1.0,DRIVER,U - UNKNOWN
15632587,1,nan,3.0,DRIVER,U - UNKNOWN
15632587,3,38.0,1.0,DRIVER,U - UNKNOWN
15632587,2,nan,3.0,DRIVER,U - UNKNOWN
15632760,2,44.0,2.0,DRIVER,U - UNKNOWN
15632760,1,30.0,1.0,DRIVER,U - UNKNOWN
15632760,3,42.0,2.0,DRIVER,U - UNKNOWN
15632827,1,18.0,1.0,DRIVER,U - UNKNOWN
15632863,1,43.0,2.0,DRIVER,U - UNKNOWN
15632869,3,nan,3.0,DRIVER,U - UNKNOWN
15632869,1,24.0,1.0,DRIVER,U - UNKNOWN
15632869,2,nan,3.0,DRIVER,U - UNKNOWN
15632886,1,70.0,1.0,DRIVER,U - UNKNOWN
15632960,1,87.0,2.0,DRIVER,U - UNKNOWN
15633121,1,73.0,1.0,DRIVER,U - UNKNOWN
15633121,3,nan,3.0,DRIVER,U - UNKNOWN
15633121,4,nan,3.0,DRIVER,U - UNKNOWN
15633121,2,nan,3.0,DRIVER,U - UNKNOWN
15633923,1,23.0,1.0,DRIVER,U - UNKNOWN
15633923,2,73.0,2.0,DRIVER,U - UNKNOWN
15633924,1,27.0,2.0,DRIVER,U - UNKNOWN
15633926,1,43.0,1.0,DRIVER,U - UNKNOWN
15633989,1,38.0,1.0,DRIVER,U - UNKNOWN
15634011,1,29.0,1.0,DRIVER,U - UNKNOWN
15634011,2,25.0,1.0,DRIVER,U - UNKNOWN
15634045,2,47.0,1.0,DRIVER,U - UNKNOWN
15634045,1,66.0,1.0,DRIVER,U - UNKNOWN
15634052,1,51.0,1.0,DRIVER,U - UNKNOWN
15634052,2,54.0,1.0,DRIVER,U - UNKNOWN
