state_accident_id, vehicle_number, body_type
17131262, 1, 4 DOOR SEDAN
17131262, 2, SUBURBAN
17131562, 3, SUBURBAN
17131562, 1, 4 DOOR SEDAN
17133397, 1, 4 DOOR SEDAN
17133397, 2, 4 DOOR SEDAN
17133650, 1, 2 DOOR SEDAN
17134024, 1, 4 DOOR SEDAN
17134087, 1, SUBURBAN
17135332, 1, SUBURBAN
17135332, 2, SUBURBAN
17135343, 1, 4 DOOR SEDAN
17135751, 1, SUBURBAN
17135751, 2, SUBURBAN
17135794, 1, SUBURBAN
17135794, 2, SUBURBAN
17135794, 3, SUBURBAN
17135885, 2, PICK-UP TRUCK
17135885, 1, 4 DOOR SEDAN
17136009, 1, BUS (OMNIBUS)
17136076, 1, SUBURBAN
17136357, 1, 4 DOOR SEDAN
17136412, 2, POLICE
17136412, 1, 4 DOOR SEDAN
17136626, 1, SUBURBAN
17136626, 2, PICK-UP TRUCK
17136626, 3, 4 DOOR SEDAN
17136787, 1, SUBURBAN
17136838, 1, PICK-UP TRUCK
17136844, 1, SUBURBAN
17136926, 1, 4 DOOR SEDAN
17136926, 2, 4 DOOR SEDAN
17136985, 1, 4 DOOR SEDAN
17137016, 1, 4 DOOR SEDAN
17137016, 2, SUBURBAN
17137016, 3, 4 DOOR SEDAN
17137071, 1, PICK-UP TRUCK
17137400, 1, 4 DOOR SEDAN
17137400, 2, PICK-UP TRUCK
17137400, 3, SUBURBAN
17137400, 4, SUBURBAN
17137570, 4, 4 DOOR SEDAN
17137570, 3, 4 DOOR SEDAN
17137570, 2, 4 DOOR SEDAN
17137570, 1, 2 DOOR SEDAN
17137604, 1, 4 DOOR SEDAN
17137673, 1, PICK-UP TRUCK
17137693, 2, PICK-UP TRUCK
17137693, 1, 4 DOOR SEDAN
17137704, 2, PICK-UP TRUCK
17137704, 1, 4 DOOR SEDAN
17137899, 1, 4 DOOR SEDAN
17137951, 1, SUBURBAN
17139110, 1, SUBURBAN
17139110, 2, 4 DOOR SEDAN
17139110, 3, 4 DOOR SEDAN
17139118, 1, 4 DOOR SEDAN
17139141, 1, SUBURBAN
17139270, 2, BUS (OMNIBUS)
17139270, 1, 4 DOOR SEDAN
17139298, 2, 4 DOOR SEDAN
17139298, 1, SUBURBAN
17139469, 1, SUBURBAN
17139498, 1, 4 DOOR SEDAN
17139498, 2, SUBURBAN
17139665, 1, CUSTOM
17139699, 1, 4 DOOR SEDAN
17140560, 1, 4 DOOR SEDAN
17140560, 2, UNKNOWN VEHICLE
17140560, 3, SUBURBAN
17140560, 4, 4 DOOR SEDAN
17140560, 5, 4 DOOR SEDAN
17140560, 6, 4 DOOR SEDAN
17140560, 7, SUBURBAN
17140560, 8, 4 DOOR SEDAN
17140560, 9, 4 DOOR SEDAN
17140782, 1, SUBURBAN
17141009, 1, SUBURBAN
17141038, 1, 2 DOOR SEDAN
17141038, 2, 4 DOOR SEDAN
17141140, 1, 2 DOOR SEDAN
17141151, 1, 4 DOOR SEDAN
17141398, 2, SUBURBAN
17141398, 1, 4 DOOR SEDAN
17141599, 1, SUBURBAN
17141637, 2, SUBURBAN
17141637, 1, 4 DOOR SEDAN
17141709, 1, SUBURBAN
17141709, 2, VAN TRUCK
17142147, 1, POLICE
17142226, 1, PICK-UP TRUCK
17142226, 2, MOTORCYCLE
17142247, 1, SEDAN
17142266, 1, 4 DOOR SEDAN
17142266, 2, 4 DOOR SEDAN
17142266, 3, SEDAN
17142307, 1, UNKNOWN VEHICLE
17142340, 1, SUBURBAN
17142499, 1, SUBURBAN
17142579, 2, 4 DOOR SEDAN
17142579, 1, SUBURBAN
17142797, 1, VAN TRUCK
17142797, 2, 4 DOOR SEDAN
17142835, 1, SUBURBAN
17142929, 2, 4 DOOR SEDAN
17142929, 1, 4 DOOR SEDAN
17142990, 2, SUBURBAN
17142990, 1, SUBURBAN
17143038, 2, SUBURBAN
17143038, 1, SUBURBAN
17143047, 1, 2 DOOR SEDAN
17143091, 1, 4 DOOR SEDAN
17143115, 1, SUBURBAN
17143115, 2, SUBURBAN
17143148, 1, SUBURBAN
17143148, 2, SUBURBAN
17143265, 1, 4 DOOR SEDAN
17143285, 1, 4 DOOR SEDAN
17143285, 2, PICK-UP TRUCK
17143417, 1, SAND OR AGRICULTURAL
17143581, 1, SUBURBAN
17143600, 1, SUBURBAN
17143600, 2, 4 DOOR SEDAN
17143600, 3, 4 DOOR SEDAN
17143600, 4, SUBURBAN
17143600, 5, 4 DOOR SEDAN
17143600, 6, UNKNOWN VEHICLE
17143600, 7, 4 DOOR SEDAN
17143609, 1, 4 DOOR SEDAN
17143627, 1, SUBURBAN
17143710, 1, 4 DOOR SEDAN
17143710, 2, UNKNOWN VEHICLE
17143742, 1, 4 DOOR SEDAN
17143742, 2, UNKNOWN VEHICLE
17143745, 1, 4 DOOR SEDAN
17143745, 2, 4 DOOR SEDAN
17143978, 1, SUBURBAN
17143978, 2, SUBURBAN
17143995, 1, 2 DOOR SEDAN
17144099, 1, 4 DOOR SEDAN
17144099, 2, SUBURBAN
17144105, 1, SUBURBAN
17144145, 1, SUBURBAN
17144170, 1, 4 DOOR SEDAN
17144170, 2, SUBURBAN
17144364, 1, SUBURBAN
17144364, 2, 4 DOOR SEDAN
17144377, 1, PICK-UP TRUCK
17144377, 2, SUBURBAN
17144693, 1, 2 DOOR SEDAN
17144715, 1, SUBURBAN
17144724, 1, SUBURBAN
17144824, 1, 4 DOOR SEDAN
17144892, 2, CONVERTIBLE
17144892, 1, 4 DOOR SEDAN
17144927, 1, PICK-UP TRUCK
17144927, 2, 4 DOOR SEDAN
17144951, 1, 4 DOOR SEDAN
17144951, 2, 4 DOOR SEDAN
17145023, 1, UNKNOWN VEHICLE
17145400, 1, 4 DOOR SEDAN
17145409, 3, UNKNOWN VEHICLE
17145409, 2, 4 DOOR SEDAN
17145409, 1, SEDAN
17145417, 2, SUBURBAN
17145417, 1, UTILITY TRUCK
17145622, 1, BUS (OMNIBUS)
17145622, 2, 4 DOOR SEDAN
17145938, 1, 4 DOOR SEDAN
17145974, 1, TRACTOR
17145974, 2, SUBURBAN
17145974, 3, SUBURBAN
17145984, 1, 4 DOOR SEDAN
17145984, 2, 4 DOOR SEDAN
17145999, 1, SUBURBAN
17146146, 1, SUBURBAN
17146162, 1, SUBURBAN
17146162, 2, 4 DOOR SEDAN
17146162, 3, SUBURBAN
17146294, 1, SUBURBAN
17146401, 3, SUBURBAN
17146401, 2, 4 DOOR SEDAN
17146401, 1, SUBURBAN
17146407, 2, PICK-UP TRUCK
17146407, 1, PICK-UP TRUCK
17146517, 1, 4 DOOR SEDAN
17146608, 1, PICK-UP TRUCK
17146910, 2, SUBURBAN
17146924, 2, SUBURBAN
17146924, 1, 4 DOOR SEDAN
17146949, 2, SUBURBAN
17146949, 1, PICK-UP TRUCK
17147127, 1, PICK-UP TRUCK
17147127, 2, SUBURBAN
17147205, 1, SUBURBAN
17147208, 1, SUBURBAN
17147251, 1, 4 DOOR SEDAN
17147290, 1, 4 DOOR SEDAN
17147290, 2, 2 DOOR SEDAN
17147290, 3, PICK-UP TRUCK
17147335, 2, 4 DOOR SEDAN
17147335, 1, 4 DOOR SEDAN
17147346, 1, 4 DOOR SEDAN
17147352, 2, SUBURBAN
17147352, 1, 2 DOOR SEDAN
17147355, 2, 4 DOOR SEDAN
17147355, 1, 4 DOOR SEDAN
17147362, 2, 4 DOOR SEDAN
17147362, 1, SUBURBAN
17147386, 2, 4 DOOR SEDAN
17147386, 1, 4 DOOR SEDAN
17147523, 1, SUBURBAN
17147523, 2, DUMP TRUCK
17147550, 1, SUBURBAN
17147550, 2, 4 DOOR SEDAN
17147615, 1, 4 DOOR SEDAN
17147615, 2, SUBURBAN
17147842, 1, SUBURBAN
17147842, 2, SUBURBAN
17147982, 2, SUBURBAN
17147982, 1, 4 DOOR SEDAN
17148027, 2, 4 DOOR SEDAN
17148027, 1, SUBURBAN
17148047, 3, SUBURBAN
17148047, 2, SUBURBAN
17148047, 1, 4 DOOR SEDAN
17148060, 1, 4 DOOR SEDAN
17148115, 1, SUBURBAN
17148194, 1, SUBURBAN
17148679, 1, SUBURBAN
17148702, 1, 4 DOOR SEDAN
17148702, 2, POLICE
17148796, 1, SUBURBAN
17148803, 1, 4 DOOR SEDAN
17148852, 1, SUBURBAN
17148880, 1, SEDAN
17148880, 2, 4 DOOR SEDAN
17148895, 1, SEDAN
17148919, 1, 4 DOOR SEDAN
