state_accident_id,vehicle_number,age,sex,person_type,injury_severity
16101499,1,80.0,1.0,DRIVER,U - UNKNOWN
16101499,2,66.0,1.0,DRIVER,U - UNKNOWN
16101546,1,57.0,2.0,DRIVER,U - UNKNOWN
16101546,2,29.0,1.0,DRIVER,U - UNKNOWN
16101637,2,67.0,1.0,DRIVER,U - UNKNOWN
16101637,1,33.0,1.0,DRIVER,U - UNKNOWN
16101821,2,81.0,2.0,DRIVER,U - UNKNOWN
16101821,1,53.0,2.0,DRIVER,U - UNKNOWN
16102911,2,43.0,1.0,DRIVER,U - UNKNOWN
16102911,1,54.0,2.0,DRIVER,U - UNKNOWN
16102911,3,nan,3.0,DRIVER,U - UNKNOWN
16102950,2,32.0,1.0,DRIVER,U - UNKNOWN
16102950,1,35.0,2.0,DRIVER,U - UNKNOWN
16103005,1,16.0,2.0,DRIVER,U - UNKNOWN
16103190,1,29.0,1.0,DRIVER,U - UNKNOWN
16103191,5,nan,3.0,DRIVER,U - UNKNOWN
16103191,2,24.0,1.0,DRIVER,U - UNKNOWN
16103191,6,nan,3.0,DRIVER,U - UNKNOWN
16103191,3,nan,3.0,DRIVER,U - UNKNOWN
16103191,4,nan,3.0,DRIVER,U - UNKNOWN
16103191,7,nan,3.0,DRIVER,U - UNKNOWN
16103191,1,67.0,1.0,DRIVER,U - UNKNOWN
16103192,1,23.0,1.0,DRIVER,U - UNKNOWN
16103204,1,20.0,1.0,DRIVER,U - UNKNOWN
16103233,2,38.0,1.0,DRIVER,U - UNKNOWN
16103233,1,48.0,1.0,DRIVER,U - UNKNOWN
16103245,1,25.0,1.0,DRIVER,U - UNKNOWN
16103270,1,26.0,1.0,DRIVER,U - UNKNOWN
16103281,1,33.0,1.0,DRIVER,U - UNKNOWN
16103281,2,nan,3.0,DRIVER,U - UNKNOWN
16103282,1,55.0,1.0,DRIVER,U - UNKNOWN
16103314,1,69.0,2.0,DRIVER,U - UNKNOWN
16103314,2,20.0,2.0,DRIVER,U - UNKNOWN
16103739,1,22.0,2.0,DRIVER,U - UNKNOWN
16103748,2,34.0,1.0,DRIVER,U - UNKNOWN
16103748,1,22.0,1.0,DRIVER,U - UNKNOWN
16103789,2,17.0,2.0,DRIVER,U - UNKNOWN
16103789,1,22.0,2.0,DRIVER,U - UNKNOWN
16103819,1,41.0,2.0,DRIVER,U - UNKNOWN
16103940,2,65.0,2.0,DRIVER,U - UNKNOWN
16103940,1,18.0,2.0,DRIVER,U - UNKNOWN
16104183,1,29.0,1.0,DRIVER,U - UNKNOWN
16104506,1,60.0,1.0,DRIVER,U - UNKNOWN
16104553,2,31.0,1.0,DRIVER,U - UNKNOWN
16104553,1,61.0,1.0,DRIVER,U - UNKNOWN
16104588,1,25.0,2.0,DRIVER,U - UNKNOWN
16104591,1,nan,3.0,DRIVER,U - UNKNOWN
16104643,1,25.0,1.0,DRIVER,U - UNKNOWN
16104646,1,60.0,1.0,DRIVER,U - UNKNOWN
16104683,1,60.0,1.0,DRIVER,U - UNKNOWN
16104690,1,43.0,1.0,DRIVER,U - UNKNOWN
16104712,1,43.0,1.0,DRIVER,U - UNKNOWN
16104712,2,87.0,1.0,DRIVER,U - UNKNOWN
16105036,2,nan,3.0,DRIVER,U - UNKNOWN
16105036,1,48.0,2.0,DRIVER,U - UNKNOWN
16105659,1,49.0,1.0,DRIVER,U - UNKNOWN
16105716,1,22.0,2.0,DRIVER,U - UNKNOWN
16105716,2,69.0,1.0,DRIVER,U - UNKNOWN
16105852,1,36.0,1.0,DRIVER,U - UNKNOWN
16105862,1,48.0,1.0,DRIVER,U - UNKNOWN
16105936,1,28.0,2.0,DRIVER,U - UNKNOWN
16105978,1,68.0,1.0,DRIVER,U - UNKNOWN
16105978,3,40.0,2.0,DRIVER,U - UNKNOWN
16106175,1,51.0,1.0,DRIVER,U - UNKNOWN
16106331,2,20.0,2.0,DRIVER,U - UNKNOWN
16106331,1,73.0,2.0,DRIVER,U - UNKNOWN
16106347,1,37.0,2.0,DRIVER,U - UNKNOWN
16106387,1,23.0,2.0,DRIVER,U - UNKNOWN
16106451,3,nan,3.0,DRIVER,U - UNKNOWN
16106451,2,53.0,1.0,DRIVER,U - UNKNOWN
16106451,1,52.0,1.0,DRIVER,U - UNKNOWN
16106587,1,37.0,1.0,DRIVER,U - UNKNOWN
16106643,1,24.0,1.0,DRIVER,U - UNKNOWN
16106643,2,41.0,1.0,DRIVER,U - UNKNOWN
16106742,1,33.0,2.0,DRIVER,U - UNKNOWN
16106742,2,53.0,1.0,DRIVER,U - UNKNOWN
16106900,1,61.0,2.0,DRIVER,U - UNKNOWN
