state_accident_id, vehicle_number, age, sex, person_type, injury_severity
13441118, 1, 25.0, 2.0, DRIVER, U - UNKNOWN
13441118, 2, 34.0, 1.0, DRIVER, U - UNKNOWN
13441302, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13441302, 2, 83.0, 2.0, DRIVER, U - UNKNOWN
13442323, 1, 27.0, 1.0, DRIVER, U - UNKNOWN
13442434, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
13445120, 2, 43.0, 1.0, DRIVER, U - UNKNOWN
13445120, 1, 33.0, 1.0, DRIVER, U - UNKNOWN
13445328, 1, 57.0, 1.0, DRIVER, U - UNKNOWN
13445336, 1, 79.0, 1.0, DRIVER, U - UNKNOWN
13445409, 1, 39.0, 1.0, DRIVER, U - UNKNOWN
13445409, 2, 52.0, 2.0, DRIVER, U - UNKNOWN
13445477, 2, 86.0, 1.0, DRIVER, U - UNKNOWN
13445477, 1, 46.0, 1.0, DRIVER, U - UNKNOWN
13445481, 1, 30.0, 1.0, DRIVER, U - UNKNOWN
13445481, 2, 81.0, 1.0, DRIVER, U - UNKNOWN
13445533, 1, 50.0, 2.0, DRIVER, U - UNKNOWN
13445651, 1, 53.0, 1.0, DRIVER, U - UNKNOWN
13445651, 2, 34.0, 1.0, DRIVER, U - UNKNOWN
13446769, 1, 62.0, 1.0, DRIVER, U - UNKNOWN
13446827, 1, 62.0, 2.0, DRIVER, U - UNKNOWN
13446827, 2, 21.0, 2.0, DRIVER, U - UNKNOWN
13446934, 1, 57.0, 2.0, DRIVER, U - UNKNOWN
13447390, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13447510, 1, 44.0, 2.0, DRIVER, U - UNKNOWN
13447510, 2, 60.0, 2.0, DRIVER, U - UNKNOWN
13447548, 1, 75.0, 1.0, DRIVER, U - UNKNOWN
13447650, 2, 19.0, 2.0, DRIVER, U - UNKNOWN
13447650, 3, 22.0, 2.0, DRIVER, U - UNKNOWN
13447650, 4, 22.0, 1.0, DRIVER, U - UNKNOWN
13447650, 1, 34.0, 1.0, DRIVER, U - UNKNOWN
13447655, 2, 25.0, 2.0, DRIVER, U - UNKNOWN
13447655, 1, 33.0, 1.0, DRIVER, U - UNKNOWN
13447680, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13447680, 2, 23.0, 2.0, DRIVER, U - UNKNOWN
13447702, 1, 76.0, 1.0, DRIVER, U - UNKNOWN
13447706, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13447707, 1, 23.0, 2.0, DRIVER, U - UNKNOWN
13447826, 3, 44.0, 2.0, DRIVER, U - UNKNOWN
13447826, 2, 24.0, 2.0, DRIVER, U - UNKNOWN
13447826, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13447826, 4, 43.0, 1.0, DRIVER, U - UNKNOWN
13448020, 1, 61.0, 1.0, DRIVER, U - UNKNOWN
13448070, 2, 52.0, 1.0, DRIVER, U - UNKNOWN
13448070, 1, 57.0, 1.0, DRIVER, U - UNKNOWN
13448075, 2, 61.0, 2.0, DRIVER, U - UNKNOWN
13448075, 1, 36.0, 1.0, DRIVER, U - UNKNOWN
13448184, 1, 45.0, 1.0, DRIVER, U - UNKNOWN
13448184, 2, 65.0, 2.0, DRIVER, U - UNKNOWN
13448224, 1, 55.0, 1.0, DRIVER, U - UNKNOWN
13448359, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13448383, 1, 22.0, 2.0, DRIVER, U - UNKNOWN
13448417, 1, 34.0, 2.0, DRIVER, U - UNKNOWN
13448453, 1, 63.0, 2.0, DRIVER, U - UNKNOWN
13448454, 1, 44.0, 2.0, DRIVER, U - UNKNOWN
13448454, 2, 34.0, 2.0, DRIVER, U - UNKNOWN
13448486, 1, 47.0, 2.0, DRIVER, U - UNKNOWN
13448486, 2, 41.0, 2.0, DRIVER, U - UNKNOWN
13448494, 1, 50.0, 1.0, DRIVER, U - UNKNOWN
13448509, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13448610, 3, 44.0, 2.0, DRIVER, U - UNKNOWN
13448610, 2, 64.0, 1.0, DRIVER, U - UNKNOWN
13448610, 1, 93.0, 1.0, DRIVER, U - UNKNOWN
13448691, 1, 71.0, 1.0, DRIVER, U - UNKNOWN
13448753, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13448935, 1, 70.0, 2.0, DRIVER, U - UNKNOWN
13448941, 1, 26.0, 1.0, DRIVER, U - UNKNOWN
13448986, 1, nan, 3.0, DRIVER, U - UNKNOWN
13449056, 1, 31.0, 1.0, DRIVER, U - UNKNOWN
13449067, 1, 37.0, 2.0, DRIVER, U - UNKNOWN
13449117, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13449238, 1, 24.0, 2.0, DRIVER, U - UNKNOWN
13449425, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13449562, 1, 31.0, 1.0, DRIVER, U - UNKNOWN
13449587, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13449834, 2, 40.0, 1.0, DRIVER, U - UNKNOWN
13449834, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13450641, 1, 16.0, 1.0, DRIVER, U - UNKNOWN
13450672, 1, 60.0, 1.0, DRIVER, U - UNKNOWN
13450679, 1, 55.0, 2.0, DRIVER, U - UNKNOWN
13450725, 1, 23.0, 1.0, DRIVER, U - UNKNOWN
13450736, 1, 61.0, 1.0, DRIVER, U - UNKNOWN
13450898, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
13451165, 1, 71.0, 2.0, DRIVER, U - UNKNOWN
13451215, 2, 45.0, 1.0, DRIVER, U - UNKNOWN
13451215, 1, 42.0, 1.0, DRIVER, U - UNKNOWN
13451268, 1, 62.0, 2.0, DRIVER, U - UNKNOWN
13451268, 2, 38.0, 1.0, DRIVER, U - UNKNOWN
13451348, 1, 79.0, 2.0, DRIVER, U - UNKNOWN
13452156, 2, 17.0, 1.0, DRIVER, U - UNKNOWN
13452156, 1, 17.0, 2.0, DRIVER, U - UNKNOWN
13452157, 1, 44.0, 2.0, DRIVER, U - UNKNOWN
13452254, 1, nan, 3.0, DRIVER, U - UNKNOWN
13452526, 1, 16.0, 1.0, DRIVER, U - UNKNOWN
13452564, 1, 51.0, 1.0, DRIVER, U - UNKNOWN
13452564, 3, 53.0, 1.0, DRIVER, U - UNKNOWN
13452564, 2, 33.0, 2.0, DRIVER, U - UNKNOWN
13452564, 4, 56.0, 1.0, DRIVER, U - UNKNOWN
13452717, 1, 67.0, 2.0, DRIVER, U - UNKNOWN
13452740, 1, 19.0, 2.0, DRIVER, U - UNKNOWN
13452740, 2, 22.0, 1.0, DRIVER, U - UNKNOWN
13452745, 1, 48.0, 2.0, DRIVER, U - UNKNOWN
13452745, 2, 57.0, 2.0, DRIVER, U - UNKNOWN
13452776, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13452813, 1, 55.0, 1.0, DRIVER, U - UNKNOWN
13453063, 1, 42.0, 1.0, DRIVER, U - UNKNOWN
13453101, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13453163, 1, 24.0, 1.0, DRIVER, U - UNKNOWN
13453266, 1, 23.0, 2.0, DRIVER, U - UNKNOWN
13453271, 1, 16.0, 2.0, DRIVER, U - UNKNOWN
13453888, 1, 51.0, 1.0, DRIVER, U - UNKNOWN
13453963, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
13453976, 2, 29.0, 1.0, DRIVER, U - UNKNOWN
13453976, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13454785, 1, 83.0, 1.0, DRIVER, U - UNKNOWN
13454819, 1, 61.0, 2.0, DRIVER, U - UNKNOWN
13454819, 3, 44.0, 2.0, DRIVER, U - UNKNOWN
13454819, 2, 55.0, 1.0, DRIVER, U - UNKNOWN
13454845, 1, 69.0, 1.0, DRIVER, U - UNKNOWN
13454851, 1, 34.0, 1.0, DRIVER, U - UNKNOWN
13454851, 2, 40.0, 1.0, DRIVER, U - UNKNOWN
13454894, 1, 42.0, 2.0, DRIVER, U - UNKNOWN
13454909, 1, 62.0, 2.0, DRIVER, U - UNKNOWN
13455126, 1, 17.0, 2.0, DRIVER, U - UNKNOWN
13455174, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13455174, 2, 57.0, 2.0, DRIVER, U - UNKNOWN
13455224, 1, 21.0, 2.0, DRIVER, U - UNKNOWN
13455266, 1, 26.0, 1.0, DRIVER, U - UNKNOWN
13455329, 2, 20.0, 2.0, DRIVER, U - UNKNOWN
13455329, 3, 39.0, 2.0, DRIVER, U - UNKNOWN
13455329, 1, 58.0, 2.0, DRIVER, U - UNKNOWN
13455536, 1, 18.0, 1.0, DRIVER, U - UNKNOWN
13455536, 2, 50.0, 1.0, DRIVER, U - UNKNOWN
13455575, 1, 51.0, 1.0, DRIVER, U - UNKNOWN
13455575, 2, 84.0, 2.0, DRIVER, U - UNKNOWN
13455741, 1, 52.0, 1.0, DRIVER, U - UNKNOWN
13455741, 2, 25.0, 1.0, DRIVER, U - UNKNOWN
13455827, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13455834, 2, 44.0, 2.0, DRIVER, U - UNKNOWN
13455834, 1, 30.0, 1.0, DRIVER, U - UNKNOWN
13455841, 2, 62.0, 1.0, DRIVER, U - UNKNOWN
13455841, 1, 38.0, 1.0, DRIVER, U - UNKNOWN
13455892, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
13456028, 2, 46.0, 1.0, DRIVER, U - UNKNOWN
13456028, 1, 82.0, 1.0, DRIVER, U - UNKNOWN
13456042, 1, 75.0, 2.0, DRIVER, U - UNKNOWN
13456130, 2, 30.0, 1.0, DRIVER, U - UNKNOWN
13456130, 1, 64.0, 2.0, DRIVER, U - UNKNOWN
13456130, 3, 53.0, 2.0, DRIVER, U - UNKNOWN
13456269, 1, 64.0, 2.0, DRIVER, U - UNKNOWN
13456328, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13456328, 3, 30.0, 1.0, DRIVER, U - UNKNOWN
13456328, 2, 31.0, 2.0, DRIVER, U - UNKNOWN
13456376, 1, 42.0, 2.0, DRIVER, U - UNKNOWN
13456387, 1, 32.0, 2.0, DRIVER, U - UNKNOWN
13456408, 2, 19.0, 2.0, DRIVER, U - UNKNOWN
13456408, 1, 20.0, 1.0, DRIVER, U - UNKNOWN
13456484, 1, 85.0, 2.0, DRIVER, U - UNKNOWN
13456484, 2, 51.0, 1.0, DRIVER, U - UNKNOWN
13456567, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13456581, 1, 36.0, 2.0, DRIVER, U - UNKNOWN
13456737, 2, 48.0, 2.0, DRIVER, U - UNKNOWN
13456737, 1, 71.0, 1.0, DRIVER, U - UNKNOWN
13456834, 1, 74.0, 1.0, DRIVER, U - UNKNOWN
13456902, 1, 59.0, 1.0, DRIVER, U - UNKNOWN
13456958, 2, 45.0, 1.0, DRIVER, U - UNKNOWN
13456958, 1, 31.0, 2.0, DRIVER, U - UNKNOWN
13456994, 1, 59.0, 2.0, DRIVER, U - UNKNOWN
13457029, 1, 24.0, 1.0, DRIVER, U - UNKNOWN
13457064, 2, 60.0, 1.0, DRIVER, U - UNKNOWN
13457064, 1, 50.0, 2.0, DRIVER, U - UNKNOWN
13457190, 1, 28.0, 2.0, DRIVER, U - UNKNOWN
13457204, 1, 55.0, 1.0, DRIVER, U - UNKNOWN
13457204, 2, 23.0, 2.0, DRIVER, U - UNKNOWN
13457209, 1, 54.0, 2.0, DRIVER, U - UNKNOWN
13457337, 1, 21.0, 2.0, DRIVER, U - UNKNOWN
13457387, 1, 63.0, 1.0, DRIVER, U - UNKNOWN
13457454, 1, 42.0, 2.0, DRIVER, U - UNKNOWN
13457483, 1, 18.0, 1.0, DRIVER, U - UNKNOWN
13457485, 1, 74.0, 1.0, DRIVER, U - UNKNOWN
13457485, 2, 42.0, 1.0, DRIVER, U - UNKNOWN
13457513, 1, 29.0, 1.0, DRIVER, U - UNKNOWN
