state_accident_id, dt, latitude, longitude, city, county, street_1, street_2, crash_type, death_count, severe_injury_count
16580234, 2018-01-01T13:10:00, 42.79061500380151, -73.67063302558547, Troy, Rensselaer, 2ND AVE, ROW B, COLLISION WITH MOTOR VEHICLE, 0, 1
16580759, 2018-01-01T13:41:00, 42.76317498277559, -73.59542492150865, Brunswick, Rensselaer, STATE HWY 7, Wilson Ln, COLLISION WITH MOTOR VEHICLE, 0, 1
16582309, 2018-01-02T13:42:00, 43.20570678905095, -78.50054232393566, Royalton, Niagara, ROCHESTER RD, Peet St, COLL. W/LIGHT SUPPORT/UTILITY POLE, 0, 1
16582391, 2018-01-02T17:29:00, 42.08795004008105, -78.43170009478872, Olean, Cattaraugus, N UNION ST, N 1ST ST, COLLISION WITH MOTOR VEHICLE, 0, 1
16582405, 2018-01-02T19:15:00, 40.72959614566299, -73.45923992935262, Oyster Bay, Nassau, MERRITTS RD, COLONIAL DR, COLLISION WITH MOTOR VEHICLE, 0, 1
16582925, 2018-01-02T08:13:00, 42.65682104044598, -73.7634329901209, Albany, Albany, WASHINGTON AVE, LARK ST, COLLISION WITH MOTOR VEHICLE, 0, 1
16583283, 2018-01-02T09:05:00, 41.01482650993234, -73.72203176638742, Harrison, Westchester, I 287, nan, COLLISION WITH GUIDE RAIL, 0, 1
16583285, 2018-01-01T11:13:00, 42.36703300853473, -75.70091373053222, Greene, Chenango, HATTIE CLARK RD, King Rd, COLL. W/EARTH ELE./ROCK CUT/DITCH, 0, 1
16583287, 2018-01-01T22:15:00, 40.91074441449122, -73.78536017121195, New Rochelle, Westchester, I 95, nan, COLLISION WITH OTHER BARRIER, 0, 1
16583443, 2018-01-02T07:56:00, 42.75660991265649, -73.58233466284523, Brunswick, Rensselaer, BRICK CHURCH RD, Driveway, COLLISION WITH MOTOR VEHICLE, 0, 1
16583510, 2018-01-02T08:25:00, 40.64592001239581, -73.66494098575389, East Rockaway, Nassau, ATLANTIC AVE, COLUMBIA AVE, COLLISION WITH MOTOR VEHICLE, 0, 1
16584258, 2018-01-03T11:52:00, 42.46504926169751, -75.10260687838705, Oneonta, Otsego, [Route] 205, Driveway, COLLISION WITH MOTOR VEHICLE, 0, 2
16584379, 2018-01-03T15:00:00, 40.795482869524776, -73.67714139920412, North Hempstead, Nassau, NORTHERN BLVD, COPLEY RD, COLLISION WITH MOTOR VEHICLE, 0, 1
16584494, 2018-01-02T13:38:00, 42.66001095294746, -74.72666065661292, Decatur, Otsego, COUNTY HIGHWAY 39, Maple Valley Rd, COLL. W/EARTH ELE./ROCK CUT/DITCH, 0, 1
16584508, 2018-01-02T20:21:00, 42.39914672959143, -76.45932777405254, Ithaca, Tompkins, UPDIKE RD, Coddington Rd, COLL. W/EARTH ELE./ROCK CUT/DITCH, 0, 1
16584659, 2018-01-01T10:57:00, 41.01762947355105, -73.7154472602462, Harrison, Westchester, HUTCHINSON RIVER PKWY, I 684, COLLISION WITH MOTOR VEHICLE, 0, 1
16584804, 2018-01-02T23:39:00, 42.75620907756252, -73.77640029335744, Colonie, Albany, WADE RD, Troy Schenectady Rd, COLLISION WITH PEDESTRIAN, 0, 1
16584967, 2018-01-02T14:50:00, 40.89793501700337, -73.29795796494278, Huntington, Suffolk, OLD BRIDGE RD, Middleville Rd, COLLISION WITH TREE, 0, 1
16584979, 2018-01-02T15:19:00, 40.733844968717115, -73.2107920053152, Islip, Suffolk, UNION BLVD, NASSAU AVE, COLLISION WITH MOTOR VEHICLE, 0, 1
16585098, 2018-01-03T20:16:00, 43.00698295562654, -78.75057993394655, Amherst, Erie, COTTONWOOD DR, BIRCHWOOD DR, COLLISION WITH MOTOR VEHICLE, 0, 1
16585183, 2018-01-03T18:11:00, 40.748239034331625, -73.17985090091386, Islip, Suffolk, SOUTHERN STATE PKWY, Ramp, COLLISION WITH MOTOR VEHICLE, 0, 1
16585194, 2018-01-02T07:49:00, 44.29888094579229, -74.1001319367546, North Elba, Essex, STATE HWY 86, Quinn Way, COLLISION WITH MOTOR VEHICLE, 0, 1
16585447, 2018-01-01T17:50:00, 42.52289336587536, -73.41342544893882, Stephentown, Rensselaer, S STEPHENTOWN RD, Tom Titus Rd, COLLISION WITH TREE, 0, 2
16585539, 2018-01-02T16:15:00, 41.244567477789204, -74.02934836402295, Stony Point, Rockland, PALISADES INTERSTATE PKWY, nan, COLLISION WITH CURBING, 0, 1
16586180, 2018-01-03T14:54:00, 40.823302405637726, -73.34687591897713, Huntington, Suffolk, NORTHERN STATE PKWY, Ramp, COLL. W/LIGHT SUPPORT/UTILITY POLE, 0, 1
16586968, 2018-01-03T09:07:00, 41.063654134467804, -73.76670356248462, North Castle, Westchester, N BROADWAY, Mount Kisco Rd, COLLISION WITH SIGN POST, 0, 1
16587514, 2018-01-03T22:45:00, 42.74203052400301, -73.74063135195344, Colonie, Albany, TROY SCHENECTADY RD, Arcadia Ave, COLLISION WITH MOTOR VEHICLE, 0, 1
16587823, 2018-01-03T05:25:00, 42.9178520224476, -78.69689702494364, Depew, Erie, TRANSIT RD, nan, COLLISION WITH MOTOR VEHICLE, 0, 1
16587890, 2018-01-03T12:51:00, 43.186543982635975, -77.60837800812055, Rochester, Monroe, SENECA AVE, NORTON ST, COLLISION WITH MOTOR VEHICLE, 0, 1
16588078, 2018-01-03T18:40:00, 42.757717001415806, -73.5669676676239, Brunswick, Rensselaer, TAMARAC RD, Carrolls Grove Rd, COLL. W/EARTH ELE./ROCK CUT/DITCH, 0, 1
16588097, 2018-01-04T08:46:00, 41.10389008284713, -74.0184074770849, Clarkstown, Rockland, I 87, nan, COLLISION WITH MOTOR VEHICLE, 0, 1
16588170, 2018-01-03T22:52:00, 42.83578262923327, -73.83011323605832, Clifton Park, Saratoga, GROOMS RD, Herold Dr, COLLISION WITH SNOW EMBANKMENT, 0, 1
16588230, 2018-01-05T16:01:00, 41.426283360932, -74.42863423486082, Middletown, Orange, WEBB RD, nan, COLLISION WITH PEDESTRIAN, 0, 1
16588279, 2018-01-03T13:02:00, 43.01964243747813, -76.14248729503993, Syracuse, Onondaga, S SALINA ST, W Lafayette Ave, COLLISION WITH MOTOR VEHICLE, 1, 0
16588416, 2018-01-03T15:49:00, 43.03005996729097, -76.17521775397717, Syracuse, Onondaga, S GEDDES ST, Stolp Ave, COLLISION WITH MOTOR VEHICLE, 0, 1
16588594, 2018-01-04T10:15:00, 41.29465335265274, -73.90400624079577, Peekskill, Westchester, MAIN ST, HUSTED AVE, COLL. W/LIGHT SUPPORT/UTILITY POLE, 0, 1
16588808, 2018-01-05T15:03:00, 41.12625993602014, -74.023187982636, Clarkstown, Rockland, W CLARKSTOWN RD, E Eckerson Rd, COLLISION WITH MOTOR VEHICLE, 0, 1
16588846, 2018-01-05T05:44:00, 42.73324963753025, -73.73429865101063, Colonie, Albany, DELATOUR RD, Unnamed Street, COLLISION WITH MOTOR VEHICLE, 0, 1
16589017, 2018-01-05T17:40:00, 40.72522064863142, -73.43447207525372, Farmingdale, Nassau, FULTON ST, Baldwin St, COLLISION WITH MOTOR VEHICLE, 0, 1
16589189, 2018-01-05T13:43:00, 42.80076301170562, -78.7522899981251, Orchard Park, Erie, UNION RD, Orchard Park Rd, COLLISION WITH MOTOR VEHICLE, 0, 1
16589290, 2018-01-02T16:30:00, 43.75053764022354, -76.04816888279092, Ellisburg, Jefferson, US ROUTE 11, Wilder Rd, COLLISION WITH MOTOR VEHICLE, 0, 1
16589309, 2018-01-03T15:50:00, 41.758509046464866, -74.35780177264736, Wawarsing, Ulster, US HWY 209, Driveway, COLLISION WITH MOTOR VEHICLE, 0, 1
16589338, 2018-01-01T22:58:00, 42.223470187999226, -78.10244960391621, Friendship, Allegany, SERVICE ROAD, nan, COLLISION WITH SIGN POST, 0, 1
16589339, 2018-01-04T12:13:00, 42.27021364964308, -78.2431192155725, New Hudson, Allegany, ROUTE 305, New Hudson Rd, COLLISION WITH BUILDING/WALL, 0, 1
16589345, 2018-01-02T11:02:00, 42.50062124650485, -78.18038786416449, Hume, Allegany, HODNETT RD, Hopkins Rd, COLL. W/LIGHT SUPPORT/UTILITY POLE, 0, 1
16589473, 2018-01-02T07:46:00, 43.15138323124765, -76.27318400646514, Lysander, Onondaga, RIVER RD, nan, COLLISION WITH MOTOR VEHICLE, 0, 1
16589677, 2018-01-05T22:44:00, 41.187825015875234, -73.80387100167063, New Castle, Westchester, [Route] 100, [Route] 133, COLLISION WITH MOTOR VEHICLE, 0, 1
16589724, 2018-01-06T17:05:00, 40.70778301735504, -73.67884403215461, Hempstead, Nassau, HEMPSTEAD TPKE, RANDOLPH AVE, COLLISION WITH PEDESTRIAN, 0, 1
16589885, 2018-01-06T16:35:00, 43.116507707316735, -77.55410839744812, Brighton, Monroe, WESTFALL RD, Ramp, COLLISION WITH MOTOR VEHICLE, 0, 1
16589936, 2018-01-05T08:43:00, 41.200232084160824, -74.18384029550384, Tuxedo, Orange, [Route] 17, Patterson Hill Rd, COLLISION WITH CULVERT/HEADWALL, 0, 1
