state_accident_id,vehicle_number,body_type
17673840,1,SUBURBAN
17674699,2,4 DOOR SEDAN
17674699,1,SUBURBAN
17674741,1,2 DOOR SEDAN
17674741,2,SUBURBAN
17674764,1,4 DOOR SEDAN
17674764,2,4 DOOR SEDAN
17674764,3,SUBURBAN
17674768,1,SUBURBAN
17675681,1,4 DOOR SEDAN
17675835,1,4 DOOR SEDAN
17676182,1,4 DOOR SEDAN
17676395,1,4 DOOR SEDAN
17676466,1,4 DOOR SEDAN
17676719,1,4 DOOR SEDAN
17676719,2,4 DOOR SEDAN
17676719,3,VAN TRUCK
17676934,2,SUBURBAN
17676987,1,SUBURBAN
17677037,1,4 DOOR SEDAN
17677237,1,4 DOOR SEDAN
17677237,2,SUBURBAN
17677279,1,SUBURBAN
17677279,2,SUBURBAN
17677279,3,4 DOOR SEDAN
17677279,4,4 DOOR SEDAN
17677427,1,SUBURBAN
17677427,2,PICK-UP TRUCK
17677620,1,4 DOOR SEDAN
17677620,2,4 DOOR SEDAN
17677641,1,SUBURBAN
17677831,1,SUBURBAN
17678039,1,SUBURBAN
17678039,2,PICK-UP TRUCK
17678190,1,4 DOOR SEDAN
17678190,2,SUBURBAN
17678438,1,SEDAN
17678439,1,SUBURBAN
17678439,2,4 DOOR SEDAN
17678908,1,4 DOOR SEDAN
17678908,2,SUBURBAN
17678975,1,4 DOOR SEDAN
17678975,2,4 DOOR SEDAN
17679086,1,SUBURBAN
17679086,2,SUBURBAN
17679506,1,PICK-UP TRUCK
17679904,1,DUMP TRUCK
17680069,1,SUBURBAN
17680458,1,SUBURBAN
17680500,1,SUBURBAN
17680500,2,MOTORCYCLE
17680529,1,SUBURBAN
17680529,2,4 DOOR SEDAN
17680836,1,4 DOOR SEDAN
17680890,1,4 DOOR SEDAN
17680892,1,4 DOOR SEDAN
17681040,1,CEMENT MIXER
17681674,1,2 DOOR SEDAN
17681687,1,4 DOOR SEDAN
17681687,2,PICK-UP TRUCK
17681713,1,4 DOOR SEDAN
17681713,2,4 DOOR SEDAN
17681861,1,SUBURBAN
17681861,2,PICK-UP TRUCK
17682031,1,SUBURBAN
17682031,2,SUBURBAN
17682031,3,SUBURBAN
17682033,1,4 DOOR SEDAN
17682033,2,4 DOOR SEDAN
17682100,1,SUBURBAN
17682100,2,SUBURBAN
17682180,1,PICK-UP TRUCK
17682296,1,4 DOOR SEDAN
17682297,1,SUBURBAN
17682297,2,PICK-UP TRUCK
17682299,1,SUBURBAN
17682299,2,4 DOOR SEDAN
17682408,1,SUBURBAN
17682490,1,VAN TRUCK
17682490,2,SUBURBAN
17682494,1,TRACTOR
17682494,2,DUMP TRUCK
17682528,1,SUBURBAN
17682664,1,SUBURBAN
17682664,2,SUBURBAN
17682664,3,UNKNOWN VEHICLE
17683205,1,SUBURBAN
17683205,2,SUBURBAN
17683291,2,4 DOOR SEDAN
17683302,1,SUBURBAN
17683302,2,SUBURBAN
17683353,1,SUBURBAN
17683353,2,4 DOOR SEDAN
17683407,1,SUBURBAN
17683519,1,4 DOOR SEDAN
17684224,1,4 DOOR SEDAN
17684224,2,SUBURBAN
17684224,3,4 DOOR SEDAN
17684224,4,PICK-UP TRUCK
17684297,1,UNKNOWN VEHICLE
17684330,1,4 DOOR SEDAN
17684330,2,SUBURBAN
17684330,3,SEDAN
17684330,4,4 DOOR SEDAN
17684456,1,4 DOOR SEDAN
17684484,1,4 DOOR SEDAN
17684720,1,SEDAN
17684720,2,SUBURBAN
17684758,1,SUBURBAN
17684805,2,UNKNOWN VEHICLE
17684872,1,SUBURBAN
17684872,2,SUBURBAN
17684910,1,4 DOOR SEDAN
17684916,1,UNKNOWN VEHICLE
17684940,1,BUS (OMNIBUS)
17685076,1,SUBURBAN
17685154,1,VAN TRUCK
17685231,1,SUBURBAN
17685258,1,SUBURBAN
17685258,2,4 DOOR SEDAN
17685288,1,PICK-UP TRUCK
17685317,1,4 DOOR SEDAN
17685317,2,4 DOOR SEDAN
17685323,1,4 DOOR SEDAN
17685323,2,4 DOOR SEDAN
17685323,3,4 DOOR SEDAN
17685333,1,4 DOOR SEDAN
17685333,2,SUBURBAN
17685507,1,SUBURBAN
17685653,1,SUBURBAN
17685653,2,VAN TRUCK
17685994,1,4 DOOR SEDAN
17686110,1,SUBURBAN
17686110,2,SUBURBAN
17686285,1,4 DOOR SEDAN
17686291,1,2 DOOR SEDAN
17686407,1,PICK-UP TRUCK
17686407,2,DUMP TRUCK
17686593,1,SUBURBAN
17686593,2,4 DOOR SEDAN
17686733,1,4 DOOR SEDAN
17686733,2,SUBURBAN
17686733,3,SUBURBAN
17686757,1,SUBURBAN
17686757,2,4 DOOR SEDAN
17686849,1,4 DOOR SEDAN
17686869,1,PICK-UP TRUCK
17686869,2,4 DOOR SEDAN
17686909,1,VAN TRUCK
17686909,2,SUBURBAN
17686922,1,4 DOOR SEDAN
17687029,1,SUBURBAN
17687033,1,4 DOOR SEDAN
17687033,2,SUBURBAN
17687117,1,2 DOOR SEDAN
17687117,2,4 DOOR SEDAN
17687263,1,4 DOOR SEDAN
17687298,1,4 DOOR SEDAN
17687302,1,SUBURBAN
17687303,1,4 DOOR SEDAN
17687350,1,4 DOOR SEDAN
17687350,2,4 DOOR SEDAN
17687368,1,SUBURBAN
17687376,1,SUBURBAN
17687451,1,SUBURBAN
17687519,1,SUBURBAN
17687519,2,SUBURBAN
17687548,1,SUBURBAN
17687548,2,BUS (OMNIBUS)
17687625,1,4 DOOR SEDAN
17687625,2,SUBURBAN
17687882,1,4 DOOR SEDAN
17687882,2,4 DOOR SEDAN
17687882,3,FLAT BED TRUCK
17687912,1,4 DOOR SEDAN
17687960,1,4 DOOR SEDAN
17688038,1,PICK-UP TRUCK
17688088,1,4 DOOR SEDAN
17688134,1,DUMP TRUCK
17688173,1,SUBURBAN
17688173,2,SEDAN
17688217,1,POLICE
17688217,2,SUBURBAN
17688417,1,POLICE
17688417,2,SUBURBAN
17688518,1,SUBURBAN
17688518,2,SEDAN
17688544,1,4 DOOR SEDAN
17688571,1,TAXI
17688686,1,SEDAN
17688712,1,FARM TRACTOR
17688712,2,SUBURBAN
