state_accident_id,vehicle_number,age,sex,person_type,injury_severity
14724806,1,61.0,1.0,DRIVER,U - UNKNOWN
14725114,1,72.0,1.0,DRIVER,U - UNKNOWN
14726250,1,50.0,1.0,DRIVER,U - UNKNOWN
14726250,2,nan,3.0,DRIVER,U - UNKNOWN
14726595,1,32.0,1.0,DRIVER,U - UNKNOWN
14726635,1,26.0,1.0,DRIVER,U - UNKNOWN
14726667,1,nan,3.0,DRIVER,U - UNKNOWN
14727138,2,41.0,2.0,DRIVER,U - UNKNOWN
14727138,3,47.0,2.0,DRIVER,U - UNKNOWN
14727138,1,33.0,1.0,DRIVER,U - UNKNOWN
14727148,1,45.0,2.0,DRIVER,U - UNKNOWN
14727151,2,69.0,1.0,DRIVER,U - UNKNOWN
14727151,1,36.0,1.0,DRIVER,U - UNKNOWN
14727241,1,27.0,1.0,DRIVER,U - UNKNOWN
14727455,1,32.0,2.0,DRIVER,U - UNKNOWN
14727504,1,20.0,2.0,DRIVER,U - UNKNOWN
14727642,1,72.0,1.0,DRIVER,U - UNKNOWN
14727884,1,22.0,1.0,DRIVER,U - UNKNOWN
14727884,3,64.0,1.0,DRIVER,U - UNKNOWN
14727884,4,23.0,1.0,DRIVER,U - UNKNOWN
14727884,2,42.0,1.0,DRIVER,U - UNKNOWN
14727884,5,74.0,2.0,DRIVER,U - UNKNOWN
14727932,1,43.0,1.0,DRIVER,U - UNKNOWN
14728335,2,59.0,1.0,DRIVER,U - UNKNOWN
14728335,1,23.0,1.0,DRIVER,U - UNKNOWN
14729370,2,22.0,2.0,DRIVER,U - UNKNOWN
14729370,3,38.0,1.0,DRIVER,U - UNKNOWN
14729370,1,42.0,1.0,DRIVER,U - UNKNOWN
14729375,2,43.0,2.0,DRIVER,U - UNKNOWN
14729375,1,18.0,2.0,DRIVER,U - UNKNOWN
14729530,1,52.0,1.0,DRIVER,U - UNKNOWN
14729531,1,32.0,2.0,DRIVER,U - UNKNOWN
14729852,1,18.0,2.0,DRIVER,U - UNKNOWN
14729871,2,40.0,2.0,DRIVER,U - UNKNOWN
14729871,1,33.0,2.0,DRIVER,U - UNKNOWN
14729935,1,52.0,2.0,DRIVER,U - UNKNOWN
14729976,1,61.0,2.0,DRIVER,U - UNKNOWN
14729976,2,25.0,1.0,DRIVER,U - UNKNOWN
14730003,1,41.0,1.0,DRIVER,U - UNKNOWN
14730181,1,57.0,1.0,DRIVER,U - UNKNOWN
14730355,3,23.0,1.0,DRIVER,U - UNKNOWN
14730355,2,56.0,2.0,DRIVER,U - UNKNOWN
14730355,1,24.0,1.0,DRIVER,U - UNKNOWN
14730620,1,21.0,1.0,DRIVER,U - UNKNOWN
14730821,1,39.0,1.0,DRIVER,U - UNKNOWN
14730822,1,52.0,2.0,DRIVER,U - UNKNOWN
14730822,2,nan,3.0,DRIVER,U - UNKNOWN
14731370,1,36.0,1.0,DRIVER,U - UNKNOWN
14731370,2,29.0,1.0,DRIVER,U - UNKNOWN
14731370,3,nan,3.0,DRIVER,U - UNKNOWN
14731379,1,31.0,1.0,DRIVER,U - UNKNOWN
14731381,1,51.0,1.0,DRIVER,U - UNKNOWN
14731381,2,31.0,1.0,DRIVER,U - UNKNOWN
14731382,3,52.0,1.0,DRIVER,U - UNKNOWN
14731382,1,54.0,1.0,DRIVER,U - UNKNOWN
14732187,1,25.0,1.0,DRIVER,U - UNKNOWN
14732212,1,65.0,1.0,DRIVER,U - UNKNOWN
14732426,2,42.0,1.0,DRIVER,U - UNKNOWN
14732426,1,27.0,1.0,DRIVER,U - UNKNOWN
14732775,1,22.0,1.0,DRIVER,U - UNKNOWN
14732808,1,30.0,1.0,DRIVER,U - UNKNOWN
14732808,2,nan,3.0,DRIVER,U - UNKNOWN
14732808,3,nan,3.0,DRIVER,U - UNKNOWN
14732812,1,20.0,1.0,DRIVER,U - UNKNOWN
14733316,1,30.0,1.0,DRIVER,U - UNKNOWN
14733316,2,45.0,2.0,DRIVER,U - UNKNOWN
14733345,1,38.0,1.0,DRIVER,U - UNKNOWN
14734068,1,64.0,1.0,DRIVER,U - UNKNOWN
14734611,2,20.0,1.0,DRIVER,U - UNKNOWN
14734611,1,23.0,1.0,DRIVER,U - UNKNOWN
14734635,1,33.0,2.0,DRIVER,U - UNKNOWN
14734687,1,43.0,2.0,DRIVER,U - UNKNOWN
14734731,2,90.0,1.0,DRIVER,U - UNKNOWN
14734731,1,23.0,2.0,DRIVER,U - UNKNOWN
14734785,1,42.0,1.0,DRIVER,U - UNKNOWN
14734847,1,26.0,1.0,DRIVER,U - UNKNOWN
14735014,1,65.0,1.0,DRIVER,U - UNKNOWN
14735919,1,37.0,1.0,DRIVER,U - UNKNOWN
14736106,2,25.0,2.0,DRIVER,U - UNKNOWN
14736106,1,22.0,1.0,DRIVER,U - UNKNOWN
14736163,1,21.0,1.0,DRIVER,U - UNKNOWN
14736163,2,66.0,1.0,DRIVER,U - UNKNOWN
14736246,1,49.0,1.0,DRIVER,U - UNKNOWN
14736314,1,80.0,2.0,DRIVER,U - UNKNOWN
14736466,1,18.0,1.0,DRIVER,U - UNKNOWN
14736466,3,21.0,2.0,DRIVER,U - UNKNOWN
14736466,2,68.0,1.0,DRIVER,U - UNKNOWN
14736620,1,24.0,2.0,DRIVER,U - UNKNOWN
14736706,2,64.0,1.0,DRIVER,U - UNKNOWN
14736706,1,18.0,2.0,DRIVER,U - UNKNOWN
14736708,2,54.0,1.0,DRIVER,U - UNKNOWN
14736708,1,23.0,1.0,DRIVER,U - UNKNOWN
14736714,1,25.0,1.0,DRIVER,U - UNKNOWN
14736756,1,29.0,1.0,DRIVER,U - UNKNOWN
14736833,2,56.0,1.0,DRIVER,U - UNKNOWN
14736833,1,44.0,1.0,DRIVER,U - UNKNOWN
14737371,2,73.0,1.0,DRIVER,U - UNKNOWN
14737371,1,84.0,1.0,DRIVER,U - UNKNOWN
14737430,2,32.0,1.0,DRIVER,U - UNKNOWN
14737430,1,16.0,1.0,DRIVER,U - UNKNOWN
14737442,2,43.0,1.0,DRIVER,U - UNKNOWN
14737442,1,29.0,1.0,DRIVER,U - UNKNOWN
14737464,1,33.0,1.0,DRIVER,U - UNKNOWN
14737497,1,26.0,1.0,DRIVER,U - UNKNOWN
14737733,1,69.0,1.0,DRIVER,U - UNKNOWN
14737733,2,33.0,1.0,DRIVER,U - UNKNOWN
14737830,1,52.0,1.0,DRIVER,U - UNKNOWN
14737840,1,23.0,1.0,DRIVER,U - UNKNOWN
14737961,1,24.0,1.0,DRIVER,U - UNKNOWN
14738278,1,64.0,2.0,DRIVER,U - UNKNOWN
14738286,2,18.0,1.0,DRIVER,U - UNKNOWN
14738286,1,42.0,1.0,DRIVER,U - UNKNOWN
14738306,2,33.0,1.0,DRIVER,U - UNKNOWN
14738306,1,72.0,2.0,DRIVER,U - UNKNOWN
14738503,1,33.0,1.0,DRIVER,U - UNKNOWN
14738621,1,21.0,1.0,DRIVER,U - UNKNOWN
14738622,1,35.0,1.0,DRIVER,U - UNKNOWN
14739058,1,28.0,1.0,DRIVER,U - UNKNOWN
14739181,1,76.0,1.0,DRIVER,U - UNKNOWN
14739268,1,47.0,1.0,DRIVER,U - UNKNOWN
14739366,2,67.0,1.0,DRIVER,U - UNKNOWN
14739366,1,68.0,2.0,DRIVER,U - UNKNOWN
14739382,1,18.0,1.0,DRIVER,U - UNKNOWN
14739407,1,43.0,2.0,DRIVER,U - UNKNOWN
14739642,3,24.0,1.0,DRIVER,U - UNKNOWN
14739642,1,41.0,1.0,DRIVER,U - UNKNOWN
14739642,2,31.0,2.0,DRIVER,U - UNKNOWN
14739656,2,nan,3.0,DRIVER,U - UNKNOWN
14739656,1,40.0,1.0,DRIVER,U - UNKNOWN
14739656,3,57.0,1.0,DRIVER,U - UNKNOWN
14739732,2,18.0,2.0,DRIVER,U - UNKNOWN
14739732,1,17.0,2.0,DRIVER,U - UNKNOWN
14739766,1,50.0,2.0,DRIVER,U - UNKNOWN
14739766,2,45.0,1.0,DRIVER,U - UNKNOWN
14739767,2,46.0,1.0,DRIVER,U - UNKNOWN
14739767,1,54.0,1.0,DRIVER,U - UNKNOWN
14739768,1,nan,3.0,DRIVER,U - UNKNOWN
14739768,3,45.0,1.0,DRIVER,U - UNKNOWN
14741077,2,27.0,1.0,DRIVER,U - UNKNOWN
14741077,1,38.0,1.0,DRIVER,U - UNKNOWN
14741156,1,32.0,2.0,DRIVER,U - UNKNOWN
14741156,2,nan,3.0,DRIVER,U - UNKNOWN
14741285,1,36.0,2.0,DRIVER,U - UNKNOWN
14741339,2,48.0,1.0,DRIVER,U - UNKNOWN
14741339,1,25.0,2.0,DRIVER,U - UNKNOWN
14741354,1,20.0,1.0,DRIVER,U - UNKNOWN
14741354,3,53.0,1.0,DRIVER,U - UNKNOWN
14741354,2,20.0,2.0,DRIVER,U - UNKNOWN
14741486,1,32.0,2.0,DRIVER,U - UNKNOWN
14741486,2,21.0,1.0,DRIVER,U - UNKNOWN
14741537,1,51.0,2.0,DRIVER,U - UNKNOWN
14741701,1,nan,3.0,DRIVER,U - UNKNOWN
14742105,2,nan,3.0,DRIVER,U - UNKNOWN
14742105,1,42.0,1.0,DRIVER,U - UNKNOWN
14742132,1,21.0,1.0,DRIVER,U - UNKNOWN
14742139,1,52.0,1.0,DRIVER,U - UNKNOWN
14742140,1,54.0,1.0,DRIVER,U - UNKNOWN
14742141,1,49.0,1.0,DRIVER,U - UNKNOWN
14742143,1,28.0,1.0,DRIVER,U - UNKNOWN
14742313,2,25.0,1.0,DRIVER,U - UNKNOWN
14742313,1,43.0,1.0,DRIVER,U - UNKNOWN
14743015,1,22.0,2.0,DRIVER,U - UNKNOWN
14743015,2,31.0,2.0,DRIVER,U - UNKNOWN
14743150,2,66.0,2.0,DRIVER,U - UNKNOWN
14743154,1,46.0,1.0,DRIVER,U - UNKNOWN
14743248,1,23.0,2.0,DRIVER,U - UNKNOWN
14743255,2,83.0,2.0,DRIVER,U - UNKNOWN
14743293,2,19.0,1.0,DRIVER,U - UNKNOWN
14743293,1,25.0,2.0,DRIVER,U - UNKNOWN
14743313,1,78.0,1.0,DRIVER,U - UNKNOWN
14743408,1,39.0,1.0,DRIVER,U - UNKNOWN
14743408,3,45.0,2.0,DRIVER,U - UNKNOWN
14743408,2,32.0,1.0,DRIVER,U - UNKNOWN
14743409,1,23.0,1.0,DRIVER,U - UNKNOWN
14743437,1,44.0,1.0,DRIVER,U - UNKNOWN
14743459,1,38.0,1.0,DRIVER,U - UNKNOWN
14743463,2,44.0,1.0,DRIVER,U - UNKNOWN
14743463,1,28.0,2.0,DRIVER,U - UNKNOWN
14743487,1,71.0,1.0,DRIVER,U - UNKNOWN
14743693,1,21.0,1.0,DRIVER,U - UNKNOWN
14743713,1,20.0,2.0,DRIVER,U - UNKNOWN
14743751,1,19.0,2.0,DRIVER,U - UNKNOWN
14743751,2,29.0,1.0,DRIVER,U - UNKNOWN
14743857,1,91.0,2.0,DRIVER,U - UNKNOWN
14744024,1,30.0,1.0,DRIVER,U - UNKNOWN
14744024,2,31.0,2.0,DRIVER,U - UNKNOWN
14744024,3,38.0,1.0,DRIVER,U - UNKNOWN
14745235,1,44.0,2.0,DRIVER,U - UNKNOWN
14745268,2,48.0,1.0,DRIVER,U - UNKNOWN
14745268,1,73.0,2.0,DRIVER,U - UNKNOWN
14745324,1,65.0,1.0,DRIVER,U - UNKNOWN
14745355,2,58.0,2.0,DRIVER,U - UNKNOWN
14745355,1,21.0,1.0,DRIVER,U - UNKNOWN
14745388,1,59.0,1.0,DRIVER,U - UNKNOWN
14745388,2,48.0,1.0,DRIVER,U - UNKNOWN
14745422,1,65.0,2.0,DRIVER,U - UNKNOWN
14745422,2,34.0,1.0,DRIVER,U - UNKNOWN
14746003,2,24.0,2.0,DRIVER,U - UNKNOWN
14746003,1,62.0,1.0,DRIVER,U - UNKNOWN
14746963,2,48.0,1.0,DRIVER,U - UNKNOWN
14746963,1,nan,3.0,DRIVER,U - UNKNOWN
14747360,2,71.0,1.0,DRIVER,U - UNKNOWN
14747360,1,23.0,1.0,DRIVER,U - UNKNOWN
14747374,1,34.0,2.0,DRIVER,U - UNKNOWN
14747469,1,23.0,2.0,DRIVER,U - UNKNOWN
14747469,2,47.0,1.0,DRIVER,U - UNKNOWN
14747497,1,53.0,1.0,DRIVER,U - UNKNOWN
14747497,2,48.0,2.0,DRIVER,U - UNKNOWN
14747604,1,23.0,2.0,DRIVER,U - UNKNOWN
14747604,2,22.0,1.0,DRIVER,U - UNKNOWN
14747647,2,63.0,1.0,DRIVER,U - UNKNOWN
14747647,1,54.0,1.0,DRIVER,U - UNKNOWN
14747653,1,28.0,1.0,DRIVER,U - UNKNOWN
14747779,1,21.0,1.0,DRIVER,U - UNKNOWN
14747850,1,49.0,2.0,DRIVER,U - UNKNOWN
14747900,1,60.0,1.0,DRIVER,U - UNKNOWN
14747900,2,51.0,1.0,DRIVER,U - UNKNOWN
14749364,1,24.0,2.0,DRIVER,U - UNKNOWN
14749364,2,34.0,2.0,DRIVER,U - UNKNOWN
14749580,2,42.0,1.0,DRIVER,U - UNKNOWN
14749580,1,30.0,2.0,DRIVER,U - UNKNOWN
14749723,1,26.0,2.0,DRIVER,U - UNKNOWN
14749839,1,32.0,2.0,DRIVER,U - UNKNOWN
14749967,1,69.0,1.0,DRIVER,U - UNKNOWN
14750054,1,72.0,2.0,DRIVER,U - UNKNOWN
14750054,2,20.0,1.0,DRIVER,U - UNKNOWN
14750115,1,53.0,1.0,DRIVER,U - UNKNOWN
14750152,2,32.0,1.0,DRIVER,U - UNKNOWN
14750152,1,17.0,2.0,DRIVER,U - UNKNOWN
14750152,3,34.0,1.0,DRIVER,U - UNKNOWN
14750166,1,46.0,2.0,DRIVER,U - UNKNOWN
14750166,2,20.0,2.0,DRIVER,U - UNKNOWN
14750193,1,62.0,1.0,DRIVER,U - UNKNOWN
14750193,2,45.0,1.0,DRIVER,U - UNKNOWN
14750234,1,45.0,2.0,DRIVER,U - UNKNOWN
14750329,1,24.0,2.0,DRIVER,U - UNKNOWN
14750329,2,36.0,1.0,DRIVER,U - UNKNOWN
14750391,1,26.0,2.0,DRIVER,U - UNKNOWN
14750431,1,50.0,2.0,DRIVER,U - UNKNOWN
14750431,2,57.0,2.0,DRIVER,U - UNKNOWN
14750432,1,83.0,1.0,DRIVER,U - UNKNOWN
14750589,1,61.0,1.0,DRIVER,U - UNKNOWN
14750610,2,nan,3.0,DRIVER,U - UNKNOWN
14750610,1,47.0,1.0,DRIVER,U - UNKNOWN
14750631,1,79.0,2.0,DRIVER,U - UNKNOWN
14750800,1,41.0,2.0,DRIVER,U - UNKNOWN
14751008,1,26.0,2.0,DRIVER,U - UNKNOWN
14751024,4,39.0,1.0,DRIVER,U - UNKNOWN
14751024,2,20.0,1.0,DRIVER,U - UNKNOWN
14751024,5,22.0,2.0,DRIVER,U - UNKNOWN
14751024,1,40.0,2.0,DRIVER,U - UNKNOWN
14751024,3,64.0,1.0,DRIVER,U - UNKNOWN
14751037,2,27.0,1.0,DRIVER,U - UNKNOWN
14751037,1,27.0,1.0,DRIVER,U - UNKNOWN
14751068,2,52.0,1.0,DRIVER,U - UNKNOWN
14751068,1,19.0,2.0,DRIVER,U - UNKNOWN
14751257,1,59.0,2.0,DRIVER,U - UNKNOWN
14751273,1,90.0,2.0,DRIVER,U - UNKNOWN
14751273,2,47.0,2.0,DRIVER,U - UNKNOWN
14751293,1,64.0,2.0,DRIVER,U - UNKNOWN
