state_accident_id, vehicle_number, body_type
19490896, 2, SUBURBAN
19490896, 1, SEDAN
19490897, 1, SEDAN
19490897, 2, SUBURBAN
19491010, 2, MOTORCYCLE
19491010, 1, SUBURBAN
19491023, 2, 4 DOOR SEDAN
19491023, 1, PICK-UP TRUCK
19491035, 1, 4 DOOR SEDAN
19630566, 1, 4 DOOR SEDAN
19630566, 2, PICK-UP TRUCK
19630566, 3, SUBURBAN
19494076, 1, SEDAN
19494076, 2, DUMP TRUCK
19494908, 2, SEDAN
19494908, 5, SUBURBAN
19494908, 3, SUBURBAN
19494908, 4, SEDAN
19494908, 1, SUBURBAN
19494909, 1, SUBURBAN
19584404, 2, UNKNOWN VEHICLE
19584449, 2, 4 DOOR SEDAN
19584449, 1, SEDAN
19584456, 1, SEDAN
19584456, 3, SUBURBAN
19584456, 4, SUBURBAN
19584456, 2, SUBURBAN
19584465, 1, SUBURBAN
19584465, 2, 4 DOOR SEDAN
19584499, 1, 4 DOOR SEDAN
19584499, 2, SUBURBAN
19584506, 1, SUBURBAN
19496593, 1, BUS (OMNIBUS)
19588496, 1, MOTORCYCLE
19588496, 2, SUBURBAN
19688358, 2, 4 DOOR SEDAN
19688358, 1, SUBURBAN
19588506, 1, SUBURBAN
19496596, 2, SUBURBAN
19496596, 1, 4 DOOR SEDAN
19630686, 2, 4 DOOR SEDAN
19630686, 3, PICK-UP TRUCK
19630686, 1, 4 DOOR SEDAN
19631865, 1, 4 DOOR SEDAN
19631865, 3, SUBURBAN
19631865, 2, DUMP TRUCK
19496630, 2, 4 DOOR SEDAN
19496630, 1, SUBURBAN
19643385, 2, SUBURBAN
19643385, 1, 4 DOOR SEDAN
19630706, 1, 4 DOOR SEDAN
19631869, 1, 4 DOOR SEDAN
19631869, 3, SUBURBAN
19631869, 2, 4 DOOR SEDAN
19496839, 1, SUBURBAN
19638170, 2, 4 DOOR SEDAN
19638170, 1, SUBURBAN
19642303, 1, 4 DOOR SEDAN
19642303, 2, SUBURBAN
19497141, 1, SUBURBAN
19643431, 1, SUBURBAN
19497330, 1, SUBURBAN
19643500, 2, SUBURBAN
19643500, 1, SUBURBAN
19645302, 1, 4 DOOR SEDAN
19497548, 1, SUBURBAN
19497548, 2, SUBURBAN
19497548, 3, SUBURBAN
19531635, 1, SUBURBAN
19497596, 2, SUBURBAN
19497596, 1, 4 DOOR SEDAN
19497678, 1, SUBURBAN
19497679, 1, SUBURBAN
19497679, 2, 4 DOOR SEDAN
19497760, 1, SUBURBAN
19497852, 1, SUBURBAN
19497867, 1, PICK-UP TRUCK
19645446, 2, 4 DOOR SEDAN
19645446, 1, SUBURBAN
19497891, 1, 4 DOOR SEDAN
19497894, 2, 4 DOOR SEDAN
19497894, 1, SUBURBAN
19650782, 2, 4 DOOR SEDAN
19650782, 1, SUBURBAN
19497925, 1, SUBURBAN
19645460, 3, PICK-UP TRUCK
19645460, 2, SUBURBAN
19645460, 1, SUBURBAN
19500539, 1, SUBURBAN
19497985, 1, SUBURBAN
19650814, 1, SUBURBAN
19502042, 2, SUBURBAN
19502042, 1, SUBURBAN
19502124, 1, SUBURBAN
19502124, 2, 4 DOOR SEDAN
19498692, 1, PICK-UP TRUCK
19500809, 1, SUBURBAN
19498724, 1, SUBURBAN
19655654, 1, PICK-UP TRUCK
19650900, 1, SUBURBAN
19650907, 1, 4 DOOR SEDAN
19650907, 2, PICK-UP TRUCK
19650909, 1, 4 DOOR SEDAN
19650909, 2, 4 DOOR SEDAN
19498768, 1, SUBURBAN
19498822, 2, SUBURBAN
19498822, 1, SUBURBAN
19501145, 1, 4 DOOR SEDAN
19671477, 1, SUBURBAN
19671477, 2, SUBURBAN
19502477, 1, SUBURBAN
19653804, 2, SUBURBAN
19653804, 1, 4 DOOR SEDAN
19650989, 2, 4 DOOR SEDAN
19650989, 1, SUBURBAN
19502074, 1, SUBURBAN
19499014, 2, 4 DOOR SEDAN
19499014, 1, SUBURBAN
19499038, 2, SUBURBAN
19499038, 1, 4 DOOR SEDAN
19501996, 2, 4 DOOR SEDAN
19501996, 1, SUBURBAN
19502334, 2, CEMENT MIXER
19502334, 1, 4 DOOR SEDAN
19499121, 1, SUBURBAN
19499160, 1, SUBURBAN
19499193, 1, 4 DOOR SEDAN
19655661, 2, 4 DOOR SEDAN
19501298, 1, SUBURBAN
19499269, 1, PICK-UP TRUCK
19499283, 1, 4 DOOR SEDAN
19502091, 1, MOTORCYCLE
19499314, 1, 4 DOOR SEDAN
19499314, 2, 4 DOOR SEDAN
19653937, 1, 2 DOOR SEDAN
19653937, 2, SUBURBAN
19500735, 2, 4 DOOR SEDAN
19500735, 1, SUBURBAN
19502418, 1, 2 DOOR SEDAN
19655686, 2, SUBURBAN
19655686, 1, 4 DOOR SEDAN
19502150, 1, 4 DOOR SEDAN
19500665, 2, 4 DOOR SEDAN
19500665, 1, PICK-UP TRUCK
19500669, 2, SUBURBAN
19500669, 1, 4 DOOR SEDAN
19501759, 2, SUBURBAN
19501759, 1, 4 DOOR SEDAN
19501759, 3, SUBURBAN
19499527, 1, SUBURBAN
19499527, 2, PICK-UP TRUCK
19659250, 2, SUBURBAN
19659250, 3, 4 DOOR SEDAN
19659250, 4, PICK-UP TRUCK
19659250, 1, SUBURBAN
19499548, 1, SUBURBAN
19655774, 1, SUBURBAN
19659259, 1, 4 DOOR SEDAN
19655793, 1, 4 DOOR SEDAN
19499667, 1, 4 DOOR SEDAN
19655808, 1, PICK-UP TRUCK
19655808, 3, SUBURBAN
19655808, 4, 4 DOOR SEDAN
19655808, 2, SUBURBAN
19500886, 1, SUBURBAN
19681103, 1, 4 DOOR SEDAN
19499784, 1, SUBURBAN
19655841, 1, SUBURBAN
19500112, 2, SUBURBAN
19500112, 1, SUBURBAN
19500135, 2, SUBURBAN
19500135, 1, SUBURBAN
19655898, 2, 4 DOOR SEDAN
19655898, 1, SUBURBAN
19500190, 1, 4 DOOR SEDAN
19657892, 3, SUBURBAN
19657892, 1, PICK-UP TRUCK
19657892, 2, 4 DOOR SEDAN
19503341, 1, 4 DOOR SEDAN
19503341, 2, SUBURBAN
19503344, 1, SUBURBAN
19503344, 2, 4 DOOR SEDAN
19503349, 1, SUBURBAN
19588537, 1, UNKNOWN VEHICLE
19588553, 2, MOTORCYCLE
19588553, 1, SUBURBAN
19588578, 1, SUBURBAN
19588595, 3, 4 DOOR SEDAN
19588595, 1, CEMENT MIXER
19588606, 4, SUBURBAN
19588606, 1, SUBURBAN
19588606, 3, SUBURBAN
19588606, 2, SUBURBAN
19588644, 2, SUBURBAN
19588644, 1, 4 DOOR SEDAN
19503363, 2, SEDAN
19503363, 1, BUS (OMNIBUS)
19657893, 1, UNKNOWN VEHICLE
19657893, 2, 4 DOOR SEDAN
19655996, 2, MOPED
19655996, 1, SUBURBAN
19656007, 1, VAN TRUCK
19657928, 2, SUBURBAN
19500877, 1, SUBURBAN
19502274, 1, SUBURBAN
19502277, 1, 4 DOOR SEDAN
19502278, 1, SUBURBAN
19501477, 1, SUBURBAN
19502201, 1, 4 DOOR SEDAN
19658080, 2, SUBURBAN
19658080, 1, SUBURBAN
19501005, 1, SUBURBAN
19693786, 1, PICK-UP TRUCK
19501433, 2, 4 DOOR SEDAN
19501433, 1, SUBURBAN
19658100, 1, SUBURBAN
19501442, 1, PICK-UP TRUCK
19500568, 1, PICK-UP TRUCK
19503381, 1, TRACTOR
19501920, 1, 2 DOOR SEDAN
19503387, 2, DUMP TRUCK
19503387, 1, 4 DOOR SEDAN
19500518, 1, 4 DOOR SEDAN
19501965, 1, 4 DOOR SEDAN
19501965, 2, SUBURBAN
19500422, 1, 4 DOOR SEDAN
19500422, 2, SUBURBAN
19501502, 1, 4 DOOR SEDAN
19502321, 1, SUBURBAN
19659419, 1, SUBURBAN
19659462, 1, SUBURBAN
19659462, 2, CONVERTIBLE
19503414, 2, 4 DOOR SEDAN
19503414, 1, SUBURBAN
19503415, 2, SUBURBAN
19503415, 1, 4 DOOR SEDAN
19503439, 1, 4 DOOR SEDAN
19621516, 1, SUBURBAN
19503515, 1, TRACTOR
19503515, 2, SUBURBAN
19503585, 1, PICK-UP TRUCK
19659520, 1, 4 DOOR SEDAN
19503600, 1, SUBURBAN
19503604, 1, TRUCK CRANE
19503604, 2, 4 DOOR SEDAN
19659556, 1, PICK-UP TRUCK
19659556, 3, OTHER VEHICLE
19503751, 1, DELIVERY TRUCK
19503751, 2, SUBURBAN
19716143, 2, 4 DOOR SEDAN
19716143, 1, SUBURBAN
19503809, 1, SUBURBAN
19503914, 1, SUBURBAN
19503914, 2, SUBURBAN
19503914, 3, 4 DOOR SEDAN
19503966, 1, 4 DOOR SEDAN
19659634, 1, SUBURBAN
19659634, 2, SUBURBAN
19504040, 1, 4 DOOR SEDAN
19693821, 1, SUBURBAN
19693821, 2, PICK-UP TRUCK
19659641, 2, PICK-UP TRUCK
19659641, 1, 4 DOOR SEDAN
19659641, 3, SUBURBAN
19504137, 1, PICK-UP TRUCK
19660563, 1, UNKNOWN VEHICLE
19660574, 1, 2 DOOR SEDAN
19504187, 1, CONVERTIBLE
19504187, 4, 4 DOOR SEDAN
19504187, 2, 4 DOOR SEDAN
19504187, 3, 2 DOOR SEDAN
19588763, 1, UNKNOWN VEHICLE
19527807, 1, SEDAN
19527807, 2, MOPED
19590312, 1, MOPED
19590329, 2, 4 DOOR SEDAN
19590329, 4, 4 DOOR SEDAN
19590329, 1, SUBURBAN
19590329, 3, SUBURBAN
19505455, 1, 4 DOOR SEDAN
19505456, 1, PICK-UP TRUCK
19590379, 1, SUBURBAN
19590410, 1, SEDAN
19591599, 1, 4 DOOR SEDAN
19591609, 2, MOPED
19591609, 1, PICK-UP TRUCK
19591617, 1, UNKNOWN VEHICLE
19620390, 1, PICK-UP TRUCK
19516750, 1, SUBURBAN
19504238, 1, PICK-UP TRUCK
19504315, 1, SUBURBAN
19504403, 1, PICK-UP TRUCK
19660753, 1, SUBURBAN
19668080, 1, PICK-UP TRUCK
19505479, 2, SUBURBAN
19505479, 1, PICK-UP TRUCK
19505484, 2, SUBURBAN
19505484, 1, BUS (OMNIBUS)
19591737, 1, SUBURBAN
19505486, 1, SUBURBAN
19591781, 2, MOPED
19591781, 1, SEDAN
19595842, 1, SUBURBAN
19505487, 2, SUBURBAN
19505487, 1, SEDAN
19505488, 1, PICK-UP TRUCK
19595886, 1, UNKNOWN VEHICLE
19595963, 1, UNKNOWN VEHICLE
19595999, 1, UNKNOWN VEHICLE
19596993, 1, SEDAN
19596999, 1, SUBURBAN
19597018, 4, SUBURBAN
19597018, 3, SUBURBAN
19597018, 5, 4 DOOR SEDAN
19597018, 2, SUBURBAN
19597018, 6, UNKNOWN VEHICLE
19597018, 1, SEDAN
19597064, 4, SEDAN
19597064, 2, 4 DOOR SEDAN
19597064, 1, SUBURBAN
19597072, 1, 4 DOOR SEDAN
19597072, 2, SEDAN
19597904, 1, SUBURBAN
19597910, 2, SUBURBAN
19597910, 1, 4 DOOR SEDAN
19597922, 1, MOPED
19597922, 2, UNKNOWN VEHICLE
19597956, 1, SUBURBAN
19505527, 1, MOTORCYCLE
19505600, 1, SUBURBAN
19505609, 2, 2 DOOR SEDAN
19505609, 1, 4 DOOR SEDAN
19505613, 1, 4 DOOR SEDAN
19664453, 2, 4 DOOR SEDAN
19664453, 1, 4 DOOR SEDAN
19505614, 2, SUBURBAN
19505614, 1, SUBURBAN
19505616, 1, PICK-UP TRUCK
19505638, 1, SUBURBAN
19505638, 3, PICK-UP TRUCK
19505638, 2, 4 DOOR SEDAN
19505679, 1, 4 DOOR SEDAN
19505679, 2, 4 DOOR SEDAN
19664487, 2, 4 DOOR SEDAN
19664487, 1, 4 DOOR SEDAN
19505710, 1, 2 DOOR SEDAN
19668082, 2, PICK-UP TRUCK
19668082, 1, SUBURBAN
19664492, 2, DUMP TRUCK
19664492, 1, SUBURBAN
19664503, 1, SUBURBAN
19664522, 3, SUBURBAN
19664522, 2, 4 DOOR SEDAN
19664522, 1, PICK-UP TRUCK
19704268, 2, 4 DOOR SEDAN
19704268, 1, SUBURBAN
19506717, 1, 4 DOOR SEDAN
19506726, 1, 4 DOOR SEDAN
19664592, 1, SUBURBAN
19664592, 2, 4 DOOR SEDAN
19506794, 1, 4 DOOR SEDAN
19597988, 2, SUBURBAN
19597988, 1, SUBURBAN
19597988, 3, SUBURBAN
19598003, 1, SUBURBAN
19598003, 2, SUBURBAN
19598005, 2, 4 DOOR SEDAN
19598005, 1, SUBURBAN
19506850, 1, SUBURBAN
19599268, 2, SUBURBAN
19599268, 1, SEDAN
19599285, 1, SUBURBAN
19599305, 1, 4 DOOR SEDAN
19599305, 2, SUBURBAN
19507759, 1, BUS (OMNIBUS)
19599381, 1, MOPED
19599449, 1, TAXI
19603601, 1, CONVERTIBLE
19603651, 1, SUBURBAN
19603732, 1, SUBURBAN
19603732, 2, DELIVERY TRUCK
19603734, 1, SEDAN
19507773, 1, DELIVERY TRUCK
19603764, 1, 2 DOOR SEDAN
19603764, 2, SUBURBAN
19603764, 3, SUBURBAN
19603764, 4, SEDAN
19603774, 1, SEDAN
19603780, 1, SEDAN
19603792, 1, SEDAN
19603793, 2, SUBURBAN
