state_accident_id,dt,latitude,longitude,city,county,street_1,street_2,crash_type,death_count,severe_injury_count
18524605,2022-01-04T07:34:00,42.93224775982157,-78.65987237687564,Lancaster,Erie,PLEASANT VIEW DR,Driveway,COLL. W/LIGHT SUPPORT/UTILITY POLE,0,1
18524632,2022-01-06T06:43:00,41.65227806086658,-73.72926453760512,Union Vale,Dutchess,ROUTE 55,Bruzgul Rd,COLLISION WITH MOTOR VEHICLE,0,1
18524648,2022-01-03T14:08:00,42.26008573336993,-73.8582277970051,Athens,Greene,ROUTE 9W,Leeds Athens Rd,COLLISION WITH MOTOR VEHICLE,0,1
18524724,2022-01-05T18:54:00,40.68743137031447,-73.57487307438285,Hempstead,Nassau,RAMP,nan,COLLISION WITH TREE,0,1
18524731,2022-01-02T12:14:00,42.512924948410976,-78.20197762231012,Centerville,Allegany,COUNTY ROAD 36,nan,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18524741,2022-01-05T19:45:00,40.781802040145905,-73.64950098987235,North Hempstead,Nassau,WILLIS AVE,nan,COLLISION WITH MOTOR VEHICLE,0,1
18524777,2022-01-05T22:10:00,40.74815903242234,-73.68535004915032,North Hempstead,Nassau,HILLSIDE AVE,NEW HYDE PARK RD,COLLISION WITH MOTOR VEHICLE,0,2
18524858,2022-01-05T12:15:00,40.85031184072721,-73.34296477354367,Huntington,Suffolk,CUBA HILL RD,NEWFOUNDLAND AVE,COLLISION WITH MOTOR VEHICLE,2,0
18524912,2022-01-05T15:09:00,43.766599300368874,-76.14837226085703,Ellisburg,Jefferson,ALLARD RD,JOHNSON RD,COLL. W/LIGHT SUPPORT/UTILITY POLE,0,1
18524996,2022-01-03T15:07:00,43.03072345203361,-73.3656771965697,Cambridge,Washington,MAPLE AVE,SPRING ST,COLL. W/LIGHT SUPPORT/UTILITY POLE,0,1
18525035,2022-01-06T18:11:00,41.529816011723454,-73.8936879420824,Fishkill,Dutchess,[Route] 9,W MERRITT BLVD,COLLISION WITH MOTOR VEHICLE,0,1
18525085,2022-01-05T22:10:00,42.967446290425066,-74.11361496757318,Amsterdam,Montgomery,STATE HIGHWAY 67,Morrow Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18525134,2022-01-05T18:56:00,43.24796403365172,-77.60833396186455,Irondequoit,Monroe,PATTONWOOD DR,THOMAS AVE,COLLISION WITH PEDESTRIAN,0,1
18525135,2022-01-01T21:26:00,43.08710873011283,-77.61700111810156,Henrietta,Monroe,JEFFERSON RD,Clay Rd,COLLISION WITH MOTOR VEHICLE,0,1
18525141,2022-01-05T07:32:00,43.21594403416231,-77.43020901342018,Webster,Monroe,NORTH AVE,nan,COLLISION WITH MOTOR VEHICLE,0,1
18525163,2022-01-05T19:22:00,41.00137039057933,-72.52708004865168,Southold,Suffolk,ROUTE 48,Mill Ln,COLLISION WITH MOTOR VEHICLE,0,1
18525251,2022-01-06T12:10:00,40.66688698016408,-73.64154303618106,Rockville Centre,Nassau,HEMPSTEAD AVE,RAYMOND ST,COLLISION WITH MOTOR VEHICLE,0,1
18525325,2022-01-05T16:23:00,42.99090308175395,-78.82069853293903,Amherst,Erie,MAPLE RD,Boulevard Mall,COLLISION WITH MOTOR VEHICLE,0,1
18525339,2022-01-02T15:11:00,42.99182098881719,-78.73571903717776,Amherst,Erie,GUILFORD LN,OAKBROOK DR,COLLISION WITH TREE,0,1
18525352,2022-01-05T09:53:00,42.90888856518754,-78.73825396431228,Cheektowaga,Erie,WALDEN AVE,Unnamed Street,COLLISION WITH BICYCLIST,0,1
18525378,2022-01-03T15:08:00,42.45690502534684,-75.058302022334,Oneonta,Otsego,MAIN ST,JAMES F LETTIS HWY,COLLISION WITH MOTOR VEHICLE,0,1
18525535,2022-01-05T16:24:00,40.74798228904418,-73.25467063447446,Islip,Suffolk,SOUTHERN STATE PKWY,nan,COLLISION WITH MOTOR VEHICLE,0,1
18525538,2022-01-05T07:50:00,42.55755913539536,-73.68078075188889,Schodack,Rensselaer,I 90,Ramp,COLLISION WITH GUIDE RAIL,0,1
18525665,2022-01-03T20:30:00,41.35635313100357,-73.63923813366732,North Salem,Westchester,I 684,Connecting Road,COLLISION WITH MOTOR VEHICLE,0,2
18525681,2022-01-03T15:41:00,41.36804800104889,-74.18890702330297,nan,Orange,[Route] 208,DUELK AVE,COLLISION WITH MOTOR VEHICLE,0,2
18525774,2022-01-05T06:01:00,40.98724876700003,-73.84885489087549,Greenburgh,Westchester,JACKSON AVE,Unnamed Street,COLLISION WITH MOTOR VEHICLE,0,1
18525859,2022-01-05T06:10:00,41.046673012077775,-73.80423598478474,Elmsford,Westchester,RAMP,Knollwood Rd,COLLISION WITH MOTOR VEHICLE,0,2
18525870,2022-01-03T17:50:00,40.99432133953329,-73.82509306621412,Greenburgh,Westchester,ARDSLEY RD,FORT HILL RD,COLLISION WITH MOTOR VEHICLE,0,1
18525917,2022-01-04T14:46:00,42.54333318766863,-79.16221368948753,Silver Creek,Chautauqua,CENTRAL AVE,Oak St,COLLISION WITH MOTOR VEHICLE,0,1
18525918,2022-01-04T14:51:00,40.96340797055041,-72.19802903661778,East Hampton,Suffolk,GINGERBREAD LN,KING ST,COLLISION WITH MOTOR VEHICLE,0,1
18525940,2022-01-03T17:10:00,41.02609901495194,-73.79180505047296,Greenburgh,Westchester,CHATTERTON PKWY,N CENTRAL AVE,COLLISION WITH MOTOR VEHICLE,0,1
18525998,2022-01-04T23:52:00,42.47730532277509,-78.50937789104826,Yorkshire,Cattaraugus,MCKINSTRY RD,KING RD,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,2
18526291,2022-01-02T13:10:00,40.77120691114812,-73.56578373896426,Westbury,Nassau,NORTHERN STATE PKWY,nan,COLLISION WITH MOTOR VEHICLE,0,2
18526294,2022-01-07T07:13:00,42.15091996094211,-77.04223763715807,Corning,Steuben,I 86,nan,COLLISION WITH MOTOR VEHICLE,0,1
18526372,2022-01-05T21:23:00,40.616459967954725,-73.74251104795815,Hempstead,Nassau,WANSER AVE,NASSAU EXPY,COLLISION WITH MOTOR VEHICLE,0,1
18526424,2022-01-03T13:18:00,40.788242535669625,-72.98996591398542,Brookhaven,Suffolk,BARTON AVE,Patricia Rd,COLLISION WITH MOTOR VEHICLE,0,1
18526548,2022-01-06T05:35:00,40.74403105332806,-73.35547127090783,Babylon,Suffolk,PARKWAY BLVD,Lund St,COLLISION WITH MOTOR VEHICLE,0,1
18526865,2022-01-06T17:11:00,43.02195830419769,-78.85125954390719,North Tonawanda,Niagara,ROBERT DR,SWEENEY ST,COLLISION WITH MOTOR VEHICLE,0,1
18526869,2022-01-05T22:05:00,43.09284496776599,-73.76272995878927,Saratoga Springs,Saratoga,[Route] 50,GICK RD,COLLISION WITH MOTOR VEHICLE,0,1
18526909,2022-01-05T06:46:00,40.92545779825036,-73.84207907628205,Yonkers,Westchester,RAMP,nan,COLLISION WITH MOTOR VEHICLE,1,0
18526912,2022-01-03T17:26:00,44.731877339307665,-74.89995969348487,Stockholm,St Lawrence,US HIGHWAY 11,PICKLE ST,COLLISION WITH PEDESTRIAN,1,0
18526931,2022-01-04T13:00:00,40.677269186876366,-73.92660247361388,Brooklyn,Kings,ATLANTIC AVE,Suydam Pl,COLLISION WITH MOTOR VEHICLE,0,2
18526954,2022-01-05T23:38:00,40.68364835236963,-73.94686850009609,Brooklyn,Kings,MARCY AVE,Jefferson Ave,COLLISION WITH MOTOR VEHICLE,0,1
18526958,2022-01-02T21:00:00,40.70691653566147,-73.9397243810489,Brooklyn,Kings,BUSHWICK AVE,Johnson Ave,COLLISION WITH PEDESTRIAN,0,1
18527020,2022-01-03T18:30:00,40.76888781271174,-73.90690979302747,Queens,Queens,ASTORIA BLVD,Sound St,COLLISION WITH MOTOR VEHICLE,0,1
18527063,2022-01-05T00:00:00,40.80490702115315,-73.91881797200467,Bronx,Bronx,E 135TH ST,SAINT ANNS AVE,COLLISION WITH MOTOR VEHICLE,0,3
18527570,2022-01-05T11:10:00,41.38339184890788,-74.3078855416974,Goshen,Orange,STATE HWY 17,nan,COLLISION WITH GUIDE RAIL,0,1
18527622,2022-01-07T16:12:00,42.31417170129317,-77.26328887262714,Bath,Steuben,nan,nan,COLLISION WITH MOTOR VEHICLE,0,1
18527625,2022-01-02T08:40:00,41.09629611510208,-73.80129844189813,Mount Pleasant,Westchester,SPRAIN BROOK PKWY,nan,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18527634,2022-01-07T11:03:00,42.193786702991446,-77.13829169722042,Campbell,Steuben,SCOTT RD,Vocational Dr,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18527692,2022-01-08T14:21:00,42.769029672478354,-74.55539932498037,Sharon,Schoharie,US ROUTE 20,Connecting Road,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18527718,2022-01-08T14:35:00,40.69004903633066,-73.72358704078508,Hempstead,Nassau,LINDEN BLVD,239TH ST,COLLISION WITH MOTOR VEHICLE,0,1
18527981,2022-01-06T02:20:00,40.66919473540229,-73.93944476043744,Brooklyn,Kings,EASTERN PKWY,Albany Ave,COLLISION WITH MOTOR VEHICLE,0,1
18528042,2022-01-06T15:47:00,40.90261399623285,-73.79857499416347,New Rochelle,Westchester,KINGS HWY,SYCAMORE AVE,COLLISION WITH MOTOR VEHICLE,0,1
18528081,2022-01-07T16:41:00,40.74145800888126,-73.90256302603439,Queens,Queens,63RD ST,Queens Blvd,COLLISION WITH MOTOR VEHICLE,0,1
18528094,2022-01-03T14:25:00,43.12568597138208,-76.70523801596484,Conquest,Cayuga,SAVANNAH SPRING LAKE RD,Spring Lake Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18528132,2022-01-07T12:55:00,43.09081103675791,-77.61057601528212,Henrietta,Monroe,E HENRIETTA RD,JARLEY RD,COLLISION WITH MOTOR VEHICLE,0,1
18528176,2022-01-01T02:53:00,42.38961622289212,-77.68158404616678,Hornellsville,Steuben,nan,nan,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18528221,2022-01-04T11:47:00,40.943558423914304,-72.63132835581295,Riverhead,Suffolk,MAIN RD,Union Ave,COLLISION WITH TREE,0,1
18528245,2022-01-05T18:28:00,42.778189932427104,-73.89344500121727,Schenectady,Schenectady,BALLTOWN RD,SHIRLEY DR,COLLISION WITH MOTOR VEHICLE,0,1
18528271,2022-01-07T17:17:00,42.885501761047784,-76.93209388650774,Waterloo,Seneca,STATE HWY 5,East Ave,COLLISION WITH MOTOR VEHICLE,0,1
18528291,2022-01-07T12:38:00,43.02766703237509,-76.15216186075811,Syracuse,Onondaga,MIDLAND AVE,McLennan Ave,COLLISION WITH BICYCLIST,0,1
18528294,2022-01-07T03:46:00,42.91844810916548,-77.11805203475397,Phelps,Ontario,nan,nan,COLLISION WITH GUIDE RAIL,0,1
18528375,2022-01-08T13:00:00,42.80088132015604,-75.46449158892703,Hamilton,Madison,nan,nan,COLL. W/LIGHT SUPPORT/UTILITY POLE,0,1
18528456,2022-01-01T02:31:00,42.59315803152153,-77.36235498372112,Italy,Yates,ITALY VALLEY RD,CLUTE RD,COLL. W/EARTH ELE./ROCK CUT/DITCH,1,0
18528457,2022-01-08T04:11:00,40.69014903216278,-73.78656901106548,Queens,Queens,GUY R BREWER BLVD,PHROANE AVE,COLLISION WITH MOTOR VEHICLE,1,1
18528458,2022-01-08T05:18:00,40.810010790943224,-73.88722938248341,Bronx,Bronx,OAK POINT AVE,Manida St,COLLISION WITH MOTOR VEHICLE,1,0
18528463,2022-01-08T01:39:00,44.06615599287311,-75.95591135117661,Brownville,Jefferson,[Route] 12,Carr Rd,COLL. W/LIGHT SUPPORT/UTILITY POLE,1,0
18528467,2022-01-08T05:20:00,40.7552280150379,-73.57603605288998,North Hempstead,Nassau,DICKENS ST,TENNYSON AVE,COLLISION WITH MOTOR VEHICLE,0,1
18528595,2022-01-05T15:00:00,40.825577476768416,-73.91846473375432,Bronx,Bronx,E 161ST ST,Morris Ave,COLLISION WITH PEDESTRIAN,0,1
18528676,2022-01-08T14:00:00,40.749374214134384,-73.98468969426834,Manhattan,New York,W 35TH ST,E 35th St,COLLISION WITH BUILDING/WALL,0,1
18528758,2022-01-09T11:40:00,40.624865386758216,-74.14671138152006,Staten Island,Richmond,FOREST AVE,Willow Rd W,COLLISION WITH PEDESTRIAN,0,1
18528791,2022-01-08T03:16:00,40.720212673643786,-73.94445459432545,Brooklyn,Kings,HUMBOLDT ST,Meeker Ave,COLLISION WITH MEDIAN/BARRIER - END,0,1
18528878,2022-01-08T12:25:00,40.86536088719734,-73.85139009673156,Bronx,Bronx,ALLERTON AVE,Stedman Pl,COLLISION WITH MOTOR VEHICLE,0,1
18528895,2022-01-09T19:10:00,40.84065200068577,-73.84191198928464,Bronx,Bronx,WESTCHESTER AVE,E TREMONT AVE,COLLISION WITH MOTOR VEHICLE,0,1
18528912,2022-01-09T13:55:00,40.71523067644246,-74.01339158923876,Manhattan,New York,MURRAY ST,West St,COLLISION WITH BICYCLIST,0,1
18528958,2022-01-09T22:01:00,40.79243499839649,-73.9342650000178,Manhattan,New York,nan,nan,COLLISION WITH OTHER PEDESTRIAN,0,1
18528961,2022-01-09T12:08:00,40.80759832775438,-73.93719118051898,Manhattan,New York,E 129TH ST,nan,COLLISION WITH MOTOR VEHICLE,0,1
18528969,2022-01-07T02:42:00,40.671880162619416,-73.8958713544614,Brooklyn,Kings,PITKIN AVE,Pennsylvania Ave,COLLISION WITH OTHER PEDESTRIAN,0,1
18529063,2022-01-08T22:04:00,42.30769308651672,-77.170485292692,Bath,Steuben,OAK HILL RD,Leonard Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,3
18529137,2022-01-09T05:00:00,42.038603470246244,-76.73572576452071,Ashland,Chemung,SOUTHERN TIER EXPY,nan,COLLISION WITH GUIDE RAIL,0,1
18529220,2022-01-08T18:30:00,43.47710195151092,-76.11857421492293,Richland,Oswego,I 81,nan,COLLISION WITH GUIDE RAIL,0,1
18529295,2022-01-09T02:00:00,40.678909016462164,-73.43396099477911,Oyster Bay,Nassau,SUNRISE HWY,OLD SUNRISE HWY,COLL. W/LIGHT SUPPORT/UTILITY POLE,0,1
18529401,2022-01-05T18:19:00,42.67838446538765,-73.7880903941157,Albany,Albany,CENTRAL AVE,EVERETT RD EXT,COLLISION WITH MOTOR VEHICLE,0,1
18529431,2022-01-05T18:44:00,40.80530513234732,-72.87138252165974,Brookhaven,Suffolk,WILLIAM FLOYD PKWY,Victory Dr,COLLISION WITH MOTOR VEHICLE,0,1
18529617,2022-01-06T18:40:00,40.6747884491245,-73.87620061201375,Brooklyn,Kings,PITKIN AVE,Logan St,COLLISION WITH PEDESTRIAN,0,1
18529730,2022-01-07T19:00:00,40.95607030017928,-73.73846867952841,Mamaroneck,Westchester,MAMARONECK AVE,JEFFERSON AVE,COLLISION WITH MOTOR VEHICLE,0,1
18529745,2022-01-09T09:22:00,41.05451984641017,-72.46810460769535,Southold,Suffolk,SOUNDVIEW AVE,Diamond Ln,COLLISION WITH MOTOR VEHICLE,0,1
18529778,2022-01-04T15:34:00,43.046608567761155,-77.09573018031539,Newark,Wayne,W UNION ST,E Union St,COLLISION WITH MOTOR VEHICLE,0,1
18529798,2022-01-09T05:59:00,40.9341649863423,-72.67100991476379,Riverhead,Suffolk,OLD COUNTRY RD,Parking Lot,COLLISION WITH CURBING,0,1
18529833,2022-01-09T12:40:00,40.697436029429134,-73.43283899304484,Oyster Bay,Nassau,CARMANS RD,BAILEY DR,COLLISION WITH MOTOR VEHICLE,1,1
18530399,2022-01-09T20:31:00,42.79627669837477,-78.7519882094873,Orchard Park,Erie,SOUTHWESTERN BLVD,Ramp,COLLISION WITH MOTOR VEHICLE,0,1
18530452,2022-01-04T22:57:00,41.12695001415822,-74.03068703871085,Ramapo,Rockland,E ECKERSON RD,ROCKLAND LN,COLLISION WITH MOTOR VEHICLE,0,1
18530477,2022-01-08T19:25:00,42.82807036842037,-78.79238567855603,West Seneca,Erie,RAMP,nan,COLLISION WITH MOTOR VEHICLE,0,1
18530490,2022-01-06T09:30:00,42.222564230719904,-73.82835874265935,Greenport,Columbia,STATE HWY 23,Mt Merino Rd,COLLISION WITH MOTOR VEHICLE,0,1
18530542,2022-01-01T22:07:00,43.061566790406836,-74.12304410456609,Broadalbin,Fulton,STATE HWY 29,County Highway 138,COLLISION WITH MOTOR VEHICLE,0,1
18530604,2022-01-04T04:04:00,41.60244614109189,-74.08388083119803,Plattekill,Ulster,I 87,nan,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18530665,2022-01-08T01:15:00,42.15398661624343,-77.08943174181164,Painted Post,Steuben,I 86,nan,COLLISION WITH OTHER BARRIER,0,1
18530673,2022-01-10T08:33:00,42.49592193783931,-77.64937980212646,Dansville,Steuben,RYDER RD,Rauber Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18530710,2022-01-09T14:14:00,40.584799937734964,-73.6638889671405,Long Beach,Nassau,BROADWAY,E Broadway,COLLISION WITH MOTOR VEHICLE,0,1
18530757,2022-01-09T17:31:00,40.91979324375066,-73.05222143888727,Brookhaven,Suffolk,NESCONSET HWY,Terryville Rd,COLLISION WITH MOTOR VEHICLE,0,1
18531072,2022-01-10T18:39:00,40.895198021390435,-73.7820060206341,New Rochelle,Westchester,PELHAM RD,CIRCUIT RD,COLLISION WITH PEDESTRIAN,0,1
18531106,2022-01-10T01:15:00,42.15369161458233,-75.00364426796816,Hamden,Delaware,[Route] 26,Davis Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
18531291,2022-01-09T12:55:00,41.97585648410997,-73.97567144035969,Ulster,Ulster,nan,nan,COLLISION WITH GUIDE RAIL,0,1
18531298,2022-01-06T16:04:00,43.14908571580259,-77.96223366375014,Sweden,Monroe,REDMAN RD,LADUE RD,COLLISION WITH PEDESTRIAN,0,1
18531326,2022-01-04T09:49:00,43.15109797383708,-77.60166397785994,Rochester,Monroe,HOWELL ST,MONROE AVE,COLLISION WITH MOTOR VEHICLE,0,1
18531372,2022-01-08T23:08:00,40.873593800681114,-73.57458180608391,Mill Neck,Nassau,OYSTER BAY RD,LAUREL LN,COLLISION WITH MOTOR VEHICLE,0,1
18531432,2022-01-08T16:55:00,42.0885640262447,-78.42737806990472,Olean,Cattaraugus,FRONT ST,MAIN ST,COLLISION WITH MOTOR VEHICLE,0,1
18531546,2022-01-07T02:02:00,43.1565990157291,-77.60889595225225,Rochester,Monroe,E MAIN ST,ST PAUL ST,COLLISION WITH MOTOR VEHICLE,1,1
18531548,2022-01-10T09:30:00,40.7075944154095,-73.50230522075884,Hempstead,Nassau,WANTAGH AVENUE,RED MAPLE DRIVE WEST,COLLISION WITH SIGN POST,1,0
18531628,2022-01-09T18:51:00,40.67655198038327,-73.76838995945512,Queens,Queens,133RD AVE,Bedell St,COLLISION WITH PEDESTRIAN,0,1
18531635,2022-01-09T19:03:00,40.78518817366703,-73.949335611946,Manhattan,New York,3RD AVE,E 96th St,COLLISION WITH PEDESTRIAN,0,1
18531670,2022-01-11T12:00:00,40.756194994896674,-73.74640479473378,Queens,Queens,CROSS ISLAND PKWY,Ramp,COLLISION WITH MOTOR VEHICLE,0,1
18531702,2022-01-02T00:47:00,40.67099157204451,-73.95494820650708,Brooklyn,Kings,BEDFORD AVE,Lincoln Pl,COLLISION WITH BICYCLIST,0,1
18531720,2022-01-11T15:00:00,40.59084957637677,-73.94778991963295,Brooklyn,Kings,AVENUE Y,E 22nd St,COLLISION WITH MOTOR VEHICLE,0,2
18531863,2022-01-11T16:48:00,40.70826448661241,-73.93878487573446,Brooklyn,Kings,BUSHWICK PL,Meserole St,COLLISION WITH MOTOR VEHICLE,0,1
18531901,2022-01-10T08:54:00,40.63170829224075,-73.94648638626927,Brooklyn,Kings,FLATBUSH AVE,Avenue H,COLLISION WITH PEDESTRIAN,0,1
18531932,2022-01-09T19:20:00,40.842299934834905,-73.93512653620735,Manhattan,New York,AMSTERDAM AVE,W 172nd St,COLLISION WITH BICYCLIST,0,1
18531937,2022-01-09T19:25:00,40.842299934834905,-73.93512653620735,Manhattan,New York,AMSTERDAM AVE,W 172nd St,COLLISION WITH PEDESTRIAN,0,1
18531950,2022-01-12T07:01:00,40.662869040946404,-73.893561297407,Brooklyn,Kings,PENNSYLVANIA AVE,Riverdale Ave,COLLISION WITH MOTOR VEHICLE,0,1
18532119,2022-01-05T06:48:00,40.646581974973316,-73.50978676384692,Hempstead,Nassau,WANTAGH STATE PKWY,Connecting Road,COLLISION WITH MOTOR VEHICLE,0,1
18532146,2022-01-10T15:13:00,43.072352685959316,-74.2871145120283,Mayfield,Fulton,STATE HIGHWAY 349,Bemis Rd,COLLISION WITH TREE,1,0
