state_accident_id, vehicle_number, body_type
16580234, 2, 4 DOOR SEDAN
16580234, 1, 4 DOOR SEDAN
16580759, 3, SUBURBAN
16580759, 2, SUBURBAN
16580759, 1, TRACTOR
16582309, 1, 4 DOOR SEDAN
16582391, 1, 4 DOOR SEDAN
16582391, 2, PICK-UP TRUCK
16582405, 1, SUBURBAN
16582405, 2, 4 DOOR SEDAN
16582925, 1, 4 DOOR SEDAN
16582925, 2, SUBURBAN
16583283, 1, 4 DOOR SEDAN
16583285, 1, 4 DOOR SEDAN
16583287, 1, SUBURBAN
16583443, 1, PICK-UP TRUCK
16583443, 2, 4 DOOR SEDAN
16583510, 1, 4 DOOR SEDAN
16583510, 2, SUBURBAN
16584258, 1, DUMP TRUCK
16584258, 2, SUBURBAN
16584379, 2, SUBURBAN
16584379, 1, SUBURBAN
16584494, 1, SUBURBAN
16584508, 1, 4 DOOR SEDAN
16584659, 1, 4 DOOR SEDAN
16584659, 2, 4 DOOR SEDAN
16584659, 3, 4 DOOR SEDAN
16584804, 1, PICK-UP TRUCK
16584967, 1, SUBURBAN
16584979, 1, SUBURBAN
16584979, 2, 2 DOOR SEDAN
16585098, 1, SUBURBAN
16585098, 2, PICK-UP TRUCK
16585183, 1, 4 DOOR SEDAN
16585183, 2, 4 DOOR SEDAN
16585194, 1, SUBURBAN
16585194, 2, 4 DOOR SEDAN
16585447, 1, PICK-UP TRUCK
16585539, 1, 4 DOOR SEDAN
16586180, 1, SUBURBAN
16586968, 1, 4 DOOR SEDAN
16586968, 2, SUBURBAN
16587514, 1, 4 DOOR SEDAN
16587514, 2, SUBURBAN
16587823, 2, 4 DOOR SEDAN
16587823, 1, PICK-UP TRUCK
16587890, 3, 4 DOOR SEDAN
16587890, 2, 4 DOOR SEDAN
16587890, 1, 4 DOOR SEDAN
16588078, 1, 4 DOOR SEDAN
16588097, 1, 4 DOOR SEDAN
16588097, 2, 4 DOOR SEDAN
16588170, 1, 4 DOOR SEDAN
16588230, 1, 4 DOOR SEDAN
16588279, 1, SUBURBAN
16588279, 2, 4 DOOR SEDAN
16588416, 1, SUBURBAN
16588416, 2, 4 DOOR SEDAN
16588594, 1, REFRIGERATED TRUCK
16588808, 1, 4 DOOR SEDAN
16588808, 2, 4 DOOR SEDAN
16588808, 3, SUBURBAN
16588846, 1, DUMP TRUCK
16588846, 2, 4 DOOR SEDAN
16589017, 1, 4 DOOR SEDAN
16589017, 2, FLAT BED TRUCK
16589189, 1, 4 DOOR SEDAN
16589189, 2, SUBURBAN
16589290, 1, PICK-UP TRUCK
16589290, 2, 4 DOOR SEDAN
16589309, 1, 4 DOOR SEDAN
16589309, 2, SUBURBAN
16589338, 1, 4 DOOR SEDAN
16589339, 1, SUBURBAN
16589345, 1, PICK-UP TRUCK
16589473, 1, 4 DOOR SEDAN
16589473, 2, SUBURBAN
16589677, 1, SUBURBAN
16589677, 2, SUBURBAN
16589724, 1, PICK-UP TRUCK
16589885, 1, SUBURBAN
16589885, 2, 4 DOOR SEDAN
16589936, 1, SUBURBAN
16589936, 2, SUBURBAN
16590144, 1, 4 DOOR SEDAN
16590144, 2, 4 DOOR SEDAN
16590145, 1, SUBURBAN
16590145, 2, 4 DOOR SEDAN
16590145, 3, 4 DOOR SEDAN
16590285, 1, 4 DOOR SEDAN
16590295, 1, 4 DOOR SEDAN
16590295, 2, 4 DOOR SEDAN
16590500, 1, SUBURBAN
16590500, 2, 4 DOOR SEDAN
16590500, 3, 4 DOOR SEDAN
16590512, 1, 4 DOOR SEDAN
16590512, 2, SUBURBAN
16590594, 3, PICK-UP TRUCK
16590594, 2, 4 DOOR SEDAN
16590594, 1, SUBURBAN
16590615, 2, 4 DOOR SEDAN
16590615, 1, SUBURBAN
16590660, 2, 4 DOOR SEDAN
16590660, 1, 4 DOOR SEDAN
16590671, 1, SUBURBAN
16591449, 1, 4 DOOR SEDAN
16591449, 2, 4 DOOR SEDAN
16591493, 1, UNKNOWN VEHICLE
16591493, 2, 4 DOOR SEDAN
16591811, 1, PICK-UP TRUCK
16591837, 1, 4 DOOR SEDAN
16591837, 2, SUBURBAN
16591837, 3, SUBURBAN
16591837, 4, SEDAN
16591837, 5, SUBURBAN
16591837, 6, 4 DOOR SEDAN
16591970, 1, 2 DOOR SEDAN
16591970, 2, SUBURBAN
16592119, 2, SUBURBAN
16592119, 1, PICK-UP TRUCK
16592527, 1, 2 DOOR SEDAN
16592527, 2, SUBURBAN
16592527, 3, SUBURBAN
16592547, 1, SUBURBAN
16592547, 2, SUBURBAN
16592742, 1, 4 DOOR SEDAN
16592765, 1, SUBURBAN
16592786, 1, SUBURBAN
16592981, 1, SUBURBAN
16592995, 1, SUBURBAN
16592995, 2, SEDAN
16593020, 1, PICK-UP TRUCK
16593048, 1, SUBURBAN
16593048, 2, 4 DOOR SEDAN
16593381, 1, UNKNOWN VEHICLE
16593870, 1, SUBURBAN
16593934, 1, PICK-UP TRUCK
16593942, 1, SUBURBAN
16593966, 1, SUBURBAN
16593966, 2, SUBURBAN
16594251, 1, SUBURBAN
16594251, 2, SUBURBAN
16594251, 3, SUBURBAN
16594264, 1, PICK-UP TRUCK
16594264, 2, SUBURBAN
16594586, 1, SUBURBAN
16594586, 2, 4 DOOR SEDAN
16594620, 1, SUBURBAN
16594642, 1, PICK-UP TRUCK
16594642, 2, SUBURBAN
16594686, 1, 4 DOOR SEDAN
16594686, 2, PICK-UP TRUCK
16594822, 1, PICK-UP TRUCK
16595101, 1, SUBURBAN
16595101, 2, TAXI
16595276, 2, 4 DOOR SEDAN
16595276, 1, 4 DOOR SEDAN
16595497, 1, SUBURBAN
16595605, 1, 4 DOOR SEDAN
16595619, 1, 4 DOOR SEDAN
16595619, 2, SEDAN
16595707, 1, 4 DOOR SEDAN
16595818, 1, 4 DOOR SEDAN
16595818, 2, 4 DOOR SEDAN
16595866, 1, SUBURBAN
16595877, 1, 4 DOOR SEDAN
16596038, 1, UNKNOWN VEHICLE
16596038, 2, 2 DOOR SEDAN
16596104, 1, SUBURBAN
16596104, 2, 4 DOOR SEDAN
16596294, 1, SUBURBAN
16596294, 2, 4 DOOR SEDAN
16596366, 1, SUBURBAN
16596366, 2, 4 DOOR SEDAN
16596433, 1, BUS (OMNIBUS)
16596433, 2, 4 DOOR SEDAN
16596471, 1, 4 DOOR SEDAN
16596471, 2, SUBURBAN
16596554, 1, 4 DOOR SEDAN
16596569, 1, 4 DOOR SEDAN
16596569, 2, 4 DOOR SEDAN
16596569, 3, 4 DOOR SEDAN
16596569, 4, SUBURBAN
16596569, 5, 4 DOOR SEDAN
16596633, 1, 4 DOOR SEDAN
16596673, 1, SUBURBAN
16596673, 2, SEDAN
16596812, 1, 4 DOOR SEDAN
16596812, 2, SUBURBAN
16596916, 1, UNKNOWN VEHICLE
16596916, 2, SUBURBAN
16597182, 1, SEDAN
16597219, 1, SUBURBAN
16597219, 2, SUBURBAN
16597284, 1, SUBURBAN
16597286, 1, SEDAN
16597309, 1, TAXI
16597309, 2, SUBURBAN
16597364, 1, SUBURBAN
16597410, 1, SUBURBAN
16597410, 2, SUBURBAN
16597436, 1, SUBURBAN
16597469, 1, 4 DOOR SEDAN
16597551, 1, 4 DOOR SEDAN
16597551, 2, SUBURBAN
16597632, 1, 4 DOOR SEDAN
16597717, 1, 4 DOOR SEDAN
16597717, 2, SUBURBAN
16597722, 1, PICK-UP TRUCK
16597741, 1, PICK-UP TRUCK
16597741, 2, SUBURBAN
16597833, 1, 4 DOOR SEDAN
16598044, 1, SUBURBAN
16598044, 2, SUBURBAN
16598044, 3, SUBURBAN
16598056, 1, 4 DOOR SEDAN
16598056, 2, 4 DOOR SEDAN
16598209, 1, 4 DOOR SEDAN
16598209, 2, 4 DOOR SEDAN
16598315, 1, SUBURBAN
16598501, 1, SUBURBAN
16598513, 1, SUBURBAN
16598513, 2, UNKNOWN VEHICLE
16598513, 3, SUBURBAN
16598519, 1, 4 DOOR SEDAN
16598519, 2, SUBURBAN
16598533, 1, 4 DOOR SEDAN
16598533, 2, 4 DOOR SEDAN
16598639, 1, SUBURBAN
16598639, 2, PICK-UP TRUCK
16598654, 1, SUBURBAN
16598799, 1, VAN TRUCK
16598799, 2, TRACTOR
16598980, 1, 2 DOOR SEDAN
16598980, 2, VAN TRUCK
16598981, 1, 4 DOOR SEDAN
16598981, 2, SUBURBAN
16599162, 2, VAN TRUCK
16599162, 1, UNKNOWN VEHICLE
16599179, 1, UNKNOWN VEHICLE
16599185, 1, SUBURBAN
16599190, 2, 4 DOOR SEDAN
16599190, 1, SUBURBAN
16599239, 1, UNKNOWN VEHICLE
16599504, 1, SUBURBAN
16599512, 1, TRACTOR
16599513, 1, 4 DOOR SEDAN
16599514, 1, SUBURBAN
16599559, 1, 4 DOOR SEDAN
16599723, 1, SUBURBAN
16599870, 1, SUBURBAN
16599880, 1, SUBURBAN
16599905, 1, 4 DOOR SEDAN
16599905, 2, 4 DOOR SEDAN
16599905, 3, PICK-UP TRUCK
16600296, 1, 2 DOOR SEDAN
16600296, 2, 4 DOOR SEDAN
16600309, 1, SUBURBAN
16600420, 1, PICK-UP TRUCK
16600420, 2, 4 DOOR SEDAN
16600494, 1, SUBURBAN
16600494, 2, SUBURBAN
16600541, 1, SUBURBAN
16600541, 2, SUBURBAN
16600555, 1, PICK-UP TRUCK
16600555, 2, SUBURBAN
16600555, 3, 4 DOOR SEDAN
16600890, 1, CONVERTIBLE
16600890, 2, SUBURBAN
16600946, 1, PICK-UP TRUCK
16600946, 2, 4 DOOR SEDAN
16600949, 1, 4 DOOR SEDAN
16600949, 2, 4 DOOR SEDAN
16600949, 3, 4 DOOR SEDAN
16600956, 1, 4 DOOR SEDAN
16600956, 2, SUBURBAN
16600956, 3, 4 DOOR SEDAN
16600956, 4, 4 DOOR SEDAN
16600986, 1, 4 DOOR SEDAN
16600986, 2, 4 DOOR SEDAN
16601045, 1, SUBURBAN
16601045, 2, 4 DOOR SEDAN
16601242, 1, PICK-UP TRUCK
16601242, 2, 4 DOOR SEDAN
16601277, 1, PICK-UP TRUCK
16601282, 1, PICK-UP TRUCK
16601772, 2, SUBURBAN
16601772, 1, PICK-UP TRUCK
16601818, 1, SUBURBAN
16601818, 2, 4 DOOR SEDAN
16602044, 2, BUS (OMNIBUS)
16602044, 1, PICK-UP TRUCK
16602086, 1, 4 DOOR SEDAN
16602249, 1, 4 DOOR SEDAN
16602249, 2, 4 DOOR SEDAN
16602253, 1, 4 DOOR SEDAN
16602253, 2, 4 DOOR SEDAN
16602310, 1, SUBURBAN
16602310, 2, BUS (OMNIBUS)
16602335, 1, 2 DOOR SEDAN
16602364, 1, SUBURBAN
16602447, 1, SUBURBAN
16602474, 1, 2 DOOR SEDAN
16602474, 2, PICK-UP TRUCK
16602663, 1, SUBURBAN
