state_accident_id, vehicle_number, body_type
18519514, 1, SUBURBAN
18520309, 1, POLICE
18520309, 2, 4 DOOR SEDAN
18520317, 1, AMBULANCE
18520322, 1, SEDAN
18520331, 1, PICK-UP TRUCK
18520475, 1, 4 DOOR SEDAN
18520524, 1, 4 DOOR SEDAN
18520524, 2, SEDAN
18520537, 1, SUBURBAN
18520540, 1, SEDAN
18520540, 2, 4 DOOR SEDAN
18520540, 3, SEDAN
18520618, 1, SUBURBAN
18520645, 1, SEDAN
18520645, 2, DUMP TRUCK
18520657, 1, SUBURBAN
18520657, 2, SEDAN
18520657, 3, SUBURBAN
18520681, 1, SUBURBAN
18520681, 2, 4 DOOR SEDAN
18520681, 3, SUBURBAN
18520696, 1, SUBURBAN
18520725, 2, BUS (OMNIBUS)
18520725, 1, PICK-UP TRUCK
18520767, 1, SEDAN
18520820, 1, 4 DOOR SEDAN
18521114, 1, 4 DOOR SEDAN
18521713, 1, 4 DOOR SEDAN
18521958, 1, SUBURBAN
18521958, 2, SUBURBAN
18522112, 1, 4 DOOR SEDAN
18522112, 2, SUBURBAN
18522322, 1, SUBURBAN
18522322, 2, 4 DOOR SEDAN
18522332, 1, 4 DOOR SEDAN
18522484, 1, SUBURBAN
18522559, 1, SUBURBAN
18522559, 2, SUBURBAN
18522983, 1, SEDAN
18523127, 1, VAN TRUCK
18523127, 2, REFRIGERATED TRUCK
18523181, 2, SUBURBAN
18523181, 1, TAXI
18523370, 1, SUBURBAN
18523370, 2, 4 DOOR SEDAN
18523551, 1, FLAT BED TRUCK
18523596, 1, SUBURBAN
18523661, 1, 4 DOOR SEDAN
18524030, 1, 4 DOOR SEDAN
18524033, 1, PICK-UP TRUCK
18524086, 1, SUBURBAN
18524086, 2, DUMP TRUCK
18524094, 1, 4 DOOR SEDAN
18524133, 1, SUBURBAN
18524335, 1, MOPED
18524335, 2, SEDAN
18524357, 1, SUBURBAN
18524535, 1, SUBURBAN
18524547, 1, PICK-UP TRUCK
