state_accident_id, vehicle_number, body_type
14724806, 1, 4 DOOR SEDAN
14725114, 1, 4 DOOR SEDAN
14726250, 1, PICK-UP TRUCK
14726250, 2, UNKNOWN VEHICLE
14726595, 1, 4 DOOR SEDAN
14726635, 1, SUBURBAN
14726667, 1, SUBURBAN
14727138, 1, 4 DOOR SEDAN
14727138, 2, SUBURBAN
14727138, 3, SUBURBAN
14727148, 1, 2 DOOR SEDAN
14727151, 1, 4 DOOR SEDAN
14727151, 2, SUBURBAN
14727241, 1, 4 DOOR SEDAN
14727455, 1, SUBURBAN
14727504, 1, 4 DOOR SEDAN
14727642, 1, 4 DOOR SEDAN
14727884, 1, 4 DOOR SEDAN
14727884, 2, PICK-UP TRUCK
14727884, 3, SUBURBAN
14727884, 4, 4 DOOR SEDAN
14727884, 5, 4 DOOR SEDAN
14727932, 1, 4 DOOR SEDAN
14728335, 1, SUBURBAN
14728335, 2, POLICE
14729370, 1, SUBURBAN
14729370, 2, SUBURBAN
14729370, 3, TRACTOR
14729375, 1, 2 DOOR SEDAN
14729375, 2, SUBURBAN
14729530, 1, SUBURBAN
14729531, 1, CONVERTIBLE
14729852, 1, 4 DOOR SEDAN
14729871, 1, SUBURBAN
14729871, 2, 4 DOOR SEDAN
14729935, 1, SUBURBAN
14729976, 1, 4 DOOR SEDAN
14729976, 2, 4 DOOR SEDAN
14730003, 1, PICK-UP TRUCK
14730181, 1, TRACTOR
14730355, 1, SUBURBAN
14730355, 2, SUBURBAN
14730355, 3, 4 DOOR SEDAN
14730620, 1, SUBURBAN
14730821, 1, SUBURBAN
14730822, 1, SUBURBAN
14730822, 2, 4 DOOR SEDAN
14731370, 1, 4 DOOR SEDAN
14731370, 2, 2 DOOR SEDAN
14731370, 3, SUBURBAN
14731379, 1, SUBURBAN
14731381, 1, FLAT BED TRUCK
14731381, 2, VAN TRUCK
14731382, 1, 4 DOOR SEDAN
14731382, 3, SUBURBAN
14732187, 1, PICK-UP TRUCK
14732212, 1, 4 DOOR SEDAN
14732426, 1, SUBURBAN
14732426, 2, SUBURBAN
14732775, 1, 4 DOOR SEDAN
14732808, 1, PICK-UP TRUCK
14732808, 2, 4 DOOR SEDAN
14732808, 3, 4 DOOR SEDAN
14732812, 1, PICK-UP TRUCK
14733316, 1, POLICE
14733316, 2, 4 DOOR SEDAN
14733345, 1, 4 DOOR SEDAN
14734068, 1, SUBURBAN
14734611, 1, 4 DOOR SEDAN
14734611, 2, 2 DOOR SEDAN
14734635, 1, 4 DOOR SEDAN
14734687, 1, SUBURBAN
14734731, 1, 4 DOOR SEDAN
14734731, 2, PICK-UP TRUCK
14734785, 1, SUBURBAN
14734847, 1, 4 DOOR SEDAN
14735014, 1, TRACTOR
14735919, 1, 4 DOOR SEDAN
14736106, 1, 4 DOOR SEDAN
14736106, 2, SUBURBAN
14736163, 1, PICK-UP TRUCK
14736163, 2, PICK-UP TRUCK
14736246, 1, SUBURBAN
14736314, 1, 4 DOOR SEDAN
14736466, 1, SUBURBAN
14736466, 2, SUBURBAN
14736466, 3, SUBURBAN
14736620, 1, SUBURBAN
14736706, 1, 4 DOOR SEDAN
14736706, 2, PICK-UP TRUCK
14736708, 1, 4 DOOR SEDAN
14736708, 2, PICK-UP TRUCK
14736714, 1, 4 DOOR SEDAN
14736756, 1, 4 DOOR SEDAN
14736833, 1, 4 DOOR SEDAN
14736833, 2, 2 DOOR SEDAN
14737371, 1, SUBURBAN
14737371, 2, 4 DOOR SEDAN
14737430, 1, MOTORCYCLE
14737430, 2, 4 DOOR SEDAN
14737442, 1, SUBURBAN
14737442, 2, PICK-UP TRUCK
14737464, 1, 4 DOOR SEDAN
14737497, 1, MOTORCYCLE
14737733, 1, 4 DOOR SEDAN
14737733, 2, PICK-UP TRUCK
14737830, 1, 4 DOOR SEDAN
14737840, 1, 4 DOOR SEDAN
14737961, 1, 2 DOOR SEDAN
14738278, 1, SUBURBAN
14738286, 1, SUBURBAN
14738286, 2, SUBURBAN
14738306, 1, SUBURBAN
14738306, 2, SUBURBAN
14738503, 1, 4 DOOR SEDAN
14738621, 1, 4 DOOR SEDAN
14738622, 1, 4 DOOR SEDAN
14739058, 1, 4 DOOR SEDAN
14739181, 1, SUBURBAN
14739268, 1, SUBURBAN
14739366, 1, SUBURBAN
14739366, 2, 4 DOOR SEDAN
14739382, 1, 4 DOOR SEDAN
14739407, 1, TRACTOR
14739642, 1, PICK-UP TRUCK
14739642, 2, SUBURBAN
14739642, 3, SUBURBAN
14739656, 1, SUBURBAN
14739656, 2, SUBURBAN
14739656, 3, SUBURBAN
14739732, 1, 4 DOOR SEDAN
14739732, 2, SUBURBAN
14739766, 1, 2 DOOR SEDAN
14739766, 2, SUBURBAN
14739767, 1, 4 DOOR SEDAN
14739767, 2, VAN TRUCK
14739768, 1, UNKNOWN VEHICLE
14739768, 3, PICK-UP TRUCK
14741077, 1, 4 DOOR SEDAN
14741077, 2, 4 DOOR SEDAN
14741156, 1, CONVERTIBLE
14741156, 2, 4 DOOR SEDAN
14741285, 1, SUBURBAN
14741339, 1, SUBURBAN
14741339, 2, 4 DOOR SEDAN
14741354, 1, 4 DOOR SEDAN
14741354, 2, 4 DOOR SEDAN
14741354, 3, SUBURBAN
14741486, 1, 4 DOOR SEDAN
14741486, 2, 4 DOOR SEDAN
14741537, 1, PICK-UP TRUCK
14741701, 1, 4 DOOR SEDAN
14742105, 1, TRACTOR
14742105, 2, 4 DOOR SEDAN
14742132, 1, 4 DOOR SEDAN
14742139, 1, SUBURBAN
14742140, 1, TAXI
14742141, 1, BUS (OMNIBUS)
14742143, 1, 4 DOOR SEDAN
14742313, 1, PICK-UP TRUCK
14742313, 2, SUBURBAN
14743015, 1, 4 DOOR SEDAN
14743015, 2, SUBURBAN
14743150, 2, SUBURBAN
14743154, 1, SUBURBAN
14743248, 1, 2 DOOR SEDAN
14743255, 2, 4 DOOR SEDAN
14743293, 1, 4 DOOR SEDAN
14743293, 2, 2 DOOR SEDAN
14743313, 1, SUBURBAN
14743408, 1, TRACTOR
14743408, 2, TRACTOR
14743408, 3, TRACTOR
14743409, 1, SUBURBAN
14743437, 1, SUBURBAN
14743459, 1, 4 DOOR SEDAN
14743463, 1, SUBURBAN
14743463, 2, TRACTOR
14743487, 1, 4 DOOR SEDAN
14743693, 1, 4 DOOR SEDAN
14743713, 1, SUBURBAN
14743751, 1, 4 DOOR SEDAN
14743751, 2, 2 DOOR SEDAN
14743857, 1, 4 DOOR SEDAN
14744024, 1, 4 DOOR SEDAN
14744024, 2, 4 DOOR SEDAN
14744024, 3, SUBURBAN
14745235, 1, 4 DOOR SEDAN
14745268, 1, 4 DOOR SEDAN
14745268, 2, ROAD SWEEPER
14745324, 1, 4 DOOR SEDAN
14745355, 1, 4 DOOR SEDAN
14745355, 2, SUBURBAN
14745388, 1, 4 DOOR SEDAN
14745388, 2, PICK-UP TRUCK
14745422, 1, 4 DOOR SEDAN
14745422, 2, 4 DOOR SEDAN
14746003, 1, 4 DOOR SEDAN
14746003, 2, 4 DOOR SEDAN
14746963, 1, UNKNOWN VEHICLE
14746963, 2, 4 DOOR SEDAN
14747360, 1, 4 DOOR SEDAN
14747360, 2, SUBURBAN
14747374, 1, PICK-UP TRUCK
14747469, 1, 2 DOOR SEDAN
14747469, 2, PICK-UP TRUCK
14747497, 1, 4 DOOR SEDAN
14747497, 2, SUBURBAN
14747604, 1, 4 DOOR SEDAN
14747604, 2, SUBURBAN
14747647, 1, 4 DOOR SEDAN
14747647, 2, TOW TRUCK
14747653, 1, 4 DOOR SEDAN
14747779, 1, 2 DOOR SEDAN
14747850, 1, 4 DOOR SEDAN
14747900, 1, SUBURBAN
14747900, 2, TRACTOR
14749364, 1, 4 DOOR SEDAN
14749364, 2, SUBURBAN
14749580, 1, 2 DOOR SEDAN
14749580, 2, TRACTOR
14749723, 1, SUBURBAN
14749839, 1, SUBURBAN
14749967, 1, SUBURBAN
14750054, 1, 4 DOOR SEDAN
14750054, 2, PICK-UP TRUCK
14750115, 1, CONVERTIBLE
14750152, 1, 4 DOOR SEDAN
14750152, 2, PICK-UP TRUCK
14750152, 3, PICK-UP TRUCK
14750166, 1, 4 DOOR SEDAN
14750166, 2, 4 DOOR SEDAN
14750193, 1, 4 DOOR SEDAN
14750193, 2, 4 DOOR SEDAN
14750234, 1, SUBURBAN
14750329, 1, SUBURBAN
14750329, 2, VAN TRUCK
14750391, 1, 4 DOOR SEDAN
14750431, 1, 4 DOOR SEDAN
14750431, 2, 4 DOOR SEDAN
14750432, 1, SUBURBAN
14750589, 1, SUBURBAN
14750610, 1, 4 DOOR SEDAN
14750610, 2, 4 DOOR SEDAN
14750631, 1, 4 DOOR SEDAN
14750800, 1, PICK-UP TRUCK
14751008, 1, 4 DOOR SEDAN
14751024, 1, TRACTOR
14751024, 2, SUBURBAN
14751024, 3, PICK-UP TRUCK
14751024, 4, TRACTOR
14751024, 5, SUBURBAN
14751037, 1, 4 DOOR SEDAN
14751037, 2, 4 DOOR SEDAN
14751068, 1, 2 DOOR SEDAN
14751068, 2, SUBURBAN
14751257, 1, SUBURBAN
14751273, 1, 4 DOOR SEDAN
14751273, 2, SUBURBAN
14751293, 1, 4 DOOR SEDAN
14751293, 2, 4 DOOR SEDAN
14751348, 1, 4 DOOR SEDAN
14751348, 2, SUBURBAN
14751383, 1, 4 DOOR SEDAN
14751406, 1, 4 DOOR SEDAN
14751462, 1, SUBURBAN
14751473, 1, SUBURBAN
14751562, 1, PICK-UP TRUCK
14751581, 1, 4 DOOR SEDAN
14751609, 1, SUBURBAN
14751637, 1, 4 DOOR SEDAN
14751681, 1, 4 DOOR SEDAN
14751681, 2, VAN TRUCK
14751703, 1, BUS (OMNIBUS)
14751795, 1, SUBURBAN
14751795, 2, PICK-UP TRUCK
