state_accident_id, vehicle_number, body_type
18045234, 1, PICK-UP TRUCK
18045234, 2, SUBURBAN
18045235, 1, TRACTOR
18045334, 1, PICK-UP TRUCK
18045475, 1, SEDAN
18045536, 1, 4 DOOR SEDAN
18045641, 1, 2 DOOR SEDAN
18045933, 1, SUBURBAN
18046123, 1, 4 DOOR SEDAN
18046123, 2, 4 DOOR SEDAN
18046123, 3, UNKNOWN TRUCK
18046462, 1, SUBURBAN
18046514, 1, SEDAN
18046514, 2, SEDAN
18046514, 3, 4 DOOR SEDAN
18046545, 1, DELIVERY TRUCK
18046549, 1, SUBURBAN
18046668, 1, 4 DOOR SEDAN
18046668, 2, 4 DOOR SEDAN
18046690, 1, SEDAN
18046690, 2, 4 DOOR SEDAN
18046690, 3, 4 DOOR SEDAN
18046965, 1, 4 DOOR SEDAN
18046965, 2, SEDAN
18046965, 3, SUBURBAN
18047071, 1, UNKNOWN VEHICLE
18047145, 1, 4 DOOR SEDAN
18047145, 2, VAN TRUCK
18047197, 1, 4 DOOR SEDAN
18048192, 1, SUBURBAN
18048245, 1, SEDAN
18048245, 2, SUBURBAN
18048245, 3, SUBURBAN
18048260, 1, SUBURBAN
18048267, 1, SUBURBAN
18048287, 1, SUBURBAN
18048287, 2, SUBURBAN
18048381, 1, SUBURBAN
18048391, 1, SUBURBAN
18048410, 1, MOTORCYCLE
18048410, 2, SUBURBAN
18048487, 1, SEDAN
18048487, 2, SUBURBAN
18048487, 3, SUBURBAN
18048581, 1, 4 DOOR SEDAN
18048581, 2, DUMP TRUCK
18048943, 1, 4 DOOR SEDAN
18048970, 1, POLICE
18048970, 2, SUBURBAN
18049012, 1, 4 DOOR SEDAN
18049012, 2, TRACTOR
18049012, 3, PICK-UP TRUCK
18049085, 1, 2 DOOR SEDAN
18049085, 2, SUBURBAN
18049085, 3, SUBURBAN
18049085, 4, 4 DOOR SEDAN
18049085, 5, SUBURBAN
18049085, 6, PICK-UP TRUCK
18049086, 1, UNKNOWN VEHICLE
18049172, 1, SUBURBAN
18049204, 1, 4 DOOR SEDAN
18049213, 1, SUBURBAN
18049213, 2, SUBURBAN
18049280, 1, SEDAN
18049299, 1, SUBURBAN
18049299, 2, SEDAN
18049307, 1, SUBURBAN
18049451, 1, SUBURBAN
18049451, 2, UNKNOWN VEHICLE
18049456, 1, 4 DOOR SEDAN
18049458, 1, DUMP TRUCK
18049516, 1, SUBURBAN
18049672, 1, 2 DOOR SEDAN
18049673, 1, SUBURBAN
18049673, 2, SEDAN
18049673, 3, SUBURBAN
18049673, 4, SUBURBAN
18049699, 1, 4 DOOR SEDAN
18049703, 1, TRACTOR
18049703, 2, SUBURBAN
18049717, 1, SUBURBAN
18049717, 2, SEDAN
18049795, 1, SUBURBAN
18049862, 1, SUBURBAN
18049862, 2, 4 DOOR SEDAN
18049878, 1, SUBURBAN
18049881, 1, SEDAN
18049881, 2, PICK-UP TRUCK
18050061, 1, 4 DOOR SEDAN
18050061, 2, SUBURBAN
18050061, 3, 4 DOOR SEDAN
18050061, 4, 4 DOOR SEDAN
18050061, 5, SUBURBAN
18050120, 1, 4 DOOR SEDAN
18050120, 2, SUBURBAN
18050127, 1, SUBURBAN
18050127, 2, SUBURBAN
18050205, 1, 4 DOOR SEDAN
18050205, 2, TRACTOR
18050228, 1, SEDAN
18050627, 1, UNKNOWN VEHICLE
18050641, 1, SEDAN
18050683, 1, 4 DOOR SEDAN
18050684, 1, UNKNOWN VEHICLE
18050686, 1, 4 DOOR SEDAN
18050686, 2, SEDAN
18050686, 3, 4 DOOR SEDAN
18050772, 1, PICK-UP TRUCK
18050957, 1, SEDAN
18050957, 2, 4 DOOR SEDAN
18050957, 3, SUBURBAN
18050965, 1, 4 DOOR SEDAN
18050965, 2, 4 DOOR SEDAN
18050975, 1, VAN TRUCK
18050988, 1, SEDAN
18050991, 1, 4 DOOR SEDAN
18051027, 1, SEDAN
18051046, 1, SUBURBAN
18051046, 2, 4 DOOR SEDAN
18051065, 1, SUBURBAN
18051065, 2, UNKNOWN VEHICLE
18051089, 1, 4 DOOR SEDAN
18051136, 1, 4 DOOR SEDAN
18051136, 2, CONVERTIBLE
18051139, 1, 4 DOOR SEDAN
18051407, 1, SUBURBAN
18051431, 1, SUBURBAN
18051667, 1, DELIVERY TRUCK
18051670, 1, SEDAN
18051674, 1, SUBURBAN
18051690, 1, SUBURBAN
18051690, 2, 4 DOOR SEDAN
18051770, 1, SUBURBAN
18051770, 2, 4 DOOR SEDAN
18051789, 1, SUBURBAN
18051811, 1, SUBURBAN
18051811, 2, SUBURBAN
18051811, 3, SUBURBAN
18051811, 4, SUBURBAN
18051811, 5, SUBURBAN
18051811, 6, SUBURBAN
18051811, 7, 4 DOOR SEDAN
18051840, 1, 4 DOOR SEDAN
18051840, 2, 2 DOOR SEDAN
18051865, 1, SUBURBAN
18051865, 2, SUBURBAN
18052111, 1, SUBURBAN
18052118, 1, BUS (OMNIBUS)
18052187, 1, UNKNOWN VEHICLE
18052207, 1, 4 DOOR SEDAN
