state_accident_id, dt, latitude, longitude, city, county, street_1, street_2, crash_type, death_count, severe_injury_count
14724806, 2014-01-01T20:45:00, 42.99506380287754, -78.82258482548188, Tonawanda, Erie, NIAGARA FALLS BLVD, Connecting Road, COLLISION WITH TREE, 0, 1
14725114, 2014-01-01T15:11:00, 41.09118296754611, -74.01957797442361, Clarkstown, Rockland, FAIRVIEW AVE, PROSPECT ST, COLLISION WITH OTHER FIXED OBJECT, 0, 1
14726250, 2014-01-01T17:30:00, 42.43478989553022, -76.6683555013093, Enfield, Tompkins, W ENFIELD CENTER RD, nan, COLLISION WITH MOTOR VEHICLE, 0, 1
14726595, 2014-01-02T20:24:00, 40.99267812007496, -73.8535835844857, Greenburgh, Westchester, I 87, nan, COLLISION WITH OTHER BARRIER, 0, 2
14726635, 2014-01-01T04:00:00, 41.403268566579364, -73.98628321986872, Highlands, Orange, US HIGHWAY 9W, nan, COLLISION WITH CULVERT/HEADWALL, 0, 1
14726667, 2014-01-01T05:43:00, 40.80421903067845, -73.38350363990222, Huntington, Suffolk, NORTHERN STATE PKWY, nan, COLLISION WITH GUIDE RAIL, 0, 1
14727138, 2014-01-01T11:10:00, 43.05317488889036, -76.06838043538133, De Witt, Onondaga, BRIDGE ST, Unnamed Street, COLLISION WITH MOTOR VEHICLE, 0, 1
14727148, 2014-01-03T17:15:00, 41.821681117116775, -73.9010228681752, Hyde Park, Dutchess, ROUTE 9G, nan, COLLISION WITH GUIDE RAIL, 0, 1
14727151, 2014-01-04T07:42:00, 41.02911910090851, -73.94391602090113, Orangetown, Rockland, ROUTE 303, Kings Hwy, COLLISION WITH MOTOR VEHICLE, 0, 1
14727241, 2014-01-04T12:20:00, 42.31423855507863, -78.30688681775987, New Hudson, Allegany, RAWSON RD, County Hwy 7A, COLLISION WITH CULVERT/HEADWALL, 0, 1
14727455, 2014-01-01T15:30:00, 41.77973841734392, -73.76949896897354, Pleasant Valley, Dutchess, TACONIC STATE PKWY, Ramp, COLLISION WITH TREE, 0, 1
14727504, 2014-01-01T02:30:00, 42.17338700583342, -79.61261210527947, Sherman, Chautauqua, TITUS RD, Sherman Ripley Rd, COLLISION WITH SNOW EMBANKMENT, 0, 1
14727642, 2014-01-02T22:00:00, 40.75671300225206, -73.54969296288041, North Hempstead, Nassau, OLD COUNTRY RD, DUFFY AVE, COLLISION WITH SIGN POST, 0, 1
14727884, 2014-01-05T10:55:00, 42.66891099867129, -73.78432302914305, Albany, Albany, N MAIN AVE, WASHINGTON AVE, COLLISION WITH MOTOR VEHICLE, 0, 1
14727932, 2014-01-01T02:46:00, 43.093999489663695, -74.50498245190465, Caroga, Fulton, [Route] 10, Mussey Rd, COLLISION WITH TREE, 1, 0
14728335, 2014-01-01T03:11:00, 43.16463099934078, -77.64225496024277, Rochester, Monroe, LYELL AVE, MURRAY ST, COLLISION WITH MOTOR VEHICLE, 0, 1
14729370, 2014-01-02T12:55:00, 43.09256438323816, -78.98813134772155, Niagara Falls, Niagara, I 190, Ramp, COLLISION WITH MOTOR VEHICLE, 0, 2
14729375, 2014-01-04T14:44:00, 44.69607458246646, -73.50028316742804, Plattsburgh, Clinton, STATE ROUTE 3, Hammond Ln, COLLISION WITH MOTOR VEHICLE, 0, 1
14729530, 2014-01-04T13:14:00, 42.978964183902576, -76.41798646694846, Skaneateles, Onondaga, OLD SENECA TPKE, Mottville Rd, COLLISION WITH PEDESTRIAN, 0, 1
14729531, 2014-01-04T17:20:00, 42.85136446352195, -76.31697603054928, Spafford, Onondaga, E LAKE RD, Dave Hull Rd, COLLISION WITH SNOW EMBANKMENT, 0, 1
14729852, 2014-01-02T15:31:00, 43.09802490922771, -77.50162521511727, Pittsford, Monroe, [Route] 490, nan, COLLISION WITH TREE, 0, 1
14729871, 2014-01-02T17:50:00, 43.0643554799477, -77.3778545749212, Perinton, Monroe, PITTSFORD PALMYRA RD, Pannell Cir, COLLISION WITH MOTOR VEHICLE, 0, 1
14729935, 2014-01-03T09:39:00, 43.03855157712052, -77.46114579506887, Perinton, Monroe, [Route] 490, nan, COLLISION WITH GUIDE RAIL, 0, 1
14729976, 2014-01-01T10:45:00, 43.11271297848708, -75.19544595627315, Utica, Oneida, HERKIMER RD, ELMHURST RD, COLLISION WITH MOTOR VEHICLE, 0, 1
14730003, 2014-01-06T04:04:00, 42.5990497630222, -73.8985538742719, New Scotland, Albany, [Route] 443, [Route] 308, COLLISION WITH SNOW EMBANKMENT, 0, 1
14730181, 2014-01-04T10:31:00, 43.06169663499687, -73.53590400976715, Easton, Washington, STATE ROUTE 40, Wilbur Ave, COLL. W/EARTH ELE./ROCK CUT/DITCH, 1, 0
14730355, 2014-01-02T17:55:00, 42.92782899945403, -78.67273398278641, Lancaster, Erie, CENTRAL AVE, FORTON DR, COLLISION WITH MOTOR VEHICLE, 0, 2
14730620, 2014-01-01T09:00:00, 41.11874530543516, -74.12276984018054, Montebello, Rockland, I 87, nan, OVERTURNED, 0, 1
14730821, 2014-01-02T21:18:00, 43.90249964036154, -75.98242841106457, Watertown, Jefferson, I 81, Connecting Road, COLLISION WITH SNOW EMBANKMENT, 0, 1
14730822, 2014-01-02T13:06:00, 44.05488516289536, -76.10776211235715, Lyme, Jefferson, [Route] 12E, nan, COLLISION WITH MOTOR VEHICLE, 0, 1
14731370, 2014-01-01T05:07:00, 40.64202601815617, -74.09514799421122, Staten Island, Richmond, LAFAYETTE AVE, CASSIDY PL, COLLISION WITH MOTOR VEHICLE, 1, 0
14731379, 2014-01-01T02:04:00, 40.73853936274752, -73.81050311083811, Queens, Queens, I 495, nan, COLLISION WITH MEDIAN/BARRIER, 1, 1
14731381, 2014-01-02T04:47:00, 40.76419715964307, -73.72430659903208, Queens, Queens, LONG ISLAND EXPY, nan, COLLISION WITH MEDIAN/BARRIER, 1, 0
14731382, 2014-01-02T06:49:00, 40.633962026866826, -74.01475795299292, Brooklyn, Kings, 65TH ST, 7TH AVE, COLLISION WITH PEDESTRIAN, 1, 0
14732187, 2014-01-02T21:18:00, 42.15883676875089, -75.14965830689425, Walton, Delaware, [Route] 10, WILLIAM BEERS RD, COLL. W/EARTH ELE./ROCK CUT/DITCH, 0, 1
14732212, 2014-01-06T17:20:00, 41.08702229449632, -74.05707185417414, Chestnut Ridge, Rockland, LYNN DR, Janna Ct, COLLISION WITH CURBING, 0, 1
14732426, 2014-01-05T00:05:00, 42.768176882378306, -78.68698693298512, Aurora, Erie, QUAKER RD, Idlewood Dr, COLLISION WITH MOTOR VEHICLE, 0, 1
