state_accident_id, vehicle_number, age, sex, person_type, injury_severity
13012729, 1, 54.0, 1.0, DRIVER, U - UNKNOWN
13015472, 1, 20.0, 1.0, DRIVER, U - UNKNOWN
13020868, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
13020869, 1, 34.0, 1.0, DRIVER, U - UNKNOWN
13020873, 1, 28.0, 2.0, DRIVER, U - UNKNOWN
13020873, 2, 36.0, 2.0, DRIVER, U - UNKNOWN
13021180, 1, 42.0, 1.0, DRIVER, U - UNKNOWN
13021304, 1, 19.0, 2.0, DRIVER, U - UNKNOWN
13021406, 1, 33.0, 1.0, DRIVER, U - UNKNOWN
13021406, 2, 45.0, 1.0, DRIVER, U - UNKNOWN
13021717, 1, 22.0, 2.0, DRIVER, U - UNKNOWN
13021767, 1, 26.0, 2.0, DRIVER, U - UNKNOWN
13021767, 2, 50.0, 1.0, DRIVER, U - UNKNOWN
13021783, 1, 24.0, 1.0, DRIVER, U - UNKNOWN
13021783, 2, 23.0, 1.0, DRIVER, U - UNKNOWN
13021873, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13021873, 2, 17.0, 1.0, DRIVER, U - UNKNOWN
13022051, 2, 21.0, 2.0, DRIVER, U - UNKNOWN
13022051, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
13022359, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13022928, 1, 20.0, 2.0, DRIVER, U - UNKNOWN
13023005, 1, 78.0, 1.0, DRIVER, U - UNKNOWN
13023005, 2, 62.0, 1.0, DRIVER, U - UNKNOWN
13023006, 1, 27.0, 1.0, DRIVER, U - UNKNOWN
13023067, 1, 43.0, 2.0, DRIVER, U - UNKNOWN
13023067, 2, 17.0, 2.0, DRIVER, U - UNKNOWN
13023128, 1, 17.0, 1.0, DRIVER, U - UNKNOWN
13023392, 1, 48.0, 1.0, DRIVER, U - UNKNOWN
13023532, 2, 31.0, 2.0, DRIVER, U - UNKNOWN
13023532, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
13023541, 1, 28.0, 2.0, DRIVER, U - UNKNOWN
13023541, 2, 31.0, 1.0, DRIVER, U - UNKNOWN
13023613, 1, 35.0, 2.0, DRIVER, U - UNKNOWN
13024101, 1, 22.0, 1.0, DRIVER, U - UNKNOWN
13024405, 1, 23.0, 2.0, DRIVER, U - UNKNOWN
13024753, 1, 40.0, 1.0, DRIVER, U - UNKNOWN
13024847, 2, 36.0, 1.0, DRIVER, U - UNKNOWN
13024847, 1, nan, 3.0, DRIVER, U - UNKNOWN
13025005, 1, 32.0, 1.0, DRIVER, U - UNKNOWN
13025080, 1, 18.0, 1.0, DRIVER, U - UNKNOWN
13025080, 2, 58.0, 1.0, DRIVER, U - UNKNOWN
13025248, 2, 18.0, 2.0, DRIVER, U - UNKNOWN
13025248, 1, 17.0, 1.0, DRIVER, U - UNKNOWN
13025324, 2, 90.0, 1.0, DRIVER, U - UNKNOWN
13025324, 1, 22.0, 1.0, DRIVER, U - UNKNOWN
13025931, 1, 44.0, 1.0, DRIVER, U - UNKNOWN
13025931, 2, 29.0, 1.0, DRIVER, U - UNKNOWN
13026131, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
13028706, 1, nan, 3.0, DRIVER, U - UNKNOWN
13028706, 2, 44.0, 1.0, DRIVER, U - UNKNOWN
13028762, 1, 85.0, 1.0, DRIVER, U - UNKNOWN
13028794, 2, nan, 3.0, DRIVER, U - UNKNOWN
13028794, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
13028826, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13028826, 2, 22.0, 2.0, DRIVER, U - UNKNOWN
13028911, 2, 70.0, 1.0, DRIVER, U - UNKNOWN
13028911, 1, 23.0, 2.0, DRIVER, U - UNKNOWN
13028912, 2, 81.0, 1.0, DRIVER, U - UNKNOWN
13028912, 1, 42.0, 1.0, DRIVER, U - UNKNOWN
13029056, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13029104, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
13029104, 2, nan, 3.0, DRIVER, U - UNKNOWN
13029162, 2, 17.0, 2.0, DRIVER, U - UNKNOWN
13029162, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
13029361, 1, 39.0, 1.0, DRIVER, U - UNKNOWN
13029477, 1, 39.0, 1.0, DRIVER, U - UNKNOWN
13029527, 1, 27.0, 1.0, DRIVER, U - UNKNOWN
13029561, 1, 55.0, 2.0, DRIVER, U - UNKNOWN
13029664, 1, 28.0, 2.0, DRIVER, U - UNKNOWN
13029664, 2, 48.0, 1.0, DRIVER, U - UNKNOWN
13029665, 1, 52.0, 1.0, DRIVER, U - UNKNOWN
13029683, 1, 48.0, 1.0, DRIVER, U - UNKNOWN
13029683, 2, 43.0, 1.0, DRIVER, U - UNKNOWN
13029683, 3, 60.0, 1.0, DRIVER, U - UNKNOWN
13029683, 4, 71.0, 2.0, DRIVER, U - UNKNOWN
13029891, 1, 21.0, 1.0, DRIVER, U - UNKNOWN
13030095, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13030095, 2, 42.0, 1.0, DRIVER, U - UNKNOWN
13030103, 3, 24.0, 1.0, DRIVER, U - UNKNOWN
13030103, 2, 47.0, 1.0, DRIVER, U - UNKNOWN
13030103, 1, 24.0, 2.0, DRIVER, U - UNKNOWN
13030119, 1, 17.0, 2.0, DRIVER, U - UNKNOWN
13030124, 1, 34.0, 1.0, DRIVER, U - UNKNOWN
13030131, 2, 61.0, 2.0, DRIVER, U - UNKNOWN
13030131, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13030235, 1, 92.0, 1.0, DRIVER, U - UNKNOWN
13030235, 2, 24.0, 2.0, DRIVER, U - UNKNOWN
13030417, 2, 20.0, 2.0, DRIVER, U - UNKNOWN
13030417, 1, 30.0, 2.0, DRIVER, U - UNKNOWN
13030448, 1, 18.0, 1.0, DRIVER, U - UNKNOWN
13030529, 2, 60.0, 1.0, DRIVER, U - UNKNOWN
13030529, 1, 44.0, 2.0, DRIVER, U - UNKNOWN
13030573, 2, 78.0, 1.0, DRIVER, U - UNKNOWN
13030573, 1, 48.0, 2.0, DRIVER, U - UNKNOWN
13030649, 2, 80.0, 1.0, DRIVER, U - UNKNOWN
13030649, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
13030734, 2, 37.0, 2.0, DRIVER, U - UNKNOWN
13030734, 1, 58.0, 2.0, DRIVER, U - UNKNOWN
13030742, 1, 45.0, 1.0, DRIVER, U - UNKNOWN
13030752, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
13030816, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13030887, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
13030955, 2, 25.0, 2.0, DRIVER, U - UNKNOWN
13030955, 1, 33.0, 1.0, DRIVER, U - UNKNOWN
13031030, 1, 79.0, 1.0, DRIVER, U - UNKNOWN
13031030, 2, 27.0, 1.0, DRIVER, U - UNKNOWN
13031107, 1, nan, 3.0, DRIVER, U - UNKNOWN
13031107, 2, 31.0, 1.0, DRIVER, U - UNKNOWN
13031160, 1, 49.0, 1.0, DRIVER, U - UNKNOWN
13031181, 1, 26.0, 1.0, DRIVER, U - UNKNOWN
13031249, 1, 20.0, 1.0, DRIVER, U - UNKNOWN
13031337, 1, 22.0, 1.0, DRIVER, U - UNKNOWN
13031512, 1, 22.0, 1.0, DRIVER, U - UNKNOWN
13031653, 1, 17.0, 1.0, DRIVER, U - UNKNOWN
13031660, 1, 69.0, 1.0, DRIVER, U - UNKNOWN
13031667, 1, 22.0, 2.0, DRIVER, U - UNKNOWN
13031697, 2, 22.0, 1.0, DRIVER, U - UNKNOWN
13031697, 1, 71.0, 2.0, DRIVER, U - UNKNOWN
13031856, 1, 33.0, 2.0, DRIVER, U - UNKNOWN
13032012, 1, 30.0, 1.0, DRIVER, U - UNKNOWN
13032012, 2, 20.0, 1.0, DRIVER, U - UNKNOWN
13032119, 1, 25.0, 1.0, DRIVER, U - UNKNOWN
13032126, 1, 79.0, 1.0, DRIVER, U - UNKNOWN
13032220, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
13032252, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
13032311, 1, 81.0, 2.0, DRIVER, U - UNKNOWN
13032330, 2, 59.0, 1.0, DRIVER, U - UNKNOWN
13032330, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
13032350, 1, 38.0, 2.0, DRIVER, U - UNKNOWN
13032350, 2, 57.0, 2.0, DRIVER, U - UNKNOWN
13032350, 3, 20.0, 1.0, DRIVER, U - UNKNOWN
13032353, 1, 39.0, 1.0, DRIVER, U - UNKNOWN
13032449, 2, 80.0, 1.0, DRIVER, U - UNKNOWN
13032449, 1, 45.0, 1.0, DRIVER, U - UNKNOWN
13032486, 1, 37.0, 2.0, DRIVER, U - UNKNOWN
13032486, 2, 78.0, 2.0, DRIVER, U - UNKNOWN
13032486, 3, 41.0, 2.0, DRIVER, U - UNKNOWN
13032492, 1, 38.0, 1.0, DRIVER, U - UNKNOWN
13032492, 2, 63.0, 1.0, DRIVER, U - UNKNOWN
13032513, 1, 33.0, 1.0, DRIVER, U - UNKNOWN
13032517, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
13032517, 2, 45.0, 2.0, DRIVER, U - UNKNOWN
13032536, 2, 48.0, 1.0, DRIVER, U - UNKNOWN
13032536, 1, 50.0, 2.0, DRIVER, U - UNKNOWN
13032604, 1, 17.0, 1.0, DRIVER, U - UNKNOWN
13032627, 1, 21.0, 2.0, DRIVER, U - UNKNOWN
13032660, 1, 53.0, 1.0, DRIVER, U - UNKNOWN
