state_accident_id, vehicle_number, age, sex, person_type, injury_severity
16580234, 2, 24.0, 1.0, DRIVER, U - UNKNOWN
16580234, 1, 19.0, 1.0, DRIVER, U - UNKNOWN
16580759, 3, 59.0, 1.0, DRIVER, U - UNKNOWN
16580759, 2, 46.0, 1.0, DRIVER, U - UNKNOWN
16580759, 1, 40.0, 1.0, DRIVER, U - UNKNOWN
16582309, 1, 66.0, 1.0, DRIVER, U - UNKNOWN
16582391, 1, 63.0, 2.0, DRIVER, U - UNKNOWN
16582391, 2, 23.0, 1.0, DRIVER, U - UNKNOWN
16582405, 2, 44.0, 1.0, DRIVER, U - UNKNOWN
16582405, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
16582925, 1, 55.0, 1.0, DRIVER, U - UNKNOWN
16582925, 2, 69.0, 1.0, DRIVER, U - UNKNOWN
16583283, 1, 21.0, 2.0, DRIVER, U - UNKNOWN
16583285, 1, 37.0, 2.0, DRIVER, U - UNKNOWN
16583287, 1, 25.0, 2.0, DRIVER, U - UNKNOWN
16583443, 2, 47.0, 1.0, DRIVER, U - UNKNOWN
16583443, 1, 53.0, 1.0, DRIVER, U - UNKNOWN
16583510, 2, 30.0, 1.0, DRIVER, U - UNKNOWN
16583510, 1, 90.0, 1.0, DRIVER, U - UNKNOWN
16584258, 1, 51.0, 1.0, DRIVER, U - UNKNOWN
16584258, 2, 60.0, 2.0, DRIVER, U - UNKNOWN
16584379, 1, 70.0, 1.0, DRIVER, U - UNKNOWN
16584379, 2, 61.0, 2.0, DRIVER, U - UNKNOWN
16584494, 1, 75.0, 1.0, DRIVER, U - UNKNOWN
16584508, 1, 17.0, 2.0, DRIVER, U - UNKNOWN
16584659, 3, 33.0, 1.0, DRIVER, U - UNKNOWN
16584659, 2, 24.0, 1.0, DRIVER, U - UNKNOWN
16584659, 1, 78.0, 1.0, DRIVER, U - UNKNOWN
16584804, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
16584967, 1, 53.0, 1.0, DRIVER, U - UNKNOWN
16584979, 1, 30.0, 1.0, DRIVER, U - UNKNOWN
16584979, 2, 24.0, 1.0, DRIVER, U - UNKNOWN
16585098, 1, 81.0, 2.0, DRIVER, U - UNKNOWN
16585098, 2, nan, 3.0, DRIVER, U - UNKNOWN
16585183, 1, 35.0, 1.0, DRIVER, U - UNKNOWN
16585183, 2, 72.0, 1.0, DRIVER, U - UNKNOWN
16585194, 2, 53.0, 2.0, DRIVER, U - UNKNOWN
16585194, 1, 20.0, 2.0, DRIVER, U - UNKNOWN
16585447, 1, 57.0, 1.0, DRIVER, U - UNKNOWN
16585539, 1, 55.0, 2.0, DRIVER, U - UNKNOWN
16586180, 1, 40.0, 1.0, DRIVER, U - UNKNOWN
16586968, 1, 26.0, 1.0, DRIVER, U - UNKNOWN
16586968, 2, 40.0, 2.0, DRIVER, U - UNKNOWN
16587514, 1, 19.0, 2.0, DRIVER, U - UNKNOWN
16587514, 2, 22.0, 1.0, DRIVER, U - UNKNOWN
16587823, 2, 59.0, 2.0, DRIVER, U - UNKNOWN
16587823, 1, 43.0, 1.0, DRIVER, U - UNKNOWN
16587890, 2, 32.0, 1.0, DRIVER, U - UNKNOWN
16587890, 3, 38.0, 1.0, DRIVER, U - UNKNOWN
16587890, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
16588078, 1, 32.0, 2.0, DRIVER, U - UNKNOWN
16588097, 1, 30.0, 2.0, DRIVER, U - UNKNOWN
16588097, 2, 34.0, 2.0, DRIVER, U - UNKNOWN
16588170, 1, 49.0, 1.0, DRIVER, U - UNKNOWN
16588230, 1, 32.0, 1.0, DRIVER, U - UNKNOWN
16588279, 1, 37.0, 2.0, DRIVER, U - UNKNOWN
16588279, 2, 71.0, 2.0, DRIVER, U - UNKNOWN
16588416, 1, 53.0, 2.0, DRIVER, U - UNKNOWN
16588416, 2, 40.0, 1.0, DRIVER, U - UNKNOWN
16588594, 1, 34.0, 1.0, DRIVER, U - UNKNOWN
16588808, 3, 47.0, 2.0, DRIVER, U - UNKNOWN
16588808, 1, 24.0, 2.0, DRIVER, U - UNKNOWN
16588808, 2, 32.0, 2.0, DRIVER, U - UNKNOWN
16588846, 2, 37.0, 1.0, DRIVER, U - UNKNOWN
16588846, 1, 70.0, 1.0, DRIVER, U - UNKNOWN
16589017, 2, nan, 3.0, DRIVER, U - UNKNOWN
16589017, 1, 29.0, 1.0, DRIVER, U - UNKNOWN
16589189, 2, 66.0, 1.0, DRIVER, U - UNKNOWN
16589189, 1, 86.0, 1.0, DRIVER, U - UNKNOWN
16589290, 2, 59.0, 1.0, DRIVER, U - UNKNOWN
16589290, 1, 60.0, 1.0, DRIVER, U - UNKNOWN
16589309, 1, 37.0, 1.0, DRIVER, U - UNKNOWN
16589309, 2, 58.0, 2.0, DRIVER, U - UNKNOWN
16589338, 1, 31.0, 1.0, DRIVER, U - UNKNOWN
16589339, 1, 76.0, 2.0, DRIVER, U - UNKNOWN
16589345, 1, 56.0, 1.0, DRIVER, U - UNKNOWN
16589473, 2, 75.0, 1.0, DRIVER, U - UNKNOWN
16589473, 1, 44.0, 2.0, DRIVER, U - UNKNOWN
16589677, 2, 54.0, 2.0, DRIVER, U - UNKNOWN
16589677, 1, 18.0, 2.0, DRIVER, U - UNKNOWN
16589724, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
16589885, 1, 60.0, 1.0, DRIVER, U - UNKNOWN
16589885, 2, 69.0, 1.0, DRIVER, U - UNKNOWN
16589936, 2, 70.0, 2.0, DRIVER, U - UNKNOWN
16589936, 1, 36.0, 1.0, DRIVER, U - UNKNOWN
16590144, 1, 34.0, 2.0, DRIVER, U - UNKNOWN
16590144, 2, 26.0, 1.0, DRIVER, U - UNKNOWN
16590145, 3, 20.0, 1.0, DRIVER, U - UNKNOWN
16590145, 1, 71.0, 1.0, DRIVER, U - UNKNOWN
16590145, 2, 25.0, 1.0, DRIVER, U - UNKNOWN
16590285, 1, 66.0, 1.0, DRIVER, U - UNKNOWN
16590295, 2, 72.0, 1.0, DRIVER, U - UNKNOWN
16590295, 1, 53.0, 2.0, DRIVER, U - UNKNOWN
16590500, 2, 48.0, 2.0, DRIVER, U - UNKNOWN
16590500, 3, 28.0, 2.0, DRIVER, U - UNKNOWN
16590500, 1, 83.0, 1.0, DRIVER, U - UNKNOWN
16590512, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
16590512, 2, 44.0, 2.0, DRIVER, U - UNKNOWN
16590594, 2, 26.0, 2.0, DRIVER, U - UNKNOWN
16590594, 3, 30.0, 1.0, DRIVER, U - UNKNOWN
16590594, 1, 25.0, 2.0, DRIVER, U - UNKNOWN
16590615, 1, 51.0, 2.0, DRIVER, U - UNKNOWN
16590615, 2, 46.0, 2.0, DRIVER, U - UNKNOWN
16590660, 2, 25.0, 2.0, DRIVER, U - UNKNOWN
16590660, 1, 18.0, 1.0, DRIVER, U - UNKNOWN
16590671, 1, 32.0, 1.0, DRIVER, U - UNKNOWN
16591449, 1, 41.0, 1.0, DRIVER, U - UNKNOWN
16591449, 2, 45.0, 2.0, DRIVER, U - UNKNOWN
16591493, 2, 39.0, 1.0, DRIVER, U - UNKNOWN
16591493, 1, nan, 3.0, DRIVER, U - UNKNOWN
16591811, 1, 47.0, 1.0, DRIVER, U - UNKNOWN
16591837, 4, nan, 3.0, DRIVER, U - UNKNOWN
16591837, 2, nan, 3.0, DRIVER, U - UNKNOWN
16591837, 5, nan, 3.0, DRIVER, U - UNKNOWN
16591837, 6, nan, 3.0, DRIVER, U - UNKNOWN
16591837, 3, nan, 3.0, DRIVER, U - UNKNOWN
16591837, 1, 30.0, 1.0, DRIVER, U - UNKNOWN
16591970, 2, 83.0, 2.0, DRIVER, U - UNKNOWN
