state_accident_id,dt,latitude,longitude,city,county,street_1,street_2,crash_type,death_count,severe_injury_count
14305034,2013-01-06T14:26:00,42.81748766504397,-76.8091006596679,Fayette,Seneca,[Route] 414,Driveway,COLLISION WITH MOTOR VEHICLE,0,1
14318820,2013-01-18T14:47:00,40.797017018927924,-73.7344079867621,Great Neck,Nassau,MIDDLE NECK RD,WOOLEYS LN,COLLISION WITH PEDESTRIAN,0,1
14308066,2013-01-12T11:26:00,40.835144997006964,-73.45457203165415,Oyster Bay,Nassau,WOODBURY RD,UPHILL LN,COLLISION WITH MOTOR VEHICLE,0,1
14330801,2013-01-28T15:58:00,43.50309095727362,-76.29611756767062,New Haven,Oswego,[Route] 1,DEMPSTER BEACH DR,COLLISION WITH MOTOR VEHICLE,0,2
14336977,2013-01-28T11:30:00,41.428059848657874,-74.29988826814734,Hamptonburgh,Orange,STATE ROUTE 207,Kipp Rd,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,2
14318853,2013-01-18T10:08:00,40.80843619329332,-73.63118951305805,North Hempstead,Nassau,TOWN PATH,NORTHERN BLVD,COLLISION WITH PEDESTRIAN,1,0
14308076,2013-01-12T12:45:00,40.77945764963005,-73.66327118586541,North Hills,Nassau,LONG ISLAND EXPY,nan,COLLISION WITH MEDIAN/BARRIER,0,1
14333621,2013-01-29T19:00:00,40.69187697149583,-73.6843090005122,Hempstead,Nassau,FRANKLIN AVE,FERNGATE DR,COLLISION WITH PEDESTRIAN,0,1
14308079,2013-01-12T19:23:00,40.78393174680056,-73.62688893648614,East Hills,Nassau,I 495,Ramp,COLLISION WITH MOTOR VEHICLE,0,1
14325864,2013-01-26T22:39:00,42.13411403276522,-75.85903397491649,Kirkwood,Broome,OLD STATE RD,BEVIER ST,COLL. W/EARTH ELE./ROCK CUT/DITCH,0,1
14311705,2013-01-13T11:17:00,42.88917816424345,-76.60000339363322,Fleming,Cayuga,BLUEFIELD RD,RIESTER RD,COLLISION WITH OTHER,0,2
