,CRN,STREET_NAME
66,2013102359,SR 0180 SH
83,2013079848,FARMLAND RD
84,2013079848,MAIN ST
121,2013132794,MAIN ST
124,2013022404,CROGHAN PK
127,2013109510,MEMORIAL BL
170,2013035980,MILLCREEK SQUARE LT
218,2013080811,NEWARK RD
222,2014009970,MOLLEYSTOWN RD
223,2014009970,TREMONT RD
286,2013070741,FACTORY WY
287,2013070741,JEFFERSON AV
333,2014009300,DEER CREEK RD
385,2013040651,SR 0066 HW
404,2013087674,INTERCHANGE RD
405,2013087674,INTERCHANGE RD
406,2013087674,HARRITY RD
502,2013002879,HOUTZTOWN RD
503,2013002879,ROSEBUD RD
609,2013036909,DAY CITY RD
610,2013036909,TWENTYEIGHTH DIVISION HW
611,2013036909,SIMPSON RD
626,2013062487,HIGHLAND AV
627,2013062487,NINTH ST
628,2013062487,NINTH ST
643,2013024061,SR 0068 HW
644,2013059317,HIBERNIA RD
695,2014068572,SEDGLEY AV
696,2014068572,17TH ST
721,2013085600,ORMSBY DR
875,2013042644,CLAIRTON BL
1002,2013058999,NORLAND AV
1216,2013029860,Z H CONFAIR MEMORIAL HW
1265,2013075196,TOBY RUN RD
1280,2013106107,FRANKFORD AV
1281,2013118609,BERRYHILL ST
1282,2013118609,CAMERON ST
1283,2013118609,CAMERON ST
1305,2013127535,CARLISLE RD
1445,2013083120,SNYDERTOWN RD
1460,2013099257,POCONO BL
1461,2013099257,STERLING RD
1462,2013099257,POCONO BL
1463,2013099257,POCONO SUMMIT RD
1464,2013099257,POCONO SUMMIT RD
1762,2013036528,PA-18 HW
1763,2013078965,DELAWARE EX
1821,2013005698,RAPP RD
1822,2013005698,CLINTONVILLE RD
1893,2013039965,MAIDEN ST
2021,2013128887,LAMBERTSVILLE RD
2052,2013029614,RHAWN ST
2053,2013029614,CASTOR AV
2054,2013029614,CASTOR AV
2062,2013049733,MOSS GROVE RD
2082,2013033987,PERRY HW
2097,2013132451,WESTLAND RD
2150,2013121940,STONY RIDGE RD
2165,2013116206,BRIDGEWATER RD
2212,2014019108,WOODLAND AV
2213,2014019108,54TH ST
2217,2013030026,TENTH ST
2485,2013119509,AMERICAN LEGION MEM HW
2486,2013124806,POPLAR RD
2569,2013037219,PHOENIXVILLE PK
2581,2013080675,WASHINGTON ST
2641,2013039957,VILLAGE RD
2642,2013039957,BEAVER VALLEY PK
2654,2013062929,LIPPINCOTT RD
2672,2013117370,EIGHTYFOURTH ST
2720,2013021276,LIBERTY ST
2721,2013021276,SHINE RD
2722,2013021276,JAMESTOWN RD
2743,2013058402,STAUFFERS CHURCH RD
2745,2013092901,POTTSTOWN PK
2774,2013037694,SR 0338 SH
2855,2013073498,POTTSTOWN BP
2870,2013024640,LISBURN RD
2990,2014021915,YOUNGWOOD GREENSBURG RD
3142,2013050427,SR 4027 SH
3161,2014004631,MAURY RD
3162,2014004631,SR 0903 HW
3299,2013079769,N PROGRESS AV
3382,2013118226,JOFFRE BULGER RD
3488,2013075968,SR 0286 SH
3512,2013036095,EIGHTH ST
3513,2013036095,BAYFRONT PY
3514,2013036095,BAYFRONT PY
3515,2013063470,SACKETTSFORD RD
3516,2013063470,JAMISON RD
3611,2013123618,Z H CONFAIR MEMORIAL HW
3682,2013066194,ELEVENTH ST
3683,2013066194,ORANGE AV
3761,2013061643,TWENTYSIXTH ST
3762,2013061643,RASPBERRY ST
3795,2013096308,PINE ST
3796,2013096308,S FIFTH AV
3910,2013097859,AMERICAN LEGION MEM HW
4010,2013037555,STOKE PARK RD
4011,2013037555,AVENUE C RD
4012,2013037555,SCHOENERSVILLE RD
4013,2013037555,SCHOENERSVILLE RD
4071,2013074592,HORSESHOE PK
4200,2013068279,SMITHBRIDGE RD
4212,2013033167,PITTSBURGH RD
4233,2013072821,MAIN ST
4241,2013129063,BRIGHTON RD
4242,2013129063,WOODS RUN AV
4300,2013083410,LONG RUN RD
4363,2013061231,BYBERRY RD
4401,2013065149,REGENT DR
4402,2013065149,HENDERSON RD
4460,2013052339,CANOE CAMP CREEK RD
4628,2013068987,GLENMAURA NATIONAL BL
4645,2014004419,MILL RACE RD
4646,2014004419,TATAMY RD
4647,2014004419,COMMERCE LN
4705,2013040918,OPERATORS WY
4706,2013040918,WILLIAM PENN HW
4707,2013040918,WILLIAM PENN HW
4708,2013040918,CRABTREE SHIELDSBURG RD
4724,2013057214,EXTON BP
4739,2013078986,DELAWARE EX
4740,2013078986,RAMP RD
4845,2013041602,MAIN ST
4947,2014005430,GLENN RD
4948,2014005430,
5066,2013029185,LIBERTY AV
