,CRN,STREET_NAME
6,2021015504,SR 0051 HW
156,2021080450,SECOND ST
184,2021087075,DUNBURY RD
197,2021105369,PASSYUNK AV
276,2021032482,BUD SHUSTER HW
294,2021051424,DECKER AV
352,2021057935,QUARRY RD
438,2021049515,MIFFLIN RD
468,2021111752,PERKIOMEN AV
525,2021008432,SR 0522 SH
530,2021076496,SCHUYLKILL EX
551,2021119342,CALLOWHILL RD
556,2021119986,RAILROAD AV
557,2021119986,LUZERNE ST
622,2021100075,HOPEWELL ST
623,2021100075,E MAIN ST
624,2021100075,S HOPEWELL ST
625,2021100075,MAIN ST
627,2021061111,MAINLINE TU
652,2021095628,LEHIGH VALLEY TH
697,2021049302,AMERICAN LEGION MEM HW
705,2022001233,TWENTY EIGHTH DIVISION HW
713,2021066085,NORMAN WOOD BR
749,2021125033,BAILEY AV
750,2021125033,SR 0066 SH
774,2021012171,SHELBOURNE RD
775,2021012171,BENJAMIN FRANKLIN HW
776,2021012171,SHELBOURNE RD
777,2021012171,BENJAMIN FRANKLIN HW
804,2021113908,EASTON TP
840,2021057357,ATWOOD RD
870,2021089804,WALKER RD
932,2021066173,PENN AV
956,2021042085,MERCHANT ST
1013,2021082067,PENNS VALLEY RD
1028,2021120322,DUTCH RD
1050,2021087802,SR 0940 SH
1086,2021063237,BIG SPRING RD
1117,2021083460,CONSTITUTION BL
1118,2021083460,CONSTITUTION BL
1119,2021083460,BRADEN SCHOOL RD
1120,2021083460,EMMET DR
1190,2021027824,MOUNTAIN RD
1212,2021060167,BROWNS HILL RD
1214,2021060167,IMOGENE AV
1279,2021048682,COATESVLE DOWNINGTOWN BP
1280,2021048682,LINCOLN HW
1281,2021048682,OCTORARA TR
1358,2021085934,WOODLAWN AV
1359,2021085934,MACDADE BL
1395,2021047185,HEWITT AV
1435,2021057320,NORTHEAST ET
1493,2021090305,RAMP K SPUR RD
1496,2021090305,STATE ST
1497,2021090305,STATE ST INT/RAMP L RD
1498,2021090305,STATE ST
1529,2021023175,BLUE MOUNTAIN RD
1537,2021025282,
1584,2021081957,N MAIN AV
1734,2021113679,OVERBROOK PY
1736,2021113679,HAVERFORD RD
1737,2021113679,HAVERFORD RD
1799,2021062517,RIVER RD
1825,2021050242,SUGAR LOAF RD
1833,2021010134,SR 0044 HW
