,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
7,2018066874,1,4.0,1.0,1,2006.0,FORD,0,P4D,1.0
55,2018033475,1,4.0,1.0,1,2013.0,BUIC,0,P4D,1.0
56,2018033475,2,,31.0,30,,,0,,
101,2018139356,1,15.0,6.0,1,2004.0,FORD,0,T4W,1.0
102,2018139356,2,29.0,2.0,1,2017.0,HD,0,M,1.0
119,2018069191,1,51.0,4.0,1,2006.0,CHEV,0,T4C,1.0
143,2018043849,1,4.0,1.0,1,2012.0,CHEV,0,P4D,1.0
144,2018043849,2,15.0,6.0,1,2015.0,LINC,0,T4W,1.0
145,2018043849,3,4.0,1.0,1,2017.0,MITS,0,P4D,1.0
146,2018043849,4,15.0,1.0,1,2015.0,SUBA,0,T4W,1.0
186,2018084314,1,4.0,6.0,1,2012.0,NISS,0,P4D,1.0
187,2018084314,2,4.0,1.0,2,2009.0,TOYT,1,P4D,2.0
203,2018060494,1,20.0,2.0,1,2015.0,HD,0,MRS,1.0
205,2018109595,1,4.0,1.0,1,2002.0,HOND,0,P4D,1.0
207,2018132123,1,51.0,4.0,1,2007.0,CHEV,0,TPK,1.0
209,2018099870,1,24.0,13.0,1,,YAMA,0,,1.0
284,2018014841,1,4.0,1.0,1,1992.0,HOND,0,P4D,1.0
292,2018049942,1,4.0,1.0,1,2015.0,BUIC,0,P4D,1.0
293,2018049942,2,69.0,6.0,1,2017.0,JEEP,0,T,1.0
294,2018049942,3,4.0,1.0,1,2011.0,NISS,0,P4D,1.0
339,2018071166,1,15.0,6.0,1,2008.0,SUBA,0,T4W,1.0
340,2018071166,2,,18.0,1,,UNKN,0,,1.0
346,2018107576,1,51.0,4.0,1,2012.0,CHEV,0,T4C,1.0
362,2018063477,1,2.0,1.0,1,2003.0,HOND,0,PCP,1.0
605,2018074497,1,4.0,1.0,1,2007.0,TOYT,0,P4D,1.0
