,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
6,2015023416,41.833383,-79.817771,20,20203,2,7,,,1,0,1
37,2015021504,40.149434,-75.907885,36,36203,2,7,,,0,1,2
55,2015023432,41.044838,-76.704088,47,47205,2,2,,,1,0,7
85,2015023434,41.075344,-76.686178,47,47203,2,5,,,2,0,2
154,2015021855,40.211359,-75.529438,46,46205,2,7,,,1,0,7
157,2015021461,41.814057,-75.945328,57,57217,1,6,,,1,0,7
253,2015021529,40.710625,-75.560631,39,39207,2,1,,,1,0,7
309,2015023508,40.257905,-76.881704,22,22301,2,5,,,1,0,8
310,2015022414,40.798603,-79.586334,3,3215,2,6,,,1,0,7
347,2015022404,40.009896,-75.080474,67,67301,2,7,,,1,0,4
448,2015023392,41.56868,-78.690495,24,24207,2,5,,,0,2,4
521,2015023472,40.089811,-77.825967,28,28208,2,5,,,3,0,7
550,2015023462,40.516554,-76.477002,38,38201,2,5,,,1,0,7
610,2015022933,40.458662,-79.998496,2,2301,2,6,,,0,1,7
637,2015023479,40.28863,-79.611626,64,64209,2,2,,,1,0,7
712,2015021495,40.357259,-77.392686,50,50210,2,3,,,1,0,0
727,2015023617,39.841721,-75.464798,23,23110,2,2,,,0,1,7
810,2015022313,41.481279,-78.666356,24,24401,2,6,,,1,0,4
928,2015023193,40.178384,-77.132534,21,21213,2,7,,,1,0,7
968,2015023791,40.284853,-75.432461,46,46223,2,6,,,1,0,7
1014,2015023731,41.150123,-80.368389,43,43229,1,3,,,1,1,4
1071,2015023733,41.186306,-80.338226,43,43212,2,6,,,0,1,0
1116,2015022059,39.991068,-75.344465,23,23112,1,1,,,1,2,7
1119,2015022119,40.528355,-79.80493,2,2466,2,5,,,1,0,2
1126,2015022194,40.727879,-79.101974,32,32218,2,3,,,1,0,7
1142,2015022060,39.907269,-75.406314,23,23207,2,1,,,1,0,7
1213,2015021605,40.03185,-76.507807,36,36404,2,6,,,0,1,2
1269,2015022680,40.091315,-75.382032,46,46220,2,3,,,1,0,7
1295,2015022621,40.494761,-78.242497,7,7204,2,3,,,0,1,7
1346,2015021437,39.787964,-75.881724,15,15226,1,7,,,0,1,4
1393,2015022767,40.332422,-79.933883,2,2473,2,4,,,1,0,4
1399,2015022216,41.851222,-80.371156,25,25203,1,3,,,0,1,4
1466,2015023000,40.350375,-75.924012,6,6301,2,1,,,1,0,1
1472,2015022072,41.824357,-75.680222,57,57222,2,2,,,0,1,7
1485,2015022219,41.478514,-78.196342,12,12204,2,5,,,0,2,2
1503,2015022085,40.362663,-80.046685,2,2109,1,7,,,1,0,2
1571,2015023660,40.139142,-79.825817,64,64103,2,1,,,0,1,7
1579,2015022016,39.955293,-76.69741,66,66101,2,5,,,1,0,1
1599,2015021942,39.922965,-75.237924,67,67301,2,6,,,1,0,8
1610,2015022077,40.610544,-75.448375,39,39301,2,5,,,1,0,4
1665,2015023071,40.159294,-76.576339,36,36225,2,4,,,0,1,7
1691,2015022020,39.996517,-79.804401,26,26216,2,2,,,0,1,7
1739,2015022945,40.201591,-77.008,21,21104,2,7,,,1,0,7
1836,2015022097,40.428939,-79.945113,2,2301,1,4,,,0,1,7
1851,2015022517,40.291641,-75.272423,9,9210,2,3,,,0,1,4
1893,2015022721,40.158063,-76.204494,36,36402,2,6,,,1,0,7
1903,2015022234,39.738831,-76.157581,36,36219,1,1,,,0,1,7
1929,2015022235,39.929817,-76.054738,36,36201,2,4,,,0,1,4
2009,2015022178,40.482439,-79.869207,2,2113,2,6,,,1,0,7
2049,2015022033,39.790198,-79.940704,30,30212,1,4,,,0,1,7
2063,2015022180,40.155557,-75.345261,46,46202,2,2,,,1,0,8
2095,2015021586,40.395481,-79.838707,2,2449,2,3,,,1,0,5
2136,2015022048,40.309486,-76.833304,22,22208,2,3,,,1,0,0
2151,2015021404,41.628335,-79.679156,20,20302,2,6,,,1,0,8
2203,2015002067,40.540447,-80.149572,2,2125,1,7,,,0,1,8
2256,2015021411,40.206095,-79.585267,64,64209,2,2,,,2,0,4
2332,2015021614,41.113598,-75.382971,45,45203,2,7,,,1,0,8
2387,2015023347,40.419544,-79.507885,64,64214,2,7,,,1,1,2
2471,2015001937,41.275856,-75.897536,40,40423,1,7,,,0,1,7
2483,2015000710,40.581629,-79.565944,3,3401,1,7,,,0,1,8
2574,2015002168,40.161302,-75.020323,9,9225,1,5,,,1,0,7
2840,2015000455,40.346366,-75.940848,6,6301,1,6,,,0,1,8
2882,2015021646,41.180576,-79.337608,16,16204,1,4,,,1,1,4
2988,2015021418,42.04903,-80.080904,25,25216,2,3,,,0,1,4
3070,2015001473,39.987401,-75.971101,15,15252,1,1,,,2,0,4
3199,2015001493,40.549167,-76.044444,6,6238,1,7,,,1,0,7
3341,2015002503,40.127916,-75.217169,46,46224,1,7,,,1,0,7
3425,2015002508,40.625503,-80.243937,4,4302,1,3,,,0,1,7
3732,2015002328,40.20093,-76.767632,22,22103,1,2,,,2,0,2
3775,2015000911,40.033376,-76.304816,36,36301,1,7,,,0,1,7
3878,2015008754,40.324481,-79.904052,2,2473,1,3,,,0,1,2
3938,2015007987,40.611743,-80.095165,2,2481,1,4,,,1,0,4
4012,2015006482,40.47266,-80.038179,2,2301,1,4,,,1,0,1
4142,2015007259,39.899434,-76.608023,66,66424,1,2,,,1,0,4
4198,2015007340,40.222674,-75.512969,46,46106,1,6,,,1,0,1
4245,2015008159,40.749894,-79.925033,10,10226,1,2,,,1,0,2
4260,2015007265,40.240339,-75.572369,46,46205,1,7,,,1,0,7
4273,2015009046,40.865085,-76.793279,49,49302,1,4,,,1,0,4
4338,2015008164,40.221305,-76.43229,36,36230,1,2,,,0,1,4
4380,2015008080,40.94322,-78.972298,33,33406,1,3,,,1,0,8
4465,2015001864,41.415913,-80.273598,43,43217,1,7,,,1,0,4
4490,2015007962,40.161086,-76.785269,66,66220,1,1,,,0,1,0
4636,2015008191,39.955552,-75.578354,15,15247,1,1,,,1,0,7
4878,2015006741,41.09377,-80.002451,10,10227,1,5,,,1,0,7
4881,2015006753,40.342156,-78.403095,7,7213,1,4,,,1,0,4
4923,2015007807,41.967633,-77.451682,58,58207,1,3,,,1,0,7
4953,2015008947,40.642088,-75.484168,39,39102,1,1,,,1,0,7
5033,2015008489,41.229688,-75.794435,40,40201,1,7,,,1,0,7
5150,2015008494,40.075113,-75.158769,46,46102,1,3,,,0,1,8
5248,2015007127,39.874029,-75.623247,15,15230,1,3,,,1,0,4
5253,2015006082,39.960933,-75.245056,67,67301,1,7,,,0,1,8
5485,2015006864,40.676896,-75.386755,48,48206,1,6,,,1,0,4
5530,2015008387,40.181242,-80.098115,62,62225,1,7,,,1,1,4
5535,2015007709,40.308391,-76.043754,6,6237,1,1,,,1,0,7
5576,2015008377,40.164583,-76.300083,36,36235,1,2,,,2,0,2
5604,2015008390,41.172496,-79.272112,16,16204,1,1,,,2,0,1
5659,2015006174,40.40592,-75.002266,9,9221,1,7,,,1,0,7
5706,2015006176,41.29807,-75.814678,40,40219,1,5,,,1,0,7
5764,2015008984,41.070808,-75.27973,45,45101,1,5,,,1,0,7
6009,2015008328,40.7905,-76.548583,49,49301,1,2,,,1,0,8
6170,2015014815,41.526198,-79.483595,27,27208,1,7,,,2,0,2
6287,2015012627,40.158013,-74.875742,9,9213,1,7,,,0,1,1
6385,2015014116,40.466996,-76.146641,6,6218,1,3,,,0,1,4
6414,2015014319,40.266192,-76.86425,22,22301,1,1,,,1,0,4
6510,2015015156,39.91441,-75.430132,23,23207,1,6,,,1,0,4
6602,2015012496,40.5297,-78.365927,7,7210,1,3,,,1,0,8
6621,2015008649,40.247778,-79.504428,64,64217,1,4,,,1,0,7
6695,2015013438,40.167083,-74.92475,9,9408,1,6,,,1,0,7
6750,2015014281,40.410211,-76.983706,22,22213,1,4,,,1,0,7
6757,2015008667,41.599962,-79.721785,60,60203,1,1,,,1,0,99
6873,2015013384,41.11121,-75.342952,45,45208,1,1,,,1,0,7
6896,2015012587,40.034856,-76.305093,36,36301,1,4,,,1,0,8
6999,2015012524,40.096034,-74.890663,9,9101,1,4,,,1,0,7
7028,2015012526,40.374214,-76.412192,38,38209,1,1,,,1,0,7
7054,2015014860,40.537748,-76.93782,22,22216,1,7,,,0,1,6
7095,2015007810,40.98014,-76.873946,49,49221,1,6,,,1,0,7
7143,2015013405,41.697684,-75.917499,57,57226,1,6,,,0,1,1
7168,2015013406,41.831269,-76.098808,57,57221,1,6,,,0,1,8
7264,2015014088,39.852706,-77.614595,28,28204,1,6,,,0,1,1
7349,2015012137,40.077807,-75.318346,46,46424,1,2,,,1,0,4
7386,2015013040,40.818643,-76.596441,49,49215,1,4,,,1,0,8
7470,2015013488,40.461009,-79.759382,2,2466,1,6,,,1,0,7
7480,2015014461,40.84086,-77.784921,14,14204,2,2,,,1,1,4
7721,2015012920,40.288049,-76.352348,38,38212,1,4,,,0,1,4
7732,2015013065,41.874477,-75.924707,57,57204,1,3,,,1,0,7
7955,2015013012,40.789941,-75.288654,48,48203,1,1,,,1,0,7
8233,2015013529,41.291467,-76.786783,41,41225,1,3,,,0,1,7
8310,2015014292,39.971548,-75.123619,67,67301,1,1,,,1,0,0
8336,2015015117,41.599962,-79.721785,60,60203,1,1,,,1,0,99
8431,2015014517,41.479726,-75.588018,35,35402,1,6,,,0,1,2
8459,2015014531,40.113989,-79.89027,62,62429,1,6,,,0,3,1
8532,2015015064,40.293005,-75.173215,9,9205,1,4,,,0,1,7
8630,2015011185,40.811849,-75.827345,13,13208,1,6,,,2,0,2
8681,2015010333,41.340929,-75.958505,40,40206,1,2,,,1,0,7
8709,2015010334,41.370165,-75.971427,40,40206,1,1,,,1,0,2
8710,2015011123,40.259024,-76.866931,22,22301,1,6,,,1,0,7
8784,2015010260,40.518486,-79.607321,64,64219,1,7,,,2,1,4
8827,2015013133,41.016198,-76.395925,19,19222,1,5,,,1,1,6
8966,2015013237,40.61826,-79.655156,64,64201,1,2,,,1,0,6
9039,2015009499,40.415003,-75.32675,9,9220,1,1,,,1,0,6
9077,2015010410,40.797946,-78.499899,17,17407,1,7,,,1,0,4
9236,2015010416,40.721313,-79.833987,10,10209,1,5,,,1,0,2
9316,2015014703,41.271134,-80.26608,43,43211,1,2,,,2,0,7
