,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
9697,2014010262,40.181761,-76.494451,36,36230,1,6,,,1,0,4
9717,2014009100,40.17222,-79.797997,64,64103,1,3,,,0,1,7
9765,2014011063,40.469804,-78.460529,7,7201,1,7,,,1,0,7
9902,2014017761,41.45492,-75.663209,35,35302,2,1,,,1,2,7
9971,2014010777,39.803493,-79.556102,26,26224,1,6,,,2,0,7
10063,2014011423,41.41736,-78.655719,24,24209,1,5,,,1,0,4
10068,2014010700,,,15,15251,1,7,,,2,0,2
10096,2014010009,41.987944,-75.751313,57,57212,1,4,,,0,1,8
10123,2014010010,40.156483,-77.708084,28,28202,1,3,,,1,0,0
10156,2014009339,40.272911,-75.646074,46,46114,1,1,,,2,1,2
10225,2014011648,40.390593,-79.959901,2,2403,1,2,,,1,0,7
10275,2014011587,40.225396,-75.051105,9,9218,1,2,,,0,1,8
10297,2014010031,40.20667,-76.114603,36,36210,1,5,,,1,0,5
10301,2014010097,41.112866,-75.437628,45,45215,1,1,,,1,0,7
10308,2014010172,39.730847,-77.677515,28,28201,1,5,,,0,1,4
10335,2014016276,40.021354,-80.093514,62,62421,1,1,,,0,1,7
10377,2014011668,40.373635,-80.391646,62,62404,1,1,,,0,1,7
10421,2014011594,40.718363,-75.28979,48,48209,1,1,,,1,0,4
10439,2014009962,40.402384,-76.053055,6,6229,1,2,,,1,1,2
10499,2014011597,40.150438,-76.166845,36,36238,1,6,,,1,0,6
10603,2014009372,40.420482,-80.006405,2,2301,1,4,,,1,0,7
10613,2014010661,42.084229,-80.093322,25,25302,1,7,,,1,0,4
10650,2014010865,40.998925,-78.363575,17,17206,1,2,,,1,0,4
10723,2014009377,40.079286,-76.327251,36,36101,1,4,,,1,0,6
10828,2014017028,40.011539,-75.275149,46,46104,1,2,,,0,1,7
10849,2014010885,41.232117,-77.135041,41,41242,1,6,,,1,0,1
10893,2014009305,41.179721,-80.276815,43,43204,1,6,,,1,0,4
10961,2014009922,41.690982,-80.270758,20,20226,1,7,,,1,0,2
11034,2014017757,40.847745,-75.202188,48,48216,1,2,,,1,0,7
11090,2014015909,41.220661,-76.386926,19,19202,1,3,,,1,0,7
11117,2014017398,40.667417,-78.786333,11,11434,2,1,,,1,0,0
11170,2014017834,41.216277,-80.163844,43,43206,2,1,,,1,0,7
11322,2014018032,40.443865,-80.097778,2,2115,2,1,,,1,0,4
11353,2014017841,42.06229,-80.202756,25,25205,2,5,,,2,0,4
11395,2014015799,41.046276,-80.427348,37,37204,2,3,,,0,1,8
11436,2014017281,40.93298,-80.269987,37,37211,2,3,,,1,0,7
11486,2014018051,40.187131,-74.875939,9,9213,1,5,,,0,1,7
11561,2014017927,42.113086,-80.078973,25,25302,2,2,,,1,0,4
11593,2014017994,40.689768,-75.23587,48,48418,2,2,,,0,1,8
11620,2014018056,40.163643,-74.904512,9,9213,1,5,,,1,0,2
11869,2014017809,40.253741,-75.659599,46,46416,2,3,,,1,0,4
11946,2014015893,39.896082,-77.369943,1,1205,1,6,,,1,0,7
12057,2014017880,40.844019,-75.657558,13,13203,1,1,,,3,0,4
12059,2014016370,40.949513,-77.795943,14,14202,1,5,,,1,0,1
12139,2014017963,41.37092,-75.605834,35,35217,2,6,,,3,0,2
12269,2014016392,40.090539,-77.809565,28,28208,1,5,,,2,0,4
12315,2014017478,42.128299,-80.002774,25,25210,1,5,,,0,1,2
12401,2014016809,40.25866,-76.431417,38,38402,1,2,,,1,0,4
12541,2014015440,41.389443,-80.394563,43,43228,1,6,,,0,1,4
12655,2014016146,40.027552,-75.147139,67,67301,1,7,,,1,0,5
12759,2014015240,40.45951,-76.279341,6,6239,1,7,,,1,0,2
12783,2014017496,40.371584,-76.650539,22,22203,2,4,,,2,0,2
12866,2014017511,41.012533,-76.221329,40,40223,2,4,,,1,0,7
12938,2014015183,40.105616,-74.897256,9,9101,1,1,,,1,0,4
13045,2014017518,41.24216,-77.040343,41,41301,2,1,,,1,0,7
13152,2014017591,40.787596,-80.413043,4,4217,2,6,,,1,0,7
13214,2014016637,40.228273,-76.463072,36,36230,1,7,,,1,0,7
13323,2014015199,42.10084,-80.103724,25,25302,2,7,,,1,0,4
13350,2014015215,39.75878,-78.672607,5,5205,1,1,,,1,0,8
13507,2014015221,39.862644,-77.501095,28,28204,2,2,,,1,0,2
13510,2014017540,40.399608,-80.0207,2,2301,2,1,,,0,1,8
13529,2014018542,40.196443,-75.535353,46,46205,2,3,,,1,0,7
13563,2014020195,41.848664,-76.186695,8,8218,2,3,,,1,0,7
13745,2014020830,39.869182,-77.681558,28,28204,2,7,,,1,0,0
13754,2014019386,40.794788,-76.162957,53,53216,1,6,,,0,2,4
13831,2014019328,41.683696,-77.954359,52,52220,2,2,,,1,0,2
13843,2014018770,41.012096,-76.298362,19,19215,2,1,,,1,0,1
13907,2014018713,40.461325,-78.365274,7,7205,1,3,,,1,0,7
13933,2014019054,39.878533,-79.482738,26,26221,2,1,,,1,0,2
13988,2014019754,41.358753,-79.323093,16,16206,2,4,,,1,0,4
14036,2014021169,41.630417,-75.781963,65,65404,2,4,,,0,1,7
14054,2014018706,42.035086,-80.311804,25,25207,1,1,,,1,0,7
14075,2014020152,40.834326,-76.810291,49,49217,2,2,,,1,0,7
14087,2014018780,41.517011,-76.405683,56,56201,1,4,,,0,1,8
14097,2014018918,39.98347,-76.130649,36,36226,1,2,,,0,1,7
14110,2014018720,40.050464,-77.477231,21,21215,1,2,,,1,0,4
14115,2014019547,40.559638,-79.977316,2,2108,1,3,,,1,0,7
14149,2014020447,40.198562,-75.662484,15,15228,2,1,,,1,1,2
14188,2014020990,40.29147,-75.481614,46,46206,2,2,,,1,0,7
14205,2014020847,40.270222,-76.854306,22,22301,1,7,,,1,0,7
14207,2014020093,40.294109,-79.741939,64,64101,2,4,,,1,0,7
14271,2014018726,39.972656,-76.696795,66,66101,1,2,,,1,0,7
14277,2014020375,41.182479,-79.529813,16,16202,2,6,,,2,0,0
14329,2014019557,40.978388,-76.497612,19,19216,2,4,,,1,0,4
14344,2014020932,40.098351,-74.946958,9,9202,2,6,,,1,0,8
14432,2014019562,39.97151,-75.287893,23,23103,2,4,,,1,0,4
14519,2014018874,40.365595,-80.432403,62,62215,2,1,,,1,0,7
14552,2014019356,39.983985,-77.567402,28,28203,1,1,,,0,3,4
14599,2014018877,40.101154,-79.775921,26,26215,2,6,,,1,0,2
14673,2014019514,41.226875,-80.242053,43,43407,2,4,,,1,0,4
14711,2014019362,40.007694,-76.738985,66,66217,1,2,,,0,1,8
14729,2014021072,40.107771,-80.107519,62,62218,1,7,,,1,0,7
14753,2014018823,41.198332,-76.000964,40,40302,2,3,,,1,0,4
14796,2014019438,41.794661,-76.462981,8,8215,2,2,,,1,0,4
14843,2014020486,40.165129,-80.231947,62,62302,2,7,,,1,0,2
14873,2014018961,40.356309,-75.983744,6,6237,2,3,,,2,1,4
14897,2014018901,40.238033,-76.895666,21,21403,2,5,,,1,0,0
14936,2014019814,40.31135,-78.860791,11,11222,2,4,,,1,0,7
14963,2014019044,40.570921,-75.450538,39,39301,2,4,,,0,1,2
15143,2014018910,39.947718,-77.013749,1,1218,2,2,,,2,0,7
15245,2014018293,40.210159,-76.106782,36,36210,2,7,,,1,0,7
15270,2014019767,39.934049,-75.91141,15,15218,1,1,,,0,1,4
15342,2014020791,40.531678,-78.370159,7,7210,2,5,,,1,0,7
15442,2014019835,39.814453,-75.427784,23,23413,2,6,,,1,0,2
15483,2014020450,40.192018,-79.481652,64,64212,2,1,,,1,0,4
15484,2014018166,40.149314,-75.9736,36,36203,1,4,,,1,0,7
15496,2014020656,40.763016,-77.614787,14,14218,2,6,,,1,0,4
15663,2014020736,40.453279,-79.87889,2,2301,2,7,,,1,0,7
16153,2014003463,39.758149,-76.801559,66,66203,1,6,,,1,0,7
16229,2014005107,40.40218,-75.127911,9,9219,1,6,,,1,0,7
16280,2014005979,40.899943,-78.214226,14,14406,1,2,,,1,0,7
16397,2014005797,40.247417,-74.84093,9,9422,1,2,,,0,1,8
16487,2014005272,41.403152,-75.64971,35,35302,1,2,,,1,0,8
16494,2014005737,40.909298,-75.917588,13,13210,1,3,,,1,0,7
16504,2014003622,40.706592,-79.773941,10,10204,1,4,,,0,1,4
16567,2014005075,40.620563,-79.153347,32,32408,1,6,,,1,0,7
16579,2014004463,40.382961,-79.806999,2,2424,1,6,,,1,0,2
16585,2014005002,39.830821,-75.390149,23,23301,1,1,,,1,0,4
16635,2014005743,41.872647,-76.315012,8,8216,1,6,,,1,0,7
16747,2014019997,41.556444,-80.414847,20,20221,1,5,,,1,0,7
16922,2014003437,42.021381,-80.220767,25,25205,1,4,,,1,0,7
17039,2014005035,41.931371,-79.970549,25,25220,1,5,,,0,1,1
17042,2014005096,41.060056,-76.268649,19,19203,1,7,,,1,0,7
17059,2014003443,41.075598,-77.573642,18,18203,1,5,,,1,0,4
17060,2014004198,40.218997,-75.543295,46,46205,1,5,,,1,0,7
17084,2014004211,40.293497,-78.820131,11,11222,1,5,,,1,0,4
17086,2014005779,40.260889,-76.988889,21,21103,1,3,,,1,0,8
17092,2014005161,41.239031,-78.886551,33,33218,1,7,,,1,0,7
17135,2014003585,41.019874,-76.382872,19,19501,1,3,,,1,0,2
17146,2014020015,40.447451,-76.981596,50,50220,1,3,,,0,1,4
17178,2014004015,40.577477,-79.750394,64,64305,1,5,,,1,0,2
17284,2014004805,40.28779,-79.998987,2,2219,1,7,,,1,0,2
17340,2014005526,40.706917,-75.522028,39,39207,1,7,,,1,0,7
17447,2014003203,41.56407,-75.887005,65,65216,1,5,,,0,1,7
17510,2014004752,40.698584,-80.272563,4,4409,1,3,,,2,0,4
17548,2014003907,40.877627,-76.003466,53,53215,1,5,,,1,0,4
17636,2014003077,39.984722,-76.790361,66,66231,1,7,,,1,0,1
17710,2014004698,40.31024,-75.322381,46,46421,1,2,,,1,0,4
17790,2014003992,39.990477,-78.318884,5,5226,1,6,,,1,0,5
18005,2014003802,,,4,4202,1,6,,,1,0,7
18106,2014003737,40.237514,-75.687537,46,46112,1,1,,,2,0,7
18130,2014003808,40.417194,-75.343808,9,9220,1,5,,,1,0,1
18199,2014045427,40.37191,-76.992237,22,22211,3,4,,,1,0,7
18203,2014045491,39.978483,-76.758019,66,66301,5,6,,,1,0,1
18229,2014046829,40.327837,-75.756129,6,6227,4,2,,,1,0,7
18300,2014045704,40.679837,-75.72212,39,39202,4,6,,,1,0,7
18308,2014046832,40.068123,-76.299666,36,36101,5,2,,,1,0,4
18321,2014045641,40.62442,-75.439412,39,39301,5,6,,,1,0,2
18323,2014047049,40.440593,-79.759873,2,2446,4,6,,,1,0,7
18326,2014047061,40.812143,-77.186212,54,54201,5,7,,,1,0,7
18341,2014046916,40.191762,-78.910902,55,55218,5,5,,,1,0,2
18378,2014047063,40.617874,-78.301251,7,7202,5,6,,,0,1,1
18395,2014047681,40.585752,-79.658438,64,64201,5,3,,,1,0,2
18440,2014046123,40.433604,-78.804733,11,11216,5,2,,,0,1,7
18456,2014047054,39.954784,-79.804438,26,26212,5,6,,,2,0,7
18564,2014045808,40.315106,-75.848096,6,6214,4,3,,,1,0,6
18653,2014047141,40.150775,-75.002503,9,9212,4,4,,,0,1,1
18655,2014045798,40.612166,-79.605289,64,64201,4,1,,,1,0,1
18660,2014046847,40.156943,-75.143127,46,46110,5,3,,,1,0,4
18701,2014046998,41.431553,-80.33442,43,43227,5,4,,,0,1,0
18729,2014047861,40.198494,-75.896818,6,6233,4,4,,,0,1,7
18744,2014047465,41.226884,-80.23994,43,43407,5,6,,,1,0,1
18791,2014046355,40.878791,-75.213261,48,48413,4,1,,,1,0,6
18808,2014046933,39.933913,-75.259108,23,23427,5,4,,,1,0,1
18844,2014046357,40.618451,-75.434842,39,39301,5,2,,,1,0,8
18852,2014045452,40.553839,-76.352694,53,53221,4,7,,,0,1,7
18862,2014047698,39.950975,-75.267149,23,23111,5,6,,,0,1,4
18915,2014045603,39.913954,-80.128182,30,30205,2,5,,,1,0,2
18986,2014046860,40.381773,-76.663678,22,22203,5,5,,,1,0,8
19007,2014046794,40.476876,-80.049091,2,2122,5,2,,,1,0,6
19063,2014046149,40.988402,-76.877517,59,59205,5,6,,,1,0,4
19093,2014045475,40.430418,-79.710364,2,2446,4,1,,,1,0,7
19103,2014047819,42.067417,-80.195472,25,25213,5,7,,,1,0,8
19145,2014046813,40.250004,-75.245588,46,46211,4,1,,,1,0,7
19149,2014046879,40.160692,-77.610337,21,21203,4,1,,,1,0,1
19162,2014046369,40.429431,-79.976151,2,2301,5,7,,,0,1,8
19170,2014046800,40.209454,-74.981513,9,9218,5,1,,,0,1,7
19183,2014045613,40.491342,-75.988482,6,6208,4,7,,,1,0,7
19261,2014045551,40.94331,-76.457061,19,19204,4,3,,,2,0,2
19273,2014046373,41.119419,-76.281065,19,19203,5,6,,,1,0,7
19314,2014047563,41.075603,-77.573925,18,18203,4,1,,,1,0,1
19340,2014047564,40.932284,-77.04102,59,59209,4,5,,,0,1,4
19346,2014046972,40.421048,-80.000541,2,2301,5,4,,,1,0,8
19380,2014046378,41.251067,-75.808873,40,40103,5,2,,,0,1,7
19381,2014047103,40.87894,-76.554179,49,49212,4,1,,,1,0,7
19392,2014047504,40.392139,-80.061606,2,2117,5,5,,,1,0,2
19407,2014047610,40.067683,-75.278613,46,46104,4,1,,,1,0,1
19458,2014046320,39.963528,-75.536444,15,15255,5,2,,,0,1,5
19460,2014047612,39.981216,-75.20684,67,67301,4,6,,,1,0,5
19473,2014046533,40.924639,-77.756444,14,14221,5,6,,,1,0,7
19483,2014045995,39.897748,-79.731211,26,26302,4,4,,,1,0,8
19549,2014031876,39.878993,-76.543053,66,66202,3,7,,,1,0,7
19554,2014046464,40.337211,-79.760697,64,64101,5,6,,,2,0,7
19577,2014031877,40.387261,-76.128154,6,6226,3,7,,,1,0,0
19583,2014046465,40.070355,-76.269863,36,36101,5,3,,,0,1,4
19604,2014046076,40.612535,-75.473762,39,39301,5,1,,,1,0,1
19612,2014047191,40.179623,-75.514903,46,46222,4,6,,,1,0,7
19623,2014047331,40.451554,-78.873639,11,11216,4,1,,,0,1,7
19702,2014047776,40.017809,-78.495801,5,5401,5,7,,,1,0,4
19705,2014047271,40.306823,-75.637212,46,46201,5,7,,,0,1,1
19740,2014047347,40.131703,-75.369576,46,46111,5,5,,,0,1,4
19741,2014045335,40.114366,-75.140052,46,46101,4,4,,,1,0,8
19766,2014045323,41.233733,-77.010818,41,41301,4,4,,,1,0,6
19794,2014045949,40.02641,-76.305539,36,36301,4,3,,,1,0,4
19796,2014047349,40.227424,-74.905046,9,9216,4,6,,,0,1,7
19816,2014047275,41.276888,-75.880674,40,40410,5,5,,,1,0,0
19843,2014045872,40.440414,-80.080324,2,2421,5,7,,,1,0,1
19923,2014046623,40.391989,-78.429727,7,7203,4,3,,,1,0,5
19978,2014047217,40.55354,-75.804375,6,6215,4,6,,,1,0,6
19998,2014031088,39.72273,-77.482368,28,28215,3,6,,,1,0,4
20005,2014045813,40.311338,-75.989186,6,6237,4,5,,,1,0,1
20007,2014047218,40.538513,-76.009031,6,6238,5,5,,,1,0,99
20016,2014045959,39.741444,-77.543115,28,28215,5,7,,,0,1,4
20115,2014047913,40.401596,-80.022259,2,2301,5,7,,,1,0,7
20158,2014045965,41.410455,-75.684685,35,35302,5,1,,,1,0,8
20184,2014047301,39.980171,-75.830699,15,15301,4,1,,,1,0,4
20198,2014047150,40.550258,-79.156634,32,32208,5,3,,,1,0,4
20208,2014046573,40.449085,-79.216251,32,32206,3,2,,,0,1,4
20248,2014047432,39.912835,-76.77373,66,66221,4,5,,,1,0,4
20257,2014047165,40.593776,-78.334227,7,7202,4,1,,,1,0,4
20279,2014031854,40.257929,-80.315329,62,62217,2,1,,,1,0,7
20314,2014047167,40.678526,-77.877743,31,31211,4,7,,,1,0,4
20318,2014047229,41.034286,-76.112593,40,40223,5,6,,,1,0,0
20445,2014045375,40.78785,-77.849727,14,14410,5,5,,,1,0,8
20487,2014047807,39.896162,-76.954869,66,66223,5,6,,,0,1,7
20533,2014046731,40.613473,-75.511988,39,39103,4,7,,,1,0,7
20556,2014046047,40.231984,-76.93047,21,21401,4,2,,,1,0,0
20606,2014046599,40.843354,-79.993823,10,10211,3,6,,,0,1,7
20615,2014045383,40.818192,-79.519323,3,3409,5,5,,,1,0,8
20627,2014046522,40.135115,-75.157309,46,46109,5,3,,,1,0,8
20669,2014046674,39.820551,-75.964224,15,15224,4,1,,,2,0,4
20679,2014046454,40.303366,-79.553831,64,64302,5,3,,,1,0,7
20699,2014045387,41.266154,-75.824452,40,40103,4,2,,,1,0,8
20703,2014032632,41.275866,-77.226834,41,41408,3,4,,,1,0,7
20731,2014032633,40.877838,-77.173758,59,59204,3,5,,,0,1,8
20759,2014032634,40.829726,-76.861579,54,54208,3,7,,,1,0,2
20767,2014045840,39.797791,-77.230251,1,1204,5,7,,,1,0,7
