,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
147,2020024055,1,4.0,1.0,1,2014.0,NISS,0,P4D,1.0
171,2020033895,1,4.0,1.0,1,2005.0,FORD,0,P4D,1.0
232,2020050300,1,15.0,6.0,1,2016.0,JEEP,0,T4W,1.0
233,2020050300,2,51.0,5.0,1,1996.0,GMC,0,TCB,1.0
256,2020036939,1,4.0,1.0,1,2012.0,CHEV,0,P4D,1.0
257,2020036939,2,,31.0,30,,,0,,
381,2020044128,1,4.0,1.0,1,2008.0,PONT,0,P4D,1.0
404,2020064963,1,41.0,7.0,1,2007.0,CHEV,0,TCG,3.0
405,2020064963,2,15.0,6.0,1,2014.0,HYUN,0,T4W,1.0
406,2020064963,3,41.0,7.0,2,1998.0,CHEV,1,TES,2.0
483,2020009553,1,4.0,1.0,1,2013.0,HOND,0,P4D,1.0
484,2020009553,2,1.0,1.0,1,2016.0,FORD,0,PCV,1.0
485,2020009553,3,41.0,7.0,1,2017.0,MERZ,0,TEC,1.0
486,2020009553,4,15.0,6.0,1,2017.0,SUBA,0,T4W,1.0
496,2020056403,1,4.0,1.0,1,2010.0,NISS,0,P4D,1.0
497,2020056403,2,69.0,6.0,1,2019.0,GMC,0,T,1.0
518,2020039960,1,4.0,1.0,1,2017.0,CHEV,0,P4D,1.0
519,2020039960,2,,31.0,30,,,0,,
577,2020012908,1,4.0,1.0,1,2013.0,TOYT,0,P4D,1.0
578,2020012908,2,69.0,6.0,1,2018.0,TOYT,0,T,1.0
579,2020012908,3,40.0,7.0,1,2012.0,TOYT,0,TSV,1.0
607,2020050437,1,4.0,1.0,1,1996.0,PLYM,0,P4D,1.0
608,2020050437,2,2.0,1.0,1,2006.0,CHEV,0,PCP,1.0
664,2020059936,1,29.0,2.0,1,2018.0,HOND,0,M,1.0
674,2020042061,1,51.0,5.0,1,2015.0,RAM,0,TCH,1.0
675,2020042061,2,4.0,1.0,1,2010.0,NISS,0,P4D,1.0
688,2020079103,1,75.0,5.0,1,2010.0,INTL,0,TTR,1.0
689,2020079103,2,75.0,5.0,3,2015.0,PTRB,0,TTR,2.0
690,2020079103,3,75.0,5.0,3,2015.0,KW,0,TTR,2.0
691,2020079103,4,75.0,5.0,3,2012.0,VOLV,0,TTR,2.0
863,2020079531,1,4.0,1.0,1,2013.0,NISS,0,P4D,1.0
864,2020079531,2,15.0,1.0,1,2013.0,ACUR,0,T4W,1.0
866,2020075481,1,4.0,1.0,1,2012.0,TOYT,0,P4D,1.0
867,2020075481,2,40.0,7.0,1,2006.0,CHRY,0,TSV,1.0
962,2020020348,1,4.0,1.0,1,1998.0,CHRY,0,P4D,1.0
983,2020075665,1,15.0,6.0,1,2005.0,FORD,0,T4W,1.0
