,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
2715,2005044323,40.351764,-75.91671,6,6301,1,5,,,1,0,6
2753,2005044440,40.005381,-75.606503,15,15247,2,1,,,1,0,8
2778,2005044553,40.1801,-75.2126,46,46207,1,3,,,2,0,2
2866,2005044908,40.431711,-80.013701,2,2301,1,1,,,1,0,4
2874,2005044916,,,2,2301,1,6,,,1,0,8
2968,2005045690,41.643889,-76.2433,8,8235,1,1,,,1,0,7
2985,2005045860,41.547529,-76.596228,56,56204,1,4,,,1,0,7
2999,2005046056,40.622119,-75.494499,39,39102,1,2,,,1,0,1
3031,2005046210,39.9518,-76.4332,36,36223,1,5,,,1,0,7
3036,2005046232,,,7,7301,1,6,,,1,0,7
3057,2005046284,40.500531,-75.802474,6,6232,1,4,,,0,1,8
3120,2005046415,40.3916,-78.8579,11,11216,1,3,,,3,0,4
3248,2005046591,,,51,51202,1,5,,,1,0,0
3534,2005049082,,,1,1204,2,4,,,1,0,1
3542,2005049096,40.533286,-79.96857,2,2118,2,7,,,1,0,4
3607,2005049167,41.291129,-75.967501,40,40218,2,2,,,1,0,4
3723,2005052452,40.116942,-77.037638,66,66201,2,5,,,0,1,4
3823,2005054113,39.991191,-76.499001,66,66216,1,7,,,0,1,7
3832,2005054148,40.599207,-75.395806,39,39406,1,7,,,0,1,7
3877,2005054698,40.592133,-79.530879,3,3210,2,5,,,2,0,2
3891,2005054719,39.7498,-77.5758,28,28406,2,7,,,1,0,2
3935,2005055110,41.733889,-77.35341,58,58208,1,3,,,0,1,4
4005,2005056086,40.600833,-79.870612,2,2220,2,1,,,3,0,4
4026,2005056111,40.242482,-79.895009,2,2204,2,7,,,2,0,7
4068,2005056310,40.534444,-80.180563,2,2458,2,2,,,0,1,5
4118,2005057433,40.746556,-75.419414,48,48211,2,2,,,1,0,2
4212,2005058722,40.344722,-79.795779,2,2477,2,2,,,2,2,4
4239,2005059279,40.506389,-79.929854,2,2112,2,1,,,0,1,7
4256,2005059637,,,39,39301,1,6,,,1,0,1
4292,2005060171,,,17,17404,2,7,,,1,0,8
4362,2005061430,40.442222,-80.095467,2,2115,3,4,,,0,2,2
4367,2005061467,40.082222,-75.040711,67,67301,1,6,,,0,1,7
4402,2005061577,40.1014,-75.0995,46,46101,2,3,,,1,0,2
4423,2005061696,40.582427,-77.30043,34,34213,1,2,,,1,0,8
4559,2005062605,40.094598,-75.014999,67,67301,1,1,,,1,0,4
4598,2005063301,40.006944,-75.628163,15,15254,2,6,,,0,1,4
4779,2005064481,,,2,2301,2,3,,,1,0,1
4911,2005064662,39.943117,-75.192708,67,67301,1,5,,,1,0,1
4980,2005064755,41.142335,-76.13185,40,40205,1,4,,,1,0,7
5024,2005064804,39.9169,-75.5741,15,15235,1,1,,,1,0,7
5087,2005064885,39.941154,-75.212336,67,67301,1,7,,,1,0,7
5090,2005064888,39.924559,-75.23312,67,67301,1,5,,,0,1,8
5097,2005064895,40.1019,-75.0062,67,67301,1,1,,,1,0,7
5121,2005064925,40.060491,-75.057241,67,67301,1,1,,,1,0,1
5143,2005064947,,,67,67301,1,6,,,1,0,7
5233,2005065048,,,64,64201,1,1,,,1,0,4
5356,2005065205,40.3067,-75.7861,6,6203,1,1,,,1,0,7
5389,2005065245,40.0432,-76.6327,66,66212,3,6,,,1,0,7
5439,2005065309,41.002786,-80.035664,10,10203,1,7,,,1,0,7
5524,2005065415,40.575053,-75.4808,39,39301,2,7,,,0,1,4
5625,2005065531,,,46,46114,2,1,,,1,0,1
5627,2005065534,40.036389,-75.080159,67,67301,1,7,,,0,1,0
5635,2005065545,39.964656,-75.236198,67,67301,1,7,,,1,0,8
5643,2005065572,40.5319,-80.2046,2,2213,1,5,,,1,0,4
5709,2005065662,40.713594,-75.238008,48,48205,3,6,,,1,0,4
5775,2005065742,40.4797,-80.0439,2,2301,2,4,,,1,0,1
5809,2005065814,40.74466,-75.347814,48,48203,1,2,,,1,0,7
5984,2005066080,40.451849,-79.811936,2,2113,1,6,,,1,0,7
6051,2005066221,,,42,42202,1,7,,,1,0,7
6152,2005066384,40.761863,-79.575098,3,3215,1,7,,,1,0,7
6219,2005066499,39.961631,-75.151793,67,67301,1,4,,,1,0,1
6229,2005066521,40.093397,-75.031179,67,67301,1,4,,,1,0,2
6305,2005066658,40.8616,-75.8184,13,13412,1,3,,,1,0,2
6352,2005066735,40.048894,-75.536181,15,15214,1,3,,,1,0,2
6376,2005066759,40.714145,-75.35322,48,48209,1,4,,,1,0,4
6395,2005066779,39.939219,-76.890404,66,66214,1,3,,,1,0,7
6506,2005066923,,,25,25302,1,6,,,1,0,8
6578,2005067030,,,40,40104,1,1,,,1,0,7
6671,2005067157,39.887932,-79.860333,26,26207,1,1,,,1,0,7
6679,2005067167,40.516,-76.2117,6,6205,1,3,,,1,0,4
6704,2005067194,40.328766,-75.92808,6,6301,1,3,,,1,0,8
6766,2005067306,,,39,39301,1,4,,,1,0,7
6768,2005067308,40.6105,-75.4756,39,39301,1,5,,,1,0,4
6979,2005067659,40.0931,-74.9469,9,9202,1,4,,,1,0,8
6987,2005067667,40.7522,-80.4424,4,4217,1,6,,,1,0,7
7047,2005067731,40.470196,-79.960485,2,2301,1,1,,,1,0,0
7048,2005067732,40.382368,-79.928977,2,2301,1,7,,,0,1,7
7190,2005068126,40.100564,-77.031009,66,66201,3,7,,,1,0,7
7224,2005068598,,,2,2301,1,5,,,1,0,7
7236,2005068860,40.124839,-76.33725,36,36101,1,6,,,1,0,6
7283,2005069465,40.310833,-76.418299,38,38208,3,4,,,0,1,4
7305,2005069541,41.311944,-75.920605,40,40220,3,5,,,1,0,4
7322,2005069763,40.376389,-76.642203,22,22203,1,2,,,1,0,1
7329,2005069790,,,40,40408,3,6,,,1,0,4
7358,2005070492,40.093467,-74.946653,9,9202,1,3,,,1,0,1
7509,2005070934,,,28,28204,1,5,,,1,0,7
7733,2005071274,,,26,26207,1,6,,,1,0,7
7765,2005071338,41.1915,-79.786,60,60219,1,1,,,1,0,7
7789,2005071369,41.167778,-79.750833,60,60204,1,7,,,1,0,1
7836,2005071432,40.409444,-79.511417,64,64214,1,4,,,1,0,7
7936,2005071556,39.958467,-76.690906,66,66101,2,6,,,1,0,7
8092,2005071738,41.033084,-78.108344,17,17210,1,7,,,1,0,7
8132,2005071783,40.012413,-77.538206,28,28213,1,7,,,2,0,0
8436,2005072157,,,34,34202,1,5,,,1,0,2
8449,2005072176,,,7,7212,1,7,,,1,0,7
8541,2005072302,40.377148,-79.577612,64,64214,1,3,,,1,0,7
8549,2005072315,40.1975,-79.620855,64,64206,1,4,,,0,1,7
8636,2005072417,40.391641,-78.429317,7,7203,1,4,,,1,0,5
8784,2005072649,40.2055,-76.6731,22,22207,1,5,,,1,0,7
8827,2005072774,40.91164,-77.680643,14,14224,1,2,,,1,0,7
8910,2005073115,39.88,-79.781474,26,26206,1,1,,,1,0,7
8934,2005073188,41.1817,-79.7699,60,60204,1,7,,,1,0,1
8951,2005073295,39.926617,-75.243666,67,67301,1,7,,,1,0,7
8956,2005073302,41.748196,-79.940395,20,20217,1,3,,,1,0,2
8968,2005073339,40.265434,-76.008875,6,6103,2,3,,,1,0,7
9017,2005073436,40.713167,-75.401987,48,48204,1,2,,,1,0,4
9133,2005073633,39.980251,-78.61595,5,5208,1,5,,,1,0,6
9194,2005073803,40.124811,-77.48333,21,21209,1,6,,,1,0,7
9219,2005073852,39.9973,-76.8456,66,66205,1,6,,,1,0,6
9307,2005074089,40.746389,-76.337823,53,53204,3,7,,,1,0,7
9312,2005074095,40.202742,-75.219323,46,46204,3,1,,,0,3,2
9313,2005074097,,,15,15254,3,4,,,1,0,1
9326,2005074110,41.451269,-75.783484,35,35214,3,3,,,1,0,4
9367,2005074239,41.4404,-80.15885,43,43202,1,4,,,1,0,7
9528,2005077201,40.134508,-76.330582,36,36235,3,4,,,1,0,4
9547,2005077602,39.98456,-75.490809,15,15256,2,7,,,1,0,2
9613,2005077719,40.838885,-75.668265,13,13203,2,3,,,1,0,4
9675,2005077814,40.257751,-76.812914,22,22102,2,1,,,1,0,6
9736,2005077923,40.50554,-78.396996,7,7301,1,6,,,1,0,8
9782,2005078023,40.293249,-76.805636,22,22208,2,7,,,1,0,7
9788,2005078032,,,64,64412,3,4,,,1,0,7
9789,2005078033,41.056639,-80.387589,37,37205,2,5,,,1,0,4
9842,2005078115,40.903959,-75.437699,45,45210,1,3,,,1,0,4
9923,2005078311,40.775955,-76.571285,49,49101,1,7,,,1,0,7
9994,2005078517,40.076111,-74.953799,9,9202,2,5,,,1,0,7
10030,2005078641,40.006679,-75.667718,15,15205,2,6,,,1,0,4
10036,2005078656,40.123257,-75.360121,46,46413,1,7,,,1,0,8
10126,2005078903,40.045801,-76.48962,36,36404,3,7,,,0,1,7
10134,2005078964,,,41,41301,2,5,,,1,0,4
10161,2005079042,39.986627,-75.464254,15,15256,2,7,,,1,0,7
10164,2005079045,40.480581,-79.934805,2,2301,1,7,,,1,0,0
10174,2005079055,40.455,-80.0414,2,2301,2,7,,,1,0,7
10306,2005079203,40.877522,-77.778513,14,14201,1,5,,,1,0,4
10328,2005079234,41.769724,-77.115893,58,58223,1,6,,,1,0,1
10464,2005079430,40.559162,-80.38752,4,4208,1,3,,,1,0,7
10483,2005079451,40.668782,-76.972196,54,54204,1,7,,,1,0,2
10520,2005079499,40.603159,-80.289558,4,4103,2,1,,,1,0,4
10578,2005079614,39.879437,-76.169735,36,36212,1,6,,,1,0,7
10616,2005079660,39.892535,-77.677373,28,28204,1,2,,,1,0,8
10735,2005079818,40.40462,-76.031133,6,6204,2,7,,,1,0,7
10736,2005079819,40.746597,-75.544529,48,48207,1,4,,,1,0,7
10794,2005079885,40.217836,-75.453469,46,46213,1,3,,,1,0,7
10800,2005079891,,,6,6205,1,2,,,1,0,7
10802,2005079893,40.58393,-75.797898,6,6215,1,6,,,1,0,0
10818,2005079910,39.911455,-80.130892,30,30211,1,5,,,2,0,6
10824,2005079916,,,26,26205,1,5,,,0,1,2
10878,2005079976,40.439444,-77.503897,34,34209,1,3,,,1,0,7
10912,2005080018,,,14,14217,1,3,,,1,0,7
10927,2005080037,40.332632,-79.420486,64,64217,1,4,,,1,0,7
10960,2005080073,41.396434,-75.665218,35,35302,1,5,,,1,0,4
11050,2005080205,41.053437,-80.07466,10,10227,1,2,,,1,0,7
11079,2005080239,,,36,36404,1,7,,,1,0,2
11115,2005080377,,,46,46101,2,1,,,1,0,0
11144,2005080417,,,13,13204,1,7,,,2,0,7
11178,2005080907,39.9945,-75.7553,15,15101,3,6,,,1,0,4
11197,2005080934,40.339444,-76.459307,38,38209,3,7,,,1,0,4
11214,2005080955,40.587255,-79.527613,3,3210,3,3,,,1,0,4
11260,2005081015,,,22,22301,3,2,,,1,0,7
11332,2005081512,40.603889,-79.549386,3,3210,1,6,,,1,0,4
11378,2005082314,40.1285,-76.5206,36,36225,3,5,,,1,0,5
11424,2005083053,40.373089,-76.367214,38,38209,1,7,,,1,0,4
11487,2005084268,40.5971,-80.274,4,4103,2,6,,,1,0,2
11496,2005084465,40.480486,-76.272365,6,6205,1,4,,,1,0,4
11525,2005084745,39.902445,-79.757783,26,26218,1,2,,,1,0,1
11532,2005084955,40.3007,-79.9243,2,2440,3,3,,,1,0,1
11552,2005085358,40.885637,-79.97127,10,10101,2,3,,,1,0,4
11565,2005085378,39.7237,-77.2732,1,1206,3,2,,,1,0,4
11570,2005085385,39.724167,-77.435488,1,1213,3,2,,,0,1,7
11725,2005086145,40.847139,-80.103,10,10219,1,1,,,1,0,4
11730,2005086166,,,32,32218,2,3,,,1,0,7
11806,2005086558,40.135278,-78.269428,5,5404,1,6,,,0,1,7
11812,2005086566,40.917275,-75.956796,13,13201,1,6,,,1,0,7
11844,2005086618,40.65471,-75.400629,48,48206,1,1,,,1,0,2
11884,2005086810,41.7672,-80.0779,20,20204,1,6,,,1,0,7
11908,2005086847,40.1614,-75.1224,46,46110,1,3,,,1,0,7
11914,2005086856,40.5117,-75.9665,6,6230,1,4,,,2,0,4
11944,2005086946,41.051658,-80.078791,10,10227,1,5,,,1,0,2
11977,2005087049,40.560367,-77.389137,34,34213,1,1,,,1,0,2
12018,2005087285,40.660556,-78.257353,7,7202,1,1,,,0,1,0
12085,2005087615,40.633664,-79.357883,3,3222,1,1,,,1,0,7
12086,2005087617,41.1793,-79.7633,60,60204,1,7,,,2,0,1
12097,2005087706,40.0835,-77.0126,66,66201,3,4,,,1,0,7
12117,2005087730,39.923945,-77.644458,28,28401,3,5,,,1,0,4
12126,2005087746,41.238551,-80.449731,43,43303,3,6,,,0,1,4
12129,2005087749,40.645321,-77.528946,44,44205,3,4,,,1,0,2
12155,2005087777,40.328553,-75.627631,6,6405,3,6,,,1,0,8
12214,2005087885,,,49,49215,1,5,,,1,0,1
12229,2005087908,40.796768,-79.518848,3,3215,1,3,,,1,0,1
12241,2005087927,,,5,5206,1,5,,,1,0,4
12244,2005087934,40.599,-79.9255,2,2207,1,7,,,1,0,4
12305,2005088064,41.536653,-80.013239,20,20231,1,5,,,1,0,8
12416,2005088187,40.211551,-75.544272,46,46205,2,2,,,1,0,4
12469,2005088280,40.07,-76.577495,36,36211,2,2,,,0,2,6
12500,2005088355,41.540254,-80.376319,20,20232,1,3,,,1,0,4
12516,2005088392,39.758333,-76.615172,66,66213,2,5,,,1,0,4
12620,2005088573,40.33368,-75.914081,6,6301,3,3,,,1,0,8
12688,2005088676,40.19566,-80.237483,62,62227,2,5,,,1,0,7
12717,2005088708,40.404763,-80.042627,2,2301,3,1,,,1,0,7
12773,2005088843,40.209,-76.6607,22,22207,1,4,,,1,0,7
12791,2005088914,40.219012,-74.865879,9,9211,2,2,,,1,0,2
12847,2005088988,,,23,23301,1,3,,,2,0,5
12848,2005088989,39.83524,-75.381683,23,23301,2,4,,,1,0,4
12934,2005089230,,,37,37211,1,7,,,1,0,7
13055,2005089529,39.981951,-76.8142,66,66205,3,6,,,1,0,1
13154,2005089720,40.788686,-76.146437,53,53226,2,5,,,3,0,7
13177,2005089803,40.638562,-75.409338,39,39302,2,1,,,1,0,7
13230,2005089875,40.1722,-75.0734,9,9226,2,2,,,1,0,4
13294,2005089980,40.084722,-76.217715,36,36234,2,2,,,0,1,4
13298,2005089995,40.15971,-80.118782,62,62225,1,3,,,1,0,0
13312,2005090041,40.552535,-76.430793,53,53221,1,4,,,1,0,7
13411,2005090199,40.624464,-80.224029,4,4102,3,5,,,1,0,8
13414,2005090205,40.456111,-78.559757,11,11209,3,7,,,1,0,1
13416,2005090207,40.591638,-77.513022,44,44205,3,7,,,1,0,2
13421,2005090212,41.313611,-75.911794,40,40220,3,1,,,4,0,7
13475,2005090303,,,2,2301,2,4,,,1,0,4
13533,2005090557,40.293203,-74.924742,9,9224,1,7,,,1,0,7
13636,2005091075,40.480486,-76.272365,6,6205,1,4,,,1,0,4
13727,2005091530,,,64,64214,2,5,,,1,0,0
13864,2005091835,41.984444,-76.556899,8,8204,2,2,,,1,0,7
13867,2005091838,41.935438,-76.525439,8,8204,1,4,,,1,0,2
14016,2005092427,,,38,38301,2,2,,,1,0,4
14169,2005092962,40.349548,-76.507689,38,38207,3,4,,,1,0,7
14463,2005094079,41.0215,-80.4399,37,37204,1,4,,,1,0,7
14543,2005094403,,,36,36409,3,4,,,0,1,6
14556,2005094443,40.464444,-75.895361,6,6222,3,4,,,0,1,2
14597,2005094957,40.3435,-78.78,11,11201,2,6,,,1,0,4
14741,2005096255,40.206244,-74.839985,9,9211,2,5,,,1,0,4
14750,2005096269,39.911874,-75.172754,67,67301,2,4,,,1,0,7
14774,2005096316,39.977299,-75.200216,67,67301,2,7,,,1,0,7
14800,2005096353,40.3975,-76.011075,6,6204,3,6,,,0,2,1
14874,2005096541,41.771177,-77.980696,52,52206,1,4,,,2,0,4
14898,2005096615,41.300556,-75.927028,40,40220,4,1,,,1,0,2
14938,2005096660,40.283364,-76.656179,22,22202,4,2,,,1,0,8
14965,2005096799,41.605781,-75.982451,65,65217,3,4,,,0,1,4
14975,2005096887,40.139359,-79.47229,64,64212,2,3,,,1,0,4
14981,2005096966,,,48,48208,1,3,,,1,0,7
15021,2005097109,41.408696,-77.066859,41,41217,1,3,,,1,0,7
15022,2005097111,41.251141,-76.975699,41,41219,2,6,,,1,0,4
15072,2005097223,,,67,67301,2,6,,,1,0,4
15139,2005097473,,,2,2117,1,5,,,1,0,5
15142,2005097478,,,37,37408,2,6,,,1,0,7
15193,2005097667,41.590902,-75.368058,63,63203,1,6,,,1,0,2
15231,2005097800,39.964955,-75.159323,67,67301,1,4,,,1,0,1
15270,2005097860,40.008154,-75.072405,67,67301,2,1,,,2,0,4
15303,2005097896,40.063655,-75.028296,67,67301,1,3,,,1,0,7
15383,2005098067,40.498365,-78.825732,11,11204,1,1,,,2,0,8
15405,2005098110,41.094344,-75.244499,45,45208,1,7,,,2,0,2
15421,2005098130,39.961474,-75.247123,67,67301,2,7,,,1,0,1
15500,2005098318,41.435271,-78.581518,24,24301,2,5,,,1,0,4
15513,2005098347,40.797929,-75.975588,53,53428,3,5,,,1,0,8
15590,2005098506,40.035194,-76.335456,36,36220,2,5,,,1,0,8
15605,2005098555,40.241818,-75.50006,46,46205,2,2,,,1,0,4
15790,2005099111,40.285507,-76.189487,36,36236,3,3,,,2,0,2
15834,2005099300,42.082036,-80.121011,25,25213,2,4,,,1,0,4
15837,2005099304,40.128412,-75.004853,67,67301,2,7,,,1,0,4
15888,2005099383,40.294309,-76.828272,22,22208,2,1,,,2,0,4
15891,2005099387,40.213611,-75.658818,15,15228,2,5,,,1,0,4
15899,2005099397,40.685469,-75.231575,48,48302,2,1,,,1,0,8
15902,2005099400,,,6,6405,4,7,,,1,0,4
15919,2005099523,40.7573,-80.2257,4,4211,1,7,,,1,0,7
15921,2005099535,41.10804,-76.771123,49,49206,1,2,,,1,0,7
15967,2005099742,40.966342,-80.033122,10,10203,1,7,,,1,0,0
16055,2005099938,40.62406,-75.443341,39,39301,3,4,,,1,0,8
16065,2005099963,,,10,10215,2,5,,,2,0,2
16081,2005099983,40.004444,-79.100496,55,55221,2,5,,,0,1,4
16085,2005099998,40.043777,-78.591823,5,5218,2,5,,,1,0,4
16215,2005100251,40.828079,-76.239716,53,53230,2,3,,,1,0,7
16237,2005100305,,,26,26211,2,3,,,1,0,8
16257,2005100385,,,31,31211,1,2,,,1,0,0
16272,2005100453,41.1509,-75.0218,51,51206,1,2,,,1,0,7
16395,2005100716,40.024587,-75.123187,67,67301,1,4,,,1,0,1
16445,2005100882,40.703151,-80.281533,4,4426,1,5,,,1,0,4
16587,2005101175,40.151091,-76.606901,36,36407,3,3,,,1,0,8
16639,2005101292,40.059903,-75.018469,67,67301,1,7,,,1,0,1
16673,2005101336,39.861555,-75.378934,23,23426,3,2,,,1,0,1
16689,2005101357,39.993523,-77.114655,1,1211,2,5,,,3,0,8
16691,2005101359,39.837446,-77.143643,1,1216,2,1,,,1,0,7
16801,2005101526,,,33,33222,2,7,,,3,0,7
16840,2005101604,41.665693,-75.765923,57,57219,1,6,,,1,0,7
17070,2005101946,41.05124,-77.499795,18,18218,1,5,,,1,0,1
17105,2005101995,40.865106,-77.939744,14,14212,1,1,,,1,0,4
17130,2005102025,41.532016,-78.019985,52,52225,2,6,,,1,0,1
17146,2005102048,,,48,48208,2,1,,,1,0,0
17176,2005102086,41.03801,-80.123646,10,10232,2,3,,,1,0,7
17248,2005102170,,,2,2438,4,2,,,1,0,2
17252,2005102176,39.731432,-76.152997,36,36219,2,4,,,1,0,6
17255,2005102179,40.614303,-75.654043,39,39205,2,3,,,1,0,4
17301,2005102236,40.35258,-77.430977,50,50215,1,1,,,1,0,7
17311,2005102246,40.173056,-76.806922,66,66208,2,5,,,1,0,7
17316,2005102251,41.956216,-78.655794,42,42301,2,6,,,1,0,8
17344,2005102285,40.540697,-76.041688,6,6238,2,2,,,1,0,0
17390,2005102350,,,36,36223,2,3,,,1,0,7
17418,2005102454,41.790116,-77.321902,58,58208,2,4,,,2,0,4
17429,2005102477,,,2,2301,3,1,,,1,0,7
17590,2005102916,39.818803,-77.606085,28,28211,2,3,,,1,0,4
17608,2005102994,,,25,25210,2,4,,,1,0,4
17651,2005103068,,,67,67301,2,6,,,2,0,4
17739,2005103178,40.025954,-75.10852,67,67301,1,2,,,1,0,4
17743,2005103182,39.980479,-75.128523,67,67301,1,2,,,1,0,2
17772,2005103222,40.053239,-75.122096,67,67301,1,4,,,1,0,1
17806,2005103302,,,48,48401,2,6,,,1,0,7
17867,2005103376,40.67862,-76.24792,53,53220,2,6,,,1,0,4
17910,2005103424,41.001667,-75.151769,45,45213,1,7,,,1,0,2
17933,2005103450,40.36003,-80.255419,62,62217,2,2,,,1,0,7
18080,2005103635,40.066389,-75.813796,15,15244,2,7,,,0,1,0
18099,2005103656,41.488229,-75.553957,35,35302,3,4,,,1,0,2
18101,2005103658,,,25,25302,3,6,,,1,0,0
18182,2005103780,40.288862,-75.978669,6,6414,3,5,,,1,0,8
18193,2005103796,40.201923,-75.881079,6,6233,2,3,,,1,0,7
18194,2005103797,40.28976,-75.883412,6,6233,2,1,,,1,0,2
18236,2005103857,42.093628,-80.005211,25,25213,2,5,,,1,0,7
18297,2005103935,41.651475,-75.658024,57,57219,1,1,,,1,0,7
18302,2005103943,41.115057,-75.267958,45,45208,1,6,,,1,0,7
18354,2005104004,40.036104,-79.302948,26,26217,2,6,,,1,0,7
18366,2005104023,40.763554,-79.924425,10,10226,2,5,,,1,0,4
18368,2005104025,40.9676,-80.1609,10,10223,2,5,,,1,0,4
18375,2005104033,40.90139,-79.590714,3,3224,2,3,,,2,0,2
18379,2005104050,41.1256,-74.9827,51,51206,2,6,,,1,0,99
18401,2005104088,41.016389,-76.93644,59,59205,1,4,,,1,0,7
18406,2005104096,,,2,2301,2,3,,,1,0,7
18440,2005104139,,-78.560417,5,5207,2,2,,,1,0,7
18488,2005104243,40.401399,-79.55263,64,64214,2,6,,,1,0,7
18652,2005104544,40.914118,-75.966398,13,13201,2,7,,,1,0,7
18673,2005104584,40.062666,-75.462956,15,15236,2,4,,,1,0,4
18699,2005104624,40.038633,-75.24028,67,67301,2,5,,,1,0,4
18702,2005104627,40.068489,-75.240313,67,67301,1,7,,,1,0,7
18747,2005104694,39.975833,-75.158422,67,67301,2,2,,,1,0,8
18766,2005104732,40.080053,-74.946359,9,9202,3,4,,,1,0,7
18807,2005104789,40.502222,-75.963611,6,6419,4,6,,,1,0,1
18824,2005104808,40.771667,-79.524119,3,3214,4,3,,,1,0,1
18829,2005104824,,,49,49206,2,3,,,0,2,7
18864,2005104889,40.818127,-76.859262,54,54208,2,4,,,1,0,4
18912,2005104962,40.229665,-75.04661,9,9218,3,5,,,1,0,2
18958,2005105039,39.921164,-75.14808,67,67301,2,7,,,2,0,7
18966,2005105056,40.698958,-80.107662,10,10212,4,7,,,1,0,7
18980,2005105073,,,2,2415,4,7,,,1,0,8
18985,2005105079,41.456044,-75.75424,35,35214,4,1,,,1,0,0
18989,2005105084,40.308275,-76.392238,38,38212,4,1,,,1,0,0
18991,2005105086,,,64,64219,4,6,,,1,0,0
19001,2005105098,40.409494,-79.962962,2,2403,4,2,,,0,1,7
19002,2005105099,40.373254,-76.198226,6,6223,4,6,,,1,0,6
19026,2005105130,,,22,22301,4,6,,,1,0,4
