,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
41,2017136927,1,4.0,1.0,1,2001.0,CHEV,0,P4D,1.0
52,2017061208,1,29.0,2.0,1,,SUZI,0,,1.0
58,2017128852,1,51.0,4.0,1,2005.0,CHEV,0,T4C,1.0
59,2017128852,2,20.0,2.0,1,1999.0,HD,0,MRS,1.0
60,2017078034,1,19.0,6.0,1,2003.0,MITS,0,,1.0
61,2017078034,2,4.0,1.0,1,2002.0,NISS,0,P4D,1.0
68,2018031532,1,51.0,4.0,1,2002.0,FORD,0,T4C,1.0
143,2017005463,1,5.0,1.0,1,2010.0,TOYT,0,P4H,1.0
144,2017005463,2,4.0,1.0,1,2006.0,HOND,0,P4D,1.0
168,2017075068,1,15.0,6.0,1,2015.0,FORD,0,T4W,1.0
199,2017111151,1,4.0,1.0,1,2004.0,JAGU,0,P4D,1.0
200,2017111151,2,51.0,5.0,1,1999.0,STRG,0,TCC,1.0
213,2018103541,1,4.0,1.0,1,2000.0,CHEV,0,P4D,1.0
214,2018103541,2,9.0,1.0,1,2007.0,SUBA,0,,1.0
227,2017133334,1,4.0,1.0,1,1998.0,TOYT,0,P4D,1.0
260,2017098971,1,4.0,1.0,1,1996.0,HOND,0,P4D,1.0
261,2017098971,2,15.0,6.0,1,2017.0,FORD,0,T4W,1.0
334,2017135698,1,4.0,1.0,1,2006.0,VOLK,0,P4D,1.0
335,2017135698,2,,31.0,30,,,0,,
355,2017026765,1,15.0,6.0,1,2005.0,CHEV,0,PUT,1.0
356,2017026765,2,4.0,1.0,1,2014.0,VOLK,0,P4D,1.0
380,2017125313,1,4.0,1.0,1,2011.0,HYUN,0,P4D,1.0
381,2017125313,2,4.0,1.0,1,2011.0,CHEV,0,P4D,1.0
455,2017119724,1,20.0,2.0,1,2016.0,HD,0,MRS,1.0
510,2017123957,1,,31.0,30,,,0,,
511,2017123957,2,15.0,1.0,1,2016.0,SUBA,0,PUT,1.0
620,2017112743,1,9.0,1.0,1,2016.0,SUBA,0,,1.0
621,2017112743,2,15.0,1.0,2,2010.0,KIA,1,PUT,2.0
641,2017087298,1,15.0,6.0,1,2008.0,FORD,0,T4W,2.0
642,2017087298,2,,31.0,30,,,0,,
643,2017087298,3,15.0,1.0,1,2015.0,SUBA,0,PUT,1.0
716,2017075315,1,15.0,6.0,1,2000.0,HOND,0,PUT,1.0
717,2017075315,2,3.0,1.0,1,2001.0,ACUR,0,P2H,1.0
718,2017075315,3,15.0,6.0,1,2008.0,HYUN,0,PUT,1.0
782,2017079221,1,4.0,1.0,1,2004.0,NISS,0,P4D,1.0
783,2017079221,2,51.0,4.0,1,2004.0,FORD,0,TPC,1.0
794,2017004534,1,4.0,1.0,1,2007.0,CHEV,0,P4D,1.0
855,2017100126,1,,20.0,30,,,0,,1.0
856,2017100126,2,15.0,1.0,1,2013.0,KIA,0,PUT,1.0
909,2017032299,1,20.0,2.0,1,2000.0,HD,0,MRS,1.0
910,2017032299,2,20.0,2.0,1,2015.0,HD,0,MRS,1.0
938,2018006971,1,75.0,5.0,1,2009.0,OTHR,0,TTR,1.0
939,2018006971,2,51.0,4.0,1,2005.0,GMC,0,TPK,1.0
1100,2017056174,1,1.0,1.0,1,2004.0,CHRY,0,PCV,1.0
1146,2017127165,1,15.0,6.0,1,2006.0,NISS,0,PUT,1.0
1147,2017079099,1,15.0,6.0,1,2004.0,JEEP,0,PUT,1.0
1148,2017079099,2,6.0,1.0,1,2006.0,FORD,0,PSW,1.0
1164,2017069308,1,28.0,2.0,1,2016.0,KAWK,0,MRC,1.0
1165,2017058855,1,4.0,1.0,1,2008.0,SUZI,0,P4D,1.0
1171,2017056174,2,4.0,1.0,1,2015.0,NISS,0,P4D,1.0
1230,2017044632,1,15.0,6.0,1,2004.0,HOND,0,PUT,1.0
1231,2017044632,2,73.0,5.0,1,2011.0,ISU,0,TTB,1.0
1249,2017029965,1,15.0,6.0,1,2007.0,GMC,0,T4W,1.0
1250,2017029965,2,4.0,1.0,1,2006.0,HOND,0,P4D,1.0
1251,2017029965,3,4.0,1.0,1,2016.0,HOND,0,P4D,1.0
1284,2017100650,1,41.0,7.0,1,2004.0,DODG,0,TES,1.0
1306,2017018254,1,4.0,1.0,1,1998.0,HOND,0,P4D,1.0
1362,2017032916,1,4.0,1.0,1,2010.0,HOND,0,P4D,1.0
1363,2017032916,2,4.0,1.0,1,2006.0,HOND,0,P4D,1.0
1364,2017032916,3,12.0,7.0,1,2013.0,HOND,0,PSV,1.0
1368,2017061805,1,15.0,1.0,1,2012.0,NISS,0,PUT,1.0
1393,2017055709,1,15.0,1.0,1,2004.0,MITS,0,PUT,1.0
1394,2017055709,2,4.0,1.0,1,2004.0,TOYT,0,P4D,1.0
1421,2017094854,1,20.0,2.0,1,2002.0,YAMA,0,MRS,1.0
1422,2017094854,2,15.0,6.0,1,2008.0,CHEV,0,T4W,1.0
1439,2017040285,1,20.0,2.0,1,2014.0,HD,0,MRS,1.0
1462,2017102579,1,20.0,2.0,1,2006.0,HD,0,MRS,1.0
1463,2017131758,1,5.0,1.0,1,2005.0,TOYT,0,P4H,1.0
1464,2018002071,1,4.0,1.0,1,2011.0,CHEV,0,P4D,1.0
1465,2018002071,2,15.0,6.0,1,2000.0,TOYT,0,PUT,1.0
1488,2017080074,1,4.0,1.0,1,2003.0,HYUN,0,P4D,1.0
1578,2017023816,1,23.0,2.0,1,2001.0,HOND,0,MT,1.0
1579,2017023816,2,6.0,1.0,1,1994.0,BUIC,0,PSW,1.0
1594,2017055129,1,51.0,4.0,1,1992.0,FORD,0,TPK,1.0
1632,2017102229,1,4.0,1.0,1,2005.0,NISS,0,P4D,1.0
1674,2017107867,1,20.0,2.0,1,2007.0,YAMA,0,MRS,1.0
1703,2017102229,2,51.0,4.0,1,2011.0,GMC,0,TCW,1.0
1716,2017024855,1,,31.0,30,,,0,,
1717,2017024855,2,4.0,1.0,1,2016.0,NISS,0,P4D,1.0
1742,2017078734,1,4.0,1.0,1,2014.0,NISS,0,P4D,1.0
1743,2017078734,2,51.0,5.0,2,2009.0,OTHR,1,TCC,2.0
1784,2017119953,1,51.0,4.0,1,1997.0,CHEV,0,TPK,1.0
1801,2017039728,1,51.0,4.0,5,2005.0,CHEV,0,T4C,4.0
1802,2017039728,2,,20.0,30,,,0,,1.0
1866,2017015464,1,19.0,6.0,1,,UNKN,0,,4.0
1867,2017015464,2,,31.0,30,,,0,,
1868,2017013214,1,51.0,4.0,1,2005.0,DODG,0,TCW,1.0
1869,2017013214,2,,31.0,30,,,0,,
1892,2017019560,1,51.0,4.0,1,2017.0,DODG,0,TCW,1.0
1893,2017019560,2,3.0,1.0,1,1999.0,VOLK,0,P2H,1.0
1923,2017024030,1,2.0,1.0,1,2006.0,HYUN,0,PCP,1.0
1924,2017024030,2,15.0,6.0,2,2009.0,FORD,1,T4W,2.0
1951,2017100246,1,51.0,4.0,1,2017.0,TOYT,0,TCW,1.0
1965,2017104645,1,20.0,2.0,1,2008.0,HD,0,MRS,1.0
1967,2017133858,1,4.0,1.0,1,2004.0,NISS,0,P4D,1.0
1968,2017133858,2,19.0,6.0,1,,CADI,0,,1.0
1969,2017133858,3,15.0,6.0,2,2006.0,FORD,1,T4W,2.0
2092,2017093411,1,4.0,1.0,1,1996.0,HOND,0,P4D,1.0
2139,2017100057,1,15.0,6.0,1,1998.0,ISU,0,PUT,1.0
2140,2017100057,2,4.0,1.0,1,2008.0,DODG,0,P4D,1.0
2163,2017078517,1,4.0,1.0,1,1999.0,CHEV,0,P4D,1.0
2399,2017024641,1,2.0,1.0,1,1996.0,STRN,0,PCP,1.0
2412,2017017870,1,15.0,6.0,1,2002.0,JEEP,0,T4W,1.0
2492,2017079369,1,51.0,4.0,1,2010.0,DODG,0,T4C,1.0
2507,2017072740,1,5.0,1.0,1,2017.0,TOYT,0,P4H,1.0
2545,2017139140,1,15.0,1.0,1,2011.0,TOYT,0,PUT,1.0
2601,2017078415,1,4.0,1.0,1,2002.0,VOLK,0,P4D,1.0
2602,2017078415,2,41.0,7.0,1,2002.0,FORD,0,TEC,1.0
2603,2017078415,3,15.0,6.0,1,2013.0,GMC,0,T4W,1.0
2604,2017078415,4,4.0,1.0,1,2006.0,PONT,0,P4D,1.0
2789,2017011257,1,4.0,1.0,1,2007.0,CHEV,0,P4D,1.0
2790,2017011257,2,15.0,6.0,1,2016.0,CHEV,0,PUT,1.0
2825,2017122496,1,,31.0,30,,,0,,
2849,2017130901,1,15.0,6.0,1,2009.0,ACUR,0,PUT,1.0
2850,2017130901,2,4.0,1.0,1,2012.0,FORD,0,P4D,1.0
2851,2017130901,3,,31.0,30,,,0,,
2884,2017122496,2,4.0,1.0,1,2012.0,TOYT,0,P4D,1.0
2995,2018005413,1,4.0,1.0,1,2002.0,MRCU,0,P4D,1.0
2996,2018005413,2,,31.0,30,,,0,,
3083,2017037868,1,4.0,1.0,1,2017.0,MAZD,0,P4D,1.0
3084,2017037868,2,51.0,4.0,1,2003.0,FORD,0,T4C,1.0
3085,2017037868,3,51.0,4.0,2,1999.0,FORD,1,T4C,2.0
3095,2017053341,1,,20.0,30,,,0,,1.0
3164,2017053341,2,4.0,1.0,1,1992.0,OLDS,0,P4D,1.0
3248,2017097793,1,40.0,7.0,1,1999.0,MRCU,0,TSV,1.0
3249,2017097793,2,,31.0,30,,,0,,
3256,2017106327,1,4.0,1.0,1,2012.0,MITS,0,P4D,1.0
3287,2017031512,1,2.0,1.0,1,2008.0,HOND,0,PCP,1.0
3292,2017089837,1,15.0,6.0,1,2016.0,FORD,0,T4W,1.0
3293,2017089837,2,51.0,5.0,1,2002.0,OTHR,0,TCC,1.0
3379,2017091101,1,15.0,6.0,1,2012.0,CHEV,0,PUT,1.0
3380,2017091101,2,51.0,4.0,1,2002.0,FORD,0,TCW,1.0
3528,2017085985,1,50.0,6.0,1,2006.0,CHEV,0,TSP,1.0
3529,2017085985,2,,31.0,30,,,0,,
3682,2017067841,1,41.0,7.0,1,2000.0,PONT,0,TES,1.0
3683,2017067841,2,15.0,6.0,1,2015.0,JEEP,0,PUT,1.0
3738,2017065370,1,,20.0,30,,,0,,1.0
3739,2017065370,2,15.0,6.0,1,2007.0,CHEV,0,T4W,1.0
3801,2017085503,1,28.0,2.0,1,1994.0,YAMA,0,MRC,1.0
3809,2017038697,1,4.0,1.0,1,2008.0,CHEV,0,P4D,1.0
3810,2017038697,2,51.0,4.0,1,1990.0,CHEV,0,TPK,1.0
3828,2017136167,1,51.0,4.0,1,2008.0,TOYT,0,TCW,1.0
3834,2017061345,1,23.0,2.0,1,2002.0,YAMA,0,MT,1.0
3874,2017137484,1,4.0,1.0,1,2010.0,CHEV,0,P4D,1.0
3894,2017063560,1,4.0,1.0,1,2001.0,CHEV,0,P4D,1.0
3916,2017116474,1,15.0,6.0,1,2006.0,FORD,0,T4W,1.0
3917,2017116474,2,,31.0,30,,,0,,
3944,2017051025,1,4.0,1.0,1,2013.0,SUBA,0,P4D,1.0
3945,2017051025,2,20.0,2.0,1,2007.0,YAMA,0,MRS,1.0
3951,2017119752,1,4.0,1.0,1,2004.0,CHEV,0,P4D,1.0
3952,2017119752,2,51.0,4.0,1,2003.0,FORD,0,T4C,1.0
3953,2017119752,3,15.0,6.0,1,2010.0,JEEP,0,T4W,1.0
3961,2017018346,1,2.0,1.0,1,2010.0,CHEV,0,PCP,1.0
4051,2017067654,1,20.0,2.0,1,2007.0,SUZI,0,MRS,1.0
4146,2017029740,1,,99.0,30,,,0,,
4147,2017029740,2,4.0,1.0,1,2015.0,CHRY,0,P4D,1.0
4187,2017003883,1,51.0,4.0,1,1997.0,DODG,0,TPC,1.0
4261,2017067328,1,51.0,4.0,1,2011.0,NISS,0,TCW,1.0
4262,2017067328,2,,99.0,30,,,0,,
4290,2017051219,1,20.0,2.0,1,2003.0,HD,0,MRS,1.0
4446,2017054489,1,15.0,6.0,1,2017.0,MERZ,0,PUT,1.0
4447,2017054489,2,15.0,6.0,1,2011.0,FORD,0,T4W,1.0
4571,2017010104,1,4.0,1.0,1,2006.0,CHRY,0,P4D,1.0
4572,2017010104,2,73.0,5.0,1,2007.0,MACK,0,TTB,1.0
4624,2017110761,1,4.0,1.0,1,2000.0,PONT,0,P4D,1.0
4703,2017011016,1,4.0,1.0,1,2006.0,NISS,0,P4D,1.0
4715,2017007799,1,15.0,6.0,1,2002.0,FORD,0,T4W,1.0
4716,2017007799,2,,31.0,30,,,0,,
4735,2017026771,1,15.0,6.0,1,2011.0,CHEV,0,PUT,1.0
4736,2017026771,2,4.0,1.0,1,2014.0,CHEV,0,P4D,1.0
4737,2017026771,3,4.0,1.0,1,2008.0,NISS,0,P4D,1.0
4738,2017026771,4,4.0,1.0,1,2000.0,CHRY,0,P4D,1.0
4783,2017052895,1,15.0,6.0,1,2016.0,NISS,0,PUT,1.0
4784,2017052895,2,4.0,1.0,1,2009.0,HYUN,0,P4D,1.0
4789,2017011259,1,15.0,6.0,1,2012.0,CHEV,0,PUT,1.0
4790,2017011259,2,4.0,1.0,1,2011.0,SUZI,0,P4D,1.0
4799,2017105048,1,4.0,1.0,1,2016.0,FORD,0,P4D,1.0
4817,2017046928,1,51.0,4.0,1,2001.0,DODG,0,T4C,1.0
