,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
74,2020101818,28,M,3.0,1,1.0
75,2020101818,56,M,2.0,2,1.0
83,2020101960,36,F,3.0,1,1.0
84,2020101960,57,M,2.0,2,7.0
102,2020101975,20,F,2.0,1,1.0
228,2020101609,57,M,0.0,1,1.0
229,2020101609,50,F,2.0,2,1.0
242,2020106230,18,M,2.0,1,1.0
243,2020106230,28,M,0.0,2,1.0
368,2020087363,99,U,9.0,1,1.0
369,2020087363,20,M,2.0,2,1.0
397,2020101826,21,F,2.0,2,1.0
398,2020101826,57,M,0.0,1,1.0
456,2020102058,69,M,2.0,1,1.0
567,2020105982,17,M,1.0,1,1.0
568,2020105982,18,F,2.0,1,2.0
587,2020014371,36,M,2.0,1,1.0
686,2020102548,32,M,3.0,1,1.0
687,2020102548,25,F,2.0,2,1.0
688,2020102548,8,M,2.0,2,2.0
689,2020102548,10,F,3.0,2,2.0
690,2020102548,56,F,2.0,2,2.0
735,2020105504,25,M,2.0,1,1.0
918,2020102623,42,M,2.0,1,1.0
919,2020102623,55,M,2.0,2,1.0
959,2020015924,42,M,2.0,1,7.0
960,2020015924,38,M,0.0,2,1.0
973,2020103280,25,M,2.0,1,1.0
974,2020103280,21,F,8.0,1,2.0
982,2020098994,45,M,3.0,1,1.0
983,2020098994,23,M,2.0,1,2.0
1025,2020104042,78,F,2.0,1,1.0
1026,2020104042,58,F,2.0,2,1.0
1101,2020104696,21,M,2.0,1,1.0
1102,2020104696,31,M,0.0,2,1.0
1103,2020104696,23,M,0.0,2,2.0
1144,2020103857,40,M,1.0,1,1.0
1167,2020105533,37,M,0.0,1,1.0
1168,2020105533,29,M,3.0,1,2.0
1169,2020105533,25,M,2.0,1,2.0
1239,2020017244,23,F,2.0,1,1.0
1249,2020016480,38,F,3.0,1,1.0
1250,2020016480,60,F,2.0,2,1.0
1251,2020016480,56,F,0.0,3,1.0
1252,2020016480,14,M,4.0,1,2.0
1253,2020016480,63,F,0.0,3,2.0
1254,2020016480,33,F,0.0,3,2.0
1255,2020016480,52,F,0.0,3,2.0
1256,2020016480,76,F,0.0,3,2.0
1257,2020016480,41,M,0.0,3,2.0
1258,2020016480,41,M,0.0,3,2.0
1259,2020016480,76,F,0.0,3,2.0
1260,2020016480,63,M,0.0,3,2.0
1261,2020016480,64,M,0.0,3,2.0
1292,2020104067,6,F,2.0,1,7.0
1293,2020104067,7,F,2.0,2,7.0
1294,2020104067,55,M,0.0,3,1.0
1317,2020103961,28,M,2.0,1,1.0
1402,2020102399,19,M,2.0,1,1.0
1415,2020105034,58,M,2.0,1,1.0
1546,2020104672,39,M,2.0,1,1.0
1580,2020087855,60,M,2.0,1,1.0
1583,2020092970,34,M,0.0,1,1.0
1584,2020092970,5,M,2.0,2,7.0
1648,2020016471,62,M,0.0,1,1.0
1649,2020016471,67,M,2.0,2,7.0
1760,2020014644,99,U,9.0,1,1.0
1761,2020014644,29,F,1.0,2,7.0
1783,2020101621,26,M,2.0,1,1.0
1784,2020101621,47,M,0.0,2,1.0
1785,2020101621,64,M,0.0,3,1.0
1801,2020070380,27,M,2.0,1,1.0
1802,2020104037,27,M,2.0,1,7.0
1803,2020104037,46,F,0.0,2,1.0
1804,2020104037,46,M,0.0,2,2.0
1805,2020104037,46,F,0.0,2,2.0
1806,2020104037,46,F,0.0,2,2.0
1846,2020080882,35,M,2.0,1,1.0
1886,2020015855,60,F,2.0,1,1.0
1887,2020015855,19,F,0.0,2,1.0
1940,2020101020,82,F,2.0,1,1.0
1941,2020101020,31,M,0.0,2,1.0
2033,2020105976,78,M,1.0,1,1.0
2034,2020105976,21,F,2.0,2,1.0
2058,2020106314,45,M,1.0,1,1.0
2090,2020015087,54,F,1.0,1,1.0
2091,2020015087,37,M,4.0,2,1.0
2128,2020103182,99,M,2.0,1,1.0
2129,2020103182,61,M,1.0,1,2.0
2178,2020045184,72,M,2.0,1,1.0
2179,2020045184,99,U,8.0,2,7.0
2208,2020070173,18,F,2.0,1,1.0
2531,2020100233,68,M,1.0,1,1.0
2765,2020103800,24,M,2.0,1,1.0
2815,2020104221,22,M,1.0,1,1.0
2816,2020104221,59,F,0.0,2,1.0
2843,2020101785,34,F,0.0,1,1.0
2910,2020101423,32,M,2.0,1,7.0
2911,2020101423,69,M,0.0,2,1.0
2912,2020101423,12,M,0.0,2,2.0
2953,2020069949,30,M,2.0,1,1.0
2954,2020069949,43,M,0.0,2,1.0
2963,2020104220,34,M,3.0,1,1.0
2964,2020104220,51,M,1.0,2,1.0
2965,2020104220,17,M,0.0,1,2.0
2966,2020104220,13,M,3.0,1,2.0
2967,2020104220,17,M,8.0,1,2.0
2982,2020104220,13,M,3.0,1,2.0
2983,2020104220,16,M,3.0,1,2.0
2984,2020104220,26,M,3.0,1,2.0
2985,2020104220,14,M,3.0,1,2.0
3126,2020014853,48,M,2.0,1,1.0
3193,2020103212,43,M,1.0,1,1.0
3194,2020103212,73,M,0.0,2,1.0
3248,2020103973,22,M,2.0,1,1.0
3259,2020013352,27,F,4.0,1,1.0
3260,2020013352,43,M,2.0,2,1.0
3333,2020016642,18,F,1.0,1,1.0
3369,2020014641,39,M,1.0,1,1.0
3370,2020014641,23,M,4.0,2,1.0
3412,2020101461,21,M,1.0,1,1.0
3413,2020101461,24,M,3.0,1,2.0
3438,2020104338,35,F,2.0,1,1.0
3439,2020104338,28,M,0.0,2,1.0
3517,2020105476,72,F,3.0,1,1.0
3518,2020105476,43,M,1.0,2,1.0
3570,2020100653,28,M,2.0,1,1.0
3571,2020100653,47,F,2.0,2,1.0
3572,2020100653,48,M,0.0,3,1.0
3590,2020014632,62,M,2.0,1,1.0
3676,2020102720,45,F,2.0,1,1.0
3697,2020089670,51,M,1.0,1,1.0
3698,2020089670,47,M,8.0,2,1.0
3699,2020089670,56,M,0.0,3,1.0
3700,2020089670,20,M,0.0,2,2.0
3727,2020101542,68,M,8.0,1,1.0
3728,2020101542,63,M,2.0,2,1.0
3740,2020045427,18,M,2.0,1,1.0
3741,2020045427,36,M,0.0,2,1.0
3774,2020070699,26,M,9.0,1,1.0
3775,2020070699,39,F,2.0,1,2.0
3776,2020070699,39,M,2.0,1,2.0
3777,2020070699,26,M,0.0,1,8.0
3905,2020035339,63,M,3.0,1,1.0
3906,2020035339,21,M,2.0,2,1.0
4060,2020100913,27,M,2.0,1,1.0
4161,2020014750,53,F,1.0,1,1.0
4162,2020014750,16,M,0.0,1,2.0
4184,2020015185,16,M,0.0,1,1.0
4185,2020015185,84,M,8.0,2,1.0
4186,2020015185,67,M,3.0,3,1.0
4187,2020015185,68,F,2.0,2,2.0
4191,2020102423,16,M,2.0,1,1.0
4243,2020103377,62,F,8.0,1,2.0
4244,2020103377,66,M,3.0,1,1.0
4245,2020103377,24,M,1.0,2,1.0
4270,2020100077,22,M,2.0,1,1.0
4333,2020103954,31,M,0.0,1,1.0
4334,2020103954,47,M,1.0,2,1.0
4350,2020105945,48,F,2.0,1,1.0
4351,2020105945,28,F,3.0,1,2.0
4352,2020105945,11,F,9.0,1,2.0
4375,2020015312,40,M,2.0,1,1.0
4407,2020015669,62,F,8.0,1,1.0
4408,2020015669,55,F,1.0,1,2.0
4409,2020015669,24,F,4.0,1,2.0
4410,2020015669,13,M,8.0,1,2.0
4411,2020015669,9,F,4.0,1,2.0
4412,2020015669,27,M,8.0,1,2.0
4413,2020015669,27,M,9.0,1,2.0
4435,2020016134,49,M,1.0,1,1.0
4454,2020101715,68,M,2.0,1,1.0
4568,2020050389,18,F,3.0,1,1.0
4569,2020050389,25,F,0.0,2,1.0
4570,2020050389,99,F,2.0,2,2.0
4577,2020025998,60,M,2.0,1,1.0
4580,2020070625,30,F,0.0,1,1.0
4581,2020070625,39,M,0.0,2,1.0
4582,2020070625,33,M,0.0,1,2.0
4583,2020070625,23,M,0.0,2,2.0
4584,2020070625,50,M,2.0,2,2.0
4587,2020043931,33,M,3.0,1,1.0
4588,2020043931,11,M,2.0,1,2.0
4605,2020104559,56,M,1.0,1,1.0
4630,2020103056,19,F,0.0,1,1.0
4631,2020103056,64,M,2.0,2,1.0
4632,2020103056,63,F,9.0,2,2.0
4650,2020105464,63,M,2.0,1,1.0
4659,2020097044,40,M,2.0,1,1.0
4698,2020016532,45,M,1.0,1,1.0
4699,2020016532,52,M,3.0,1,2.0
4788,2020105481,33,M,2.0,1,1.0
4854,2020101773,27,M,1.0,1,1.0
4911,2020080574,40,F,0.0,1,1.0
4912,2020080574,19,F,2.0,2,7.0
5068,2020101833,89,M,3.0,1,1.0
5069,2020101833,84,F,2.0,1,2.0
5070,2020101833,74,F,4.0,1,2.0
5100,2020014531,42,M,0.0,1,1.0
5101,2020014531,78,M,3.0,2,1.0
5102,2020014531,75,F,2.0,2,2.0
5188,2020103173,77,M,8.0,1,1.0
5189,2020103173,71,M,2.0,2,1.0
5190,2020103173,77,F,8.0,1,2.0
5276,2020024319,18,F,3.0,1,1.0
5277,2020024319,28,M,2.0,2,1.0
5278,2020024319,15,F,3.0,1,2.0
5296,2020036569,57,M,2.0,1,1.0
5297,2020036569,32,F,0.0,1,2.0
5298,2020036569,37,F,0.0,1,2.0
5320,2020037473,48,M,0.0,1,1.0
5321,2020037473,67,M,2.0,2,7.0
5337,2020099986,41,F,1.0,2,7.0
5338,2020099986,76,M,0.0,1,1.0
5339,2020099986,23,F,0.0,1,2.0
5345,2020006321,19,M,0.0,1,1.0
5346,2020006321,12,M,0.0,1,2.0
5347,2020006321,61,M,2.0,2,1.0
5394,2020014961,99,F,0.0,1,1.0
5395,2020014961,29,F,0.0,2,1.0
5396,2020014961,36,F,3.0,2,2.0
5397,2020014961,27,F,2.0,2,2.0
5477,2020016905,24,M,2.0,1,1.0
5478,2020016905,28,F,3.0,1,2.0
5479,2020016905,26,M,3.0,1,2.0
5494,2020045451,21,F,2.0,2,7.0
5495,2020045451,99,U,9.0,1,1.0
5525,2020025871,22,M,2.0,1,1.0
5526,2020025871,78,F,0.0,2,1.0
5551,2020070806,71,M,1.0,1,1.0
5601,2020071644,71,F,3.0,1,1.0
5602,2020071644,51,M,2.0,2,1.0
5603,2020071644,50,M,1.0,3,1.0
5609,2020071919,74,F,1.0,1,1.0
5648,2020014638,30,M,1.0,1,1.0
5649,2020014638,36,M,0.0,2,1.0
5702,2020104505,41,M,2.0,1,1.0
5703,2020104505,99,M,9.0,1,2.0
5737,2020081934,99,U,0.0,1,1.0
5738,2020081934,36,M,2.0,2,4.0
5798,2020101659,41,F,0.0,1,1.0
5799,2020101659,53,M,2.0,2,7.0
5800,2020101659,65,F,0.0,1,2.0
5996,2020025144,62,M,0.0,1,1.0
5997,2020025144,29,M,2.0,2,1.0
6112,2020015862,65,M,0.0,1,1.0
6113,2020015862,55,F,2.0,2,1.0
6114,2020015862,65,F,0.0,1,2.0
6115,2020015862,21,F,0.0,2,2.0
6116,2020015862,18,M,0.0,2,2.0
6117,2020015862,17,M,0.0,2,2.0
6139,2020101785,76,M,3.0,2,1.0
6140,2020101785,76,M,2.0,2,2.0
6175,2020011802,24,M,2.0,1,1.0
6193,2020101549,55,M,1.0,1,1.0
6197,2020106237,17,M,2.0,1,1.0
6238,2020088596,57,M,2.0,1,7.0
6239,2020088596,20,M,0.0,2,1.0
6240,2020088596,21,F,0.0,2,2.0
6288,2020043737,88,M,2.0,2,1.0
6289,2020043737,48,F,0.0,1,1.0
6321,2020030681,21,M,2.0,1,2.0
6322,2020030681,39,F,0.0,2,1.0
6323,2020071338,27,F,2.0,1,1.0
6324,2020071338,21,M,0.0,1,2.0
6325,2020071338,29,M,0.0,2,1.0
6400,2020015391,56,F,2.0,1,1.0
6401,2020015391,36,M,0.0,2,1.0
6402,2020015391,20,F,2.0,1,2.0
6490,2020103212,71,F,0.0,2,2.0
6491,2020103212,38,M,0.0,3,1.0
6513,2020103369,81,M,0.0,1,1.0
6514,2020103369,94,M,1.0,2,7.0
6527,2020039903,87,M,0.0,1,1.0
6528,2020039903,25,M,2.0,2,1.0
6557,2020070298,60,M,1.0,1,1.0
6558,2020070298,35,M,0.0,2,1.0
6599,2020051680,43,M,2.0,1,1.0
6600,2020051680,19,M,0.0,2,2.0
6601,2020051680,26,F,0.0,2,1.0
6616,2020105994,24,F,2.0,1,1.0
