,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
77,2016087534,1,4.0,1.0,1,2012.0,CHEV,0,P4D,1.0
78,2016087534,2,51.0,4.0,1,2004.0,FORD,0,TPK,1.0
79,2016087534,3,15.0,6.0,1,2004.0,CHEV,0,PUT,1.0
100,2016100698,1,4.0,1.0,1,2010.0,DODG,0,P4D,1.0
165,2016127976,1,15.0,1.0,1,2008.0,HYUN,0,PUT,1.0
166,2016127976,2,4.0,1.0,1,2013.0,TOYT,0,P4D,1.0
169,2016045414,1,51.0,4.0,1,2003.0,DODG,0,TCW,1.0
170,2016045414,2,28.0,2.0,1,2004.0,HD,0,MRC,1.0
211,2016128194,1,15.0,1.0,1,2016.0,SUBA,0,PUT,1.0
218,2016067704,1,41.0,6.0,1,2005.0,DODG,0,TES,1.0
219,2016067704,2,4.0,1.0,1,2013.0,HYUN,0,P4D,1.0
250,2016116770,1,4.0,1.0,1,2012.0,ACUR,0,P4D,1.0
310,2016135459,1,4.0,1.0,1,2016.0,HOND,0,P4D,1.0
338,2016054991,1,51.0,4.0,1,2002.0,CHEV,0,TPK,1.0
339,2016054991,2,4.0,1.0,1,2003.0,PONT,0,P4D,1.0
414,2017001685,1,2.0,1.0,5,1995.0,STRN,0,PCP,4.0
462,2016028196,1,4.0,1.0,1,1996.0,LINC,0,P4D,1.0
500,2017001685,2,,31.0,30,,,0,,
501,2016028626,1,29.0,2.0,1,2006.0,YAMA,0,,1.0
562,2016032351,1,1.0,1.0,1,2002.0,CHEV,0,PCV,1.0
582,2016087719,1,,99.0,5,,UNKN,0,,3.0
583,2016087719,2,4.0,1.0,1,2008.0,CHEV,0,P4D,1.0
692,2016063184,1,4.0,1.0,1,2011.0,HYUN,0,P4D,1.0
693,2016063184,2,5.0,1.0,1,2005.0,FORD,0,P4H,1.0
694,2016063184,3,4.0,1.0,1,2007.0,LEXS,0,P4D,1.0
706,2016054682,1,15.0,6.0,1,2005.0,CHEV,0,PUT,1.0
712,2016043207,1,4.0,1.0,1,2004.0,BUIC,0,P4D,1.0
713,2016043207,2,2.0,1.0,1,2015.0,INFI,0,PCP,1.0
714,2016043207,3,51.0,5.0,1,2006.0,MACK,0,TCC,1.0
762,2016099718,1,4.0,1.0,1,2014.0,TOYT,0,P4D,1.0
763,2016099718,2,,99.0,1,2009.0,PTRB,0,,1.0
777,2016077370,1,4.0,1.0,1,2015.0,DODG,0,P4D,1.0
778,2016077370,2,4.0,1.0,1,2003.0,VOLK,0,P4D,1.0
779,2016077370,3,15.0,6.0,1,2015.0,JEEP,0,T4W,1.0
804,2016068678,1,9.0,1.0,5,,UNKN,0,,4.0
805,2016068678,2,,31.0,30,,,0,,
893,2016079079,1,20.0,2.0,1,2007.0,HD,0,MRS,1.0
894,2016079079,2,75.0,5.0,1,2016.0,KNNW,0,TTR,1.0
932,2016073642,1,4.0,1.0,1,2007.0,NISS,0,P4D,1.0
933,2016073642,2,41.0,7.0,1,2007.0,CHRY,0,TES,1.0
950,2016071044,1,15.0,6.0,1,2006.0,JEEP,0,T4W,1.0
951,2016071044,2,20.0,2.0,1,1986.0,HOND,0,MRS,1.0
1058,2016108745,1,20.0,2.0,1,2009.0,SUZI,0,MRS,1.0
1079,2016133263,1,20.0,2.0,1,2005.0,HD,0,MRS,1.0
1080,2016133263,2,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
1148,2016035859,1,28.0,2.0,1,1998.0,HOND,0,MRC,1.0
1360,2016010425,1,15.0,6.0,1,2004.0,BUIC,0,PUT,1.0
1383,2016023595,1,4.0,1.0,1,2003.0,FORD,0,P4D,1.0
1439,2016048636,1,9.0,1.0,1,2012.0,NISS,0,,1.0
1440,2016048636,2,41.0,7.0,1,1999.0,CHRY,0,TES,1.0
1506,2016053272,1,4.0,1.0,1,2011.0,HOND,0,P4D,1.0
1522,2016103046,1,15.0,6.0,1,2001.0,CHEV,0,PUT,1.0
1523,2016103046,2,28.0,2.0,1,2009.0,KAWK,0,MRC,1.0
1537,2016015034,1,3.0,1.0,1,2006.0,MITS,0,P2H,1.0
1538,2016015034,2,6.0,1.0,1,2011.0,SUBA,0,PSW,1.0
1569,2016091375,1,28.0,2.0,1,2000.0,HOND,0,MRC,1.0
1571,2016009274,1,51.0,4.0,1,2001.0,FORD,0,T4C,1.0
