,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
1839,2012073828,2,15.0,1.0,2,1998.0,DODG,1,PUT,2.0
1850,2012030046,1,4.0,1.0,1,1995.0,SUBA,0,P4D,1.0
1858,2012093283,1,15.0,6.0,1,2001.0,FORD,0,PUT,1.0
1859,2012093283,2,51.0,4.0,1,2005.0,FORD,0,T4C,1.0
1906,2012073828,3,4.0,1.0,2,1995.0,STRN,1,P4D,2.0
1923,2012034539,1,4.0,6.0,1,2005.0,CHEV,0,P4D,1.0
1924,2012034539,2,,31.0,30,,,0,,
1932,2012080932,1,12.0,1.0,1,2010.0,CHRY,0,PSV,1.0
2029,2012100179,1,4.0,1.0,1,2008.0,HOND,0,P4D,1.0
2030,2012100179,2,15.0,6.0,1,2004.0,PORS,0,PUT,1.0
2110,2012121633,1,6.0,1.0,1,1994.0,FORD,0,PSW,1.0
2248,2012115037,1,12.0,7.0,1,2011.0,TOYT,0,PSV,1.0
2249,2012115037,2,,31.0,30,,,0,,
2297,2012070889,1,15.0,1.0,1,2010.0,HOND,0,PUT,1.0
2298,2012070889,2,51.0,5.0,1,2010.0,MACK,0,TCC,1.0
2332,2012059398,1,51.0,4.0,1,1995.0,DODG,0,TPK,1.0
2333,2012059398,2,15.0,6.0,1,2004.0,CHEV,0,PUT,1.0
2387,2012100786,1,20.0,2.0,1,2003.0,HD,0,MRS,1.0
2388,2012100786,2,15.0,6.0,1,2009.0,CHEV,0,PUT,1.0
2501,2012079950,1,4.0,1.0,1,1997.0,PONT,0,P4D,1.0
2502,2012079950,2,4.0,1.0,1,2007.0,STRN,0,P4D,1.0
2587,2012056354,1,4.0,1.0,1,2000.0,MRCU,0,P4D,1.0
2814,2012112672,1,20.0,2.0,1,2005.0,HD,0,MRS,1.0
2889,2012112672,2,51.0,4.0,1,2000.0,TOYT,0,TPK,1.0
2917,2012102493,1,15.0,6.0,1,2006.0,JEEP,0,T4W,1.0
2918,2012102493,2,20.0,2.0,1,2008.0,HOND,0,MRS,1.0
2921,2012037973,1,4.0,1.0,1,2008.0,HYUN,0,P4D,1.0
2922,2012037973,2,6.0,1.0,1,1995.0,FORD,0,PSW,1.0
2929,2012128079,1,28.0,2.0,1,2011.0,SUZI,0,MRC,1.0
2930,2012128079,2,75.0,5.0,1,2012.0,KNNW,0,TTR,1.0
2931,2012128079,3,15.0,6.0,1,2003.0,BUIC,0,PUT,1.0
2963,2012101090,1,28.0,2.0,1,2010.0,KAWK,0,MRC,1.0
2964,2012101090,2,4.0,1.0,1,2012.0,CHRY,0,P4D,1.0
2981,2012026087,1,9.0,1.0,1,9999.0,FORD,0,,1.0
2982,2012026087,2,9.0,1.0,1,2006.0,BUIC,0,,1.0
3005,2012069712,1,4.0,1.0,1,1998.0,PLYM,0,P4D,1.0
3006,2012069712,2,4.0,1.0,1,2004.0,HOND,0,P4D,1.0
3068,2012076127,1,15.0,1.0,1,1999.0,CHEV,0,PUT,1.0
3108,2012043873,1,20.0,2.0,1,2000.0,HD,0,MRS,1.0
3111,2012117030,1,2.0,1.0,1,2003.0,HOND,0,PCP,1.0
3112,2012117030,2,51.0,4.0,1,2001.0,GMC,0,TCB,1.0
3123,2012064428,1,20.0,2.0,1,2004.0,YAMA,0,MRS,1.0
3135,2012006501,1,51.0,4.0,1,2003.0,FORD,0,TCW,1.0
3136,2012006501,2,15.0,6.0,2,2002.0,FORD,1,PUT,2.0
3148,2012025716,1,15.0,6.0,1,2003.0,TOYT,0,PUT,1.0
3149,2012025716,2,9.0,1.0,2,1998.0,MRCU,1,,2.0
3232,2012052386,1,51.0,4.0,1,1999.0,FORD,0,TPC,1.0
3260,2012091295,1,3.0,1.0,1,1995.0,ACUR,0,P2H,1.0
3261,2012091295,2,1.0,1.0,1,2003.0,BMW,0,PCV,1.0
3320,2012074207,1,20.0,2.0,1,2005.0,HD,0,MRS,1.0
3335,2012025061,1,15.0,6.0,1,2011.0,TOYT,0,PUT,1.0
3336,2012025061,2,,31.0,30,,,0,,
3361,2012076494,1,24.0,13.0,1,2006.0,OTHR,0,MAT,1.0
3634,2012091457,1,20.0,2.0,1,1998.0,HD,0,MRS,1.0
3635,2012076103,1,,20.0,30,,,0,,1.0
3636,2012076103,2,4.0,1.0,1,2004.0,LINC,0,P4D,1.0
3641,2012096518,1,28.0,2.0,1,2008.0,KAWK,0,MRC,1.0
3732,2012071604,1,41.0,7.0,1,2003.0,FORD,0,TES,1.0
3733,2012071604,2,51.0,5.0,1,1999.0,OTHR,0,TCC,1.0
3745,2012121352,1,15.0,1.0,1,2006.0,TOYT,0,PUT,1.0
3746,2012121352,2,4.0,1.0,1,2002.0,HYUN,0,P4D,1.0
3761,2012036389,1,15.0,6.0,1,2001.0,FORD,0,PUT,1.0
3762,2012036389,2,,31.0,30,,,0,,
3764,2012117346,1,19.0,6.0,5,,,0,,4.0
3765,2012117346,2,,31.0,30,,,0,,
3766,2012117346,3,,31.0,30,,,0,,
3877,2012032603,1,4.0,1.0,1,2000.0,CHRY,0,P4D,1.0
3878,2012032603,2,,31.0,30,,,0,,
3930,2012118661,1,51.0,4.0,1,2004.0,FORD,0,T4C,1.0
4019,2012105826,1,,31.0,30,,,0,,
4020,2012105826,2,51.0,4.0,1,2009.0,DODG,0,TCW,1.0
4024,2013013286,1,5.0,1.0,1,2008.0,HOND,0,P4H,1.0
4025,2013013286,2,15.0,6.0,1,2011.0,KIA,0,PUT,1.0
4117,2012050674,1,4.0,1.0,1,1993.0,TOYT,0,P4D,1.0
4118,2012050674,2,4.0,1.0,1,2002.0,VOLV,0,P4D,1.0
4195,2013001494,1,4.0,1.0,1,2004.0,TOYT,0,P4D,1.0
4196,2013001494,2,,31.0,30,,,0,,
4206,2012034263,1,4.0,1.0,1,1995.0,CHRY,0,P4D,1.0
4207,2012034263,2,4.0,1.0,1,2000.0,FORD,0,P4D,1.0
4213,2012127092,1,4.0,1.0,1,1998.0,DODG,0,P4D,1.0
4214,2012127092,2,75.0,5.0,1,2012.0,FRHT,0,TTR,1.0
4226,2012050535,1,1.0,1.0,1,2000.0,SAA,0,PCV,1.0
4227,2012050535,2,15.0,6.0,1,2004.0,FORD,0,PUT,1.0
4228,2012050535,3,4.0,1.0,1,2004.0,SUZI,0,P4D,1.0
4229,2012050535,4,3.0,1.0,1,1998.0,VOLK,0,P2H,1.0
4314,2012081104,1,2.0,1.0,1,2000.0,CHEV,0,PCP,1.0
4531,2012053461,1,15.0,6.0,1,1997.0,CHEV,0,PUT,1.0
4599,2012053451,1,4.0,1.0,1,1993.0,HOND,0,P4D,1.0
4651,2012071081,1,75.0,5.0,1,2000.0,VOLV,0,TTR,1.0
4652,2012071081,2,2.0,1.0,1,2000.0,CHEV,0,PCP,1.0
4748,2012095650,1,28.0,2.0,1,2009.0,SUZI,0,MRC,1.0
4751,2012088752,1,20.0,2.0,1,2001.0,KAWK,0,MRS,1.0
4766,2013007251,1,15.0,6.0,1,2008.0,HOND,0,PUT,1.0
4767,2013007251,2,,31.0,30,,,0,,
4773,2012023816,1,49.0,7.0,1,1997.0,PLYM,0,,1.0
4840,2012072683,1,,31.0,30,,,0,,
4841,2012072683,2,51.0,5.0,1,2006.0,OTHR,0,TCC,1.0
4933,2012042295,1,4.0,1.0,1,2007.0,HYUN,0,P4D,1.0
4934,2012042295,2,75.0,5.0,1,2003.0,OTHR,0,TTR,1.0
4980,2012074127,1,2.0,1.0,1,2002.0,FORD,0,PCP,1.0
4981,2012074127,2,51.0,4.0,1,2004.0,CHEV,0,T4C,1.0
4986,2012097759,1,15.0,6.0,1,2007.0,NISS,0,PUT,1.0
5033,2012019278,1,3.0,1.0,1,1995.0,VOLK,0,P2H,1.0
5034,2012019278,2,15.0,6.0,1,2006.0,MAZD,0,PUT,1.0
5069,2012094310,1,4.0,1.0,1,1999.0,MITS,0,P4D,1.0
5189,2012030967,1,51.0,4.0,1,2007.0,DODG,0,TCW,1.0
5190,2012030967,2,75.0,5.0,1,2006.0,VOLV,0,TTR,1.0
5214,2012128584,1,4.0,1.0,1,2000.0,VOLK,0,P4D,1.0
5238,2012083504,1,2.0,1.0,1,2006.0,PONT,0,PCP,1.0
5265,2012018383,1,39.0,3.0,1,2010.0,OTHR,0,,1.0
5266,2012018383,2,,31.0,30,,,0,,
5269,2013003993,1,4.0,1.0,1,1998.0,BUIC,0,P4D,1.0
5342,2012038913,1,4.0,1.0,1,2005.0,FORD,0,P4D,1.0
5433,2013002049,1,4.0,1.0,1,2001.0,DODG,0,P4D,1.0
5434,2013002049,2,,31.0,30,,,0,,
5463,2012014077,1,,31.0,30,,,0,,
5464,2012014077,2,51.0,4.0,1,2000.0,FORD,0,T4C,1.0
5465,2012014077,3,15.0,6.0,2,2007.0,JEEP,1,T4W,2.0
5466,2012014077,4,1.0,1.0,2,2007.0,VOLK,1,PCV,2.0
5467,2012014077,5,12.0,7.0,2,2005.0,HOND,1,PSV,2.0
5484,2012118037,1,51.0,4.0,1,1997.0,FORD,0,TPC,1.0
5485,2012118037,2,75.0,5.0,1,2009.0,FRHT,0,TTR,1.0
5608,2012045226,1,15.0,6.0,1,2001.0,JEEP,0,T4W,1.0
5609,2012045226,2,39.0,3.0,1,,GILG,0,,1.0
5619,2012055487,1,15.0,6.0,1,2000.0,SUZI,0,PUT,1.0
5665,2012091234,1,28.0,2.0,1,1997.0,YAMA,0,MRC,1.0
5666,2012091234,2,15.0,6.0,1,2007.0,CHEV,0,PUT,1.0
5705,2012025912,1,75.0,5.0,1,1994.0,FRHT,0,TTR,1.0
5706,2012025912,2,75.0,5.0,1,2007.0,FRHT,0,TTR,1.0
5714,2012113445,1,51.0,4.0,1,1999.0,FORD,0,TPK,1.0
5801,2012020763,1,2.0,1.0,1,1997.0,MITS,0,P2D,1.0
5802,2012020763,2,15.0,6.0,1,2000.0,JEEP,0,T4W,1.0
5803,2012020763,3,12.0,7.0,1,1999.0,DODG,0,PSV,1.0
5804,2012020763,4,4.0,1.0,2,1997.0,PLYM,1,P4D,2.0
5805,2012020763,5,5.0,1.0,2,2005.0,TOYT,1,P4H,2.0
5806,2012020763,6,12.0,7.0,2,1997.0,MRCU,1,PSV,2.0
5807,2012020763,7,15.0,6.0,2,1995.0,JEEP,1,T4W,2.0
5808,2012020763,8,41.0,7.0,2,2006.0,DODG,1,TES,2.0
5809,2012020763,9,41.0,7.0,2,1997.0,CHRY,1,TES,2.0
5977,2012105509,1,2.0,1.0,1,2003.0,HYUN,0,PCP,1.0
5978,2012105509,2,4.0,1.0,1,2010.0,HYUN,0,P4D,1.0
5979,2012105509,3,2.0,1.0,1,2009.0,CHEV,0,PCP,1.0
5980,2012105509,4,15.0,6.0,1,2008.0,TOYT,0,PUT,1.0
6208,2012076603,1,20.0,2.0,1,1993.0,YAMA,0,MRS,1.0
6262,2012022236,1,,31.0,30,,,0,,
6263,2012022236,2,15.0,6.0,1,2000.0,DODG,0,PUT,1.0
6302,2012128837,1,1.0,1.0,1,2008.0,CHRY,0,PCV,1.0
6313,2012054479,1,24.0,13.0,1,,YAMA,0,,1.0
6319,2012086347,1,51.0,4.0,1,2011.0,CHEV,0,TCW,1.0
6320,2012089093,1,4.0,1.0,1,2008.0,DODG,0,P4D,1.0
6321,2012089093,2,20.0,2.0,1,2006.0,HOND,0,MRS,1.0
6396,2012125696,1,4.0,1.0,1,1998.0,STRN,0,P4D,1.0
6468,2012130124,1,50.0,4.0,1,2012.0,UNKN,0,TSP,1.0
6469,2012130124,2,,31.0,30,,,0,,
6486,2012046929,1,51.0,4.0,1,2006.0,DODG,0,TCW,1.0
6496,2012034206,1,51.0,5.0,1,2006.0,KNNW,0,TCC,1.0
6511,2012093206,1,51.0,4.0,1,2008.0,NISS,0,T4C,1.0
6637,2012023310,1,51.0,4.0,1,2002.0,TOYT,0,T4C,1.0
6638,2012023310,2,2.0,1.0,6,2001.0,PONT,0,PCP,2.0
6639,2012023310,3,51.0,4.0,6,1999.0,DODG,0,T4C,2.0
6640,2012023310,4,,31.0,30,,,0,,
6684,2012063716,1,20.0,2.0,1,1993.0,HD,0,MRS,1.0
6738,2012034153,1,28.0,2.0,1,1999.0,SUZI,0,MRC,1.0
6739,2012034153,2,9.0,1.0,5,,HOND,0,,4.0
6774,2012039381,1,4.0,1.0,1,1999.0,SUBA,0,P4D,1.0
6908,2012003577,1,4.0,1.0,1,2010.0,TOYT,0,P4D,1.0
6909,2012003577,2,,31.0,30,,,0,,
6910,2012031907,1,4.0,1.0,1,1999.0,FORD,0,P4D,1.0
6933,2012069803,1,15.0,6.0,1,2011.0,CHEV,0,PUT,1.0
6934,2012069803,2,75.0,5.0,1,2007.0,FRHT,0,TTR,1.0
6935,2012069803,3,51.0,5.0,1,1998.0,MACK,0,TCC,1.0
6936,2012069803,4,15.0,6.0,1,2010.0,JEEP,0,T4W,1.0
6938,2012091891,1,4.0,1.0,1,1999.0,TOYT,0,P4D,1.0
6939,2012091891,2,20.0,2.0,1,2001.0,HD,0,MRS,1.0
6977,2012113731,1,15.0,1.0,1,2003.0,SUBA,0,PUT,1.0
6978,2012113731,2,4.0,1.0,1,2000.0,MRCU,0,P4D,1.0
6981,2012031907,2,20.0,2.0,1,2002.0,HOND,0,MRS,1.0
7021,2012105599,1,20.0,2.0,1,2009.0,HD,0,MRS,1.0
7022,2012105599,2,4.0,1.0,1,2007.0,LEXS,0,P4D,1.0
7023,2012105599,3,20.0,2.0,1,1985.0,KAWK,0,MRS,3.0
7183,2012085626,1,4.0,1.0,1,2002.0,TOYT,0,P4D,1.0
7263,2012049348,1,20.0,2.0,1,1998.0,HOND,0,MRS,1.0
7291,2012038313,1,4.0,1.0,1,2004.0,SUBA,0,P4D,1.0
7299,2012106512,1,4.0,1.0,1,2002.0,BUIC,0,P4D,1.0
7300,2012046401,1,2.0,1.0,1,1996.0,STRN,0,PCP,1.0
7301,2012046401,2,15.0,6.0,1,2009.0,CHEV,0,PUT,1.0
7316,2013103925,1,15.0,6.0,1,2004.0,LEXS,0,PUT,1.0
7317,2013103925,2,9.0,1.0,1,1999.0,BUIC,0,,1.0
7480,2012098500,1,20.0,2.0,1,1994.0,,0,MRS,1.0
7499,2012010577,1,75.0,5.0,1,2000.0,FRHT,0,TTR,1.0
7537,2012064981,1,5.0,1.0,1,2010.0,MAZD,0,P4H,1.0
7538,2012064981,2,,31.0,30,,,0,,
7639,2012120316,1,2.0,1.0,1,2007.0,HOND,0,PCP,1.0
7640,2012120316,2,,31.0,30,,,0,,
7645,2012047242,1,15.0,6.0,1,2006.0,DODG,0,PUT,1.0
7646,2012047242,2,,31.0,30,,,0,,
7659,2012109389,1,51.0,4.0,1,2005.0,FORD,0,T4C,1.0
7660,2012109389,2,41.0,7.0,1,2002.0,UNKN,0,TES,1.0
7661,2012109389,3,,31.0,30,,,0,,
7662,2012109389,4,15.0,6.0,2,2002.0,MRCU,1,PUT,2.0
7735,2012052107,1,4.0,1.0,1,1997.0,LINC,0,P4D,3.0
7868,2012036624,1,20.0,2.0,1,2004.0,HD,0,MRS,1.0
7926,2012062493,1,51.0,4.0,1,2007.0,CHEV,0,TCW,1.0
7927,2012062493,2,15.0,6.0,1,2004.0,GMC,0,T4W,1.0
7929,2012105709,1,15.0,6.0,1,2001.0,FORD,0,PUT,1.0
8013,2012076852,1,4.0,1.0,1,1998.0,NISS,0,P4D,1.0
8080,2012118459,1,,31.0,30,,,0,,
8081,2012118459,2,41.0,7.0,1,2002.0,DODG,0,TES,1.0
8188,2013004036,1,15.0,6.0,1,2008.0,,0,PUT,1.0
8189,2013004036,2,15.0,6.0,1,2010.0,HOND,0,PUT,1.0
8198,2012045006,1,4.0,1.0,1,1990.0,HOND,0,P4D,1.0
8205,2012035566,1,4.0,1.0,1,2004.0,HOND,0,P4D,1.0
8206,2012035566,2,51.0,4.0,2,1998.0,CHEV,1,TPK,2.0
8207,2012035566,3,12.0,6.0,2,2006.0,JEEP,1,T2W,2.0
8208,2012035566,4,4.0,1.0,2,2000.0,NISS,1,P4D,2.0
8312,2012076919,1,15.0,6.0,1,2002.0,FORD,0,PUT,1.0
8397,2012076454,1,51.0,4.0,1,2003.0,CHEV,0,T4C,1.0
8398,2012076454,2,4.0,1.0,1,1999.0,DODG,0,P4D,1.0
8436,2012010836,1,15.0,6.0,1,2002.0,GMC,0,T4W,1.0
8474,2012042790,1,15.0,4.0,1,2005.0,GMC,0,T4W,1.0
8475,2012042790,2,51.0,6.0,1,1999.0,TOYT,0,TPC,1.0
8558,2013010956,1,4.0,1.0,1,2005.0,KIA,0,P4D,1.0
8559,2013010956,2,2.0,1.0,1,2003.0,HYUN,0,PCP,1.0
8572,2012076921,1,15.0,6.0,1,2004.0,FORD,0,PUT,1.0
8573,2012076921,2,20.0,2.0,1,2004.0,HD,0,MRS,1.0
8574,2012076921,3,15.0,6.0,1,2003.0,GMC,0,T4W,1.0
8675,2012117900,1,4.0,1.0,1,2002.0,CHEV,0,P4D,1.0
8676,2012117900,2,51.0,4.0,1,2001.0,CHEV,0,TPK,1.0
8677,2012117900,3,51.0,4.0,1,2012.0,CHEV,0,TPK,1.0
8709,2012075765,1,4.0,1.0,1,1998.0,CHEV,0,P4D,1.0
8710,2012075765,2,4.0,1.0,1,2005.0,FORD,0,P4D,1.0
8730,2012083872,1,15.0,6.0,1,2007.0,PONT,0,PUT,1.0
8875,2012096216,1,51.0,4.0,1,1996.0,FORD,0,TPC,1.0
8876,2012096216,2,51.0,4.0,1,1994.0,CHEV,0,TPC,1.0
8877,2012096216,3,4.0,1.0,1,1996.0,TOYT,0,P4D,1.0
8878,2012096216,4,4.0,1.0,1,2012.0,FORD,0,P4D,1.0
8952,2012028047,1,15.0,1.0,1,1998.0,FORD,0,PUT,1.0
8953,2012028047,2,4.0,1.0,1,2002.0,FORD,0,P4D,1.0
8990,2012066040,1,4.0,1.0,1,2000.0,VOLK,0,P4D,1.0
8991,2012066040,2,51.0,4.0,2,2004.0,FORD,1,T4C,2.0
8994,2012032014,1,28.0,2.0,1,2007.0,YAMA,0,MRC,1.0
8995,2012032014,2,4.0,1.0,1,2004.0,HYUN,0,P4D,1.0
9068,2012067335,1,15.0,6.0,1,2003.0,FORD,0,PUT,1.0
9069,2012067335,2,12.0,7.0,1,2005.0,CHEV,0,PSV,1.0
9098,2012121517,1,15.0,6.0,1,2004.0,FORD,0,PUT,1.0
9099,2012121517,2,15.0,6.0,1,2002.0,KIA,0,PUT,1.0
9100,2012121517,3,4.0,1.0,1,2005.0,SUZI,0,P4D,1.0
9152,2012087735,1,2.0,1.0,1,2003.0,OLDS,0,PCP,1.0
9153,2012087735,2,4.0,1.0,1,2009.0,CHRY,0,P4D,1.0
9162,2012056892,1,9.0,1.0,5,2009.0,CHEV,0,,4.0
9163,2012056892,2,,31.0,30,,,0,,
9164,2012066315,1,51.0,5.0,1,1997.0,OTHR,0,TCC,1.0
9296,2012038894,1,15.0,6.0,1,2006.0,BMW,0,PUT,1.0
9297,2012038894,2,4.0,1.0,1,1999.0,HOND,0,P4D,1.0
9490,2012085588,1,12.0,7.0,1,2006.0,NISS,0,PSV,1.0
9508,2012086723,1,28.0,2.0,1,2003.0,SUZI,0,MRC,1.0
9525,2012042067,1,4.0,1.0,1,2002.0,,0,P4D,1.0
9555,2012032105,1,4.0,1.0,1,2010.0,CHEV,0,P4D,1.0
9556,2012032105,2,39.0,3.0,1,2005.0,OTHR,0,,1.0
9558,2012005993,1,4.0,1.0,1,2003.0,STRN,0,P4D,1.0
9559,2012005993,2,,31.0,30,,,0,,
9682,2012037246,1,,99.0,5,,,0,,3.0
9683,2012037246,2,15.0,1.0,1,2006.0,CHEV,0,PUT,1.0
9684,2012037246,3,4.0,1.0,1,1996.0,HOND,0,P4D,1.0
9685,2012037246,4,4.0,1.0,1,2007.0,KIA,0,P4D,1.0
9686,2012037246,5,4.0,1.0,1,2001.0,NISS,0,P4D,1.0
9786,2012074901,1,4.0,1.0,1,2000.0,CHEV,0,P4D,1.0
9892,2012077784,1,15.0,1.0,1,2007.0,CHEV,0,PUT,1.0
9994,2012090121,1,41.0,7.0,1,2003.0,DODG,0,TES,1.0
9995,2012090121,2,4.0,1.0,1,2000.0,TOYT,0,P4D,1.0
9998,2012120994,1,51.0,4.0,1,1998.0,FORD,0,T3C,1.0
9999,2012120994,2,9.0,1.0,1,2003.0,VOLK,0,,1.0
10007,2012114353,1,4.0,1.0,1,2000.0,LEXS,0,P4D,1.0
10008,2012114353,2,,31.0,30,,,0,,
10042,2012103735,1,4.0,1.0,1,1999.0,HOND,0,P4D,1.0
10049,2012074364,1,9.0,1.0,1,2004.0,PONT,0,,2.0
10050,2012074364,2,,31.0,30,,,0,,
10051,2012074364,3,2.0,1.0,1,2009.0,HOND,0,PCP,1.0
10052,2013055669,1,4.0,1.0,1,2003.0,HOND,0,P4D,1.0
10075,2013003438,1,4.0,1.0,1,2005.0,FORD,0,P4D,1.0
10076,2013003438,2,15.0,6.0,1,2005.0,FORD,0,PUT,1.0
10108,2012013182,1,4.0,1.0,1,2002.0,FORD,0,P4D,1.0
10109,2012013182,2,4.0,1.0,1,1998.0,CHEV,0,P4D,1.0
10213,2012129234,1,9.0,1.0,5,,,0,,4.0
10214,2012129234,2,,31.0,30,,,0,,
10379,2012075256,1,51.0,4.0,1,2004.0,FORD,0,T4C,1.0
10418,2012118143,1,28.0,2.0,1,2000.0,SUZI,0,MRC,1.0
10419,2012118143,2,,22.0,30,,,0,,1.0
10439,2012115858,1,39.0,3.0,1,,GILG,0,,1.0
10440,2012115858,2,51.0,6.0,1,2011.0,GMC,0,TCW,1.0
10493,2012117935,1,2.0,1.0,1,1989.0,HOND,0,PCP,1.0
10494,2012117935,2,29.0,2.0,1,2002.0,,0,,1.0
10641,2012117544,1,4.0,1.0,1,2002.0,FORD,0,P4D,1.0
10642,2012117544,2,15.0,6.0,1,2002.0,MRCU,0,PUT,1.0
10669,2012103756,1,4.0,1.0,1,2012.0,KIA,0,P4D,1.0
10670,2012103756,2,,20.0,30,,,0,,1.0
10719,2013012875,1,4.0,1.0,1,2010.0,CHEV,0,P4D,1.0
10754,2012057100,1,19.0,6.0,1,2001.0,JEEP,0,,1.0
10755,2012057100,2,1.0,1.0,1,1998.0,VOLK,0,PCV,1.0
10756,2012057100,3,69.0,4.0,1,2004.0,DODG,0,,1.0
