,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
29,2006012652,75,M,2.0,1,1.0
30,2006012652,82,F,0.0,2,1.0
31,2006012652,87,M,0.0,2,2.0
47,2006013218,47,M,2.0,1,1.0
66,2006028648,35,M,1.0,1,1.0
67,2006028648,35,M,0.0,2,1.0
193,2005150301,45,M,2.0,1,1.0
196,2005193846,49,M,0.0,1,1.0
197,2005193846,22,M,2.0,2,1.0
237,2005419651,23,M,2.0,1,7.0
238,2005419651,19,M,0.0,2,1.0
244,2005125794,34,M,2.0,1,1.0
245,2005125794,99,U,0.0,1,2.0
246,2005125794,28,M,0.0,2,1.0
277,2005202249,29,F,2.0,1,1.0
278,2006011664,35,M,3.0,1,1.0
279,2006011664,2,F,0.0,1,2.0
280,2006011664,29,F,2.0,1,2.0
281,2006011664,36,M,4.0,2,1.0
282,2006011664,33,F,4.0,2,2.0
283,2006011664,12,F,3.0,2,2.0
284,2006011664,8,F,4.0,2,2.0
316,2005420627,38,M,0.0,1,1.0
317,2005420627,70,F,1.0,2,7.0
318,2005420627,45,F,8.0,3,7.0
327,2005196375,58,M,2.0,1,1.0
346,2005188671,24,M,0.0,1,1.0
347,2005188671,49,F,2.0,2,1.0
435,2005152157,74,M,0.0,1,1.0
436,2005152157,63,M,2.0,2,1.0
437,2005152157,99,F,4.0,2,2.0
473,2005190787,23,M,2.0,1,1.0
534,2005208324,42,M,4.0,1,1.0
535,2005208324,26,M,2.0,1,2.0
594,2005139240,19,F,2.0,1,1.0
618,2006007223,18,M,1.0,1,1.0
619,2006007223,13,M,3.0,1,2.0
764,2006013135,17,M,1.0,1,1.0
765,2006013135,22,M,2.0,1,2.0
801,2005196580,22,M,1.0,1,1.0
802,2005196580,27,M,1.0,1,2.0
807,2006013145,29,M,1.0,1,1.0
808,2006013145,49,M,0.0,2,1.0
809,2006013145,45,F,0.0,2,2.0
892,2005174993,36,F,1.0,1,1.0
893,2005174993,60,F,2.0,2,1.0
894,2005174993,67,M,3.0,2,2.0
895,2005195568,18,M,0.0,1,1.0
896,2005195568,20,F,0.0,1,2.0
897,2005195568,71,M,1.0,2,7.0
1053,2006023446,31,M,2.0,1,1.0
1054,2006023446,31,M,3.0,1,2.0
1055,2006023446,31,M,4.0,1,2.0
1056,2006023446,53,M,0.0,2,1.0
1060,2005109070,42,M,2.0,1,1.0
1061,2005119155,38,F,1.0,1,1.0
1158,2006008745,48,M,0.0,1,1.0
1159,2006008745,69,M,2.0,2,4.0
1205,2006013626,56,M,1.0,1,1.0
1206,2006013626,41,M,0.0,2,2.0
1209,2005185934,18,F,2.0,1,1.0
1490,2005037019,73,M,2.0,1,1.0
1491,2005037019,5,M,0.0,1,2.0
1492,2005037019,25,M,0.0,2,1.0
1503,2005150247,16,M,2.0,1,1.0
1504,2005150247,22,M,4.0,2,1.0
1639,2005167953,73,M,2.0,1,1.0
1640,2005167953,40,M,0.0,2,1.0
1641,2005167953,39,F,0.0,3,1.0
1836,2005131356,42,F,2.0,1,1.0
1837,2005131356,18,F,0.0,2,1.0
1839,2005143848,69,M,2.0,1,1.0
1840,2005143848,68,F,3.0,1,2.0
1841,2005143848,31,M,4.0,2,1.0
1842,2005143848,30,F,4.0,2,2.0
1843,2005143848,5,M,4.0,2,2.0
1882,2005037019,66,F,2.0,3,1.0
1883,2005037019,27,M,2.0,4,1.0
1908,2005403172,41,M,0.0,1,1.0
1909,2005403172,27,M,2.0,1,2.0
1973,2005196615,17,M,4.0,1,1.0
1974,2005196615,17,M,4.0,1,2.0
1975,2005196615,17,M,4.0,1,2.0
1976,2005196615,17,M,1.0,1,2.0
2092,2005405678,19,M,2.0,1,1.0
2128,2005108971,68,F,2.0,1,1.0
2129,2005108971,89,F,2.0,1,2.0
2200,2006019541,81,M,1.0,1,1.0
2201,2006019541,78,F,2.0,1,2.0
2202,2006019541,37,F,0.0,2,1.0
2210,2005153291,48,M,4.0,1,1.0
2211,2005153291,44,M,2.0,2,1.0
2212,2005153291,71,M,0.0,3,1.0
2243,2005157039,74,M,0.0,1,1.0
2244,2005157039,72,F,0.0,1,2.0
2245,2005157039,45,F,2.0,2,7.0
2386,2005213639,43,M,2.0,1,1.0
2387,2005213639,22,M,0.0,2,1.0
2388,2005213639,22,M,0.0,2,2.0
2389,2005406728,24,M,2.0,1,1.0
2415,2005413511,44,M,1.0,1,1.0
2514,2005123970,24,M,2.0,1,1.0
2634,2006008526,14,M,2.0,1,7.0
2635,2006008526,55,F,0.0,2,1.0
2636,2006008526,15,M,0.0,2,2.0
2718,2005120320,58,M,1.0,1,1.0
2719,2005120320,46,M,0.0,2,1.0
2806,2005120533,39,M,2.0,1,1.0
2807,2005120533,99,M,9.0,1,2.0
2808,2005120533,99,M,4.0,1,2.0
2809,2005120533,61,M,0.0,2,1.0
2810,2005416793,50,F,3.0,1,1.0
2811,2005416793,83,F,1.0,1,2.0
2812,2005416793,19,F,2.0,2,1.0
2813,2005416793,17,F,2.0,2,2.0
2973,2005408631,42,M,1.0,1,1.0
2974,2005408631,51,M,0.0,2,1.0
2975,2005408631,49,F,0.0,2,2.0
2990,2005118951,27,M,1.0,1,1.0
3115,2005152885,21,M,1.0,1,1.0
3116,2005152885,52,F,3.0,2,1.0
3117,2005152885,53,M,3.0,2,2.0
3121,2005196119,18,F,2.0,1,1.0
3122,2005196119,51,F,3.0,2,1.0
3165,2005080907,17,F,2.0,1,1.0
3166,2005080907,13,F,3.0,1,2.0
3167,2005080907,42,M,4.0,2,1.0
3193,2005127624,21,M,2.0,1,1.0
3232,2005400828,45,M,1.0,1,1.0
3233,2005400828,34,M,0.0,2,1.0
3291,2005198751,23,M,2.0,1,1.0
3292,2005421927,18,M,2.0,1,1.0
3308,2005104732,56,F,2.0,1,1.0
3314,2005130547,68,F,3.0,1,1.0
3315,2005130547,19,F,3.0,2,1.0
3316,2005130547,18,F,2.0,2,2.0
3317,2005130547,68,M,0.0,3,1.0
3318,2005130547,37,F,0.0,3,2.0
3319,2005130547,13,M,0.0,3,2.0
3326,2005136686,57,M,0.0,1,1.0
3327,2005136686,49,M,2.0,2,1.0
3367,2005209113,20,M,2.0,1,1.0
3368,2005209113,18,F,2.0,1,2.0
3376,2005110612,16,M,3.0,1,1.0
3377,2005110612,17,F,2.0,1,2.0
3378,2005110612,17,F,2.0,1,2.0
3379,2005110612,99,F,3.0,1,2.0
3388,2005151540,59,F,0.0,1,1.0
3389,2005151540,27,M,0.0,2,1.0
3390,2005151540,53,M,2.0,3,1.0
3534,2005204489,16,F,2.0,1,1.0
3630,2005196708,15,M,1.0,1,4.0
3631,2005196708,43,M,0.0,2,1.0
3679,2005056310,61,F,8.0,1,1.0
3680,2005056310,67,M,1.0,2,1.0
3681,2005056310,42,M,0.0,3,1.0
3729,2005154699,46,M,2.0,1,1.0
3768,2005407921,67,F,0.0,1,1.0
3769,2005407921,79,F,0.0,1,2.0
3770,2005407921,36,M,2.0,2,7.0
3868,2006013730,26,M,1.0,1,1.0
3869,2006013730,14,F,4.0,1,2.0
3870,2006013730,99,U,9.0,2,1.0
3893,2005126966,19,F,2.0,1,1.0
3943,2005156726,19,F,1.0,1,1.0
3952,2005124708,12,M,2.0,1,7.0
4232,2005129299,18,M,0.0,1,1.0
4233,2005129299,18,F,3.0,1,2.0
4234,2005129299,99,M,2.0,1,2.0
4336,2005124708,16,F,0.0,2,1.0
4337,2005124708,16,F,0.0,2,2.0
4341,2005159947,44,M,3.0,1,1.0
4342,2005159947,15,F,2.0,1,2.0
4343,2005159947,58,F,2.0,2,1.0
4344,2005159947,44,M,2.0,2,2.0
4513,2006024416,65,M,2.0,1,1.0
4514,2006024416,18,M,2.0,2,1.0
4528,2005206837,21,M,2.0,1,1.0
4596,2005132629,36,M,1.0,1,1.0
4697,2005203766,10,M,2.0,1,1.0
4698,2005203766,99,U,0.0,2,7.0
4765,2005156659,29,M,1.0,1,1.0
4766,2005156659,15,F,3.0,1,2.0
4767,2005156659,17,M,3.0,1,2.0
4802,2005143368,20,M,0.0,1,1.0
4803,2005143368,30,M,2.0,2,1.0
4804,2005143368,99,F,2.0,2,2.0
4917,2005196388,4,M,1.0,1,7.0
4918,2005196388,18,M,0.0,2,1.0
4966,2005213296,18,M,0.0,1,1.0
4967,2005213296,18,F,2.0,1,2.0
4968,2005213296,27,M,0.0,2,1.0
4969,2005213296,25,F,0.0,2,2.0
4970,2005213296,2,F,0.0,2,2.0
4971,2005213296,21,M,0.0,3,1.0
4972,2005213296,21,F,0.0,3,2.0
4973,2005213296,19,M,0.0,3,2.0
5145,2005205478,44,F,2.0,1,1.0
5223,2005151276,22,M,2.0,1,1.0
5224,2005151276,50,M,0.0,2,1.0
5229,2006000206,72,M,0.0,1,1.0
5230,2006000206,73,F,0.0,1,2.0
5231,2006000206,48,M,1.0,2,7.0
5232,2006000206,75,M,0.0,3,1.0
5233,2006000206,71,F,0.0,3,2.0
5234,2006000206,83,F,0.0,3,2.0
5235,2006000206,80,F,0.0,3,2.0
5477,2005141889,36,M,2.0,1,1.0
5677,2005420494,18,M,3.0,1,1.0
5678,2005420494,18,F,2.0,1,2.0
5679,2005420494,99,F,2.0,1,2.0
5726,2005129327,20,M,2.0,1,1.0
5727,2005129327,45,M,0.0,2,1.0
5877,2005182754,53,M,2.0,1,1.0
5988,2005153460,41,M,0.0,1,1.0
5989,2005153460,79,M,1.0,2,7.0
6112,2005195168,41,F,0.0,1,1.0
6113,2005195168,36,M,1.0,2,1.0
6206,2005155573,54,M,2.0,1,1.0
6207,2005155573,74,F,4.0,2,1.0
6379,2005400825,33,M,1.0,1,1.0
6380,2005400825,28,M,0.0,2,1.0
6381,2005400825,2,F,0.0,2,2.0
6477,2005181581,21,M,2.0,1,1.0
6478,2005181581,53,M,4.0,2,1.0
6488,2005046591,62,M,2.0,1,1.0
6508,2006005174,43,M,2.0,1,1.0
6515,2005170431,57,F,0.0,1,1.0
6516,2005170431,61,M,0.0,1,2.0
6517,2005170431,25,M,2.0,2,1.0
6524,2005198980,46,M,2.0,1,1.0
6525,2005198980,53,M,0.0,2,1.0
6526,2005198980,58,F,0.0,3,1.0
6653,2005198398,79,F,3.0,1,1.0
6654,2005198398,80,M,3.0,1,2.0
6655,2005198398,43,M,1.0,2,1.0
6656,2005198398,15,F,3.0,2,2.0
6664,2005155003,38,M,0.0,1,1.0
6665,2005155003,42,M,2.0,2,1.0
6666,2005155003,41,F,4.0,2,2.0
6695,2005413728,32,M,1.0,1,1.0
6696,2005413728,14,M,2.0,2,4.0
6716,2005122943,47,M,1.0,1,1.0
6734,2006010060,54,M,2.0,1,1.0
6735,2006010060,23,F,0.0,2,1.0
6736,2006010060,4,F,2.0,2,2.0
