,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
994,2019005196,40.476052,-78.742775,11,11205,1,1,,,1,0,4
1029,2019004926,39.957194,-80.169379,30,30218,1,3,,,2,0,4
1067,2019027737,40.226485,-76.864276,21,21407,3,6,,,1,0,4
1095,2019001447,40.038254,-76.460518,36,36239,1,5,,,1,1,2
1098,2019027745,39.994514,-79.852897,26,26216,3,1,,,0,1,4
1099,2019004936,40.255697,-75.354663,46,46216,1,7,,,1,0,2
1109,2019028973,41.014026,-75.338811,45,45206,1,6,,,1,1,4
1112,2019027601,41.416877,-75.675845,35,35302,3,7,,,1,0,2
1120,2019006238,41.003275,-75.258344,45,45214,1,3,,,1,0,7
1140,2019003618,40.390933,-78.659952,11,11220,1,3,,,1,0,7
1202,2019004990,40.184541,-79.812226,64,64103,1,1,,,1,1,4
1266,2019006136,40.049606,-79.494805,26,26202,1,5,,,1,0,7
1293,2019003675,39.888778,-76.976393,66,66223,1,4,,,1,0,4
1315,2019001714,40.856685,-75.276207,48,48213,1,6,,,1,0,7
1364,2019026023,40.227326,-76.888532,21,21102,1,5,,,0,1,1
1373,2019028866,39.962681,-75.233711,67,67301,2,4,,,1,0,8
1408,2019028871,40.019694,-75.184329,67,67301,3,3,,,1,0,4
1428,2019027471,39.850324,-75.372804,23,23301,2,5,,,2,0,4
1465,2019028907,41.112327,-75.383976,45,45203,3,3,,,1,0,1
1474,2019006047,40.066693,-76.603852,36,36211,1,3,,,1,1,2
1539,2019028918,40.632899,-80.31257,4,4202,3,1,,,1,0,4
1663,2019006076,40.32224,-75.957516,6,6301,1,4,,,1,0,2
1901,2019028030,40.375321,-79.983173,2,2413,2,6,,,1,0,8
1958,2019003409,41.059682,-75.080466,45,45207,1,6,,,1,0,7
1968,2019026567,40.018871,-75.190157,67,67301,1,1,,,0,1,7
2063,2019003834,40.322383,-78.954484,11,11217,1,4,,,0,1,4
2071,2019028063,41.134677,-80.220291,43,43226,2,1,,,0,1,7
2113,2019026616,40.037522,-76.309756,36,36301,2,1,,,1,0,8
2126,2019028069,40.052281,-79.871285,26,26209,2,4,,,1,0,2
2279,2019027935,40.464256,-77.801916,44,44210,3,5,,,1,0,7
2341,2019003628,40.456074,-77.974113,31,31209,1,4,,,0,1,2
2424,2019026394,41.224372,-80.493359,43,43302,3,4,,,1,0,1
2432,2019026695,40.589679,-75.373283,48,48210,2,3,,,2,0,5
2469,2019026679,40.958713,-75.986301,40,40301,2,7,,,1,0,2
2470,2019026699,40.253615,-75.735413,6,6240,2,6,,,0,2,7
2597,2019001445,41.190422,-75.235764,45,45201,1,6,,,2,0,7
2617,2019001067,40.196912,-74.799467,9,9208,1,4,,,1,0,5
2673,2019024183,40.832189,-77.883758,14,14216,3,6,,,1,0,2
2790,2019027298,40.004389,-75.137497,67,67301,3,2,,,3,0,1
2819,2019020863,40.296585,-76.936056,21,21101,2,3,,,1,0,7
2823,2019022470,40.278601,-76.85043,22,22412,2,4,,,1,0,2
2861,2019028769,40.328273,-75.210138,9,9215,2,7,,,0,1,7
2890,2019019496,40.13803,-75.329139,46,46202,2,7,,,1,0,4
2903,2019001366,39.939417,-75.345671,23,23108,1,5,,,1,0,8
2908,2019025759,39.967484,-78.246603,5,5206,1,2,,,1,0,5
2944,2019027320,41.433861,-75.376367,63,63209,2,1,,,0,1,7
2957,2019026900,40.711958,-75.523047,39,39207,2,6,,,1,0,7
2964,2019028795,40.961348,-75.966049,40,40301,3,6,,,1,0,8
2971,2019019512,39.992881,-76.285024,36,36240,2,7,,,1,0,7
3059,2019022500,40.3755,-75.916889,6,6102,2,5,,,0,1,8
3070,2019027151,40.929341,-75.644131,13,13211,2,6,,,2,0,0
3078,2019024076,40.48438,-77.074106,50,50201,2,4,,,1,0,7
3117,2019028511,40.418178,-79.507748,64,64214,3,3,,,1,0,7
3122,2019028809,40.426599,-80.007025,2,2301,3,4,,,1,0,7
3128,2019022507,40.454154,-79.944436,2,2301,2,2,,,1,0,8
3171,2019019543,40.266478,-75.292551,46,46103,2,3,,,1,0,8
3257,2019025804,40.43564,-79.994736,2,2301,3,1,,,0,1,7
3265,2019028352,40.730924,-80.02696,10,10201,3,1,,,1,0,7
3281,2019022524,40.202175,-74.853699,9,9211,2,5,,,1,0,2
3304,2019025812,40.307925,-75.734158,6,6203,3,2,,,1,0,7
3312,2019026941,41.018393,-75.607222,13,13204,3,7,,,2,0,7
3336,2019027054,40.549426,-75.425612,39,39211,3,4,,,1,0,1
3397,2019020956,40.058948,-76.170602,36,36234,2,2,,,1,0,8
3451,2019027031,40.32826,-75.905495,6,6301,3,5,,,1,0,4
3487,2019020831,40.140317,-74.99848,9,9212,2,2,,,1,0,1
3532,2019024130,40.822412,-79.878004,10,10101,3,6,,,1,0,7
3557,2019025857,40.394917,-76.219806,6,6223,2,2,,,0,1,7
3580,2019020972,40.155673,-75.122321,46,46110,2,7,,,0,1,8
3682,2019020843,40.612435,-76.250578,53,53234,1,3,,,0,1,8
3717,2019027105,40.270667,-75.320167,46,46103,2,6,,,1,0,4
3741,2019020049,40.042768,-76.784536,66,66204,1,5,,,0,1,1
3775,2019023005,40.38571,-76.251753,6,6223,2,7,,,0,1,8
3852,2019019810,40.456551,-79.823081,2,2113,2,2,,,1,0,4
3859,2019024777,40.606472,-75.462138,39,39301,3,7,,,1,0,8
3933,2019021171,40.092789,-74.942354,9,9202,2,4,,,0,1,8
4083,2019019976,40.715696,-76.310704,53,53211,2,7,,,1,0,7
4133,2019019959,39.975911,-79.033704,55,55221,2,6,,,0,2,1
4165,2019023079,40.350438,-75.928437,6,6301,2,3,,,1,0,8
4203,2019020239,39.983699,-76.73391,66,66217,1,3,,,1,0,1
4227,2019023253,39.955308,-76.396293,36,36223,2,1,,,0,1,2
4246,2019024720,40.175138,-80.269698,62,62204,2,6,,,1,0,5
4278,2019023097,40.278711,-76.887547,22,22301,2,6,,,0,1,8
4309,2019023230,40.328748,-75.979433,6,6429,2,1,,,3,0,4
4311,2019021652,39.93397,-75.199939,67,67301,2,2,,,0,1,7
4369,2019024367,39.926819,-75.304418,23,23404,2,3,,,1,0,8
4412,2019019995,41.350805,-74.868184,51,51207,1,1,,,0,1,7
4434,2019021321,40.440469,-79.832684,2,2419,1,2,,,1,0,7
4522,2019019902,40.410693,-79.392801,64,64204,2,7,,,0,1,7
4562,2019025103,39.769004,-77.022062,1,1203,2,5,,,1,0,4
4623,2019022720,40.202479,-75.092283,9,9226,2,2,,,1,0,8
4629,2019022864,41.355113,-75.729776,35,35410,2,3,,,0,1,4
4641,2019024923,39.952929,-75.262786,23,23111,3,6,,,0,1,8
4656,2019019888,41.095436,-75.173833,45,45207,1,6,,,0,1,7
4703,2019021800,41.345751,-75.737805,40,40407,2,6,,,1,1,1
4725,2019024929,40.291101,-76.881686,22,22301,2,2,,,1,0,4
4728,2019023314,40.22868,-77.179592,21,21208,2,2,,,1,0,2
4741,2019021258,40.885355,-77.737493,14,14221,2,6,,,1,0,7
4787,2019019604,40.269372,-76.871493,22,22301,2,1,,,1,0,8
4802,2019021512,40.644924,-80.096223,2,2212,1,4,,,1,0,8
4820,2019021268,40.448441,-78.577652,11,11209,2,1,,,1,0,4
4839,2019023436,40.472222,-79.942167,2,2301,2,4,,,1,0,7
4861,2019024940,40.787752,-79.518149,3,3214,3,1,,,2,0,4
4880,2019021397,40.120928,-75.216948,46,46224,2,5,,,0,1,7
4896,2019021112,39.856004,-76.884142,66,66221,2,5,,,1,0,2
5007,2019022746,40.789851,-77.026506,54,54205,2,5,,,1,0,99
5061,2019023743,40.359847,-76.801233,22,22208,1,3,,,1,0,7
5109,2019039919,40.681654,-80.225806,4,4211,4,2,,,1,0,2
5146,2019025325,40.403086,-76.064776,6,6229,2,1,,,1,2,2
5179,2019025415,40.019885,-78.346758,5,5226,3,6,,,1,0,7
5183,2019020638,39.982231,-77.656931,28,28203,1,4,,,0,1,2
5208,2019022054,40.222161,-75.09779,9,9226,2,7,,,0,1,8
5242,2019020789,40.654498,-79.092295,32,32223,2,7,,,2,1,2
5246,2019037939,40.056621,-75.657156,15,15239,4,5,,,1,0,4
5249,2019043603,40.020967,-77.913692,29,29209,4,2,,,0,1,7
5270,2019020790,40.446106,-79.019501,32,32212,2,7,,,0,1,7
5300,2019024068,40.396338,-77.025075,50,50403,2,7,,,1,0,4
5317,2019022017,40.319234,-75.644731,6,6101,2,7,,,1,0,7
5326,2019025558,40.340288,-75.940857,6,6301,3,2,,,1,0,7
5328,2019022334,41.027681,-76.431298,19,19222,2,4,,,1,0,1
5364,2019040098,40.64157,-75.41737,39,39302,4,3,,,1,0,4
5425,2019023630,40.582086,-79.564812,3,3401,2,7,,,1,0,7
5453,2019023633,40.587794,-79.565855,3,3401,2,4,,,0,1,7
5467,2019023927,40.238456,-75.527412,46,46205,2,5,,,1,0,2
5476,2019041935,40.188186,-75.134774,46,46204,4,5,,,1,0,1
5483,2019023668,40.03644,-77.984624,29,29205,2,3,,,1,0,7
5496,2019043480,40.326419,-76.034749,6,6420,4,7,,,2,0,4
5503,2019036368,41.602109,-76.998144,58,58228,3,2,,,0,1,0
5507,2019021893,41.151749,-75.947857,40,40226,2,3,,,2,0,2
5530,2019040117,41.384274,-75.860434,40,40209,1,1,,,0,1,99
5550,2019025612,40.338814,-76.431009,38,38301,3,2,,,0,1,8
5555,2019043622,40.265686,-76.701007,22,22407,4,5,,,1,0,2
5687,2019023919,40.847881,-79.813726,10,10228,1,2,,,1,1,8
5695,2019041826,40.288385,-79.39842,64,64217,4,7,,,0,1,7
5729,2019038205,40.276645,-76.09788,36,36210,4,1,,,3,0,7
5778,2019043506,40.22603,-75.242071,46,46211,4,4,,,1,0,8
5847,2019021947,40.679738,-78.196991,31,31228,2,7,,,1,1,2
5866,2019041855,40.609878,-75.529126,39,39103,4,4,,,1,0,7
5955,2019020438,41.246044,-76.169008,40,40227,2,2,,,1,0,7
5999,2019038032,42.108302,-80.062763,25,25302,4,1,,,0,1,4
6005,2019036292,39.884872,-80.318784,30,30202,4,4,,,1,0,4
6048,2019023860,40.011008,-75.061609,67,67301,2,6,,,0,1,7
6089,2019036299,40.356108,-74.988618,9,9221,3,3,,,2,0,7
6093,2019023546,40.000163,-75.176106,67,67301,2,3,,,1,0,8
6104,2019023862,40.555776,-80.279064,4,4103,2,5,,,0,2,2
6126,2019020600,40.234674,-77.38228,21,21217,2,5,,,1,0,7
6132,2019020765,39.853814,-75.375218,23,23301,2,4,,,1,0,8
6134,2019024007,40.26989,-75.201431,9,9227,2,5,,,0,1,4
6173,2019025304,40.577116,-75.674125,39,39213,1,1,,,0,1,7
6174,2019020454,41.839615,-75.329639,63,63217,1,5,,,0,1,7
6195,2019021822,39.840998,-75.425104,23,23110,2,7,,,1,1,4
6222,2019020348,40.43493,-79.982182,2,2301,1,7,,,0,2,8
6359,2019040067,40.386256,-80.084218,2,2117,4,7,,,1,0,2
6378,2019020778,40.848983,-76.601849,49,49215,1,3,,,1,0,2
6396,2019040539,40.428917,-78.411911,7,7203,4,1,,,1,0,7
6403,2019039054,39.934106,-75.337218,23,23108,4,7,,,1,0,2
6405,2019042676,40.405984,-79.912275,2,2438,4,3,,,0,1,1
6407,2019040914,40.476929,-75.156821,9,9223,4,5,,,1,0,7
6409,2019037224,40.688087,-77.707142,44,44203,1,6,,,1,0,7
6426,2019038459,41.461696,-76.002087,65,65210,3,5,,,1,0,7
6459,2019042416,40.450111,-80.110028,2,2115,4,3,,,0,1,4
6499,2019042686,40.111242,-74.878953,9,9101,4,4,,,1,0,8
6526,2019040894,40.170868,-75.143442,46,46204,4,3,,,1,0,4
6531,2019036338,40.190936,-76.454196,36,36230,3,4,,,1,0,7
6534,2019036372,41.372407,-77.360951,41,41209,3,6,,,0,1,7
6535,2019038289,42.004517,-80.159513,25,25212,4,3,,,1,0,4
6549,2019036943,40.003754,-78.363024,5,5226,3,1,,,2,0,2
6570,2019036745,41.950799,-78.66357,42,42202,4,5,,,0,1,6
6593,2019042080,40.1826,-75.345733,46,46226,4,6,,,1,0,7
6600,2019040521,40.031821,-75.827333,15,15244,4,4,,,1,0,4
6627,2019038645,40.032374,-75.535283,15,15256,4,5,,,0,1,8
6659,2019038688,40.792203,-76.226968,53,53407,4,4,,,2,1,4
6662,2019036947,40.861026,-76.949268,54,54206,3,5,,,1,0,1
6663,2019038913,41.475233,-74.987526,51,51205,3,4,,,0,2,0
6697,2019037112,40.440481,-80.080881,2,2301,4,1,,,1,0,6
6735,2019036567,40.281999,-76.845209,22,22412,4,5,,,1,0,0
6756,2019040128,40.519991,-75.199808,9,9217,3,1,,,0,2,2
6759,2019038314,40.015229,-75.169953,67,67301,4,3,,,2,0,2
6878,2019042290,40.735478,-79.504045,3,3214,4,3,,,1,0,7
6939,2019038731,41.013648,-77.879262,14,14220,3,2,,,1,0,1
6943,2019038932,40.849783,-76.623188,49,49215,4,3,,,1,0,7
6980,2019040140,41.699565,-76.038859,57,57203,4,2,,,1,0,7
6999,2019036986,41.605306,-76.0876,65,65209,3,4,,,1,0,7
7034,2019042796,41.18817,-80.256684,43,43204,2,1,,,1,2,4
7051,2019042469,40.444107,-79.919017,2,2301,4,4,,,1,0,1
7052,2019036964,41.002425,-76.610131,47,47208,4,5,,,1,0,7
7061,2019040963,39.948086,-75.141775,67,67301,4,6,,,1,0,4
7065,2019036420,40.453378,-79.979171,2,2301,4,5,,,2,0,7
7082,2019036989,40.653407,-80.067874,2,2216,4,6,,,1,0,4
7210,2019042242,40.0242,-79.397539,26,26217,3,5,,,1,0,7
7228,2019042812,40.131618,-77.460886,21,21209,4,6,,,1,0,0
7232,2019038379,40.084717,-75.735458,15,15241,4,4,,,1,0,2
7236,2019040341,40.086005,-80.070345,62,62218,4,3,,,0,1,7
7248,2019042523,40.852222,-75.768694,13,13404,4,7,,,0,1,7
7292,2019040344,39.889884,-79.712069,26,26218,4,5,,,0,1,7
7302,2019036983,40.461092,-79.866318,2,2113,4,7,,,3,0,2
7312,2019038230,40.742986,-75.609553,39,39212,3,3,,,0,1,7
7317,2019040319,40.162924,-79.920646,62,62205,4,2,,,0,2,4
7337,2019039194,40.278467,-75.182477,9,9227,4,7,,,0,1,4
7346,2019040348,40.25985,-80.174116,62,62220,4,7,,,1,1,2
7361,2019040830,40.335238,-75.921054,6,6301,4,5,,,1,0,8
7427,2019038387,40.394777,-80.168707,2,2102,4,2,,,1,0,6
7441,2019038807,41.003436,-80.361924,37,37301,4,6,,,1,0,2
7458,2019038425,40.466694,-80.079815,2,2444,4,5,,,1,0,4
7469,2019038818,39.991312,-75.133811,67,67301,3,6,,,0,1,8
7492,2019042361,39.823903,-76.952347,66,66211,4,4,,,1,0,0
7515,2019040335,40.021451,-79.611852,26,26204,3,6,,,0,1,8
7524,2019036877,40.959222,-78.605778,17,17225,4,3,,,0,1,0
7525,2019038767,40.1055,-74.876243,9,9101,4,2,,,1,0,4
7528,2019038835,39.945139,-75.150044,67,67301,3,7,,,0,1,4
7532,2019039019,40.302778,-75.291587,46,46103,4,6,,,1,0,1
7572,2019036525,42.131355,-80.036595,25,25302,4,4,,,0,1,8
7581,2019038772,39.990005,-75.781996,15,15101,4,6,,,0,1,8
7713,2019036539,40.123139,-75.780472,15,15210,3,4,,,0,1,1
7726,2019040719,40.018446,-75.320514,46,46104,3,2,,,1,0,7
7733,2019042711,40.427719,-78.392187,7,7403,4,1,,,1,0,4
7738,2019041426,40.809797,-79.837898,10,10218,4,4,,,1,0,4
7757,2019011565,40.945211,-77.731096,14,14214,1,4,,,1,0,0
7765,2019037420,40.170674,-76.149265,36,36218,4,4,,,0,1,7
7891,2019041668,42.115071,-80.064949,25,25302,4,7,,,1,0,1
7926,2019037256,40.41656,-78.723378,11,11223,4,1,,,1,0,99
7940,2019043210,40.49471,-75.324396,9,9220,4,4,,,1,0,7
7954,2019041082,41.223556,-75.895468,40,40304,4,6,,,1,0,7
7957,2019039486,40.150023,-74.861489,9,9101,4,1,,,0,1,8
7961,2019041265,40.961503,-75.283492,45,45205,3,1,,,3,1,1
7969,2019043230,40.847948,-79.988013,10,10211,4,5,,,1,0,8
8009,2019037270,40.399521,-80.065019,2,2117,3,1,,,1,0,2
8052,2019037814,40.055319,-75.07335,67,67301,4,2,,,1,0,4
8055,2019037846,40.981953,-78.142661,17,17210,3,3,,,0,1,7
8085,2019039835,39.965659,-75.210947,67,67301,4,2,,,1,0,8
8086,2019041681,40.021309,-75.041338,67,67301,4,7,,,1,0,7
8106,2019041445,39.930565,-75.24817,23,23427,4,3,,,0,1,4
8119,2019013178,40.338018,-76.430913,38,38301,1,3,,,0,1,7
8127,2019041144,40.232688,-75.527245,46,46205,4,6,,,0,1,4
8146,2019009977,40.972861,-75.97275,40,40301,1,1,,,0,1,7
8155,2019042950,40.13116,-78.995997,55,55219,4,4,,,0,1,2
8185,2019043062,40.59939,-75.470306,39,39301,4,6,,,1,0,7
8191,2019041496,40.302563,-79.518723,64,64209,3,7,,,1,0,8
8242,2019043065,40.222467,-76.096819,36,36210,4,5,,,1,0,4
8274,2019039733,41.198573,-79.483483,16,16202,3,7,,,1,0,4
8315,2019039365,40.129971,-79.877684,64,64103,4,1,,,2,0,4
8377,2019039572,40.041877,-75.484117,15,15236,4,2,,,0,1,8
8400,2019037341,40.249939,-76.853651,22,22301,4,5,,,1,0,2
8427,2019042822,41.772953,-80.124935,20,20229,4,3,,,1,0,7
8471,2019037869,41.860938,-78.469429,42,42209,4,4,,,0,1,7
8576,2019037750,40.43008,-75.937027,6,6228,4,2,,,0,1,7
8582,2019041718,40.216614,-75.908911,6,6233,4,5,,,0,1,4
8585,2019009907,40.5668,-79.954846,2,2207,1,6,,,1,0,4
8590,2019037334,40.742269,-80.192708,4,4211,3,5,,,1,0,7
8597,2019037566,40.294733,-75.343501,46,46203,3,1,,,3,0,4
8618,2019037335,39.840317,-75.388059,23,23301,4,2,,,1,0,8
8619,2019041027,40.355871,-75.194179,9,9210,4,6,,,1,0,7
8623,2019041198,41.436733,-75.177886,51,51208,3,1,,,1,0,7
8641,2019013077,40.586057,-77.606728,44,44206,1,2,,,1,1,7
8661,2019043330,39.876058,-75.269349,23,23109,2,6,,,0,1,1
8663,2019039891,40.260622,-79.193497,64,64210,4,1,,,0,1,7
8696,2019010072,40.99722,-78.228552,17,17216,1,7,,,2,0,7
8703,2019042979,40.556694,-76.404556,53,53221,4,5,,,0,1,7
8758,2019039421,41.777556,-79.868494,20,20201,4,7,,,1,0,7
8784,2019037382,39.938258,-75.26522,23,23412,4,2,,,0,1,4
8818,2019037630,41.030405,-76.396052,19,19222,4,3,,,1,0,4
8846,2019039622,40.318745,-79.554646,64,64209,4,3,,,1,0,7
8908,2019037772,40.040595,-76.250738,36,36215,3,3,,,1,0,0
8923,2019041063,40.782891,-75.285119,48,48203,3,2,,,0,1,1
8939,2019043350,39.933197,-80.023172,30,30211,4,7,,,0,1,7
8988,2019037647,40.139906,-76.576606,36,36225,4,2,,,0,1,8
8991,2019043195,40.415034,-75.408065,9,9214,4,5,,,1,0,0
9013,2019042994,39.816473,-80.437999,30,30201,4,1,,,1,0,6
9037,2019037406,40.378658,-79.804954,2,2111,4,1,,,1,0,8
9051,2019043354,40.004161,-80.187816,62,62201,4,2,,,0,1,7
9095,2019008692,40.339392,-76.453612,38,38208,1,1,,,0,1,7
9110,2019010726,40.467663,-78.836337,11,11421,1,6,,,1,0,8
9171,2019011578,40.46401,-79.965039,2,2301,1,5,,,3,0,2
9281,2019008755,41.467133,-78.42383,24,24301,1,4,,,0,1,6
9329,2019011747,40.226232,-76.71922,22,22207,1,3,,,1,0,2
9333,2019007394,40.195333,-76.146917,36,36218,1,1,,,0,1,0
9376,2019007110,40.188869,-75.110253,46,46204,1,7,,,0,1,2
9406,2019008774,40.417245,-79.974519,2,2301,1,4,,,0,1,8
9412,2019012015,40.038689,-76.333509,36,36220,1,5,,,1,0,7
9453,2019010323,40.957203,-77.684876,14,14214,1,4,,,1,0,7
9482,2019011901,41.004471,-76.437413,19,19501,1,5,,,1,0,7
9549,2019007126,40.16421,-75.476697,46,46222,1,7,,,0,1,7
9556,2019008786,41.197642,-79.635521,16,16219,1,4,,,1,0,7
9596,2019011613,41.160169,-79.077181,33,33403,1,4,,,1,0,8
9626,2019010334,41.421572,-75.606445,35,35407,1,3,,,1,0,0
9657,2019007470,40.551883,-79.589059,64,64219,1,1,,,1,0,2
9668,2019008619,41.187361,-79.7955,60,60219,1,4,,,0,1,7
9685,2019009126,39.929158,-75.247086,23,23427,1,5,,,1,0,7
9736,2019008533,40.420512,-79.949132,2,2301,1,3,,,0,1,7
9757,2019010763,39.868058,-75.488545,23,23204,1,5,,,1,0,7
9798,2019007689,40.192056,-76.874667,66,66208,1,6,,,0,1,99
9828,2019010232,40.944489,-75.834903,13,13410,1,2,,,2,0,4
9849,2019012215,40.285193,-76.482558,38,38211,1,3,,,2,0,2
9884,2019011798,40.806483,-76.932885,54,54207,1,3,,,0,1,6
9886,2019008803,40.922983,-76.011359,40,40214,1,7,,,1,0,7
10032,2019011697,40.479175,-78.831721,11,11421,1,4,,,2,0,4
10069,2019010541,41.39823,-79.670444,60,60206,1,1,,,0,1,7
10086,2019011705,39.830969,-75.394884,23,23301,1,5,,,2,0,4
10117,2019011824,39.906508,-76.939921,66,66223,1,1,,,1,0,7
10134,2019007031,40.919444,-77.223889,59,59204,1,6,,,1,0,7
10176,2019011971,41.886487,-80.014337,25,25211,1,5,,,0,1,7
10196,2019011832,40.328198,-75.930055,6,6301,1,5,,,1,0,7
10200,2019007357,40.076801,-76.537838,36,36211,1,5,,,1,0,7
10295,2019009198,40.436245,-79.919127,2,2301,1,5,,,1,0,8
10342,2019036161,41.437285,-79.697267,60,60302,3,6,,,2,0,2
10424,2019007910,41.929966,-78.104637,52,52218,1,3,,,0,1,99
10568,2019030666,41.248808,-78.826022,33,33218,2,1,,,0,1,4
10595,2019030668,41.968363,-78.213739,42,42203,2,3,,,0,2,7
10620,2019030670,41.254868,-74.900612,51,51202,2,5,,,0,1,7
10642,2019009700,40.423598,-77.856926,44,44210,1,1,,,0,1,2
10667,2019008147,39.983278,-75.569558,15,15208,1,3,,,1,0,8
10671,2019011373,40.315403,-75.333371,46,46203,1,4,,,1,0,4
10681,2019012376,39.849963,-75.448131,23,23110,2,6,,,1,0,1
10693,2019008148,40.136361,-76.302194,36,36235,1,2,,,0,1,8
10721,2019012814,41.00611,-76.431667,19,19222,2,7,,,0,1,4
10724,2019036040,41.142981,-79.685825,3,3209,3,3,,,0,1,4
10731,2019009246,39.98158,-75.909623,15,15232,1,5,,,1,0,4
10751,2019030680,41.253276,-74.898665,51,51202,3,5,,,0,1,4
10849,2019009894,40.500499,-80.073508,2,2402,1,3,,,2,0,2
10944,2019011182,40.642646,-80.067623,2,2216,1,3,,,1,0,4
10953,2019032357,,-79.919567,2,2301,3,6,,,0,1,8
11042,2019009463,40.086931,-76.419914,36,36214,1,5,,,1,0,7
11167,2019030707,40.005002,-77.010631,66,66230,3,6,,,0,1,0
11179,2019009499,41.521659,-75.596309,35,35218,1,6,,,1,0,4
11206,2019009503,40.4955,-80.066429,2,2402,1,6,,,1,0,2
11377,2019032537,41.273588,-75.983897,40,40218,3,6,,,1,1,7
11385,2019012427,41.233125,-75.888307,40,40304,2,6,,,2,0,4
11433,2019010952,40.014353,-75.752646,15,15101,1,3,,,1,0,7
11471,2019012765,40.097591,-76.404803,36,36214,2,6,,,1,0,7
11475,2019012879,41.239834,-79.427957,16,16214,1,4,,,1,0,4
11484,2019010978,40.224565,-75.618874,15,15206,1,5,,,0,1,4
11512,2019031325,41.511889,-78.231556,12,12402,2,1,,,0,1,8
11527,2019033550,40.294424,-79.567862,64,64209,3,5,,,1,0,4
11529,2019036158,39.83245,-75.424194,23,23110,3,3,,,1,0,7
11559,2019034478,41.07228,-75.422903,45,45216,3,1,,,0,1,1
11620,2019032746,39.958214,-75.225238,67,67301,3,7,,,3,0,8
11627,2019032940,39.846881,-77.458764,1,1209,2,7,,,2,1,7
11633,2019029582,40.847984,-79.710706,10,10208,3,4,,,2,0,1
11636,2019029608,40.415005,-75.342865,9,9220,3,1,,,0,1,7
11648,2019032747,39.896795,-75.273688,23,23410,3,1,,,1,0,2
11680,2019029245,39.894497,-76.170908,36,36416,2,5,,,0,1,8
11682,2019032944,40.433798,-77.158456,50,50203,2,1,,,2,1,7
11710,2019032945,40.746628,-78.205371,14,14222,2,1,,,0,1,2
11712,2019029348,40.226971,-80.115016,62,62220,3,2,,,1,0,7
11722,2019035013,41.074986,-76.507883,19,19213,3,3,,,1,0,8
11724,2019031508,40.160367,-75.09341,46,46110,3,4,,,1,0,7
11750,2019033269,41.138156,-80.397739,43,43224,3,2,,,0,1,1
11785,2019032596,42.078933,-80.097119,25,25213,3,6,,,1,0,6
11829,2019029632,39.987228,-76.191563,36,36417,1,1,,,0,1,8
11853,2019033111,40.069531,-74.960442,9,9202,2,5,,,2,0,0
11854,2019034877,40.255289,-79.852264,2,2105,3,7,,,0,1,2
11919,2019029126,40.482211,-76.550106,38,38215,2,7,,,1,0,7
11935,2019035026,41.249393,-76.983986,41,41301,3,7,,,1,0,7
11954,2019029396,40.095629,-75.030708,67,67301,2,1,,,1,1,2
11961,2019029643,41.448569,-78.556314,24,24301,3,5,,,1,0,4
11965,2019031529,40.258013,-76.586784,38,38213,3,6,,,1,0,2
