,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
50,2006208224,1,75.0,5.0,1,2003.0,FRHT,0,TDS,9.0
51,2006208224,3,15.0,6.0,1,2002.0,CHEV,0,PUT,9.0
93,2006100705,1,20.0,2.0,1,1999.0,BMW,0,MRS,1.0
131,2006082189,1,15.0,6.0,1,1996.0,JEEP,0,TSW,1.0
132,2006082189,2,4.0,1.0,1,2003.0,BMW,0,P4D,1.0
203,2006116390,1,72.0,5.0,1,1999.0,FRHT,0,TDS,1.0
204,2006116390,2,50.0,1.0,1,1997.0,FORD,0,T3C,1.0
207,2006130377,1,4.0,1.0,1,1994.0,EGIL,0,P4D,1.0
208,2006130377,2,75.0,5.0,1,2000.0,OTHR,0,TDS,1.0
225,2006064697,1,5.0,1.0,1,1995.0,FORD,0,P4H,1.0
226,2006064697,2,50.0,4.0,1,2006.0,LINC,0,TPK,1.0
254,2006075181,1,51.0,4.0,1,1990.0,CHEV,0,TPK,1.0
265,2006085800,1,20.0,2.0,1,2003.0,HD,0,MRS,1.0
296,2006205869,1,4.0,1.0,1,1999.0,FORD,0,PUT,9.0
297,2006205869,2,,31.0,30,,,0,,
416,2006091840,1,9.0,3.0,1,2001.0,OTHR,0,P,1.0
429,2006050953,1,3.0,1.0,1,2001.0,HYUN,0,P2H,1.0
430,2006050953,2,20.0,2.0,1,2001.0,HOND,0,MRS,1.0
480,2006039699,1,4.0,1.0,1,1999.0,FORD,0,P4D,1.0
481,2006039699,2,50.0,4.0,1,2004.0,FORD,0,TCB,1.0
516,2006079005,1,15.0,6.0,1,1996.0,JEEP,0,TUT,1.0
810,2007034262,1,6.0,1.0,1,1996.0,SUBA,0,PSW,1.0
958,2006042315,1,9.0,2.0,1,2000.0,OTHR,0,P,1.0
984,2006042612,1,4.0,1.0,1,2004.0,CHEV,0,P4D,1.0
985,2006042612,2,50.0,4.0,2,1990.0,FORD,1,TPK,2.0
987,2006058874,1,4.0,1.0,1,1997.0,FORD,0,P4D,1.0
1040,2006017968,1,4.0,1.0,1,2005.0,PONT,0,P4D,1.0
1046,2006024653,1,2.0,1.0,1,1989.0,HOND,0,PCP,1.0
1064,2006085847,1,4.0,1.0,1,2000.0,HYUN,0,P4D,1.0
1065,2006085847,2,75.0,5.0,1,1997.0,PTRB,0,TTM,1.0
1114,2006043046,1,15.0,6.0,1,1996.0,TOYT,0,PUT,1.0
1115,2006043046,2,15.0,1.0,1,2005.0,CHRY,0,PUT,1.0
1143,2006118286,1,9.0,1.0,1,,CHEV,0,,1.0
1144,2006118286,2,2.0,1.0,1,2001.0,CHEV,0,PCP,1.0
1145,2006118286,3,4.0,1.0,1,2005.0,PONT,0,P4D,1.0
1146,2006118286,4,4.0,1.0,1,1998.0,CHEV,0,P4D,1.0
