,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
7641,2008021097,39.896111,-75.495571,23,23204,2,1,,,1,0,0
7836,2008021319,40.610596,-76.031674,53,53235,1,1,,,1,0,7
7838,2008021321,40.6144,-75.6542,39,39205,1,3,,,1,0,1
7884,2008021472,40.349514,-76.613811,38,38210,1,3,,,1,0,2
7919,2008021510,40.392603,-80.096737,2,2437,2,7,,,1,0,4
8054,2008021659,40.180308,-79.446711,64,64212,2,7,,,1,0,7
8119,2008021728,41.265556,-78.720959,24,24205,2,7,,,1,0,7
8127,2008021737,40.960487,-80.135213,10,10223,2,7,,,1,0,7
8145,2008021756,41.859092,-79.647816,25,25202,2,5,,,1,1,7
8155,2008021766,41.746944,-80.089093,20,20235,2,6,,,0,1,7
8212,2008021823,40.538056,-76.938236,22,22216,1,3,,,1,0,8
8246,2008021857,40.5,-76.185178,6,6242,1,6,,,0,1,7
8248,2008021859,40.638611,-76.167236,53,53218,1,6,,,0,1,8
8249,2008021860,40.587222,-76.409544,53,53229,1,3,,,0,1,7
8250,2008021861,40.617778,-76.053964,53,53405,1,3,,,0,1,1
8272,2008021884,41.960986,-76.365335,8,8236,2,5,,,1,0,7
8280,2008021892,41.494211,-75.236097,63,63215,2,7,,,0,1,7
8290,2008021904,41.906079,-75.972198,57,57209,2,5,,,0,1,7
8321,2008021937,40.214203,-76.791924,22,22103,2,7,,,0,1,7
8336,2008021955,40.199264,-75.618853,15,15206,2,6,,,1,0,7
8402,2008022029,40.150374,-74.842238,9,9101,1,5,,,1,0,7
8428,2008022063,40.789722,-75.242073,48,48213,1,6,,,0,1,7
8431,2008022066,41.313066,-75.917971,40,40220,2,3,,,1,0,7
8443,2008022081,40.820833,-76.471253,49,49210,2,1,,,2,0,7
8513,2008022159,39.985,-76.357733,36,36223,2,2,,,0,1,1
8515,2008022161,40.752433,-76.440015,53,53204,2,1,,,1,0,7
8546,2008022194,40.498611,-79.048435,32,32204,2,1,,,1,0,7
8605,2008022255,39.783611,-78.746883,5,5215,1,3,,,0,1,7
8613,2008022263,39.955361,-77.983203,29,29209,1,6,,,0,1,7
8690,2008022343,41.803324,-75.975039,57,57217,2,1,,,0,1,4
8706,2008022359,40.319176,-76.032729,6,6420,2,3,,,1,0,7
8716,2008022372,40.405083,-79.839784,2,2449,2,3,,,0,1,4
8797,2008022460,40.718611,-80.076355,10,10212,2,1,,,1,0,4
8852,2008022520,40.3531,-75.662269,6,6101,2,2,,,1,0,4
8861,2008022530,40.695278,-80.031074,10,10201,1,5,,,1,0,2
8892,2008022562,40.279878,-75.568236,46,46212,1,2,,,1,0,7
8912,2008022584,39.876844,-79.694162,26,26214,2,5,,,1,0,7
8921,2008022593,41.553611,-79.009773,27,27205,1,4,,,1,0,7
8973,2008022646,40.0827,-75.393,46,46220,1,5,,,1,0,0
8992,2008022667,41.016294,-75.905275,40,40212,1,6,,,1,0,6
8994,2008022669,41.025749,-76.087741,40,40230,1,3,,,1,0,7
9014,2008022689,41.822778,-76.897677,8,8208,2,3,,,1,0,7
9048,2008022731,40.067222,-75.165715,67,67301,1,1,,,0,1,4
9210,2008022903,40.456075,-79.430913,64,64211,1,1,,,0,1,4
9215,2008022908,39.988333,-79.086841,55,55221,1,2,,,0,1,2
9313,2008023007,40.493056,-78.212348,7,7204,2,1,,,1,0,7
9315,2008023009,40.147682,-78.261331,5,5203,1,7,,,1,0,7
9344,2008023038,40.573333,-76.782433,22,22217,2,6,,,1,0,7
9388,2008023084,40.578624,-75.817043,6,6215,2,6,,,1,0,7
9414,2008023111,40.918352,-75.857832,13,13210,2,4,,,0,1,7
9419,2008023116,41.074276,-75.470276,45,45216,2,2,,,1,0,7
9453,2008023154,41.590683,-75.340453,63,63203,2,4,,,1,0,7
9484,2008023186,39.976345,-75.139411,67,67301,1,7,,,0,3,4
9485,2008023187,40.138889,-78.926201,55,55220,1,4,,,1,0,7
9487,2008023192,40.064444,-76.438713,36,36239,1,2,,,0,1,7
9577,2008023290,40.790989,-77.055562,54,54403,2,5,,,1,0,99
9653,2008023372,40.3732,-80.1056,2,2102,1,7,,,1,0,7
9705,2008023426,,,4,4201,2,3,,,1,0,7
9721,2008023442,41.441135,-76.98086,41,41217,1,6,,,1,0,7
9725,2008023446,41.834167,-77.945921,52,52202,1,4,,,0,1,0
9746,2008023467,40.746101,-76.788238,49,49207,2,1,,,1,0,1
9842,2008023571,41.239325,-76.339714,19,19224,1,5,,,1,0,7
9953,2008023720,40.027167,-75.151244,67,67301,1,2,,,1,0,4
9974,2008023767,39.831944,-75.388063,23,23301,1,7,,,1,0,7
9994,2008023805,40.289039,-78.915171,11,11413,1,7,,,1,0,4
10146,2008024078,40.62947,-75.357706,48,48301,1,7,,,1,0,4
10158,2008024123,40.207212,-79.762349,64,64433,1,5,,,1,0,7
10251,2008024289,40.471389,-80.061172,2,2444,1,6,,,1,0,8
10295,2008024371,40.073056,-75.43831,15,15236,1,5,,,1,0,1
10327,2008024470,40.330556,-75.303276,9,9210,1,4,,,1,0,8
10335,2008024481,41.0626,-75.5588,45,45216,1,3,,,2,0,4
10458,2008024650,40.113252,-75.216895,46,46224,2,7,,,1,0,8
10460,2008024652,40.16,-79.915263,62,62211,2,4,,,1,0,1
10504,2008024701,40.53755,-75.788529,6,6224,2,6,,,1,0,2
10514,2008024712,40.016111,-79.599853,26,26301,2,7,,,4,0,4
10530,2008024729,41.190113,-80.438165,43,43224,2,1,,,1,0,7
10722,2008025068,40.224444,-74.961739,9,9216,1,6,,,1,0,2
10833,2008025236,40.134051,-75.229274,46,46224,2,3,,,0,1,4
10858,2008025266,40.222558,-79.57898,64,64209,2,6,,,2,0,7
10875,2008025283,40.697725,-79.174963,32,32220,2,1,,,1,0,7
10880,2008025288,40.236316,-80.397469,62,62213,2,7,,,1,0,2
10883,2008025292,40.107222,-80.201941,62,62201,2,7,,,1,0,7
11013,2008025426,41.7356,-78.0043,52,52211,1,6,,,1,0,7
11055,2008025469,40.947978,-77.737181,14,14202,2,2,,,1,0,7
11094,2008025513,40.517561,-77.064541,50,50201,2,3,,,1,0,7
11143,2008025565,40.380269,-75.607333,6,6243,1,5,,,1,0,4
11156,2008025578,40.417903,-76.453942,38,38214,1,3,,,1,0,7
11194,2008025618,40.982222,-76.424899,19,19204,2,1,,,1,0,7
11219,2008025648,41.603484,-76.43733,8,8201,1,5,,,1,0,7
11274,2008025704,40.2556,-79.6424,64,64209,2,2,,,1,0,7
11304,2008025756,40.575301,-75.452783,39,39301,1,7,,,1,0,7
11329,2008025782,40.591501,-75.440808,39,39301,1,3,,,1,0,8
11360,2008025814,40.279444,-76.439836,38,38216,2,5,,,1,0,4
11401,2008025856,40.128889,-76.783219,66,66220,1,2,,,1,0,1
11417,2008025873,40.464888,-79.85338,2,2113,1,7,,,1,0,7
11568,2008026035,39.930278,-75.311307,23,23108,2,4,,,1,0,7
11603,2008026072,40.53444,-75.356507,39,39211,2,3,,,0,1,7
11632,2008026105,40.575779,-79.132639,32,32223,2,7,,,1,0,4
11633,2008026106,40.74904,-78.827823,32,32215,2,1,,,2,0,7
11678,2008026152,,,2,2419,2,3,,,1,0,5
11679,2008026153,,,2,2215,2,3,,,1,0,1
11688,2008026163,40.964383,-79.031447,33,33212,2,6,,,0,1,7
11744,2008026221,40.861873,-80.24146,37,37216,2,1,,,2,0,2
11753,2008026230,41.807051,-79.878784,20,20203,2,2,,,1,0,0
11764,2008026241,41.688908,-79.410259,61,61206,1,2,,,1,0,7
11767,2008026244,41.241883,-77.327478,41,41240,1,7,,,1,0,7
11778,2008026255,41.7736,-78.1299,52,52217,2,4,,,1,0,1
11810,2008026287,40.301667,-76.969851,21,21103,1,7,,,2,0,7
11816,2008026293,40.301389,-76.868062,22,22101,2,3,,,1,0,1
11864,2008026344,39.846639,-77.19541,1,1219,2,5,,,1,0,1
11906,2008026387,40.219167,-75.38128,46,46215,2,1,,,1,0,7
11927,2008026409,40.671299,-76.076494,53,53207,2,4,,,2,0,7
11944,2008026427,40.504722,-75.563663,39,39104,2,6,,,1,0,7
12010,2008026495,41.561389,-75.966012,65,65216,1,5,,,1,0,7
12093,2008026583,40.337222,-79.940842,2,2473,1,3,,,1,0,7
12139,2008026629,39.995556,-75.16754,67,67301,1,3,,,1,0,8
12270,2008026764,,,2,2112,1,5,,,1,0,0
12390,2008026887,41.3261,-75.2072,51,51208,1,1,,,1,0,5
12565,2008027067,40.206111,-74.839972,9,9211,1,7,,,1,0,4
12586,2008027089,40.446622,-79.98959,2,2301,1,1,,,1,0,7
12605,2008027108,42.106667,-80.037571,25,25302,1,7,,,1,0,7
12720,2008027225,39.919625,-75.240247,67,67301,1,2,,,2,0,2
12890,2008027407,39.811136,-77.274693,1,1204,1,1,,,0,1,7
12989,2008027515,39.737222,-76.696671,66,66420,1,6,,,0,1,8
12994,2008027520,39.757648,-76.700209,66,66423,1,2,,,1,0,7
13009,2008027535,40.286428,-79.379958,64,64217,2,2,,,1,0,4
13086,2008027615,40.915,-77.7428,14,14221,2,1,,,1,0,8
13089,2008027618,40.276389,-76.817895,22,22208,1,6,,,1,0,1
13112,2008027642,40.038739,-76.151296,36,36221,1,5,,,0,1,8
13140,2008027673,40.071111,-74.962006,9,9202,1,2,,,1,0,5
13246,2008027792,39.844722,-77.032837,1,1217,2,7,,,1,0,4
13267,2008027814,40.268488,-80.155401,62,62220,1,3,,,1,0,7
13271,2008027818,39.878611,-76.830729,66,66221,2,6,,,1,0,7
13273,2008027820,40.144444,-75.050581,46,46403,2,3,,,2,1,4
13329,2008027879,41.70908,-75.996908,57,57203,2,6,,,0,1,7
13373,2008027926,40.704462,-80.082427,10,10212,2,6,,,1,0,4
13399,2008027952,40.793944,-76.606245,49,49101,2,6,,,1,0,2
13472,2008028033,40.058344,-75.096075,46,46102,2,3,,,0,1,7
13502,2008028065,41.216017,-80.507186,43,43301,2,2,,,1,0,7
13693,2008028263,40.8025,-79.247036,3,3206,1,3,,,1,0,7
13787,2008028360,40.186502,-78.489436,5,5212,2,6,,,1,0,1
13858,2008028434,40.808405,-76.252924,53,53236,2,6,,,1,0,7
13886,2008028464,40.906944,-76.024222,40,40214,2,7,,,1,0,4
14011,2008028596,40.535278,-79.639223,64,64219,2,3,,,1,0,2
14072,2008028661,40.045164,-75.255944,46,46104,2,3,,,3,0,1
14085,2008028674,40.059229,-79.895827,62,62405,2,4,,,2,0,4
14164,2008028761,41.243037,-76.563404,41,41212,2,4,,,1,0,2
14241,2008028840,39.932307,-75.448109,23,23207,2,2,,,1,0,4
14297,2008028900,40.808346,-75.647609,13,13207,2,2,,,1,0,7
14347,2008028959,40.673889,-75.264582,48,48212,1,4,,,1,0,2
14459,2008029144,40.782357,-77.78105,14,14210,2,6,,,0,1,4
14500,2008029200,40.03981,-76.396695,36,36214,1,1,,,0,1,4
14546,2008029262,41.415013,-79.819959,60,60409,2,3,1853.0,,1,0,6
14619,2008029343,40.490778,-80.111244,2,2126,2,3,1752.0,,1,0,7
14726,2008029458,40.696944,-75.621199,39,39212,2,3,1900.0,,1,0,8
14743,2008029475,41.130613,-76.361671,19,19207,2,1,1020.0,,1,0,7
14802,2008029543,40.622365,-79.726741,2,2106,2,2,1831.0,,0,1,8
14837,2008029578,40.651667,-76.492549,53,53213,2,2,1618.0,,0,1,7
14890,2008029668,40.509322,-78.823752,11,11204,1,3,1510.0,,1,0,7
14902,2008029682,40.448056,-78.432296,7,7201,1,2,1427.0,,1,0,4
14929,2008029718,40.026652,-75.813926,15,15244,1,6,1305.0,,1,0,7
14984,2008029854,40.235773,-77.094854,21,21212,2,7,1638.0,,0,1,7
14991,2008029861,40.884156,-79.970066,10,10101,2,2,931.0,,1,0,7
14999,2008029869,41.964557,-78.641555,42,42301,1,1,2132.0,,1,0,7
15081,2008029961,40.6676,-79.7163,2,2106,2,6,809.0,,1,0,2
15145,2008030026,39.94393,-80.061859,30,30213,2,4,944.0,,2,0,2
15189,2008030072,41.422188,-80.163632,43,43216,2,3,1420.0,,1,0,7
15192,2008030075,41.0912,-80.3208,37,37217,2,1,9999.0,,1,0,4
15198,2008030081,40.961457,-80.44255,37,37206,2,3,840.0,,1,0,7
15244,2008030130,41.107458,-76.790531,49,49206,2,3,1117.0,,1,0,7
15271,2008030157,39.951712,-77.584769,28,28203,1,6,1841.0,,1,0,4
15402,2008030290,40.427222,-76.517159,38,38215,1,3,1015.0,,1,0,7
15445,2008030333,40.936081,-75.376775,45,45202,2,1,530.0,,1,0,7
15449,2008030340,40.993839,-75.257007,45,45214,1,1,248.0,,1,0,7
15460,2008030351,41.470833,-76.580898,56,56205,2,3,1927.0,,1,0,7
15556,2008030469,40.352984,-79.917303,2,2473,1,7,2253.0,,1,0,4
15563,2008030477,40.536944,-79.920158,2,2209,2,5,147.0,,1,1,2
15599,2008030513,40.623433,-76.177801,53,53426,1,3,1159.0,,1,0,8
15724,2008030646,40.591667,-80.053579,2,2108,2,3,1729.0,,1,0,2
15737,2008030659,41.128748,-75.874512,40,40232,2,7,2037.0,,1,0,7
15911,2008030843,40.652568,-75.423863,39,39302,1,1,204.0,,2,0,7
15936,2008030869,40.6005,-80.2418,4,4301,1,6,1405.0,,1,0,7
15991,2008030926,,,19,19501,2,4,1845.0,,1,0,8
16102,2008031044,40.350301,-75.919631,6,6301,2,4,1438.0,,1,0,8
16184,2008031133,40.334296,-78.771491,11,11201,2,7,2233.0,,1,0,7
16206,2008031155,40.215278,-74.804511,9,9211,1,7,205.0,,1,0,7
16336,2008031288,40.448146,-78.432296,7,7201,2,2,1549.0,,1,0,4
