,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
70,2023088730,99,M,2.0,1,7.0
71,2023088730,99,U,9.0,2,1.0
72,2023088730,99,U,9.0,3,1.0
87,2023010027,57,M,1.0,1,1.0
241,2023073177,45,F,2.0,1,1.0
328,2023116149,64,M,3.0,1,1.0
329,2023116149,87,F,1.0,1,2.0
330,2023116149,5,M,3.0,1,2.0
331,2023098806,22,M,3.0,1,1.0
332,2023098806,16,M,1.0,1,2.0
333,2023098806,72,M,0.0,2,1.0
334,2023098806,43,M,4.0,3,1.0
403,2023105335,46,M,2.0,1,1.0
407,2023020516,24,F,8.0,1,1.0
408,2023020516,43,M,2.0,2,1.0
409,2023020516,25,F,8.0,2,2.0
503,2023030490,22,M,9.0,1,1.0
504,2023030490,25,M,9.0,2,1.0
505,2023030490,24,F,8.0,2,2.0
506,2023030490,22,M,9.0,2,2.0
507,2023030490,29,M,2.0,2,2.0
608,2023038126,15,M,2.0,1,1.0
609,2023038126,14,M,2.0,1,2.0
612,2023029631,68,M,2.0,1,8.0
613,2023029631,21,M,0.0,2,1.0
675,2023079865,55,M,2.0,1,1.0
678,2023118045,32,F,0.0,1,1.0
679,2023118045,9,F,0.0,1,2.0
680,2023118045,7,F,0.0,1,2.0
681,2023118045,11,F,0.0,1,2.0
682,2023118045,68,M,2.0,2,4.0
775,2023099250,26,M,1.0,1,1.0
776,2023099250,89,M,4.0,2,1.0
818,2024090445,28,M,1.0,1,1.0
936,2023031491,48,M,1.0,1,1.0
981,2023107237,59,M,2.0,1,1.0
982,2023107237,32,F,3.0,2,1.0
983,2023107237,38,M,0.0,2,2.0
984,2023107237,5,F,0.0,2,2.0
999,2023076091,17,M,2.0,1,4.0
1000,2023076091,81,F,0.0,2,1.0
1011,2023086308,42,M,2.0,1,1.0
1012,2023086308,36,M,3.0,1,2.0
1013,2023114337,20,M,0.0,1,1.0
1014,2023114337,29,F,2.0,2,1.0
1018,2024000340,19,M,2.0,1,1.0
1094,2023063666,20,F,0.0,1,1.0
1095,2023063666,20,M,2.0,1,2.0
1096,2023063666,26,F,3.0,1,2.0
1138,2023024426,54,M,0.0,1,1.0
1139,2023024426,20,M,0.0,1,2.0
1140,2023024426,18,F,0.0,1,2.0
1160,2023087451,56,M,0.0,1,1.0
1161,2023087451,47,M,2.0,2,1.0
1162,2023087451,50,F,3.0,3,1.0
1163,2023087451,34,M,3.0,3,2.0
1278,2023066178,21,F,2.0,1,1.0
1279,2023066178,35,M,0.0,2,1.0
1280,2023066178,76,M,0.0,2,2.0
1281,2023066178,44,F,0.0,2,2.0
1282,2023066178,20,F,0.0,2,2.0
1283,2023066178,19,M,4.0,2,2.0
1284,2023078680,99,M,9.0,1,1.0
1285,2023078680,17,M,1.0,2,7.0
1303,2023082826,47,F,0.0,1,1.0
1304,2023082826,13,M,0.0,1,2.0
1305,2023082826,17,F,0.0,1,2.0
1306,2023082826,12,F,0.0,1,2.0
1307,2023082826,53,M,2.0,2,1.0
1358,2023006175,23,F,2.0,2,7.0
1359,2023006175,48,M,0.0,3,1.0
1403,2023101080,79,F,2.0,1,1.0
1404,2023101080,54,M,0.0,2,1.0
1405,2023101080,19,M,2.0,2,2.0
1409,2024007736,19,F,2.0,1,1.0
1410,2024007736,44,M,2.0,2,1.0
1491,2023099492,41,F,2.0,1,1.0
1492,2023099492,98,F,3.0,1,2.0
1493,2023099492,26,F,0.0,2,1.0
1546,2023088785,42,F,1.0,1,7.0
1547,2023088785,54,M,0.0,2,1.0
1548,2023088785,57,F,0.0,2,2.0
