,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
163,2010000660,40.052111,-76.297375,36,36301,1,7,,,1,0,4
348,2010001210,40.540031,-76.043276,6,6238,1,7,,,1,0,1
522,2010001668,39.776294,-75.900872,15,15226,1,6,,,1,0,7
668,2010001996,40.035775,-75.929746,15,15245,1,4,,,0,2,4
722,2010002109,40.899685,-77.457964,14,14208,1,1,,,1,0,7
746,2010002163,41.616385,-80.231769,20,20230,1,4,,,1,0,4
782,2010002227,40.10461,-79.025652,55,55219,1,4,,,1,0,7
879,2010002407,39.913406,-75.309362,23,23107,1,5,,,1,0,4
915,2010002494,39.898849,-79.750172,26,26218,1,1,,,0,1,7
955,2010002580,40.313603,-75.32304,46,46421,1,5,,,1,0,7
974,2010002603,,,46,46102,1,5,,,1,0,7
1019,2010003285,41.031703,-76.420066,19,19222,1,6,,,2,1,4
1034,2010003333,40.390198,-75.268824,9,9207,1,2,,,1,0,8
1053,2010003357,39.973024,-75.284409,23,23111,1,6,,,1,0,8
1067,2010003371,40.718363,-80.200445,4,4211,1,3,,,1,0,2
1159,2010003588,40.233654,-77.117035,21,21206,1,6,,,0,1,8
1174,2010003607,40.611803,-79.437505,3,3210,1,5,,,1,0,4
1215,2010003671,40.877019,-77.844068,14,14201,1,7,,,1,0,7
1361,2010003893,40.312322,-79.619342,64,64209,1,5,,,1,0,8
1362,2010003894,40.444438,-79.975634,2,2301,1,1,,,1,0,8
1401,2010003940,40.14273,-79.923731,62,62211,1,1,,,1,0,7
1560,2010004138,41.186199,-80.345524,43,43212,1,1,,,1,0,0
1581,2010004165,40.787449,-78.024908,14,14209,1,6,,,0,1,7
1621,2010004260,40.287778,-77.133889,21,21206,1,2,,,0,1,7
1625,2010004265,41.430483,-79.703922,60,60302,1,1,,,2,0,7
1662,2010004315,40.888206,-76.793493,49,49407,1,2,,,1,0,8
1689,2010004350,40.43136,-79.801918,2,2446,1,4,,,0,1,7
1725,2010004410,40.300621,-79.370716,64,64204,1,6,,,1,0,8
1801,2010004530,40.183576,-76.973046,21,21104,1,2,,,1,0,2
1824,2010004564,40.047464,-80.294946,62,62216,1,6,,,1,0,7
1937,2010004755,40.625512,-79.621353,64,64201,1,3,,,1,0,7
1959,2010004784,40.282664,-75.027491,9,9204,1,3,,,1,0,5
1982,2010004831,41.024042,-78.811761,33,33208,1,7,,,1,0,7
1984,2010004833,40.936742,-78.943166,33,33203,1,6,,,1,0,7
2116,2010005024,39.925339,-76.722865,66,66102,1,1,,,1,0,7
2149,2010005064,39.956703,-76.730716,66,66301,1,4,,,1,0,8
2184,2010005103,40.754373,-75.256599,48,48414,1,7,,,1,0,2
2271,2010005209,41.026375,-78.436365,17,17404,1,4,,,1,0,2
2422,2010005473,41.430653,-75.000468,51,51205,1,1,,,1,0,7
2446,2010005545,40.350373,-75.923904,6,6301,1,7,,,1,0,2
2464,2010005588,39.851124,-75.373345,23,23301,1,1,,,1,0,4
2600,2010005888,40.041125,-76.253011,36,36215,1,7,,,1,0,7
2625,2010005997,42.006109,-80.235797,25,25205,1,3,,,0,1,4
2626,2010005998,41.783915,-80.428616,20,20202,1,6,,,0,1,4
2640,2010006019,40.078649,-75.860733,15,15219,1,7,,,1,0,4
2662,2010006050,40.935725,-75.4417,45,45202,1,1,,,0,1,7
2754,2010006501,40.037078,-75.892803,15,15245,1,6,,,2,0,7
2797,2010006591,40.884358,-75.166735,48,48214,1,1,,,1,0,7
2804,2010006600,41.838546,-75.701978,57,57222,1,4,,,1,0,8
2861,2010006668,40.831395,-79.532974,3,3207,1,5,,,1,1,4
2877,2010006684,41.064277,-77.489681,18,18213,1,6,,,1,0,1
2891,2010006711,40.541165,-77.148864,50,50204,1,6,,,1,0,7
2949,2010006792,41.17347,-80.456526,43,43413,1,7,,,1,0,4
2988,2010006839,40.457991,-76.286031,6,6205,1,6,,,1,0,7
3102,2010006973,40.260206,-79.902642,2,2204,1,7,,,0,1,7
3184,2010007067,40.066513,-74.965778,9,9202,1,3,,,1,0,7
3317,2010007231,40.978594,-80.301237,37,37211,1,5,,,1,0,2
3400,2010007337,41.578466,-75.258724,63,63403,1,5,,,1,0,8
3433,2010007383,40.936138,-75.64175,13,13211,1,1,,,1,0,1
3447,2010007399,40.080813,-76.277399,36,36101,1,2,,,0,1,1
3483,2010007442,40.384341,-78.476633,7,7206,1,5,,,1,0,7
3545,2010007528,40.443369,-80.057278,2,2301,1,3,,,1,0,8
3551,2010007538,40.380073,-75.299423,9,9414,1,4,,,1,0,7
3589,2010007581,39.89476,-75.295334,23,23411,1,3,,,0,1,4
3624,2010007625,40.442365,-79.821848,2,2446,1,5,,,1,0,1
3626,2010007627,40.44196,-79.794477,2,2446,1,2,,,1,0,7
3698,2010007737,40.03193,-76.238962,36,36215,1,1,,,0,1,8
3802,2010007881,40.295634,-75.148582,9,9205,1,4,,,1,0,7
3822,2010007907,40.223889,-75.159336,9,9227,1,3,,,0,1,7
3846,2010007938,39.957211,-75.652014,15,15203,1,7,,,1,1,7
3867,2010007960,40.696766,-75.20475,48,48302,1,6,,,1,0,2
3895,2010008000,39.995406,-76.042788,36,36232,1,3,,,1,0,2
3922,2010008037,40.220002,-76.985285,21,21103,1,3,,,0,1,8
4120,2010008311,40.599252,-77.108371,34,34205,1,6,,,0,1,7
4293,2010008676,39.906246,-76.611353,66,66424,1,2,,,1,0,4
4311,2010008722,40.988888,-76.127513,40,40230,1,6,,,1,0,7
4319,2010008730,39.924213,-77.660255,28,28401,1,6,,,0,1,7
4368,2010008793,40.115493,-76.242663,36,36101,1,6,,,2,0,1
4536,2010008999,41.227516,-75.80136,40,40201,1,5,,,2,1,4
4616,2010009099,40.072506,-76.460623,36,36239,1,7,,,0,1,7
4659,2010009148,40.279108,-80.169843,62,62206,1,7,,,1,0,8
4704,2010009199,40.367415,-75.624721,6,6243,1,1,,,1,0,4
4749,2010009253,41.405247,-80.46138,43,43228,1,3,,,1,0,6
4837,2010009347,41.419653,-75.632579,35,35407,1,2,,,0,1,4
4870,2010009388,39.980363,-75.514135,15,15208,1,1,,,1,0,7
4985,2010009518,40.011436,-75.315387,23,23103,1,2,,,1,0,8
5014,2010009554,40.222386,-79.964012,2,2204,1,6,,,3,0,7
5016,2010009556,39.900663,-76.635873,66,66402,1,7,,,1,0,8
5080,2010009636,40.461176,-80.111874,2,2126,1,2,,,0,1,4
5096,2010009653,40.978203,-78.550083,17,17226,1,7,,,1,0,7
5100,2010009657,41.436431,-79.185595,27,27206,1,7,,,0,1,7
5113,2010009672,41.890076,-80.386098,25,25203,1,1,,,1,0,2
