,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
6956,2007017823,40.46413,-79.932505,2,2301,1,7,,,1,1,4
6972,2007017841,40.581667,-79.778656,2,2104,2,5,,,1,0,7
7012,2007017885,40.020833,-76.552122,66,66212,2,3,,,2,1,7
7092,2007017970,40.2575,-75.744536,6,6240,1,6,,,1,0,4
7100,2007017978,41.159167,-79.199341,33,33204,1,6,,,0,1,7
7101,2007017979,41.0,-78.338206,17,17206,1,2,,,1,0,6
7148,2007018032,41.015679,-78.438362,17,17404,2,5,,,1,0,4
7157,2007018044,41.010833,-80.046128,10,10420,1,5,,,2,0,0
7159,2007018046,40.01121,-76.135821,36,36226,1,4,,,1,0,4
7263,2007018182,,,2,2215,1,5,,,1,0,7
7385,2007018386,40.406671,-79.967404,2,2301,2,6,,,1,0,7
7409,2007018464,40.240278,-75.614896,46,46416,1,2,,,1,0,7
7448,2007018525,40.611389,-77.534748,44,44205,1,5,,,1,0,7
7461,2007018543,40.123889,-74.962496,9,9202,1,5,,,2,0,4
7476,2007018558,40.298889,-75.737065,6,6203,1,4,,,1,0,4
7485,2007018571,39.738611,-77.480918,28,28215,1,1,,,1,0,7
7604,2007018765,41.036853,-75.184441,45,45213,1,5,,,1,0,7
7626,2007018804,40.1675,-75.205106,46,46109,1,2,,,1,0,7
7722,2007018979,40.110833,-77.040405,66,66201,2,5,,,0,1,1
7888,2007019161,40.803399,-75.706956,13,13202,2,6,,,1,0,7
7952,2007019230,40.776944,-75.600433,48,48207,2,4,,,0,1,2
7960,2007019239,40.675833,-80.260178,4,4202,2,6,,,1,0,7
7990,2007019275,41.018056,-75.953111,40,40204,1,6,,,0,1,7
8017,2007019302,40.033611,-76.504786,36,36404,1,4,,,0,1,7
8043,2007019334,41.568611,-78.839106,24,24204,1,1,,,1,0,0
8097,2007019423,40.114444,-76.509258,36,36413,1,5,,,1,1,0
8138,2007019472,40.338611,-80.065887,2,2123,2,3,,,1,0,4
8177,2007019515,40.168333,-74.877452,9,9213,2,6,,,1,0,4
8252,2007019601,41.1136,-78.7313,17,17228,2,5,,,1,0,7
8300,2007019653,40.004999,-75.248904,46,46104,2,3,,,1,0,0
8315,2007019668,40.160519,-79.877056,64,64304,2,3,,,0,1,7
8323,2007019676,,,66,66231,2,3,,,1,0,7
8324,2007019680,39.861111,-76.549246,66,66408,1,5,,,0,1,0
8361,2007019719,,,49,49210,1,5,,,1,0,0
8373,2007019732,40.6224,-80.4265,4,4427,2,6,,,1,0,7
8408,2007019768,40.126944,-75.091776,46,46105,2,7,,,1,0,7
8421,2007019783,40.688622,-75.353742,48,48209,1,7,,,1,0,4
8442,2007019804,39.948781,-75.299301,23,23111,1,4,,,0,1,8
8466,2007019830,41.046382,-77.143898,59,59206,1,2,,,1,0,7
8496,2007019861,41.132222,-78.131114,17,17221,1,7,,,1,0,7
8569,2007019938,40.650542,-79.660569,64,64201,1,1,,,0,1,7
8579,2007019948,41.921325,-79.634082,25,25301,1,6,,,1,0,8
8619,2007019990,40.715966,-75.904769,53,53237,1,3,,,1,0,0
8620,2007019991,40.814722,-79.518516,3,3409,2,1,,,1,0,8
8712,2007020086,40.627491,-75.370429,48,48301,1,3,,,1,0,2
8789,2007020166,39.721111,-76.414804,66,66209,1,1,,,1,0,4
8802,2007020179,40.151944,-79.789529,64,64103,1,3,,,1,0,1
8823,2007020200,40.962222,-75.393209,45,45202,1,6,,,1,0,7
8831,2007020208,39.949167,-77.562537,28,28203,1,2,,,1,0,4
8889,2007020271,40.243056,-75.565489,46,46205,1,3,,,1,0,1
8992,2007020378,41.394907,-79.826396,60,60301,2,7,,,1,0,4
8997,2007020384,41.322222,-75.942205,40,40220,2,6,,,1,0,4
9014,2007020403,40.328056,-78.847619,11,11208,2,7,,,1,0,0
9143,2007020550,40.4863,-80.2026,2,2213,2,1,,,1,0,7
9179,2007020588,41.2046,-75.7908,40,40201,1,5,,,0,1,4
9181,2007020590,40.299722,-79.487291,64,64209,1,6,,,1,1,4
9222,2007020640,39.823929,-75.877831,15,15229,1,6,,,2,0,6
9252,2007020678,40.611944,-76.709994,22,22404,1,7,,,1,0,5
9317,2007020757,40.215,-79.484713,64,64212,1,4,,,1,0,7
9321,2007020761,40.32,-79.404993,64,64217,1,6,,,1,0,7
9396,2007020892,39.736686,-76.330728,66,66224,1,5,,,1,0,7
9433,2007020932,41.890556,-77.761531,52,52223,1,7,,,1,0,7
9461,2007020965,39.842949,-76.137287,36,36212,1,5,,,1,0,7
9472,2007020976,40.986111,-78.032139,14,14220,1,6,,,1,0,7
9477,2007020981,40.983611,-79.976808,10,10207,1,6,,,1,0,2
9612,2007021143,40.0775,-77.006226,66,66229,1,7,,,1,0,4
9619,2007021151,40.784722,-75.177816,48,48208,1,6,,,1,0,2
9654,2007021189,39.831944,-79.783394,26,26206,1,6,,,1,0,4
9662,2007021198,40.167778,-80.085418,62,62225,1,5,,,1,0,4
9774,2007021332,40.0255,-75.2288,46,46104,1,6,,,1,0,8
9815,2007021379,39.882222,-76.347106,36,36224,1,3,,,1,0,7
9839,2007021405,41.325278,-76.114859,40,40221,1,7,,,2,0,7
9858,2007021425,40.6625,-79.059693,32,32218,1,6,,,2,0,2
9868,2007021436,40.89814,-80.099534,10,10223,1,6,,,1,0,7
9961,2007021588,39.896111,-77.376873,1,1205,1,4,,,0,1,4
10000,2007021638,40.512104,-76.085902,6,6241,1,3,,,1,0,4
10100,2007021753,40.152778,-79.561018,64,64206,1,6,,,2,0,7
10130,2007021798,39.731944,-77.009793,1,1221,1,5,,,1,0,7
10136,2007021804,39.904444,-75.64547,15,15231,1,5,,,3,0,2
10137,2007021805,40.308056,-76.044171,6,6237,2,3,,,0,1,7
10143,2007021811,40.206667,-80.354557,62,62213,1,7,,,1,0,7
10145,2007021813,40.206667,-78.007808,31,31205,1,7,,,2,0,7
10204,2007021883,41.1603,-80.4128,43,43224,2,4,,,1,0,7
10260,2007021942,40.695833,-80.15221,4,4211,2,2,,,1,0,7
10265,2007021949,40.25055,-76.543203,38,38213,2,6,,,1,0,7
10360,2007022065,40.080278,-74.977149,67,67301,1,2,,,1,0,4
10445,2007022197,40.038333,-76.301324,36,36301,1,5,,,1,0,8
10499,2007022293,40.006944,-75.091166,67,67301,1,1,,,0,1,7
10511,2007022317,39.948056,-75.22731,67,67301,1,7,,,1,0,8
10600,2007022447,39.950556,-76.714816,66,66301,2,3,,,1,0,8
10778,2007022661,40.6679,-77.6047,44,44203,2,7,,,1,0,4
10858,2007022816,39.952664,-75.246786,67,67301,1,5,,,1,0,1
10878,2007022873,,,11,11205,1,2,,,1,0,2
10887,2007022882,40.018889,-78.504809,5,5401,1,3,,,1,0,8
10914,2007022915,40.213333,-80.233228,62,62207,1,4,,,1,0,0
10920,2007022921,40.445134,-79.704678,2,2466,3,5,,,0,1,7
10946,2007022954,40.721389,-80.31268,4,4412,2,5,,,0,1,4
11055,2007023217,40.042236,-75.08015,67,67301,1,4,,,1,0,4
11100,2007023297,40.72,-80.143033,10,10212,3,5,,,2,0,4
11113,2007023310,39.983611,-75.617792,15,15247,2,2,,,1,1,7
11204,2007023418,39.978333,-75.889523,15,15232,1,4,,,1,1,2
11220,2007023438,40.319528,-80.02695,2,2407,2,6,,,1,0,8
11236,2007023454,40.012532,-75.238903,46,46104,2,4,,,1,0,2
11248,2007023468,40.323889,-75.364001,46,46203,2,3,,,1,0,4
11280,2007023501,40.319722,-76.898494,22,22101,1,2,,,0,1,4
11303,2007023526,39.982778,-76.185193,36,36417,2,7,,,0,1,7
11322,2007023564,40.184167,-76.128497,36,36218,2,1,,,1,0,4
11384,2007023629,40.952024,-76.603825,47,47401,3,7,,,1,0,8
11546,2007023828,41.2796,-80.357,43,43211,3,7,,,1,0,7
11583,2007023870,41.031111,-75.301253,45,45101,2,3,,,0,1,1
11616,2007023906,40.155556,-74.894266,9,9213,2,6,,,1,0,4
11648,2007023940,40.065926,-75.099905,46,46102,3,2,,,2,0,0
11761,2007024055,39.885278,-77.926874,28,28210,2,6,,,1,0,7
11794,2007024090,40.679167,-75.650939,39,39202,1,3,,,1,0,7
11809,2007024105,40.893696,-78.581595,17,17213,1,4,,,1,0,7
11891,2007024192,40.835278,-75.688819,13,13203,2,6,,,1,0,7
11916,2007024217,39.838333,-75.375348,23,23301,2,5,,,1,0,4
11958,2007024259,,,31,31407,1,6,,,1,0,1
11963,2007024264,39.8567,-75.3607,23,23301,2,7,,,2,0,7
11980,2007024282,40.3125,-75.947733,6,6301,2,1,,,1,0,7
12179,2007024487,41.079444,-78.735164,17,17207,1,4,,,1,0,7
12208,2007024520,40.618611,-79.275629,32,32201,1,6,,,1,0,7
12300,2007024616,41.383991,-75.182465,51,51208,2,7,,,1,0,7
12318,2007024635,40.494444,-79.788379,2,2113,2,7,,,1,0,2
12331,2007024648,40.255278,-75.724099,6,6203,2,6,,,2,0,4
12424,2007024747,40.421667,-79.958947,2,2301,2,3,,,1,0,7
12519,2007024845,40.26619,-76.128729,36,36236,2,4,,,1,0,7
12581,2007024908,40.331944,-75.27292,9,9210,1,2,,,1,0,7
12628,2007024956,40.206944,-74.777317,9,9409,2,7,,,1,0,8
12780,2007025112,40.691121,-75.342598,48,48209,2,5,,,1,0,7
12904,2007025243,40.009167,-76.298602,36,36240,1,7,,,1,0,7
13234,2007025606,40.221495,-76.781404,22,22103,1,3,,,0,1,8
13235,2007025607,40.320833,-76.857179,22,22101,3,5,,,1,0,1
13254,2007025627,40.763333,-75.270948,48,48215,2,6,,,1,0,4
13265,2007025638,40.386076,-80.034286,2,2109,2,7,,,2,0,7
13270,2007025644,,,2,2124,1,1,,,1,0,4
13286,2007025660,41.36066,-75.963996,40,40206,3,2,,,1,0,4
13310,2007025684,40.139722,-75.127411,46,46101,2,4,,,1,0,7
13334,2007025712,40.211181,-76.124117,36,36210,2,3,,,1,0,7
13402,2007025785,41.4519,-78.6831,24,24209,2,5,,,1,0,4
13435,2007025835,40.335556,-75.221912,9,9210,2,3,,,1,0,4
13469,2007025873,39.754167,-78.243923,29,29203,1,7,,,1,0,7
13486,2007025891,41.9913,-80.3528,25,25207,1,2,,,1,0,7
13550,2007025957,41.443143,-75.658925,35,35302,1,3,,,1,0,4
13606,2007026027,40.163889,-74.838129,9,9101,2,4,,,1,0,8
13653,2007026081,40.116389,-76.531358,36,36413,2,7,,,1,0,8
13750,2007026196,39.725889,-79.163717,55,55206,1,5,,,1,0,7
13792,2007026252,41.066667,-80.464401,37,37209,2,3,,,1,0,2
13873,2007026342,41.935666,-79.215708,61,61209,1,7,,,1,0,99
13945,2007026422,39.798345,-75.973742,15,15224,1,3,,,1,0,4
13947,2007026425,39.915278,-78.374363,5,5217,1,1,,,2,0,4
13991,2007026476,41.061221,-75.711646,13,13204,1,5,,,1,0,7
14058,2007026549,41.659167,-75.608103,57,57207,1,2,,,1,0,7
14132,2007026635,39.84667,-75.711651,15,15406,3,3,,,0,1,8
14326,2007026885,40.335556,-79.671098,64,64415,2,5,,,1,0,7
14363,2007026940,40.121555,-74.885706,9,9101,1,3,,,0,1,8
14392,2007026974,40.437182,-77.932247,31,31410,1,6,,,1,0,2
14422,2007027030,41.243228,-75.841442,40,40104,1,2,,,1,0,4
14459,2007027075,40.368889,-76.334129,38,38205,1,4,,,1,0,4
14474,2007027094,41.184444,-80.508374,43,43224,1,6,,,1,0,7
14679,2007027344,41.941494,-75.292862,63,63202,1,7,,,1,0,4
14699,2007027369,40.2975,-75.127793,9,9205,3,4,,,1,0,8
14707,2007027378,39.959444,-75.874022,15,15207,3,2,,,1,0,7
14733,2007027406,39.986111,-75.799295,15,15301,2,1,,,0,1,8
14749,2007027422,39.9456,-76.7981,66,66231,3,7,,,1,0,5
14777,2007027452,40.623889,-75.443763,39,39301,2,2,,,1,0,8
14780,2007027455,40.604444,-75.503096,39,39301,2,7,,,0,1,4
14798,2007027474,40.603323,-75.479223,39,39301,2,3,,,0,1,4
14812,2007027488,40.051272,-75.585822,15,15214,2,5,,,0,1,7
14813,2007027489,40.979444,-76.884708,59,59205,1,2,,,1,1,4
14821,2007027497,39.923621,-75.245688,67,67301,1,2,,,1,0,2
14833,2007027510,,,67,67301,1,6,,,1,0,8
14843,2007027521,41.0125,-78.287086,17,17206,1,1,,,2,1,4
14879,2007027560,40.741111,-75.347006,48,48215,1,6,,,0,1,7
14880,2007027561,41.848056,-79.328777,61,61406,1,4,,,0,1,1
14983,2007027674,40.019442,-75.107327,67,67301,1,6,,,1,0,7
15024,2007027717,39.997229,-75.115385,67,67301,2,6,,,1,0,8
15037,2007027731,39.959444,-75.161976,67,67301,1,2,,,1,0,8
15042,2007027737,40.006803,-75.082752,67,67301,2,6,,,1,0,5
15081,2007027776,40.069722,-74.961152,9,9202,1,6,,,0,1,7
15084,2007027779,40.765,-75.311412,48,48203,2,2,,,0,1,2
15116,2007027813,40.496389,-78.410356,7,7301,1,7,,,0,1,7
15140,2007027839,40.200381,-75.526693,46,46205,2,4,,,1,0,7
15171,2007027871,40.855833,-75.207859,48,48401,1,1,,,0,1,7
15176,2007027876,40.118611,-74.888174,9,9202,1,7,,,0,1,7
15177,2007027877,41.197222,-80.373613,43,43212,1,1,,,0,1,7
15178,2007027878,39.818889,-77.175559,1,1216,1,1,,,0,1,7
15179,2007027879,40.1768,-75.9258,6,6207,1,2,,,1,1,7
15229,2007027931,39.924167,-75.169611,67,67301,1,7,,,1,0,8
15258,2007027963,39.952713,-75.157755,67,67301,2,6,,,1,0,8
15296,2007028003,40.000833,-75.124741,67,67301,1,5,,,1,0,8
15297,2007028004,40.009722,-75.151086,67,67301,1,3,,,1,0,8
15317,2007028024,40.071667,-75.154057,46,46102,1,6,,,1,1,4
15369,2007028078,40.221966,-75.016293,9,9218,3,2,,,0,1,0
15407,2007028125,40.384167,-75.425905,46,46210,3,5,,,2,0,2
15421,2007028139,39.734167,-77.599569,28,28215,3,6,,,0,1,4
15471,2007028207,40.7675,-80.092745,10,10217,3,6,,,1,0,1
15570,2007028310,40.909258,-77.278314,59,59204,1,1,,,1,0,7
15632,2007028376,40.775278,-75.614159,39,39212,1,2,,,1,0,7
15709,2007028461,39.999067,-75.108756,67,67301,1,2,,,1,0,6
15769,2007028523,40.315556,-76.303325,38,38204,2,6,,,1,0,2
15997,2007028763,40.017778,-80.135465,62,62201,2,5,,,1,0,7
16011,2007028778,40.2075,-78.199823,31,31203,1,6,,,1,0,7
16031,2007028799,40.390981,-77.984366,31,31226,1,3,,,1,0,7
16074,2007028844,,,55,55422,2,1,,,2,0,7
16150,2007028928,40.090556,-75.126402,46,46410,3,7,,,1,0,4
16201,2007028981,40.781291,-75.406255,48,48211,3,6,,,1,0,2
16257,2007029043,40.693333,-80.104212,10,10212,3,4,,,1,0,4
16265,2007029053,,,42,42202,3,1,,,1,0,7
16274,2007029063,40.328056,-76.521859,38,38101,3,6,,,0,1,8
16282,2007029071,39.922222,-75.318926,23,23108,3,1,,,1,0,8
16283,2007029072,40.6607,-79.9829,2,2217,3,5,,,1,0,7
16426,2007029233,40.624007,-76.174872,53,53426,1,5,,,0,1,8
16429,2007029236,41.954167,-77.070436,58,58216,1,6,,,0,1,4
16458,2007029268,41.403611,-75.659771,35,35302,1,3,,,0,1,0
16467,2007029277,41.150278,-77.355852,18,18219,1,6,,,0,1,7
16473,2007029283,41.230556,-80.504569,43,43302,1,6,,,1,2,4
16474,2007029284,40.610833,-79.211743,32,32223,1,5,,,0,1,5
16475,2007029285,40.2926,-76.0086,6,6103,1,3,,,1,0,0
16490,2007029301,,,2,2203,1,6,,,1,1,1
16493,2007029304,40.923611,-80.132439,10,10223,1,4,,,1,1,1
16494,2007029305,40.948056,-80.153787,10,10223,1,3,,,1,1,4
16495,2007029306,40.049531,-80.033971,62,62101,2,6,,,1,0,7
16496,2007029307,41.901667,-75.610557,57,57216,1,5,,,0,1,0
16497,2007029309,41.20239,-79.973207,60,60208,2,4,,,1,0,1
16516,2007029328,39.741111,-77.104964,1,1207,1,6,,,0,1,7
