,CRN,STREET_NAME
4597,2016028739,2ND ST
4607,2016086559,COLUMBIA RD
4608,2016086559,DONORA HILL RD
4643,2016097453,SR 0061 HW
4648,2016041931,FAIRVIEW ST
4661,2016012155,LINCOLN HW
4676,2016107692,KIRKWOOD PK
4677,2016107692,HIDEAWAY DR
4719,2016056625,AMERICAN LEGION MEM HW
4765,2016072663,SPRINGS RD
4805,2016075992,STATE RD
4891,2016092225,RESERVOIR RD
4892,2016092225,HORSESHOE PK
4926,2016065592,WHITEHALL RD
4943,2016029033,GRANT ST
4944,2016029033,5TH AV
5004,2016067372,DONORA MON CITY RD
5017,2016082172,S 4TH ST
5036,2016074735,WILLIAM FLINN HW
5254,2016101382,CONNELLSVILLE ST
5255,2016101382,BRUSHWOOD RD
5256,2016101382,BOUQUET ST
5351,2016098860,CARRS HILL RD
5363,2016069831,SMALTZ RD
5435,2016088481,LITTLE DEER CREEK VALLEY RD
5436,2016088481,LITTLE DEER CREEK RD
5437,2016088481,WEST ST
5523,2017000182,SR 8013/0030 HW
5524,2017000182,SKYTOP MOUNTAIN RD
5783,2016002955,MAIN ST
5811,2016043207,VALLEY BROOK RD
5834,2016008580,MOWER ST
5835,2016008580,BUSTLETON AV
5836,2016008580,BUSTLETON AV
5850,2016119763,BENJAMIN FRANKLIN HW
5873,2016073713,PLANK RD
5926,2016048631,WALLACE ST
5950,2016073642,CHERRYVILLE RD
6025,2017023073,RUTH ST
6026,2017023073,CAMBRIA ST
6101,2016089385,DURHAM RD
6102,2016089385,BROWNSBURG RD
6114,2016085978,BROWNS CREEK RD
6115,2016085978,HIGH ST
6119,2016062680,MARKET ST
6120,2016062680,MARKET ST
6121,2016062680,48TH ST
6165,2016045013,RAYMOND P SHAFER HW
6262,2017002616,SUMMIT RD
6364,2016033634,POTTSVILLE PK
6481,2016089272,WINTERBURN TO PENFIELD RD
6493,2016066952,COATESVLE DOWNINGTOWN BP
6517,2016007784,LONG RUN RD
6532,2016094721,FORT MCCLURE BL
6545,2016052421,TOMS RUN RD
6551,2016052421,OHIO RIVER BL
6552,2016052421,OHIO RIVER BL
6557,2016062171,ALLEN ST
6587,2016134591,GRANGE ST
6588,2016134591,MAIN ST
6648,2016102524,MIDDLETOWN RD
6649,2016102524,MIDDLETOWN RD
6650,2016102524,VAN LEER AV
6669,2016116093,WARREN ST
6670,2016116093,RAMP N RD
6705,2016114766,LANCASTER AV
6706,2016114766,MORTON RD
6711,2016114766,LANCASTER AV
6748,2016079578,LAMPETER RD
6749,2016079578,PIONEER RD
6829,2016066596,PENNSYLVANIA AV
6937,2016039829,RAMP RD
6939,2016015771,SUGAR BRIDGE RD
6940,2016015771,STRASBURG RD
6985,2017131312,WAUGAMAN ST
7079,2016012726,DANBURY DR
7080,2016012726,WINDSOR RD
7091,2016038308,MARKET ST
7125,2016015437,BRIERLY LN
7206,2016039341,MORAVIA ST
7207,2016039341,MORAVIA ST
7208,2016039341,MAHONING AV
7209,2016039341,CONNECTOR RD
7268,2016106117,AMERICAN LEGION MEM HW
7294,2016057208,MANAYUNK RD
7295,2016057208,BRYN MAWR AV
7340,2016068678,ROOSEVELT BL
7341,2016068678,ADAMS AV
7360,2016113247,RIVER RD
7380,2016058097,HENRY AV
7381,2016024922,CENTRAL AV
7419,2016123349,MOHLER CHURCH RD
7429,2016054917,SHORE LN
7430,2016054917,53 BL
7431,2016054917,UTAHVILLE RD
7432,2016054917,RAILROAD ST
7445,2017001159,AMERICAN LEGION MEM HW
7496,2016113302,GIBSONTON RD
7497,2016113302,GIBSON ST
7587,2016077627,KEYSTONE SHORTWAY RD
7601,2016077370,SR 0035 HW
7646,2016035286,SR 0309 HW
7730,2016104027,DUBOIS ST
7731,2016038026,NITTANY VALLEY DR
7732,2016038026,WALKERMEADOW BL
7733,2016038026,COLLEGE AV
7799,2016082844,WHITEHALL RD
7800,2016082844,NIXON RD
7841,2016057542,GARDEAU RD
7846,2016019234,CHRISTY MATHEWSON HW
7851,2016069044,ROOSEVELT BL
7852,2016069044,DEVEREAUX AV
7918,2016046345,PAPER ST
7930,2016096129,COAL ST
7984,2016083680,DURHAM RD
8056,2016024391,HOKE ST
8057,2016024391,HIGHLAND AV
8058,2016024391,KING ST
8132,2016098458,EASTON PK
8157,2016132482,COLUMBIA BL
8158,2016132482,LOW ST
8159,2016132482,LOW ST
8216,2016065649,KELLY DR
8360,2016101390,GRAND ARMY OF THE REP HW
8372,2016066225,SR 0222 SH
8381,2016070619,RIDGE AV
8399,2016103546,VALLEY RD
8585,2016069272,LANCASTER AV
8586,2016069272,LANCASTER AV
8587,2016069272,BERKLEY RD
8615,2016075675,SR 0487 HW
8670,2016014081,BETHEL CHURCH RD
8688,2016028192,SR 0066 HW
8689,2016028192,SR 0356 HW
8721,2016107532,KELSO RD
8769,2016057152,WOOD ST
8770,2016057152,POWELL ST
8805,2016075611,EIGHTEENTH ST
8806,2016075611,20TH AV
8807,2016075611,18TH ST
8865,2016071509,UNIONVILLE RD
8880,2016082790,AMERICAN LEGION MEM HW
8929,2016023595,COUNTY LINE RD
8965,2016036325,HARRISON AV
8993,2016113985,RIDGE PK
8994,2016085020,GRAND ARMY OF THE REP HW
9011,2016009967,AIRPORT RD
9050,2016010755,CHERRY LN
9051,2016010755,RIDGE ST
9063,2017004891,MOORESTOWN RD
9064,2016032351,BABCOCK BL
9081,2016022586,PENN VALLEY RD
9085,2016101028,LANCASTER AV
9188,2016063184,DELAWARE EX
9214,2016087678,TWENTYSIXTH ST
9215,2016087678,TWENTYSIXTH ST
9216,2016087678,PENROSE AV
9217,2016087678,PENROSE AV
9218,2016087678,26TH ST
9298,2016071135,MORGANTOWN RD
9305,2016123260,FAIRVILLE RD
9330,2016062365,SR 0029 HW
9340,2016060004,TALBOTVILLE RD
9399,2016093578,DISTRICT RD
9420,2016088665,LINCOLN HW
9460,2016098957,RING RD
9478,2017041647,MAIN ST
9482,2016067457,283RD FIELD ARTILLERY MEM HW
9545,2016053838,LOWER YORK RD
9569,2016026061,63RD ST
9623,2017001779,AMERICAN LEGION MEM HW
9661,2016033016,PERRY HW
9689,2016125030,KEYSTONE SHORTWAY HW
9690,2016125030,RAMP A1 RD
9773,2016063523,W PENNSYLVANIA AV
9807,2016074707,LANSDOWNE AV
9898,2016043152,SR 0254 RD
9911,2016005648,HELLTOWN RD
9912,2016080012,MOUNT ROCK RD
9916,2016063012,RIVER RD
9954,2016067093,PHILADELPHIA AV
9955,2016067093,MORGANTOWN RD
10015,2016060672,GRAND ARMY OF THE REP HW
10016,2016060672,MAIN ST
10018,2016076515,CARLISLE PK
10202,2016103596,HESS FARM RD
10255,2017001048,GRAND ARMY OF THE REPU HW
10342,2016056185,ALLEGHENY VALLEY EX
10446,2016108912,ODONNELL RD
10447,2016138466,LINCOLN HW
10455,2016024755,CHARLESTON RD
10525,2016051938,HILL AV
10609,2016057473,BROAD ST
10610,2016057473,HANOVER ST
10639,2016098537,HEADQUARTERS RD
10663,2016119559,MAIN AV
10664,2016119559,RAMP B RD
10671,2016064300,SCANDIA RD
10672,2016064300,SCANDIA RD
10673,2016064300,FRANTZ RD
10674,2016090964,SULLIVAN TRAIL RD
10718,2016060711,CHERRY ST
10719,2016060711,LANCASTER AV
10796,2016110688,ALLENTOWN BL
10797,2016110688,ALLENTOWN BL
10798,2016110688,SANDBEACH RD
10902,2016094502,WILMINGTON PK
10917,2016109171,SR 0092 HW
10956,2016051005,OXFORD VALLEY RD
10957,2016051005,OXFORD VALLEY RD
10958,2016051005,S OLDS BL
11003,2016119732,BEAVER VALLEY EX
11166,2016099051,HICKORY GRADE RD
11209,2016078001,STUMPSTOWN RD
11210,2016078001,NEWPORT RD
11220,2016041071,UNIONVILLE RD
11237,2016046339,BUFFALO PITTSBURGH HW
11297,2016071303,ARTHUR GARDNER HW
11298,2016071303,CONAHAN DR
11312,2017011093,BALTIMORE PK
11317,2017011093,BALTIMORE PK
11318,2017011093,WILMINGTON PK
11319,2017011093,WILMINGTON PK
11436,2016083961,ONEIDA VALLEY RD
11437,2016083961,ONEIDA VALLEY RD
11438,2016083961,OLD BRICK RD
11472,2016104386,SR 0180 SH
11550,2016063060,GRUBER RD
11551,2016063060,MAPLE AV
11556,2016034399,SR 0222 HW
11592,2016124145,STREET RD
11704,2016043158,LINCOLN HW
11747,2017001266,DELAWARE EX
11825,2016129784,BOGGS AV
11843,2016077568,MCKRELL RD
11846,2016042564,ROCK RD
11852,2016078188,CHESTNUT ST
11887,2016097554,CAPE HORN RD
11888,2016095190,PRINCE ST
11955,2016053364,SR 0191 HW
11956,2016053364,BROWNS HILL RD
11959,2016033405,BANGOR MOUNTAIN RD
12048,2016026293,HANCOCK HW
12061,2016108669,ROBERTS AV
12071,2016051938,MAIN ST
12119,2016130367,PULASKI RD
12158,2016096320,SR 1018 SH
12187,2016045587,STRASBURG RD
12195,2016027709,LINDEN AV
12196,2016027709,ELM TE
12202,2016115674,YOUNGS CHURCH RD
12222,2016031429,CEMETERY RD
12322,2016083367,SAW MILL RUN BL
12338,2016135724,LEHIGH AV
12339,2016135724,LEHIGH AV
12340,2016135724,A ST
12343,2016077162,STUMP RD
12384,2016109915,CEDAR ST
12458,2016011029,S DARTMOUTH LN
12463,2016056384,EASTBROOK HARLANSBURG RD
12464,2016056384,MCCASLIN RD
12604,2016112419,VETERANS HW
12702,2016066611,SR 0202 HW
12703,2016099851,PHOENIXVILLE PK
12704,2016099851,KING RD
12705,2016099851,DUNWOODY DR
12726,2016101700,FISHING CREEK RD
12811,2016027295,PEQUEA BL
12816,2016128949,SR 0378 SH
12817,2016095233,UWCHLAN AV
12818,2016095233,UWCHLAN AV
12819,2016095233,LIONVILLE STATION RD
12859,2016055466,EAST/WEST PK
12877,2017002437,SOLOMON RUN RD
12883,2016015007,COLEBROOK RD
12884,2016015007,STATE RD
12902,2016041462,HUDSON ST
12903,2016041462,WINDSOR ST
13003,2016082341,ACADEMY RD
13051,2016096742,SR 0033 HW
13063,2016078732,BLUE-GRAY HW
13099,2016079322,US 202 PY
13100,2016079322,US 202 PY
13101,2016079322,BETHLEHEM PK
13102,2016079322,RAMP C RD
13103,2016079322,BETHLEHEM PK
13157,2016038940,BALTIMORE AV
13158,2016038940,CHESTER AV
13159,2016038940,42ND ST
13240,2016013212,SPROUL RD
13241,2016013212,SPROUL RD
13242,2016013212,WILLIAMSBURG DR
13352,2016011443,EAST/WEST PK
13355,2016118985,BUTLER ST
13365,2016087812,NEWVILLE RD
13366,2016076358,STERRETTANIA RD
13423,2016046552,DAVIS ST
13455,2016026518,3RD ST
13492,2016069122,SGT BRETT D SWANK MEM HW
13495,2016024680,WEST POLAND RD
13507,2016034784,THIRTYEIGHTH ST
13508,2016034784,STANTON RD
13510,2016110412,MORANN AV
13543,2016106115,BEAR CREEK BL
13593,2016069173,ATEN RD
13710,2016108745,VIEWMONT DR
13730,2016088349,CONTINENTAL BL
13817,2016043410,COATESVLE DOWNINGTOWN BP
13818,2016055967,MOOSIC RD
13819,2016055967,SMULL ST
13868,2016076025,RAILROAD ST
13978,2016098459,COL DRAKE HW
13983,2016091069,GIRARD AV
14017,2016092247,RAMP A RD
14022,2016092247,EBENEZER RD
14058,2016090239,GREEN ST
14059,2016090239,12TH ST
14086,2016033638,CAN DO EX
14261,2016066656,SALEM RD
14262,2016066656,OLD JOSEPH RD
14263,2016066656,JOSEPH RD
14306,2016062513,KELLY DR
14322,2016096279,BALTIMORE PK
14412,2016110687,MAPLE ST
14413,2016110687,MCKENZIE ST
14432,2016065873,ST RT 20
14433,2016075066,JEFFERSON AV
14434,2016075066,SMILEY RD
14437,2016127938,FROM 8019/0500 RD
14438,2016127938,TO 8019/0250 RD
14439,2016127938,SEVENTEENTH ST
14444,2016054690,ALMSHOUSE RD
14471,2016064134,SHORTCUT RD
14472,2016064134,JUNIATA PY
14504,2016057520,MT BETHEL HW
14505,2016057520,FIVE POINTS RICHMOND RD
14506,2016057520,JOHNSONVILLE RD
14507,2016057520,ORCHARD RD
14520,2016106472,WINDSOR ST
14548,2016030223,MARKET ST
14549,2016030223,MARKET ST
14550,2016030223,MARKET ST
14551,2016050571,MASON DIXON HW
14556,2016030223,FRONT ST
14723,2016088441,WINDSOR CASTLE RD
14746,2016136069,RAYMOND P SHAFER HW
14997,2016067165,LAKE MEADE RD
15033,2016100698,SELLERSVILLE BP
15080,2016009274,WILLIAM PENN HW
15085,2016084710,ST LAWRENCE RD
15086,2016084710,SWARTZ RD
15140,2016071140,EDWARDS RD
15182,2016081700,BETHANY TP
15204,2016073485,RIDGE RD
15219,2016075595,PITTSBURGH RD
15220,2016075595,PITTSBURGH RD
15391,2016071678,
15419,2016001910,DOYLESTOWN BP
15420,2016001910,DOYLESTOWN BP
15421,2016001910,VALLEY SQUARE BL
15422,2016001910,OAKFIELD RD
15506,2016053150,BEULAH RD
15586,2016046850,STELTZ RD
15587,2016046850,FISCAL RD
15616,2016098554,JACKS RUN RD
15617,2016098554,MCCLINTOCK RD
15680,2016075868,PINE GLEN RD
15701,2016128608,GRAND ARMY OF THE REP HW
15702,2016128608,DALRYMPLE ST
15800,2016001899,STARR RD
15801,2016001899,GAP NEWPORT PK
15802,2016001899,GAP NEWPORT PK
15803,2016001899,FROM ST
15804,2016001899,BRITANY DR
15832,2016074417,FIFTH ST
15833,2016074417,GREENWICH ST
15842,2016118887,E 12TH ST
15863,2016102121,LAIRDSVILLE RD
15867,2016043747,DELAWARE EX
15909,2016045983,BENJAMIN FRANKLIN HW
15910,2016097034,MACDADE BL
15911,2016097034,MACDADE BL
15912,2016097034,KNOWLES AV
15949,2016116514,SR 0287 SH
16066,2016072690,CONNELLY BL
16067,2016072690,CONNELLY BL
16068,2016072690,STAMBAUGH AV
16080,2016126100,FIFTYSECOND ST
16081,2016126100,ARCH ST
16129,2016083735,COUNTY LINE RD
16130,2016083735,COUNTY LINE RD
16131,2016083735,DAVISVILLE RD
16132,2016076944,OREGON PK
16140,2016045357,ARAMINGO AV
16141,2016045357,ARAMINGO AV
16142,2016045357,LEHIGH AV
16152,2016061714,BEAVER STATION RD
16161,2016089363,WEST CARSON ST
16205,2016035847,CHARLOTTE ST
16206,2016035847,SOUTH ST
16214,2016101622,SMITH CREEK RD
16224,2016018758,SHAFFER RD
16228,2016097054,PARRISH ST
16254,2016134898,AMERICAN LEGION MEM HW
16312,2016112219,VERREE RD
16313,2016112219,BORBECK AV
16356,2016047240,BROWNTOWN RD
16404,2016053033,FULLERTON AV
16408,2016067296,MENTZER GAP RD
16445,2016085725,SIXTH AV
16457,2016077201,DAVID ZEISBERGER HW
16512,2016024253,PARK AV
16513,2016024253,CHESTNUT ST
16520,2016112746,KNIGHTS RD
16568,2016090097,CLARKS VALLEY RD
16620,2016129350,TORRESDALE AV
16621,2016129350,HOWELL ST
16641,2016075595,GLADE MILL RD
16656,2016079401,AMERICAN LEGION MEM HW
16661,2016062237,ROOSEVELT BL
16724,2016014762,BEALE AV
16725,2016014762,38TH ST
16732,2016108780,SPRING RD
16872,2017004301,78TH DIVISION HW
16896,2016090839,BRIDGE RD
16897,2016090839,PINETOWN RD
16903,2016034277,MIDDLETOWN RD
16928,2016139144,SECOND ST
16929,2016139144,SECOND ST
16930,2016139144,ULRICH ST
16941,2016090078,KING ST
16969,2016134362,MAIN ST
16970,2016134362,FIFTH ST
17004,2016108366,NATIONAL PK
17005,2016108366,BRUSH RUN RD
17006,2016108366,CHARTIERS CREEK RD
17081,2016063334,SR 0209 SH
17110,2016090675,MALL BL
17111,2016090675,MALL BL
17112,2016090675,BUCKHORN RD
17117,2016115604,STREET RD
17118,2016115604,STREET RD
17119,2016115604,SAINT DAVIDS AV
17120,2016115604,COOPER DR
17175,2016090514,COUNTY LINE RD
17176,2016090514,COUNTY LINE RD
17177,2016090514,HENRY AV
17216,2016021647,AMERICAN LEGION MEM HW
17255,2016034826,LINCOLN WY
17256,2016034826,RAMP G RD
17257,2016034826,LINCOLN WY
17264,2016042116,RIVER RD
17288,2016033269,GARDEN CITY RD
17382,2016038229,SCHUYLKILL EX
17406,2016083825,TIN TOWN RD
17449,2016055906,ROSE VALLEY RD
17457,2016091470,SR 0022 HW
17465,2016089952,YORK ST
17466,2016089952,2ND ST
17491,2016039396,TELEGRAPH RD
17519,2016051700,UHLER RD
17605,2016082064,CORYLAND RD
17741,2016038903,LINCOLN HW
17743,2016094987,HICKORY RD
17744,2016094987,RAMP C RD
17745,2016094987,RAMP B RD
17749,2016008841,CHURCH ST
17750,2016008841,EIGHTH ST
17774,2016064081,WILLIAM PENN HW
17793,2016084177,SR 0070 HW
17875,2017002761,MAIN ST
17935,2016060293,KUNKLE RD
17962,2016116770,WEAVERSVILLE RD
17979,2016054357,STONY FORK RD
18017,2016047505,BEAR CREEK RD
18022,2016128054,CANAL RD ET
18060,2016018709,RAMP D RD
18078,2016045414,SADSBURY COMMONS DR
18079,2016045414,OCTORARA TR
18080,2016045414,LINCOLN HW
18081,2016045414,LINCOLN HW
18217,2016113213,LINCOLN HW
18243,2016086963,NATIONAL PK
18417,2016018682,BUCHANAN DR
18435,2016024509,KELTON JENNERSVILLE RD
18437,2016074257,PARK AV
18438,2016074257,STATE RD
18466,2016096385,RAMP RD
18492,2016085996,AMERICAN LEGION MEM HW
18596,2016070244,BROAD ST
18660,2016114933,MILLION DOLLAR HW
18666,2016120992,MAIN ST
18667,2016120992,LISBURN RD
18731,2018033303,TRACT RD
18750,2016024444,SR 0054 SH
18784,2016040068,GEORGE ST
18785,2016040068,EARL AV
18821,2016074245,BEAVER VALLEY PK
19057,2016138530,FRONT ST
19215,2016086892,WARRENDALE BAYNE RD
19216,2016086892,WOODHURST TE
19265,2016057460,WASHINGTON ST
19266,2016057460,6TH ST
19282,2016012202,Z H CONFAIR MEMORIAL HW
19359,2016136395,Z H CONFAIR MEMORIAL HW
19364,2016058929,NITTANY VALLEY DR
19365,2016058929,ZION RD
19366,2016058929,ZION RD
19397,2016090592,RICHLAND AV
19440,2016041803,HULTON BRIDGE RD
19451,2016111038,RADNOR STREET RD
19486,2016087534,J L BRUNNER MEMORIAL BP
19487,2016087534,J L BRUNNER MEMORIAL BP
19488,2016087534,BRIDGE ST
19537,2016038248,ALT 220 RD
19572,2016118179,AMERICAN LEGION MEM HW
19594,2016061407,CROW ST
19600,2016089606,RIDGE RD
19668,2016071150,WILLIAM PENN HW
19671,2016109122,SUSQUEHANNA TR
19685,2016113194,S MEMORIAL HW
19686,2016113194,S MEMORIAL HW
19687,2016113194,PIONEER AV
19688,2016113194,HARRIS HILL RD
19716,2016026852,BUSTLETON AV
19798,2016079079,GRAND ARMY OF REPUBLIC HW
19823,2016101880,LIMESTONE RD
19824,2016101880,FRIENDSHIP CHURCH RD
19849,2016133007,PURPLE HEART HW
19862,2016093629,COTTONWOOD RD
19990,2016095200,BRISTOL PK
19991,2016095200,RAMP RD
19997,2016075333,OLD STAGE RD
20001,2016075333,GUEST CR
20016,2016120323,LAMPETER RD
20055,2016056598,MILLBACH RD
20056,2016052065,MANHEIM RD
20062,2016095896,DELAWARE EX
20131,2016104216,DUNN BL
20132,2016104216,LAKE RD
20177,2016031225,PHILADELPHIA AV
20181,2016056605,STOCKPORT PK
20182,2016056605,COMO RD
20267,2017005414,REYNOLDS MILL RD
20312,2016114475,MERIDIAN AV
20370,2016123765,NORTHERN PK
20484,2016015837,LEBANON RD
20543,2016098143,NEW DANVILLE PK
20595,2016113648,SKELP MOUNTAIN RD
20623,2016059728,DUNKS FERRY RD
20653,2016067357,FOURTH ST
20654,2016067357,BROOKDALE ST
20655,2016067357,4TH ST
20661,2016024230,LINCOLN AV
20678,2016099329,BUSINESS 37
20725,2016052513,TIN TOWN RD
20768,2016071141,AMERICAN LEGION MEM HW
20818,2016039311,CHESTER PK
20819,2016039311,CHESTER PK
20820,2016039311,GLENOLDEN AV
20864,2016062224,LONG RUN RD
20897,2016075084,BUFFALO PITTSBURGH HW
20927,2016048636,N 15TH ST
20928,2016048636,ST LUKE ST
20933,2016010425,CRANBERRY RD
20967,2016067320,VALLEY RD
20972,2016039569,MAIN ST
20973,2016039569,PIKE AL
20974,2016052198,WEST NEWTON ST
20975,2016052198,FOSTERVILLE RD
20976,2016095704,NORTH POINT HILL RD
21026,2016040691,DERRY ST
21077,2016041485,PISGAH RIDGE RD
21095,2016119858,EIGHTEENTH ST
21151,2016028196,MAIN ST
21163,2016114355,FOURTH ST
21192,2016073571,EVERGREEN AV
21193,2016073571,GUERNSEY RD
21194,2016073571,GUERNSEY RD
21224,2016076705,FRONT ST
21225,2016076705,CHERRY LN
21238,2016083964,Z H CONFAIR MEMORIAL HW
21272,2016055633,BLOOMFIELD RD
21304,2016089459,MERCER ST
21350,2016102901,OLD ROUTE 22 RD
21351,2016102901,LOOP RD
21502,2016088452,GUINTER RD
21523,2016109942,HOOVER WORKS RD
21527,2016094410,HILLVIEW AV
21554,2016109906,POTTSVILLE PK
21582,2016028133,STREET RD
21583,2016028133,STREET RD
21584,2016028133,OLD STREET RD
21613,2016066120,HANOVER ST
21642,2016063016,MT ROYAL BL
21643,2016063016,WOODLAND AV
21689,2016025559,MOUNTAIN BL
21690,2016073606,BUTLER ST
21691,2016073606,WILKES BARRE BL
21699,2016105031,MERIDIAN RD
21701,2016046952,PENN AV
21702,2016046952,MAIN ST
21744,2016097776,TRAPPE RD
21783,2016023209,CENTER AV
21795,2016128267,WALLENPAUPACK RD
21796,2016128267,APPLE DR
21847,2016103025,RIVER RD
21848,2016103025,MARKET ST
21918,2016015478,HEIDLERSBURG RD
21919,2016015478,HEIDLERSBURG RD
21920,2016015478,OLD HARRISBURG RD
21921,2016057514,SR 4007 SH
21936,2016106653,CUSSEWAGO RD
21937,2016106653,FINLEY AV
