,CRN,STREET_NAME
27,2017124596,STATE ST
80,2017008860,STATE RD
142,2017084063,TROXELVILLE RD
145,2018037722,WHITBY AV
146,2018037722,COBBS CREEK PY
147,2018037722,LONGACRE BL
207,2017127410,E INDIANA AV
208,2017127410,D ST
269,2017066712,16TH ST
270,2017066712,CECIL B MOORE AV
392,2017124151,SANS SOUCI PY
445,2017082992,Z H CONFAIR HW
540,2017078235,YORK RD
669,2017093749,SCHWENKSVILLE RD
701,2017016949,MAIN ST
703,2017016949,VINE ST
704,2017016949,VINE ST
717,2017123672,WILLIAM PENN HW
784,2017030515,WEST CHESTER PK
834,2017094173,KEYSTONE SHORTWAY RD
835,2017122327,CHOCOLATE AV
844,2017074939,VFW OF US MEM HW
856,2017002654,HIGHLAND AV
861,2017041762,MARKET ST
862,2017041762,BELVIDERE AV
870,2017005956,SR 0029 HW
937,2017080002,ASTOR ST
952,2017050141,EASTON RD
953,2017050141,EASTON RD
954,2017050141,DRESHER RD
955,2017050141,MEETINGHOUSE RD
956,2017101367,BALTIMORE PK
984,2017040285,WALLENPAUPACK RD
1012,2017024030,SIXTH AV
1013,2017024030,TWENTYFIFTH ST
1039,2017100057,LAUREL RUN RD
1040,2017100057,EAGLE VALLEY RD
1046,2017011257,SR 0106 SH
1084,2018005413,ESSINGTON AV
1087,2018005413,ESSINGTON AV
1203,2017092514,SNYDER ST
1204,2017092514,GRESHAM ST
1319,2017085985,HIGH ST
1338,2017038253,WRIGHTSTOWN RD
1360,2017014742,BULL RD
1362,2017025723,LAFAYETTE AV
1363,2017025723,MACDADE BL
1372,2017078417,WAKEFIELD RD
1483,2017045508,PENNSYLVANIA AV
1526,2017061488,MARKET ST
1667,2017108355,SPRING GARDEN ST
1669,2017108355,PATTERSON ST
1670,2017108355,SPRING GARDEN ST
1849,2017078203,BAYFRONT PY
1874,2017075833,SR 0068 HW
1903,2017089126,MAIN ST
1904,2017089126,FOSTER ST
1936,2017122346,SR 0080 HW
1966,2017044743,CONCORD CHURCH RD
1967,2017044743,MERCER RD
2024,2017006860,COOLBAUGH DR
2039,2017135303,NINTH ST
2055,2017108742,BEAVER VALLEY PK
2095,2017029041,MILLERTOWN RD
2151,2017007174,BROAD ST
2152,2017007174,FIFTH ST
2162,2017103416,NEW FALLS RD
2188,2017065218,MOUNT PLEASANT RD
2212,2017137038,LITTLE DEER CREEK RD
2214,2017048462,NEW FRANKLIN RD
2215,2017077571,SR 0054 HW
2216,2017095832,RAYMOND P SHAFER HW
2226,2017090571,PITTSBURGH MCKEESPORT BL
2267,2017074375,SCOTCH VALLEY RD
2435,2017021286,WYOMING AV
2596,2017135698,NINTH ST
2618,2017087298,BOILING SPRINGS RD
2627,2018005413,SIXTYSEVENTH ST
2651,2017063678,FIRST FORK RD
2721,2017017417,N SHORE DR
2730,2017124762,BETHEL RD
2770,2017016175,GRIMESVILLE RD
2786,2017057487,BETHLEHEM PK
2799,2017059360,WOODRUFF ST
2801,2017059360,SAW MILL RUN BL
2802,2017059360,SAW MILL RUN BL
2803,2017059360,WOODRUFF JUGHANDLE RD
2813,2017095913,MORGANTOWN ST
2912,2017057803,SR 0414 SH
2913,2017064699,NEW RODGERS RD
2977,2017086552,CARLISLE PK
2987,2017087240,MONTA VISTA AV
2993,2017087240,MACDADE BL
2994,2017087240,MACDADE BL
3025,2017077512,BRODHEAD RD
3177,2017051543,FREEPORT RD
3294,2018003297,CUNNINGHAM ST
3295,2018003297,S MAIN ST
3298,2017062354,HULTON BRIDGE RD
3299,2017062354,ELEVENTH ST
3305,2017031105,FOURTH ST
3359,2017118138,DELAWARE EX
3466,2018025487,CITY AV
3470,2018025487,CITY AV
3471,2018025487,FIFTYFOURTH ST
3472,2018025487,OLD LANCASTER RD
3480,2017071072,DWIGHT D EISENHOWER HW
3482,2017121214,CUMBERLAND HW
3507,2017102123,COLONEL DRAKE HW
3542,2017027620,Z H CONFAIR MEMORIAL HW
3582,2017069116,KEYSER AV
3648,2017138604,N CHESTER RD
3651,2017044602,WATER ST
3652,2017044602,HANOVER ST
3785,2017057761,EDGEWOOD CHASE DR
3855,2017121087,OLD TURNPIKE RD
3942,2017063057,SR 0075 HW
3943,2017046616,PARADISE RD
4000,2017004758,KEYSTONE SHORTWAY RD
4011,2017079369,RAYMOND P SHAFER HW
4044,2017100126,WESTERN AV
4045,2017100126,FREEPORT RD
4099,2017005463,SR 0061 HW
4125,2017102502,SOLLEY RD
4151,2017103040,PENN LINCOLN PY
4189,2017104645,ALLPORT TO KYLERTOWN HW
4211,2017114781,BRIDLE RD
4216,2017007779,LEHIGH AV
4220,2017024440,E GAY ST
4270,2017085720,MYERS RD
4282,2017094121,ALLEMANS TO JANESVILLE RD
4288,2017127292,RISING SUN AV
4289,2017127292,HUTCHINSON ST
4406,2017028479,NORTHEAST EX
4436,2017105585,RAMP RD
4437,2017105585,HIGH ST
4532,2017077853,DURHAM RD
4561,2017082948,FRYSVILLE RD
4623,2018008555,BERNVILLE RD
4626,2017087000,BARKER AV
4627,2017087000,CHESTER PK
4630,2017087000,CHESTER PK
4671,2017050498,HOPEWELL RD
4672,2017050498,BULL RUN RD
4775,2017075432,FAIRVIEW RD
4801,2017128566,BUTLER ST
4805,2017130189,MONTGOMERY AV
4806,2017130189,PAPER MILL RD
4855,2017120842,BLOOMFIELD RD
4913,2017041877,TUSCARORA VALLEY RD
4992,2017008820,RAMP D RD
5106,2017063669,SR 0292 HW
5135,2017101810,TORRESDALE AV
