,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
4182,2010110657,1,24.0,13.0,1,,YAMA,0,MAT,1.0
4232,2010099382,1,29.0,2.0,1,1971.0,HD,0,,1.0
4289,2010077413,1,4.0,1.0,1,1999.0,BUIC,0,P4D,1.0
4296,2010009694,1,4.0,1.0,1,1999.0,FORD,0,P4D,1.0
4307,2010016717,1,15.0,6.0,1,2004.0,JEEP,0,T4W,1.0
4368,2010097816,1,29.0,2.0,1,2005.0,OTHR,0,,1.0
4388,2010064747,1,51.0,4.0,1,2006.0,FORD,0,T4C,1.0
4389,2010064747,2,15.0,6.0,2,2004.0,MAZD,1,PUT,2.0
4390,2010066338,1,1.0,1.0,1,2006.0,MERZ,0,PCV,1.0
4391,2010066338,2,20.0,2.0,1,2000.0,HD,0,MRS,1.0
4445,2010112930,1,28.0,2.0,1,2010.0,KAWK,0,MRC,1.0
4446,2010112930,2,4.0,1.0,1,2009.0,STRN,0,P4D,1.0
4503,2010028868,1,12.0,6.0,1,2001.0,JEEP,0,T2W,1.0
4505,2010080867,1,4.0,1.0,1,1997.0,KIA,0,P4D,1.0
4555,2010075017,1,4.0,1.0,1,2001.0,CHEV,0,P4D,3.0
4580,2010047321,1,51.0,4.0,1,1990.0,CHEV,0,TPK,1.0
4583,2010088418,1,4.0,1.0,1,1997.0,NISS,0,P4D,1.0
4622,2010105333,1,4.0,1.0,1,2000.0,TOYT,0,P4D,1.0
4651,2010127680,1,51.0,5.0,1,1998.0,PTRB,0,TCC,1.0
4687,2010021136,1,4.0,1.0,1,1998.0,CHEV,0,P4D,1.0
4688,2010021136,2,12.0,7.0,1,2006.0,DODG,0,PSV,1.0
4689,2010021136,3,51.0,4.0,1,2006.0,CHEV,0,TCW,1.0
4738,2010129323,1,15.0,1.0,1,2000.0,CHEV,0,PUT,1.0
4739,2010129323,2,2.0,1.0,1,1996.0,CHRY,0,P2P,1.0
4746,2010060426,1,51.0,4.0,1,1988.0,CHEV,0,TPC,1.0
4747,2010060426,2,6.0,1.0,1,1995.0,SUBA,0,PSW,1.0
4806,2010090621,1,9.0,1.0,1,1978.0,VOLK,0,,1.0
4832,2010031218,1,4.0,1.0,1,1996.0,CHEV,0,P4D,1.0
4833,2010031218,2,4.0,1.0,1,2008.0,PONT,0,P4D,1.0
4843,2011001819,1,9.0,1.0,1,2009.0,NISS,0,,1.0
4844,2010106141,1,3.0,1.0,1,1991.0,HOND,0,P2H,1.0
4845,2010106141,2,15.0,6.0,1,2003.0,FORD,0,PUT,1.0
4856,2010076650,1,4.0,1.0,1,1992.0,BMW,0,P4D,1.0
4945,2010056991,1,15.0,6.0,1,1998.0,CHEV,0,PUT,1.0
4946,2010056991,2,4.0,1.0,1,1998.0,FORD,0,P4D,1.0
4947,2010056991,3,5.0,1.0,1,2002.0,MAZD,0,P4H,1.0
5050,2010014504,1,6.0,1.0,1,1992.0,CHEV,0,PSW,1.0
5085,2010080845,1,4.0,1.0,1,2004.0,HOND,0,P4D,1.0
5086,2010080845,2,3.0,1.0,1,1999.0,MRCU,0,P2H,1.0
5093,2010047321,2,69.0,4.0,1,2003.0,FORD,0,TYY,1.0
5133,2010038518,1,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
5134,2010038518,2,15.0,6.0,1,2000.0,GMC,0,T4W,1.0
5147,2010061743,1,4.0,1.0,1,1999.0,KIA,0,P4D,1.0
5148,2010061743,2,51.0,4.0,1,2001.0,FORD,0,TCB,1.0
5178,2010037788,1,4.0,1.0,1,2004.0,VOLK,0,P4D,1.0
5179,2010037788,2,73.0,5.0,1,2007.0,MACK,0,TTM,1.0
5242,2010047684,1,,31.0,30,,,0,,
5243,2010047684,2,15.0,6.0,1,2009.0,CHEV,0,PUT,1.0
5253,2010110169,1,15.0,6.0,1,1998.0,SUBA,0,PUT,1.0
5254,2010110169,2,51.0,4.0,1,2004.0,FORD,0,T4C,1.0
5268,2010032971,1,20.0,2.0,1,2001.0,HD,0,MRS,1.0
5328,2010033376,1,20.0,2.0,1,2009.0,HD,0,MRS,1.0
5364,2010061910,1,2.0,1.0,1,1997.0,OTHR,0,PCP,1.0
5365,2010061910,2,51.0,4.0,1,2001.0,OTHR,0,T4C,1.0
5396,2010062335,1,,99.0,5,,,0,,4.0
5413,2010081429,1,15.0,1.0,1,2004.0,CHEV,0,PUT,1.0
5414,2010081429,2,,31.0,30,,,0,,
5426,2010079491,1,4.0,1.0,1,1998.0,OTHR,0,P4D,1.0
5480,2010035730,1,20.0,2.0,1,1997.0,HD,0,MRS,1.0
5610,2010069240,1,4.0,1.0,1,1996.0,FORD,0,P4D,1.0
5611,2010069240,2,4.0,1.0,1,2004.0,JAGU,0,P4D,1.0
5661,2011003545,1,5.0,1.0,1,1995.0,SAA,0,P4H,1.0
5679,2010078934,1,75.0,5.0,1,2007.0,OTHR,0,TDS,1.0
5680,2010078934,2,4.0,1.0,1,2002.0,TOYT,0,P4D,1.0
5681,2010078934,3,12.0,7.0,1,1999.0,DODG,0,PSV,1.0
5707,2010054397,1,3.0,1.0,5,2003.0,OTHR,0,P2H,3.0
5728,2010059107,1,4.0,1.0,1,2007.0,TOYT,0,P4D,1.0
5729,2010059107,2,15.0,6.0,1,1996.0,FORD,0,PUT,1.0
5780,2010021231,1,51.0,5.0,1,2009.0,FORD,0,TCW,1.0
5781,2010021231,2,12.0,7.0,1,1999.0,PONT,0,PSV,1.0
5868,2010075374,1,4.0,1.0,1,2004.0,MRCU,0,P4D,1.0
5876,2010007337,1,4.0,1.0,1,1996.0,FORD,0,P4D,1.0
5877,2010007337,2,,31.0,30,,,0,,
5880,2010105731,1,15.0,6.0,1,2005.0,DODG,0,PUT,1.0
5881,2010105731,2,,31.0,30,,,0,,
5891,2010081571,1,20.0,2.0,1,2002.0,SUZI,0,MRS,1.0
5922,2010062335,2,,31.0,30,,,0,,
5930,2011000776,1,39.0,3.0,1,2008.0,OTHR,0,,1.0
5931,2011000776,2,,31.0,30,,,0,,
5963,2010060853,1,73.0,5.0,1,1998.0,MACK,0,TTM,1.0
5972,2010113453,1,4.0,1.0,1,2007.0,TOYT,0,P4D,1.0
5973,2010113453,2,23.0,2.0,1,2009.0,SUZI,0,MEN,1.0
6017,2010081364,1,20.0,2.0,1,1999.0,SUZI,0,MRS,1.0
6199,2010047439,1,51.0,4.0,1,1990.0,CHEV,0,TPK,1.0
6214,2010040695,1,4.0,1.0,1,2007.0,DODG,0,P4D,1.0
6229,2010065901,1,73.0,5.0,1,1989.0,MACK,0,TTM,1.0
6234,2010053948,1,4.0,1.0,1,2000.0,DODG,0,P4D,1.0
6309,2010035466,1,3.0,1.0,1,1995.0,ACUR,0,P2H,1.0
6344,2010103990,1,15.0,1.0,1,2005.0,FORD,0,PUT,1.0
6345,2010103990,2,,31.0,30,,,0,,
6377,2010130349,1,4.0,1.0,1,2006.0,MITS,0,P4D,1.0
6446,2010107898,1,12.0,6.0,1,1998.0,GMC,0,T2W,1.0
6494,2010085277,1,51.0,4.0,1,2006.0,CHEV,0,TPK,1.0
6538,2010046596,1,15.0,6.0,1,2004.0,FORD,0,PUT,1.0
6556,2010074051,1,51.0,4.0,1,2010.0,CHEV,0,T4C,1.0
6575,2010121790,1,51.0,5.0,1,1999.0,DODG,0,T4C,1.0
6628,2010005888,1,15.0,6.0,1,1995.0,FORD,0,PUT,1.0
6644,2010080513,1,20.0,2.0,1,2003.0,YAMA,0,MRS,1.0
6716,2010039128,1,15.0,1.0,1,2006.0,CHRY,0,PUT,1.0
6717,2010039128,2,,20.0,30,,,0,,1.0
6730,2010083116,1,72.0,5.0,1,2007.0,MACK,0,TGG,1.0
6750,2010083794,1,4.0,1.0,1,2005.0,BUIC,0,P4D,1.0
6802,2010112779,1,4.0,1.0,1,2010.0,MAZD,0,P4D,1.0
6803,2010112779,2,75.0,5.0,1,2006.0,VOLV,0,TDS,1.0
6812,2010059794,1,1.0,1.0,1,1997.0,CHEV,0,PCV,1.0
6813,2010059794,2,41.0,7.0,1,2005.0,CHEV,0,TES,1.0
6814,2010059794,3,4.0,1.0,2,2001.0,NISS,1,P4D,2.0
6837,2010001996,1,4.0,1.0,1,1993.0,MAZD,0,P4D,1.0
6838,2010001996,2,15.0,6.0,1,2010.0,NISS,0,PUT,1.0
6883,2010034138,1,4.0,1.0,1,2006.0,HOND,0,P4D,1.0
6884,2010034138,2,,31.0,30,,,0,,
6887,2010029466,1,41.0,7.0,1,1999.0,FORD,0,TES,1.0
6925,2010093028,1,,99.0,5,,,0,,4.0
6926,2010093028,2,20.0,2.0,1,2004.0,YAMA,0,MRS,1.0
7000,2010015368,1,15.0,6.0,1,1997.0,JEEP,0,T4W,1.0
7030,2010117298,1,51.0,4.0,1,2006.0,FORD,0,TPK,1.0
7046,2010106251,1,4.0,1.0,1,2006.0,TOYT,0,P4D,1.0
7130,2011022526,1,15.0,4.0,1,1998.0,JEEP,0,T4W,1.0
7234,2010098878,1,29.0,2.0,1,2000.0,OTHR,0,,1.0
7235,2010098878,2,51.0,4.0,1,1997.0,FORD,0,TPK,1.0
7256,2010114627,1,51.0,4.0,1,1988.0,CHEV,0,TPK,1.0
7257,2010114627,2,51.0,4.0,1,2006.0,DODG,0,TPK,1.0
7277,2010083116,2,,31.0,30,,,0,,
7299,2010043562,1,,31.0,30,,,0,,
7300,2010043562,2,2.0,1.0,1,1998.0,DODG,0,P2P,1.0
7309,2010035702,1,4.0,1.0,1,2003.0,BUIC,0,P4D,1.0
7310,2010035702,2,,31.0,30,,,0,,
7397,2010011626,1,15.0,6.0,1,2005.0,LNDR,0,T4W,3.0
7412,2010092381,1,1.0,1.0,1,2003.0,CHEV,0,PCV,1.0
7422,2010021284,1,9.0,1.0,1,2002.0,JAGU,0,,1.0
7423,2010021284,2,,31.0,30,,,0,,
7424,2010021284,3,,31.0,30,,,0,,
7425,2010021284,4,,31.0,30,,,0,,
7500,2010014925,1,12.0,7.0,1,1995.0,CHEV,0,PSV,1.0
7501,2010014925,2,4.0,1.0,1,2001.0,CHRY,0,P4D,1.0
7506,2010071375,1,20.0,2.0,1,2001.0,YAMA,0,MRS,1.0
7596,2010032387,1,20.0,2.0,1,2000.0,HOND,0,MRS,1.0
7617,2010108931,1,4.0,1.0,1,1997.0,BUIC,0,P4D,1.0
7705,2010037637,1,51.0,4.0,1,1991.0,FORD,0,TPK,1.0
7838,2010037311,1,4.0,1.0,1,2010.0,TOYT,0,P4D,1.0
7885,2010105802,1,3.0,1.0,1,1993.0,ACUR,0,P2H,1.0
7915,2010053616,1,,31.0,30,,,0,,
7916,2010053616,2,4.0,1.0,1,1996.0,TOYT,0,P4D,1.0
7937,2010055942,1,4.0,1.0,1,1998.0,PONT,0,P4D,1.0
7938,2010055942,2,15.0,6.0,1,2002.0,FORD,0,PUT,1.0
7998,2010127766,1,4.0,1.0,1,2001.0,BUIC,0,P4D,1.0
8027,2010100230,1,4.0,1.0,1,2001.0,VOLK,0,P4D,1.0
8028,2010100230,2,4.0,1.0,1,2006.0,SUBA,0,P4D,1.0
8029,2010100230,3,4.0,1.0,1,2006.0,BMW,0,P4D,1.0
8051,2010121364,1,15.0,6.0,1,2004.0,JEEP,0,T4W,1.0
8058,2010094760,1,51.0,4.0,1,2002.0,DODG,0,TPK,1.0
8111,2010065696,1,20.0,2.0,1,1983.0,HD,0,MRS,1.0
8112,2010076511,1,51.0,4.0,1,2007.0,DODG,0,TCW,1.0
8113,2010076511,2,41.0,7.0,1,2003.0,FORD,0,TES,1.0
8213,2010055599,1,12.0,1.0,1,2000.0,DODG,0,PSV,1.0
8214,2010055599,2,29.0,2.0,1,2009.0,HD,0,,1.0
8245,2010108196,1,4.0,1.0,1,2004.0,CHEV,0,P4D,1.0
8246,2010108196,2,15.0,6.0,1,1995.0,FORD,0,PUT,1.0
8276,2011012060,1,2.0,1.0,1,2000.0,FORD,0,PCP,1.0
8277,2011012060,2,75.0,5.0,1,2005.0,PTRB,0,TDS,1.0
8290,2010088949,1,4.0,1.0,1,1996.0,OLDS,0,P4D,1.0
8291,2010088949,2,4.0,1.0,1,1999.0,OLDS,0,P4D,1.0
8294,2010016691,1,15.0,6.0,1,2007.0,HOND,0,PUT,1.0
8304,2010068879,1,15.0,6.0,1,2009.0,CHEV,0,PUT,1.0
8316,2010114099,1,15.0,6.0,1,2005.0,CHEV,0,PUT,1.0
8317,2010114099,2,4.0,1.0,1,2004.0,LINC,0,P4D,1.0
8318,2010114099,3,4.0,1.0,1,1999.0,MRCU,0,P4D,3.0
8371,2010088499,1,20.0,2.0,1,2005.0,SUZI,0,MRS,1.0
8372,2010088499,2,4.0,1.0,1,2007.0,TOYT,0,P4D,1.0
8441,2010018579,1,75.0,5.0,1,2005.0,PTRB,0,TDS,1.0
8491,2010056688,1,51.0,4.0,1,2000.0,CHEV,0,TPC,1.0
8492,2010056688,2,15.0,6.0,1,2002.0,MERZ,0,PUT,1.0
8546,2010014702,1,4.0,1.0,1,1999.0,BMW,0,P4D,1.0
8570,2010112986,1,4.0,1.0,1,2007.0,,0,P4D,1.0
8623,2010061601,1,20.0,2.0,1,2007.0,OTHR,0,MRS,1.0
8624,2010061601,2,4.0,1.0,1,2006.0,OTHR,0,P4D,1.0
8688,2010050421,1,73.0,5.0,1,2006.0,OTHR,0,TTM,1.0
8744,2010116628,1,4.0,1.0,1,1999.0,,0,P4D,1.0
8745,2010116628,2,79.0,5.0,1,2006.0,FORD,0,,1.0
8850,2010097364,1,28.0,2.0,1,2007.0,OTHR,0,MRC,1.0
8856,2010094931,1,4.0,1.0,1,1997.0,CHEV,0,P4D,1.0
8905,2010047668,1,6.0,1.0,1,1988.0,CHEV,0,PSW,1.0
9009,2010013140,1,39.0,3.0,1,,OTHR,0,,1.0
9010,2010013140,2,4.0,1.0,1,2000.0,STRN,0,P4D,1.0
9022,2010076529,1,15.0,6.0,1,2002.0,JEEP,0,T4W,1.0
9066,2010054632,1,20.0,2.0,1,2002.0,HD,0,MRS,1.0
9087,2010014702,2,79.0,5.0,1,2007.0,MERZ,0,,1.0
9143,2010064229,1,15.0,6.0,1,2003.0,FORD,0,PUT,1.0
9272,2010025173,1,4.0,1.0,1,2000.0,MRCU,0,P4D,1.0
9273,2010025173,2,51.0,5.0,1,2006.0,GMC,0,TCB,1.0
9319,2011013128,1,15.0,6.0,1,2010.0,FORD,0,PUT,1.0
9391,2010032048,1,2.0,1.0,1,1997.0,HOND,0,PCP,1.0
9392,2010032048,2,41.0,4.0,1,2001.0,GMC,0,TCG,1.0
9416,2010107261,1,15.0,6.0,1,1997.0,FORD,0,PUT,1.0
9417,2010107261,2,4.0,1.0,1,1995.0,OLDS,0,P4D,1.0
9418,2010019588,1,9.0,1.0,5,,HYUN,0,,4.0
9419,2010019588,2,,31.0,30,,,0,,
9501,2010085206,1,15.0,6.0,1,2004.0,CHEV,0,PUT,1.0
9510,2010111919,1,,1.0,1,2005.0,STRN,0,PC4,1.0
9511,2010111919,2,,31.0,30,,,0,,
9568,2010102345,1,6.0,1.0,1,1998.0,SUBA,0,PSW,1.0
9583,2011002447,1,4.0,1.0,1,2003.0,JAGU,0,P4D,1.0
9584,2011002447,2,,31.0,30,,,0,,
9596,2010035342,1,4.0,1.0,1,2000.0,STRN,0,P4D,1.0
9597,2010035342,2,51.0,4.0,1,1989.0,FORD,0,TPK,1.0
9684,2010080396,1,41.0,7.0,1,2003.0,FORD,0,TES,1.0
9685,2010080396,2,15.0,6.0,1,2005.0,MAZD,0,PUT,1.0
9686,2010080396,3,51.0,5.0,1,2006.0,FORD,0,TCC,1.0
9827,2010015975,1,3.0,1.0,1,1999.0,MITS,0,P2H,1.0
9828,2010015975,2,51.0,5.0,1,1995.0,FRHT,0,TCC,1.0
10112,2010053771,1,,31.0,30,,,0,,
10113,2010053771,2,4.0,1.0,1,2007.0,CHEV,0,P4D,1.0
10123,2010053483,1,,20.0,30,,,0,,1.0
10124,2010053483,2,,99.0,1,9999.0,OTHR,0,,3.0
10190,2010074967,1,4.0,1.0,1,2000.0,CHEV,0,P4D,1.0
10203,2010061179,1,51.0,4.0,1,1999.0,FORD,0,T4C,1.0
10212,2010085628,1,20.0,2.0,1,1993.0,HD,0,MRS,1.0
