,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
50,2021030677,40.362373,-75.990696,6,6237,4,6,,,1,0,4
100,2021031622,40.611211,-75.38825,48,48301,4,3,,,2,0,7
128,2021024218,40.363142,-79.965136,2,2403,3,7,,,1,0,2
152,2021031033,40.056472,-75.140006,67,67301,3,1,,,0,1,98
157,2021031498,40.934708,-76.049603,40,40214,3,4,,,1,0,2
210,2021027916,41.213037,-80.490868,43,43301,3,7,,,1,0,1
243,2021031091,40.308482,-76.888641,22,22301,3,3,,,0,1,1
262,2021031836,40.396979,-76.302319,38,38205,3,1,,,1,0,8
279,2021042075,39.927198,-75.229395,67,67301,4,4,,,0,1,8
292,2021030066,40.337986,-75.971321,6,6429,4,5,,,3,0,2
306,2021040160,40.347548,-76.420781,38,38301,4,4,,,1,0,4
324,2021030099,42.121237,-80.034675,25,25302,3,3,,,1,0,0
357,2021032253,40.209203,-80.283343,62,62207,4,4,,,1,0,7
358,2021021271,40.640039,-75.274826,48,48210,2,6,,,1,1,5
389,2021042979,40.608405,-75.477812,39,39301,5,1,,,1,0,8
431,2021032361,40.219708,-76.724942,22,22207,3,7,,,3,0,7
443,2021026814,39.968754,-75.191603,67,67301,2,2,,,2,0,2
448,2021028514,40.207433,-74.803233,9,9208,3,7,,,1,0,1
467,2021029146,40.002139,-75.132583,67,67301,3,4,,,0,1,8
479,2021031021,41.283929,-75.852057,40,40304,4,2,,,1,0,8
481,2021031657,40.611343,-80.264469,4,4302,4,5,,,1,0,2
497,2021010396,41.170381,-79.692355,10,10202,1,6,,,1,0,0
545,2021030434,39.916059,-76.629572,66,66102,3,2,,,1,0,2
575,2021029035,40.453324,-79.891817,2,2301,3,2,,,1,0,8
576,2021031476,40.09791,-78.603016,5,5218,3,7,,,0,1,8
589,2021031474,41.656994,-75.848053,57,57218,3,7,,,1,1,7
610,2021031567,42.123969,-80.042948,25,25302,4,3,,,1,0,7
621,2021030600,40.335819,-79.974226,2,2454,4,7,,,1,0,98
689,2021032086,41.209634,-79.428384,16,16214,4,3,,,1,0,1
694,2021032217,40.438869,-79.760496,2,2446,4,5,,,1,0,4
732,2021030329,40.383688,-77.878193,31,31411,3,1,,,0,1,7
738,2021031507,41.061462,-75.893128,40,40207,4,6,,,2,0,7
743,2021019764,39.989809,-75.125532,67,67301,2,7,,,1,0,8
762,2021029018,40.597739,-80.187332,4,4411,3,1,,,0,1,7
764,2021030016,40.962026,-76.356358,19,19214,3,3,,,1,0,7
794,2021031785,40.531191,-75.399383,39,39211,4,4,,,1,0,7
797,2021018391,39.979023,-75.225571,67,67301,2,5,,,1,0,8
808,2021032007,40.227222,-77.054917,21,21212,4,4,,,1,0,2
810,2021031922,40.056226,-75.006475,67,67301,4,2,,,1,0,8
816,2021031623,40.377394,-79.920882,2,2301,4,2,,,0,1,7
871,2021031519,40.880606,-76.001851,53,53215,4,7,,,1,0,7
893,2021015641,40.340577,-79.756042,64,64101,2,1,,,1,4,2
945,2021031828,40.057282,-75.331413,46,46104,3,1,,,0,2,2
974,2021031418,41.027133,-78.414207,17,17223,3,3,,,1,0,4
982,2021031591,40.416474,-80.011138,2,2301,4,4,,,1,0,7
1037,2021028723,41.624515,-80.188673,20,20230,3,4,,,1,0,7
1073,2021016206,40.559513,-78.336583,7,7202,2,1,,,0,1,7
1095,2021028368,40.331582,-79.844637,2,2304,3,7,,,1,0,4
1161,2021031005,40.4405,-79.960194,2,2301,4,2,,,1,0,8
1182,2021042836,40.040078,-79.958718,62,62407,5,3,,,1,0,4
1228,2021032170,40.710692,-76.560453,49,49218,3,1,,,0,1,7
1233,2021030551,40.405805,-80.027571,2,2301,3,2,,,1,0,7
1258,2021019230,40.937267,-79.962228,10,10205,2,1,,,1,0,7
1274,2021010454,40.277516,-76.584062,38,38213,1,2,,,1,0,7
1289,2021018072,39.995967,-75.208053,67,67301,2,6,,,0,1,7
1320,2021020946,40.011556,-78.39173,5,5226,2,6,,,0,3,4
1325,2021020051,40.983812,-75.449741,45,45202,2,4,,,2,0,4
1388,2021021230,40.690488,-80.316081,4,4404,2,6,,,0,1,8
1392,2021020510,42.190967,-79.951997,25,25210,2,5,,,0,1,7
1438,2021019108,40.200882,-76.728201,22,22409,2,4,,,0,1,8
1474,2021020874,40.040924,-76.239034,36,36215,2,4,,,1,0,7
1514,2021019308,40.52934,-75.774552,6,6410,2,1,,,1,0,1
1527,2021020798,40.874423,-79.872689,10,10228,2,7,,,1,0,4
1530,2021021325,39.911761,-77.645714,28,28204,2,5,,,1,0,7
1555,2021021605,40.865007,-77.036141,59,59207,2,6,,,0,1,7
1557,2021021546,40.409444,-80.126111,2,2102,2,4,,,2,0,7
1563,2021015939,39.873619,-75.350621,23,23107,2,3,,,1,0,4
1584,2021020613,41.895973,-76.52126,8,8231,1,4,,,0,1,4
1614,2021021839,40.461272,-79.812891,2,2113,3,6,,,1,0,1
1628,2021018292,40.148091,-75.212501,46,46109,2,7,,,1,0,7
1643,2021021104,40.183899,-79.841696,64,64103,3,4,,,1,0,7
1653,2021021390,40.59105,-80.223773,4,4402,2,7,,,1,0,8
1698,2021021314,40.163392,-75.383081,46,46226,2,3,,,1,0,1
1750,2021021599,40.550691,-77.43311,34,34207,1,1,,,0,1,7
1763,2021012027,40.275764,-79.879566,2,2105,2,5,,,1,0,8
1817,2021035840,41.351748,-75.405813,63,63221,4,7,,,2,0,7
1819,2021020957,39.835851,-75.419878,23,23110,2,6,,,2,0,1
1872,2021012149,40.311863,-79.893743,2,2302,2,6,,,1,0,2
1887,2021013018,40.942756,-75.97308,40,40301,2,7,,,1,0,8
1901,2021039679,40.34075,-80.025781,2,2407,4,2,,,0,1,7
1914,2021020541,41.951242,-76.462426,8,8213,2,7,,,0,1,7
1927,2021018609,40.307021,-79.573437,64,64209,2,1,,,2,0,2
2061,2021020868,40.446519,-78.881865,11,11216,2,3,,,1,0,4
2075,2021005686,40.146208,-79.849012,64,64103,1,2,,,2,0,7
2086,2021020963,40.552758,-78.006768,31,31214,2,1,,,0,1,7
2095,2021016277,40.143701,-76.610173,36,36407,2,7,,,1,0,7
2173,2021020948,40.627521,-77.284541,34,34203,2,7,,,2,1,4
2176,2021016657,40.405101,-79.82958,2,2467,2,5,,,1,0,7
2219,2021019730,40.105241,-75.28151,46,46107,2,7,,,1,0,7
2228,2021019641,40.343375,-76.744263,22,22219,2,6,,,0,1,2
2232,2021037883,41.128755,-77.434796,18,18204,4,4,,,1,0,7
2248,2021020502,41.716223,-76.658159,8,8210,1,2,,,0,1,0
2405,2021020501,41.67805,-76.271438,8,8237,1,2,,,1,3,2
2424,2021021128,40.019664,-75.134164,67,67301,2,7,,,0,1,8
2430,2021008869,40.325868,-80.049323,2,2407,1,5,,,1,0,4
2439,2021021709,40.062206,-76.342983,36,36101,3,5,,,1,0,1
2537,2021038269,40.065779,-76.449619,36,36239,4,3,,,1,0,7
2720,2021030705,40.497305,-75.810388,6,6232,3,1,,,0,1,0
2722,2021014894,40.209207,-77.021889,21,21404,2,6,,,1,0,4
2723,2021011661,40.804348,-76.179888,53,53216,1,5,,,1,0,7
2725,2021004617,40.01302,-76.594824,66,66212,1,6,,,1,0,1
2878,2021018428,41.850258,-80.371532,25,25203,2,7,,,0,1,7
2895,2021041231,40.688908,-75.565675,39,39207,4,6,,,0,1,8
2919,2021011081,40.487283,-80.045024,2,2301,2,2,,,1,0,7
2934,2021017261,41.477826,-79.966059,60,60202,2,6,,,0,1,7
2992,2021018990,40.12105,-74.907364,9,9202,2,1,,,1,0,7
3010,2021007980,40.168076,-79.81458,64,64103,1,1,,,1,0,7
3087,2021014076,40.174149,-75.107028,46,46408,2,6,,,1,0,8
3122,2021009191,40.344961,-74.992648,9,9221,1,3,,,1,0,7
3136,2021037154,39.964394,-75.177708,67,67301,4,7,,,0,1,8
3180,2021037307,40.274417,-76.970456,21,21103,4,6,,,1,0,4
3204,2021018246,40.93971,-75.233029,45,45205,1,6,,,0,1,7
3257,2021035313,40.221209,-76.756186,22,22103,3,7,,,1,0,1
3258,2021010331,40.682585,-76.214897,53,53301,2,2,,,1,0,5
3409,2021036416,40.2038,-77.346673,21,21219,4,2,,,2,0,7
3414,2021019006,39.891649,-75.237,67,67301,2,1,,,1,0,7
3429,2021014879,39.98955,-75.155569,67,67301,2,6,,,1,0,7
3458,2021019665,41.598952,-80.118417,20,20233,2,4,,,1,0,7
3463,2021019467,40.180714,-75.087158,46,46110,2,4,,,1,0,8
3477,2021017312,40.516983,-78.187272,7,7204,1,4,,,0,1,7
3491,2021012478,39.988654,-75.106073,67,67301,2,6,,,0,1,4
3500,2021014132,39.830779,-75.390116,23,23301,2,4,,,2,0,4
3502,2021040915,39.860948,-75.543919,23,23204,4,7,,,0,1,7
3577,2021018876,40.123935,-76.790797,66,66220,1,1,,,0,1,4
3581,2021035600,39.998041,-75.125401,67,67301,4,5,,,1,0,8
3610,2021019224,39.79081,-77.900138,28,28209,2,7,,,1,0,2
3637,2021041174,42.107144,-80.062496,25,25302,5,6,,,1,0,8
3655,2021019206,39.853031,-75.370955,23,23301,1,1,,,1,0,1
3691,2021018669,40.104263,-80.199338,62,62201,1,6,,,0,1,7
3723,2021034715,40.548493,-80.028134,2,2116,4,6,,,0,1,1
3726,2021019211,41.166194,-79.046911,33,33213,2,5,,,1,0,4
3736,2021017701,41.789023,-76.516581,8,8215,2,6,,,1,0,7
3753,2021019214,40.256815,-77.066631,21,21212,2,7,,,1,0,1
3765,2021015736,39.995174,-79.092287,55,55221,2,1,,,0,1,7
3802,2021016934,40.835527,-76.834888,54,54208,2,5,,,0,1,8
3803,2021016839,40.203988,-76.898344,66,66208,1,4,,,0,1,7
3809,2021005696,41.566794,-75.51255,35,35301,1,6,,,1,0,8
3811,2021016905,40.599987,-75.479847,39,39301,2,2,,,1,0,8
3817,2021012906,40.002649,-75.789656,15,15101,2,5,,,1,0,2
3857,2021016543,40.128885,-79.875896,64,64103,2,7,,,2,0,8
3898,2021019271,39.982736,-76.174744,36,36417,2,4,,,1,0,7
3901,2021016477,40.492315,-79.818855,2,2113,2,4,,,1,0,7
3929,2021016526,39.890859,-77.084695,1,1216,1,1,,,1,0,7
3937,2021011631,41.088556,-78.779633,17,17228,1,3,,,0,1,7
3946,2021013583,39.957331,-78.813253,55,55202,2,6,,,1,0,7
3947,2021016585,40.441827,-79.826613,2,2124,2,1,,,0,1,7
3948,2021015477,40.0147,-75.070992,67,67301,2,1,,,1,0,7
3964,2021016227,40.239757,-76.802566,22,22102,1,4,,,0,1,2
3992,2021015868,40.060072,-76.320066,36,36101,2,7,,,1,0,4
4004,2021017052,39.933367,-76.702881,66,66102,1,6,,,1,0,7
4009,2021019483,39.977881,-75.802766,15,15412,2,4,,,1,0,2
4013,2021004721,42.107422,-80.144603,25,25213,1,5,,,0,1,7
4027,2021016520,39.767903,-76.656801,66,66226,1,5,,,1,0,8
4034,2021014677,40.140473,-74.875528,9,9101,2,6,,,1,0,4
4042,2021014875,40.340602,-79.893506,2,2423,2,6,,,0,1,0
4046,2021016937,40.365673,-76.647109,22,22203,2,1,,,0,1,7
4097,2021015501,40.424976,-79.928102,2,2301,2,1,,,1,0,8
4108,2021015541,39.985548,-75.18774,67,67301,2,2,,,0,1,8
4133,2021016572,40.384487,-77.577488,34,34212,2,5,,,1,0,7
4163,2021015387,40.907742,-79.254247,3,3227,2,7,,,1,0,7
4166,2021015389,40.999395,-77.805786,14,14202,2,1,,,1,0,8
4186,2021016107,41.711202,-76.032393,57,57203,1,7,,,1,0,0
4193,2021014856,40.386244,-80.084255,2,2117,2,6,,,2,0,4
4227,2021014683,40.036314,-75.064305,67,67301,2,5,,,1,1,4
4234,2021016838,39.784608,-77.702761,28,28201,1,2,,,2,0,4
4242,2021015920,40.003818,-75.190519,67,67301,1,7,,,2,1,4
4243,2021015665,40.012128,-75.149067,67,67301,2,3,,,1,0,1
4312,2021016406,40.565921,-76.993892,50,50405,2,5,,,1,0,5
4359,2021015689,40.172368,-75.073369,46,46110,2,1,,,1,0,4
4418,2021015439,40.347904,-79.840894,2,2304,2,5,,,1,0,8
4495,2021010235,40.081494,-75.711072,15,15238,1,1,,,0,1,7
4500,2021015285,40.972147,-79.971564,10,10207,2,6,,,1,0,4
4515,2021009674,40.076213,-75.206746,67,67301,1,5,,,0,1,1
4555,2021015102,40.552844,-77.395104,34,34213,2,3,,,1,0,7
4602,2021014891,40.544456,-75.672457,39,39209,1,1,,,1,1,2
4616,2021015497,40.426466,-80.021084,2,2301,2,7,,,1,1,7
4633,2021015628,40.382703,-78.521754,7,7209,2,7,,,1,0,7
4646,2021015799,41.429587,-76.014235,65,65210,1,2,,,0,1,2
4659,2021015091,39.73101,-75.791534,15,15221,2,5,,,1,0,4
4678,2021016971,40.302966,-76.851595,22,22101,1,7,,,0,1,8
4715,2021007926,40.744954,-75.243661,48,48205,1,7,,,1,1,2
4723,2021015471,40.130449,-75.026922,46,46105,2,7,,,1,0,4
4770,2021012135,40.254011,-79.959806,62,62228,2,6,,,1,0,4
4796,2021016617,41.090845,-79.180619,33,33202,1,5,,,0,1,7
4802,2021016527,41.980413,-77.192666,58,58216,1,1,,,0,1,7
4815,2021015371,39.788412,-77.564618,28,28211,1,7,,,1,0,8
4821,2021015289,40.104897,-78.930694,55,55219,2,7,,,0,1,0
4850,2021019287,39.984654,-75.120221,67,67301,2,2,,,0,1,7
4868,2021007687,39.946855,-79.864919,26,26216,1,7,,,1,0,7
4896,2021005273,40.203081,-75.093514,9,9226,1,6,,,1,0,8
4926,2021014568,40.231011,-75.25025,46,46211,2,7,,,1,0,4
