,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
4240,2011061925,2,4.0,1.0,1,1998.0,FORD,0,P4D,3.0
4241,2011061925,3,15.0,6.0,2,2008.0,KIA,1,PUT,2.0
4242,2011064164,1,9.0,1.0,1,9999.0,UNKN,0,,1.0
4243,2011064164,2,15.0,1.0,1,2002.0,MRCU,0,PUT,1.0
4244,2011064164,3,9.0,1.0,1,9999.0,UNKN,0,,1.0
4412,2011093888,1,4.0,1.0,1,2005.0,CHRY,0,P4D,1.0
4435,2011077723,1,28.0,2.0,1,2005.0,HOND,0,MRC,1.0
4443,2011072555,1,6.0,6.0,1,2007.0,KIA,0,PSW,1.0
4444,2011072555,2,12.0,7.0,1,1994.0,PLYM,0,PSV,1.0
4445,2011072555,3,4.0,1.0,1,2011.0,VOLK,0,P4D,1.0
4461,2011057148,1,15.0,6.0,1,2008.0,DODG,0,PUT,1.0
4462,2011057148,2,4.0,1.0,1,2001.0,FORD,0,P4D,1.0
4496,2011084405,1,20.0,2.0,1,1999.0,HD,0,MRS,1.0
4576,2011107432,1,2.0,1.0,1,2004.0,HOND,0,PCP,1.0
4577,2011107432,2,3.0,1.0,1,1999.0,CHEV,0,P2H,1.0
4665,2011070334,1,20.0,2.0,1,1998.0,FORD,0,MRS,1.0
4666,2011070334,2,,99.0,51,,,0,,
4677,2011129107,1,4.0,1.0,1,2008.0,PONT,0,P4D,1.0
4678,2011129107,2,15.0,6.0,1,2008.0,MERZ,0,PUT,1.0
4706,2011125182,1,,31.0,30,,,0,,
4707,2011125182,2,15.0,6.0,1,2001.0,FORD,0,PUT,1.0
4737,2011085523,1,12.0,7.0,1,2000.0,NISS,0,PSV,3.0
4930,2011067534,1,20.0,2.0,1,2010.0,,0,MRS,1.0
4931,2011067534,2,75.0,5.0,1,1986.0,PTRB,0,TDS,1.0
4940,2011057555,1,24.0,13.0,1,,OTHR,0,,1.0
4953,2011134446,1,4.0,1.0,1,2006.0,BMW,0,P4D,1.0
4954,2011134446,2,79.0,5.0,1,2002.0,VOLV,0,,1.0
4959,2011102020,1,4.0,1.0,1,1996.0,MRCU,0,P4D,1.0
4960,2011102020,2,4.0,1.0,1,2006.0,TOYT,0,P4D,1.0
5028,2011129965,1,2.0,1.0,1,2001.0,CHEV,0,PCP,1.0
5042,2011064778,1,20.0,2.0,1,2007.0,YAMA,0,MRS,1.0
5241,2011111975,1,51.0,4.0,1,2000.0,FORD,0,T4C,1.0
5261,2011094346,1,20.0,2.0,1,1998.0,HOND,0,MRS,1.0
5262,2011094346,2,51.0,4.0,1,1993.0,DODG,0,TPC,1.0
5281,2011114504,1,51.0,4.0,1,1997.0,FORD,0,TPK,1.0
5282,2011114504,2,15.0,6.0,2,2002.0,JEEP,1,T4W,2.0
5324,2012001404,1,24.0,13.0,1,2009.0,SUZI,0,MAT,1.0
5325,2012001404,2,24.0,13.0,1,2001.0,YAMA,0,MAT,1.0
5404,2011064807,1,51.0,4.0,1,1993.0,FORD,0,TPK,1.0
5489,2011036024,1,20.0,2.0,1,2007.0,OTHR,0,MRS,1.0
5490,2011036024,2,20.0,2.0,1,2002.0,HD,0,MRS,1.0
5499,2011078851,1,51.0,4.0,1,1999.0,FORD,0,T4C,1.0
5523,2011064871,1,9.0,1.0,1,2009.0,OTHR,0,,1.0
5524,2011064871,2,9.0,1.0,1,2009.0,OTHR,0,,1.0
5525,2011064871,3,15.0,6.0,2,2000.0,JEEP,1,T4W,2.0
5540,2011042222,1,15.0,6.0,1,2008.0,LNDR,0,T4W,1.0
5541,2011042222,2,4.0,1.0,1,2007.0,FORD,0,P4D,1.0
5542,2011042222,3,4.0,1.0,1,2004.0,MAZD,0,P4D,1.0
5598,2011120340,1,2.0,1.0,1,2001.0,CHEV,0,PCP,1.0
5666,2011104991,1,4.0,1.0,1,1998.0,MITS,0,P4P,1.0
5667,2011104991,2,,20.0,30,,,0,,1.0
5668,2011104991,3,4.0,1.0,2,1988.0,HOND,1,P4D,2.0
5669,2011104991,4,4.0,1.0,2,1999.0,INFI,1,P4D,2.0
5670,2011104991,5,6.0,1.0,2,1998.0,SUZI,1,PSW,2.0
5671,2011104991,6,15.0,6.0,2,1999.0,MERZ,1,PUT,2.0
5672,2011104991,7,4.0,1.0,1,1993.0,HOND,0,P4D,1.0
5901,2011064272,1,15.0,7.0,1,2009.0,HOND,0,PUT,1.0
5918,2011116384,1,20.0,2.0,1,1986.0,HOND,0,MRS,1.0
5941,2011024845,1,4.0,1.0,1,1995.0,BUIC,0,P4D,1.0
6004,2011072577,1,4.0,1.0,1,2005.0,CHEV,0,P4D,1.0
6139,2011014055,1,4.0,1.0,1,2006.0,CHRY,0,P4D,1.0
6143,2011062631,1,4.0,1.0,1,2000.0,BMW,0,P4D,1.0
6331,2011027849,1,15.0,6.0,1,2004.0,GMC,0,T4W,1.0
6332,2011027849,2,5.0,1.0,1,2006.0,PONT,0,P4H,1.0
6356,2011071734,1,20.0,2.0,1,2009.0,HD,0,MRS,1.0
6377,2011093561,1,20.0,2.0,1,1990.0,HD,0,MRS,1.0
6387,2011072941,1,2.0,1.0,1,1998.0,PONT,0,PCP,1.0
6426,2011068582,1,4.0,1.0,1,1997.0,CHEV,0,P4D,1.0
6459,2011125309,1,20.0,2.0,1,2005.0,HD,0,MRS,1.0
6460,2011125309,2,20.0,2.0,1,2003.0,HD,0,MRS,1.0
6461,2011125309,3,12.0,7.0,1,2000.0,DODG,0,PSV,1.0
6528,2011079605,1,20.0,2.0,1,2010.0,TRIU,0,MRS,1.0
6529,2011079605,2,28.0,2.0,1,2007.0,KAWK,0,MRC,1.0
6530,2011079605,3,20.0,2.0,1,2008.0,SUZI,0,MRS,1.0
6531,2011079605,4,20.0,2.0,1,2006.0,SUZI,0,MRS,1.0
6568,2011076203,1,9.0,1.0,1,2005.0,HYUN,0,,1.0
6569,2011076203,2,15.0,6.0,1,2007.0,FORD,0,PUT,1.0
6587,2012013119,1,4.0,1.0,1,2002.0,CHEV,0,P4D,1.0
6609,2011107252,1,51.0,4.0,1,1997.0,DODG,0,TPC,1.0
6610,2011107252,2,15.0,6.0,1,2006.0,FORD,0,PUT,1.0
6613,2011135751,1,51.0,4.0,1,2010.0,TOYT,0,TPC,1.0
6622,2012061140,1,15.0,6.0,1,2005.0,CHEV,0,PUT,1.0
6623,2012061140,2,75.0,5.0,1,1987.0,OTHR,0,TTR,1.0
6721,2012006703,1,4.0,1.0,1,2010.0,HOND,0,P4D,1.0
6722,2012006703,2,4.0,1.0,1,2006.0,VOLV,0,P4D,1.0
6883,2011064525,1,20.0,2.0,1,2000.0,HD,0,MRS,1.0
6958,2011094489,1,12.0,7.0,1,2000.0,CHRY,0,PSV,1.0
6959,2011094489,2,4.0,1.0,2,2002.0,DODG,1,P4D,2.0
6960,2011094489,3,2.0,1.0,2,2000.0,HOND,1,PCP,2.0
6961,2011094489,4,4.0,1.0,2,2002.0,PONT,1,P4D,2.0
6990,2011127469,1,51.0,4.0,1,2007.0,TOYT,0,TCW,1.0
7136,2011122068,1,24.0,13.0,1,,SUZI,0,,1.0
7137,2011041347,1,2.0,1.0,1,1997.0,CHEV,0,PCP,1.0
7164,2012003388,1,15.0,6.0,1,2005.0,GMC,0,T4W,1.0
7165,2012003388,2,,31.0,30,,,0,,
7203,2011031799,1,51.0,4.0,1,2010.0,FORD,0,TCW,1.0
7204,2011031799,2,2.0,1.0,1,2005.0,CHRY,0,PCP,1.0
7205,2011031799,3,,99.0,51,,,0,,
7250,2011027631,1,15.0,6.0,1,2003.0,GMC,0,T4W,1.0
7251,2011027631,2,4.0,1.0,1,2005.0,PONT,0,P4D,1.0
7306,2011034808,1,51.0,4.0,1,2008.0,FORD,0,T4C,1.0
7335,2011107648,1,2.0,1.0,1,2006.0,CHEV,0,PCP,1.0
7336,2011107648,2,15.0,6.0,1,2005.0,ACUR,0,PUT,1.0
7358,2011072742,1,20.0,2.0,1,2003.0,SUZI,0,MRS,1.0
7366,2012023851,1,51.0,1.0,1,1996.0,DODG,0,TPC,1.0
7625,2011110540,1,4.0,1.0,1,1994.0,,0,P4D,1.0
7626,2011110540,2,,31.0,30,,,0,,
7638,2011079429,1,2.0,1.0,1,2003.0,NISS,0,PCP,1.0
7661,2011117001,1,15.0,6.0,1,2000.0,DODG,0,PUT,1.0
7720,2011017857,1,15.0,4.0,1,1996.0,JEEP,0,T4W,1.0
7721,2011017857,2,75.0,5.0,1,2007.0,FRHT,0,TDS,1.0
7773,2011073126,1,,99.0,30,,,0,,1.0
7774,2011073126,2,15.0,6.0,1,2007.0,GMC,0,T4W,1.0
7830,2011092723,1,29.0,2.0,1,9999.0,UNKN,0,,1.0
7906,2011056123,1,20.0,2.0,1,2006.0,HOND,0,MRS,1.0
7984,2011064172,1,12.0,7.0,1,1993.0,FORD,0,PSV,1.0
7992,2011032636,1,4.0,1.0,1,2001.0,DODG,0,P4D,1.0
8045,2011066791,1,20.0,2.0,1,2003.0,TRIU,0,MRS,1.0
8046,2011066791,2,4.0,1.0,1,2007.0,KIA,0,P4D,1.0
8061,2011075597,1,,20.0,30,,,0,,1.0
8062,2011075597,2,51.0,5.0,1,2008.0,FRHT,0,TCC,1.0
8116,2011064824,1,20.0,2.0,1,1995.0,HD,0,MRS,1.0
8141,2011030938,1,15.0,6.0,1,2006.0,FORD,0,PUT,1.0
8151,2011052263,1,24.0,13.0,1,1983.0,HOND,0,MAT,1.0
8157,2012004797,1,4.0,1.0,1,2000.0,MERZ,0,P4D,1.0
8227,2011098158,1,,20.0,30,,,0,,1.0
8228,2011098158,2,4.0,1.0,1,2001.0,BUIC,0,P4D,1.0
8267,2011053874,1,20.0,2.0,1,2010.0,HD,0,MRS,1.0
8281,2011032286,1,2.0,1.0,1,1997.0,HOND,0,PCP,1.0
8282,2011032286,2,41.0,7.0,2,2005.0,FORD,1,TCG,2.0
8283,2011032286,3,15.0,6.0,2,2011.0,HYUN,1,PUT,2.0
8299,2011118400,1,15.0,6.0,1,2003.0,MITS,0,PUT,1.0
8383,2011051770,1,4.0,1.0,1,2011.0,CHEV,0,P4D,1.0
8395,2011013604,1,15.0,6.0,1,2003.0,JEEP,0,T4W,1.0
8439,2011053590,1,2.0,1.0,1,2008.0,HOND,0,PCP,1.0
8440,2011053590,2,29.0,2.0,1,2006.0,HOND,0,,1.0
8468,2011042442,1,3.0,1.0,1,2000.0,PONT,0,P2H,1.0
8469,2011042442,2,4.0,1.0,1,1998.0,HOND,0,P4D,1.0
8484,2011068438,1,4.0,1.0,1,2002.0,MITS,0,P4D,1.0
8485,2011068438,2,,31.0,30,,,0,,
8517,2011078880,1,2.0,1.0,1,2007.0,HOND,0,PCP,1.0
8549,2011075898,1,73.0,5.0,1,2005.0,ISU,0,TTB,3.0
8550,2011075898,2,5.0,1.0,1,2008.0,TOYT,0,P4H,1.0
8551,2011075898,3,5.0,1.0,2,2007.0,PONT,1,P4H,2.0
8559,2011128884,1,51.0,4.0,1,1998.0,FORD,0,TPC,1.0
8560,2011128884,2,4.0,1.0,1,2011.0,VOLK,0,P4D,1.0
8561,2011128884,3,4.0,1.0,1,2011.0,HOND,0,P4D,1.0
8649,2011117110,1,69.0,4.0,1,2005.0,OTHR,0,,1.0
8650,2011117110,2,51.0,4.0,1,2006.0,CHEV,0,TCW,1.0
8651,2011117110,3,73.0,5.0,1,2006.0,VOLV,0,TTM,1.0
8652,2011101894,1,51.0,4.0,1,2000.0,NISS,0,TPC,1.0
8730,2011101894,2,15.0,6.0,1,2005.0,JEEP,0,T4W,1.0
8763,2011135075,1,,31.0,30,,,0,,
8764,2011135075,2,4.0,1.0,1,2010.0,HOND,0,P4D,1.0
8796,2011053569,1,19.0,6.0,5,9999.0,DODG,0,,4.0
8797,2011053569,2,,31.0,30,,,0,,
8827,2011084751,1,15.0,6.0,1,2004.0,FORD,0,PUT,1.0
8992,2012039141,1,4.0,1.0,1,1998.0,VOLK,0,P4D,1.0
8995,2011030046,1,4.0,1.0,1,2000.0,SAA,0,P4D,1.0
9058,2011076743,1,4.0,1.0,1,2010.0,FORD,0,P4D,1.0
9059,2011076743,2,20.0,2.0,1,2008.0,HOND,0,MRS,1.0
9175,2011087313,1,,31.0,30,,,0,,
9176,2011087313,2,51.0,5.0,1,1997.0,FRHT,0,TCC,1.0
9230,2011097485,1,12.0,7.0,1,2003.0,HOND,0,PSV,1.0
9234,2011009279,1,4.0,1.0,1,2007.0,MITS,0,P4D,1.0
9348,2011073015,1,4.0,1.0,1,2009.0,MRCU,0,P4D,1.0
9349,2011073015,2,15.0,4.0,1,2003.0,JEEP,0,T4W,1.0
9462,2011070328,1,20.0,2.0,1,1999.0,HD,0,MRS,1.0
9463,2011070328,2,20.0,2.0,1,2003.0,HD,0,MRS,1.0
9477,2011087600,1,51.0,4.0,1,2004.0,DODG,0,TCW,1.0
9519,2011092402,1,4.0,1.0,1,2005.0,CHEV,0,P4D,1.0
9520,2012017638,1,4.0,1.0,1,2010.0,TOYT,0,P4D,1.0
9539,2011082235,1,25.0,2.0,1,1985.0,HOND,0,MMS,1.0
9564,2011065272,1,4.0,1.0,1,2000.0,MRCU,0,P4D,1.0
9574,2011057097,1,4.0,1.0,1,2000.0,OLDS,0,P4D,1.0
9575,2011057097,2,20.0,2.0,1,2004.0,HOND,0,MRS,1.0
9587,2011072336,1,9.0,1.0,1,1971.0,CHEV,0,,1.0
9588,2011072336,2,15.0,6.0,1,2003.0,JEEP,0,T4W,1.0
9590,2011108554,1,15.0,6.0,1,2011.0,DODG,0,PUT,1.0
9591,2011108554,2,75.0,5.0,1,2011.0,PTRB,0,TTR,1.0
9592,2011113922,1,6.0,1.0,1,1996.0,SUBA,0,PSW,1.0
9593,2011113922,2,15.0,6.0,1,2010.0,JEEP,0,T4W,1.0
9649,2011079150,1,,31.0,30,,,0,,
9650,2011079150,2,4.0,1.0,1,2006.0,TOYT,0,P4D,1.0
9651,2011079150,3,6.0,1.0,2,1999.0,STRN,1,PSW,2.0
9668,2011028434,1,,31.0,30,,,0,,
9669,2011028434,2,15.0,6.0,1,2005.0,SUBA,0,PUT,1.0
9779,2011122721,1,51.0,4.0,1,1997.0,DODG,0,TPC,1.0
9780,2011122721,2,,31.0,30,,,0,,
9839,2011081036,1,4.0,1.0,1,1993.0,FORD,0,P4D,1.0
9840,2011081036,3,15.0,6.0,2,2001.0,KIA,1,PUT,2.0
9841,2011081036,4,4.0,1.0,2,2009.0,TOYT,1,P4D,2.0
9869,2011115868,1,5.0,1.0,1,2010.0,HOND,0,P4H,1.0
9870,2011115868,2,28.0,2.0,1,2008.0,KAWK,0,MRC,1.0
9879,2011119850,1,15.0,6.0,1,2008.0,HYUN,0,PUT,1.0
9928,2011046158,1,6.0,1.0,1,2000.0,SUBA,0,PSW,1.0
9939,2011080804,1,2.0,1.0,1,1990.0,BUIC,0,PCP,1.0
9940,2011080804,2,79.0,5.0,1,2006.0,OTHR,0,,1.0
9997,2011006816,1,4.0,1.0,1,2001.0,DODG,0,P4D,1.0
9998,2011006816,2,,31.0,30,,,0,,
10009,2011102045,1,,31.0,30,,,0,,
10010,2011102045,2,4.0,1.0,1,2008.0,HOND,0,P4D,1.0
10086,2011111143,1,,31.0,30,,,0,,
10087,2011111143,2,51.0,4.0,1,1999.0,CHEV,0,T3C,1.0
10136,2011082180,1,12.0,4.0,1,1997.0,JEEP,0,T2W,1.0
10155,2011047394,1,,31.0,30,,,0,,
10156,2011047394,2,51.0,4.0,1,2009.0,CHEV,0,TCW,1.0
10246,2011106203,1,15.0,6.0,1,1998.0,FORD,0,PUT,1.0
10247,2011106203,2,15.0,6.0,2,2004.0,JEEP,1,T4W,2.0
10248,2011106203,3,51.0,4.0,1,2008.0,TOYT,0,TCW,1.0
10275,2011042833,1,20.0,2.0,1,2006.0,HD,0,MRS,1.0
10296,2012004046,1,51.0,4.0,1,2003.0,FORD,0,TCW,1.0
10305,2011078746,1,4.0,1.0,1,2000.0,CHRY,0,P4D,1.0
10306,2011078746,2,,31.0,30,,,0,,
10361,2011064866,1,20.0,2.0,1,2002.0,HOND,0,MRS,1.0
10362,2011064866,2,28.0,2.0,1,2007.0,SUZI,0,MRC,1.0
10363,2011091287,1,20.0,2.0,1,2006.0,KAWK,0,MRS,1.0
10364,2011091287,2,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
10447,2011036237,1,51.0,4.0,1,1997.0,FORD,0,TPS,1.0
10454,2011050686,1,1.0,1.0,1,1996.0,VOLK,0,PCV,1.0
10455,2011050686,2,20.0,2.0,1,2008.0,HD,0,MRS,1.0
10520,2011112482,1,29.0,2.0,1,9999.0,UNKN,0,,1.0
10521,2011112482,2,73.0,7.0,2,1993.0,CHEV,1,TIC,2.0
10586,2011080865,1,24.0,13.0,1,,SUZI,0,MAT,1.0
10622,2011093590,1,51.0,4.0,1,2000.0,DODG,0,TPK,1.0
10623,2011093590,2,4.0,1.0,1,2009.0,NISS,0,P4D,1.0
10624,2011093590,3,4.0,1.0,1,2008.0,PONT,0,P4D,1.0
10659,2011050102,1,51.0,4.0,1,2003.0,FORD,0,T4C,1.0
10742,2011087812,1,4.0,1.0,1,1992.0,MRCU,0,P4D,1.0
10774,2011092285,1,20.0,2.0,1,2008.0,YAMA,0,MRS,1.0
10781,2011071287,1,4.0,1.0,1,2008.0,MRCU,0,P4D,1.0
10808,2011069506,1,98.0,98.0,1,,OTHR,0,,1.0
10809,2011069506,2,15.0,6.0,1,2004.0,KIA,0,PUT,1.0
10825,2011118521,1,4.0,1.0,1,2005.0,TOYT,0,P4D,1.0
10829,2011047329,1,,99.0,30,,,0,,
10830,2011047329,2,15.0,6.0,1,2010.0,HOND,0,PUT,1.0
10836,2011071287,2,,31.0,30,,,0,,
10837,2011071287,3,,31.0,30,,,0,,
10838,2011071287,4,1.0,1.0,2,2006.0,FORD,1,PCV,2.0
10843,2011110840,1,4.0,1.0,1,2003.0,CHEV,0,P4D,1.0
10852,2011057401,1,15.0,6.0,1,2007.0,JEEP,0,T4W,1.0
10912,2011110840,2,4.0,1.0,1,1999.0,NISS,0,P4D,1.0
10930,2011105006,1,4.0,1.0,1,2007.0,CHEV,0,P4D,1.0
10931,2011105006,2,15.0,6.0,1,1998.0,JEEP,0,T4W,1.0
10938,2011098136,1,3.0,1.0,1,2002.0,MITS,0,P2H,1.0
10939,2011098136,2,,20.0,30,,,0,,1.0
11048,2011052171,1,,31.0,30,,,0,,
11049,2011052171,2,41.0,7.0,1,2003.0,FORD,0,TES,1.0
11054,2011109961,1,9.0,1.0,1,2000.0,FORD,0,,1.0
11100,2011059668,1,20.0,2.0,1,1983.0,SUZI,0,MRS,1.0
11101,2011059668,2,,99.0,5,,UNKN,0,,4.0
11166,2011123490,1,4.0,1.0,1,1998.0,TOYT,0,P4D,1.0
11167,2011123490,2,,31.0,30,,,0,,
11179,2011112133,1,4.0,1.0,1,1996.0,TOYT,0,P4D,1.0
11180,2011112133,2,15.0,1.0,1,2007.0,MRCU,0,PUT,1.0
11213,2011097880,1,15.0,6.0,1,1997.0,GMC,0,T4W,1.0
11250,2011128253,1,2.0,1.0,1,2004.0,HOND,0,PCP,1.0
11361,2011058065,1,20.0,2.0,1,2005.0,HD,0,MRS,1.0
11459,2011038189,1,75.0,5.0,1,2007.0,KNNW,0,TDS,1.0
