,CRN,STREET_NAME
12,2022057255,PENNSYLVANIA AV
13,2022057255,KIMBERTON RD
28,2022096693,FURNACE RD
57,2022061134,MORGANTOWN RD
58,2022061134,WYOMISSING BL
59,2022061134,LANCASTER AV
60,2022061134,LANCASTER AV
92,2022076870,
106,2022073479,BEECH HOLLOW RD
120,2022071569,MONTAGUE RD
267,2022066951,W 19TH ST
268,2022066951,NINETEENTH ST
269,2022066951,CHERRY ST
317,2022094903,MINNO DR
318,2022094903,GRANGER DR
388,2022037960,MAIN ST
389,2023011173,FRANTZ RD
395,2022052081,SEAGRAVE DR
396,2022052081,SPRINGTOWN RD
413,2022040491,ROUTE 212 HW
414,2022040491,QUAKERTOWN RD
415,2022040491,OLD BETHLEHEM PK
480,2022044358,LANCASTER AV
526,2023010587,OLD PHILADELPHIA PK
536,2023003604,CARDIFF RD
544,2022058068,SHORT ST
546,2022058068,WOODSTOCK AV
635,2022063991,KEYSTONE SHORTWAY HW
645,2022103158,EAST OHIO ST
714,2022091328,WOGAN RD
717,2022091328,COLONY DR
720,2022023871,SHATZER ORCHARD RD
721,2022023871,LINCOLN HW
723,2022050620,LINCOLN DR
746,2022038087,DELAWARE EX
765,2022097348,MAIN ST
801,2022053206,SEDGLEY AV
802,2022053206,LEHIGH AV
825,2022024233,S BRADDOCK AV
882,2022009524,SCHOOL HOUSE LN
1006,2022082314,N MAIN ST
1203,2022019367,SR 0219 HW
1282,2022041413,INDIAN CREEK VALLEY RD
1303,2022021739,HAMBURG RD
1324,2022038751,CHESTNUT ST
1325,2022038751,SECOND ST
1354,2022024985,PORTMAN RD
1367,2022047589,EAST BERLIN RD
1418,2022032058,DEKALB ST
1465,2022005038,SCHOOL ST
1466,2022005038,SCHOOL ST
1467,2022005038,MAIN ST
1492,2022088101,FAIRVIEW ST
1547,2022014906,15TH ST
1548,2022014906,MAYFIELD ST
1552,2022122916,MARSHALL AV
1587,2022015974,DEER TR
1624,2022116247,SHAWNA RD
1678,2022017024,MCCONNELL RD
1687,2022059055,E NORTHAMPTON ST
1688,2022059055,MEADE ST
1705,2022057781,GREENWAVE BL
1709,2022057781,E MAIN ST
1710,2022057781,CHURCH ST
1732,2022075286,SUSQUEHANNA TR
1771,2022030001,5TH AV
1772,2022030001,ROBINSON ST
1775,2022103761,CHURCHVIEW AV
1776,2022103761,KIRK AV
