,CRN,STREET_NAME
43,2012095681,
61,2012069960,PARKVIEW DR
62,2012069960,ALLENTOWN RD
63,2012069960,STARR RD
108,2012091840,GABLE HILL RD
143,2012072968,SR 0220 SH
237,2012108345,FISHER RD
238,2012108345,JACKSON RD
246,2012058931,MARSHALL RD
279,2012032076,TRUMBO RD
319,2012089506,STONY HOLLOW RD
481,2012051620,AAR 501563L RD
482,2012051620,CENTER ST
651,2012062608,WASHINGTON TOWNSHIP BL
654,2012034976,BROWNS CREEK RD
678,2012104537,WRIGHTS FERRY BR
691,2012062022,ALBERT RD
692,2012062022,BRIDGEWATER RD
722,2012077836,FAIRVIEW RD
723,2012036689,LYCOMING CREEK RD
779,2012026931,IVEN AV
780,2012026931,SINKLER DR
789,2012108416,DUBOIS TO SABULA RD
974,2012118886,WENDEL RD
975,2012118886,EVANSTOWN RD
978,2012131622,MOUNTAIN ST
1006,2012076761,WALTON TEA ROOM RD
1007,2012076761,BAUGHMAN RD
1038,2012068454,VAN REED RD
1097,2012054920,REXTOWN RD
1098,2012054920,MOUNTAIN RD
1178,2012073507,TUTTLE AV
1301,2012008566,WEST SCHUYLKILL RD
1302,2012008566,RED CORNER RD
1330,2012014726,PAMALAS LN
1331,2012014726,STEPHENS CROSSING RD
1398,2012132180,FLEETWOOD RD
1402,2012056410,WEST RIVER DR
1420,2012103941,ARLA DR
1421,2012103941,CHATHAM PARK DR
1422,2012103941,GREENTREE RD
1423,2012103941,GREENTREE RD
1442,2012031033,N GEORGE ST
1443,2012031033,NORTH ST
1444,2012051694,RAMP C RD
1457,2012110610,MONTICELLO ST
1471,2012076832,CARL AV
1472,2012076832,STEVENSON BL
1585,2012073755,MAIN ST
1586,2012073755,ZWEIZIG RD
1665,2012046058,MILLERS RUN RD
1688,2012076605,SR 3008 HW
1712,2012063331,VIETNAM VETERANS MEMOR HW
1713,2012112794,ALMSHOUSE RD
1740,2012037502,SEVENTH ST
1765,2012074847,BROWNBACKS CHURCH RD
1777,2012122184,BENJAMIN FRANKLIN HW
1864,2012090490,MOUNTAIN VIEW RD
1939,2013005349,AIRPORT RD
1940,2013005349,TAYLORSVILLE RD
2007,2012103685,PINE RIDGE RD
2011,2012097608,HOFFERT ST
2027,2012087427,BROAD ST
2028,2012087427,BROAD ST
2029,2012087427,MAIN ST
2035,2012013588,SLEEPY HOLLOW RD
2046,2013002472,
2052,2012039840,BUFFALO RUN RD
2086,2012024726,KNITTLE RD
2115,2013004514,INDIAN-CREEK RD
2195,2012100179,RIVER RD
2242,2012089654,
2274,2012129122,BANK HILL RD
2275,2012129122,KLINES RUN RD
2321,2012081617,MILL CREEK RD
2323,2012132008,BROAD ST
2370,2012100441,VIETNAM VETERANS MEMOR HW
2382,2012073219,DUBOIS TO SABULA RD
2403,2012079346,FREDONIA RD
2432,2012122774,SCENIC DR
2433,2012122774,WILLIAM PENN HW
2434,2012122774,WILLIAM PENN HW
2543,2012004641,SAXONBURG BL
2544,2012004641,MCKRELL RD
2574,2012059233,SR 0405 HW
2583,2012097522,MAPLE SUMMIT RD
2598,2012042291,BLACK VALLEY RD
2621,2012046836,SR 0014 SH
2723,2012118455,STATE ST
2772,2013002918,EAST/WEST TU
2811,2012131567,BARRENS RD
2854,2012086585,LOCUST ST
2855,2012086585,SIXTH ST
2934,2012105373,NESHANNOCK AV
2952,2012019424,N WALNUT ST
2986,2012039985,OLD ROUTE 119 HW
3239,2012044999,READING AV
3240,2012044999,STREET RD
3241,2012044999,STREET RD
3333,2012095005,7TH ST
3334,2012095005,WOODLAND AV
3436,2012024726,CRYSTAL CAVE RD
3475,2012116606,BRISTOL PK
3559,2012076103,LINCOLN HW
3565,2012091457,CROGHAN PK
3566,2012096518,SR 0078 HW
3580,2012106682,COTTON HOLLOW RD
3798,2012089075,LONGFORD RD
3799,2012047575,OLD SWEDE RD
3800,2012047575,BENJAMIN FRANKLIN HW
3811,2012043873,DUNBAR OHIOPYLE RD
3812,2012117030,LAURELWOOD RD
3813,2012117030,LAUREL WOOD RD
3829,2012065283,WARM SPRING RD
3837,2012083606,HERRON AV
3873,2012086994,RIDGE RD
4009,2012114460,REYNOLDSVILLE SYKESVIL RD
4073,2012018790,STATE RD
4144,2012117419,NEELEY RD
4145,2012117419,LEADER RD
4146,2012117419,WALTIMYER RD
4149,2012030893,LOCUST LN
4167,2012105881,HAWK HOLLOW RD
4204,2012114150,COPPER KETTLE HW
4291,2012105498,ALLENTOWN RD
4292,2012105498,WOODLAWN DR
4331,2012035433,MCCOY HOLLOW RD
4332,2012065457,GRANTLEY CT
4333,2012065457,WOODLAND RD
