,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
17,2009030054,88,M,0.0,1,1.0
18,2009030054,27,M,2.0,2,1.0
19,2009030054,24,F,0.0,2,2.0
102,2008065905,35,F,3.0,1,2.0
103,2008065905,66,M,2.0,1,1.0
121,2008133526,44,M,0.0,1,1.0
122,2008133526,80,M,1.0,2,7.0
203,2009003423,53,M,1.0,1,1.0
377,2008083079,53,M,0.0,1,1.0
378,2008083079,26,M,1.0,2,1.0
379,2008083079,31,F,1.0,2,2.0
451,2008054142,20,F,0.0,1,1.0
452,2008054142,41,F,2.0,1,2.0
453,2008054142,51,M,0.0,2,1.0
454,2008054142,26,M,0.0,2,2.0
455,2008054142,25,F,0.0,2,2.0
456,2008054142,48,F,0.0,2,2.0
460,2008090175,31,M,1.0,1,1.0
461,2008090175,32,F,2.0,1,2.0
462,2008090175,21,F,0.0,2,1.0
583,2008074240,75,F,0.0,1,1.0
584,2008074240,37,M,4.0,2,1.0
585,2008074240,33,F,0.0,2,2.0
586,2008074240,3,M,0.0,2,2.0
587,2008074240,1,F,0.0,2,2.0
588,2008074240,7,F,0.0,2,2.0
589,2008074240,7,F,0.0,2,2.0
590,2008074240,99,M,0.0,2,2.0
591,2008074240,51,F,4.0,3,1.0
592,2008074240,81,M,0.0,4,1.0
593,2008074240,65,F,2.0,5,1.0
594,2008074240,80,F,0.0,5,2.0
639,2008074731,41,M,1.0,1,1.0
640,2008074731,52,M,8.0,2,1.0
884,2008024470,50,M,0.0,1,1.0
885,2008024470,16,F,0.0,1,2.0
886,2008024470,16,F,0.0,1,2.0
887,2008024470,48,F,2.0,2,7.0
1057,2008050973,27,M,2.0,1,1.0
1265,2008106472,6,M,2.0,1,4.0
1266,2008106472,17,M,0.0,2,1.0
1267,2008106472,15,F,0.0,2,2.0
1268,2008106472,24,F,0.0,3,2.0
1269,2008106472,16,F,0.0,3,1.0
1283,2008054914,21,F,3.0,1,1.0
1284,2008054914,19,F,2.0,1,2.0
1289,2008084173,41,F,2.0,1,1.0
1299,2008140865,21,F,2.0,1,1.0
1373,2008025873,18,M,2.0,1,1.0
1374,2008025873,21,F,8.0,1,2.0
1433,2008116888,51,F,0.0,1,1.0
1434,2008116888,1,M,2.0,2,7.0
1463,2008058800,32,F,2.0,1,1.0
1579,2008066559,18,F,1.0,1,1.0
1580,2008066559,57,M,3.0,2,1.0
1598,2009015192,22,M,2.0,1,1.0
1599,2009015192,45,M,1.0,1,2.0
1600,2009015192,37,M,0.0,2,1.0
1680,2008073632,27,F,1.0,1,1.0
1681,2008073632,46,M,3.0,2,1.0
1689,2008075240,25,M,2.0,1,1.0
1697,2008074211,10,F,2.0,1,4.0
1698,2008074211,21,F,0.0,2,1.0
2013,2008128243,47,M,4.0,1,1.0
2014,2008128243,55,M,1.0,2,7.0
2023,2008099575,64,M,1.0,1,1.0
2045,2008096749,24,F,2.0,1,1.0
2046,2008096749,57,M,3.0,2,1.0
2064,2008136150,6,F,2.0,1,1.0
2065,2008136150,24,F,0.0,2,1.0
2094,2008035414,69,M,0.0,1,1.0
2095,2008035414,99,M,0.0,1,2.0
2096,2008035414,52,F,2.0,2,1.0
2097,2008053429,83,M,0.0,1,1.0
2098,2008053429,82,F,2.0,1,2.0
2099,2008053429,45,F,0.0,2,1.0
2155,2009004723,46,M,0.0,1,1.0
2156,2009004723,72,F,1.0,2,7.0
2157,2009004723,72,M,1.0,3,7.0
2232,2008135079,35,M,0.0,1,1.0
2233,2008135079,36,F,2.0,1,2.0
2240,2008080334,36,M,2.0,1,1.0
2468,2008106821,47,F,2.0,1,1.0
2469,2008106821,3,M,0.0,1,2.0
2508,2008082680,43,M,2.0,1,1.0
2509,2008082680,23,M,2.0,1,2.0
2533,2008085001,19,M,0.0,1,1.0
2534,2008085001,27,M,0.0,1,2.0
2535,2008085001,18,F,2.0,1,2.0
2536,2008085001,17,F,4.0,1,2.0
2537,2008085001,18,F,3.0,1,2.0
2557,2008119969,22,M,2.0,1,1.0
2573,2008022584,83,M,2.0,1,1.0
2697,2008101299,66,M,2.0,1,1.0
2840,2008085113,39,M,2.0,1,1.0
2841,2008085113,18,M,0.0,2,1.0
2842,2008085113,18,M,0.0,2,2.0
2843,2008085113,13,M,0.0,2,2.0
2874,2008132043,23,M,1.0,1,1.0
3266,2008098775,22,M,1.0,1,1.0
3302,2008096275,36,M,1.0,1,1.0
3348,2008063523,60,M,1.0,1,1.0
3385,2009000626,23,M,3.0,1,1.0
3386,2009000626,19,F,4.0,1,2.0
3387,2009000626,63,M,2.0,2,1.0
3424,2008083689,20,M,0.0,1,1.0
3425,2008083689,33,M,8.0,2,7.0
3426,2008083689,38,M,1.0,3,7.0
3453,2008036386,21,M,2.0,1,1.0
3454,2008036386,32,M,2.0,1,2.0
3464,2008008030,29,M,2.0,1,1.0
3476,2009010813,18,M,0.0,1,1.0
3477,2009010813,18,M,0.0,1,2.0
3478,2009010813,36,F,1.0,2,1.0
3479,2009010813,22,F,2.0,2,2.0
3480,2009010813,5,F,2.0,2,2.0
3481,2009010813,73,M,0.0,3,1.0
3482,2009010813,59,F,0.0,3,2.0
3508,2008049719,36,M,2.0,1,1.0
3509,2008091569,21,F,2.0,1,1.0
3510,2008091569,30,F,2.0,2,1.0
3511,2008091569,33,M,4.0,2,2.0
3579,2008078853,83,M,2.0,1,1.0
