,CRN,STREET_NAME
164,2011123279,BASIN ST
183,2011043153,TWENTYFIFTH ST
184,2011043153,PERRY ST
215,2012004878,ROOSEVELT BL
263,2011108579,STONEYBREAK RD
314,2011100115,MONTGOMERY PK
381,2012003129,FORGEDALE RD
385,2011100861,SECOND ST
386,2011100861,LEHIGH AV
387,2011100861,LEHIGH AV
498,2012020432,STATE RD
506,2011094627,CHARGER HW
519,2011002959,ROWENA DR
529,2011071410,AMVET MEM HW
535,2011065597,WALLACE ST
634,2011108237,Z H CONFAIR MEMORIAL HW
692,2011130392,WEBER RD
693,2011130392,LAUREL DR
745,2011070060,DILWORTHTOWN RD
746,2011070060,DILWORTHTOWN RD
847,2011095555,MARKET ST
848,2011095555,MARKET ST
849,2011095555,RAMP RD
850,2011095555,RAMP RD
948,2011106957,LAKEWOOD RD
971,2012006898,BUFFALO PITTSBURGH HW
980,2011034391,PENN LINCOLN PY
1026,2011024989,NEW HOLLAND RD
1027,2011024989,GOUGLERSVILLE RD
1056,2011086475,NUMIDIA DR
1073,2011027205,N 2ND ST
1074,2011061504,SR 0611 HW
1239,2011134950,
1244,2011067519,SR 0220 SH
1252,2011034796,COUNTY LINE RD
1269,2011017694,OLD PHILADELPHIA PK
1309,2011120625,
1339,2011082282,STONEY POINT RD
1695,2011079949,MACK RD
1758,2011080297,WEILERS RD
1834,2011102822,NEW HANOVER SQ RD
1878,2011091675,WEST CHESTER PK
1908,2011112698,WILLIAM PENN HW
1910,2011069284,EXTON BP
1917,2011072899,CAMPBELLS RUN RD
1922,2011134295,WALKER CORNER RD
1964,2011107037,OGDEN RD
1983,2011033472,BROAD ST
1984,2011033472,BROAD ST
1985,2011033472,MELON ST
1988,2011090050,3RD ST
1989,2011090050,UNION ST
2011,2011057979,LAUREL RD
2052,2011087830,VALLEY ST
2066,2011068645,SECOND STREET PK
2115,2011010696,NEWTON ST
2116,2011010696,MOHAWK DR
2117,2011027818,CONSTITUTION BL
2121,2011071626,SR 0268 HW
2214,2011100999,AARON SQ
2225,2011061210,EAST/WEST TU
2258,2011076482,CHESTNUT ST
2378,2011009310,LINCOLN HW
2459,2011007008,LOCUST GROVE RD
2585,2011073533,ELMIRA ST
2718,2011116722,MILL RD
2719,2011116722,CRESSON BL
2794,2011091398,EAST/WEST TU
2796,2011118394,TREVOR LN
2797,2011118394,LLANDRILLO RD
2870,2011018323,MT VERNON AV
2888,2011103427,PENN LINCOLN PY
2900,2011083941,SR 0286 SH
2931,2011090184,POTTSVILLE PK
3049,2011090520,CORAL ST
3052,2011090520,FRANKFORD AV
3053,2011090520,LEHIGH AV
3054,2011090520,LEHIGH AV
3067,2011077787,
3070,2011126657,THWING ST
3121,2011102683,THIRD ST
3182,2011050848,OLD KERSEY RD
3260,2011122918,SAUCON VALLEY RD
3261,2011122918,CENTER VALLEY PY
3262,2011122918,SR 0309 HW
3263,2011122918,SR 0309 HW
3264,2011122918,CENTER VALLEY PY
3265,2011122918,RAMP RE RD
3300,2011061280,MAIN ST
3301,2011061280,LOOP 3 RAMP RD
3302,2011061280,BORO AL
3387,2011017353,PLEASANT VALLEY BL
3388,2011017353,CAMPBELLS LN
3396,2011104524,AIRPORT RD
3434,2011111549,BAKERSTOWN RD
3459,2011114353,CITY AV
3460,2011114353,RAMP C RD
3465,2011073430,HINTERLEITER RD
3466,2011073430,QUARRY RD
3548,2011039277,HEDGEHOG LN
3624,2011111456,RIDGE RD
3625,2011111456,DAISY POINT RD
3674,2011072330,VALLEY GREEN DR
3688,2011019185,OLD WELSH RD
3689,2011019185,OLD YORK RD
3690,2011019185,OLD YORK RD
3703,2011038007,WELSH RD
3704,2011038007,HOLME AV
3708,2011005933,WILLIAM PENN HW
3709,2011005933,WILLIAM PENN HW
3710,2011005933,RODI RD
3711,2011005933,NOTTINGHAM DR
3713,2011064820,OLD DERRY RD
3820,2011067693,LONGFORD RD
3845,2011086058,STEFKO BL
3918,2011083980,FORT WASHINGTON EX
4037,2011007008,EASTERN BL
4095,2011080539,BRIDGETOWN PK
4167,2011013996,SR 0219 HW
4174,2011070557,FERGUSON VALLEY RD
4183,2011039484,CENTER CHURCH RD
4184,2011039484,READING RD
4189,2011006018,SECOND ST
4231,2011032693,LEVANS RD
4239,2011029578,
4330,2011135392,RENOVO RD
4349,2011037053,DRINKER PK
4377,2011023630,
4392,2011071934,NORTH STATE ST
4393,2011071934,POTTSTOWN BOYERTOWN BP
4394,2011071934,POTTSTOWN BOYERTOWN BP
4395,2012025520,SLOOP RD
4396,2012025520,BOWER RD
4397,2011038512,KINGS HW
4409,2011043240,SR 0051 HW
4410,2011043240,SR 0051 HW
4411,2011043240,WORTHINGTON AV
4436,2011042415,AAR 361472S RR
4437,2011042415,CHURCH ST
4518,2011051202,MAIN ST
4564,2012000949,JAMES ST
4606,2011016360,RAMP D RD
4611,2011073409,LOCUST ST
4617,2011097258,BETHEL CHURCH RD
4667,2011053330,SEWICKLEY BR
4685,2011047490,FRONT ST
4686,2011047490,SOUTH ST
4772,2011077707,OLD YORK RD
4788,2011022924,LEHIGH ST
4808,2011129459,TWENTYSIXTH ST
4819,2011076459,CUMBERLAND HW
4825,2011027182,GRAVEL HILL RD
4834,2011099774,SR 0267 SH
4943,2011093386,LEWIS ST
4944,2011093386,SECOND ST
5000,2011127682,CENTRAL AV
5039,2011079497,CRABTREE DR
5064,2011082760,HUCKLEBERRY RD
5065,2011082760,CEDAR CREST BL
5143,2011111942,BUSINESS 30/LINCOLN HW
5167,2011063262,GLEN ST
5168,2011063262,W KING ST
5178,2011055929,
5189,2011055836,WASHINGTON AV
5205,2011108550,WRIGHTSTOWN RD
5229,2011041418,INSTITUTE DR
5244,2011066412,EAST PARK DR
5256,2011127556,STREET RD
5260,2011037254,HISTORIC DR
5316,2011025576,BENSALEM BL
5337,2011066697,DAVIS ST
5338,2011066697,DAVIS ST
5339,2011066697,RAMP E RD
5340,2011066697,STAFFORD AV
5386,2011096197,HORSESHOE PK
5459,2011135029,GLENDALE VALLEY RD
5626,2011109403,PENNELL RD
5627,2011083956,GRANDVIEW RD
5699,2011079639,SWAMP RD
5876,2011062964,AMVET MEM HW
5877,2011062964,RAMP D RD
5878,2012013300,SCHUYLKILL EX
5890,2011078619,PINE GROVE ST
5891,2011078619,RAMP D RD
5909,2011087622,SECOND ST
5926,2011095132,RELIANCE RD
5927,2011095132,RAILROAD AV
5984,2011115472,BERKS ST
5985,2011115472,NINETEENTH ST
5991,2011055515,RAMP K RD
5992,2011055515,SR 0033 HW
6022,2011053530,KINGSESSING AV
6220,2011074484,OUTLOOK DR
6256,2011134881,ARCADIA RD
6257,2011134881,KING RD
6330,2011090601,SR 0611 SH
6331,2011090601,SR 0611 SH
6332,2011090601,FRANTZ RD
6334,2011071877,POTTSTOWN BP
6352,2011062048,DELBERTS DR
6353,2011062048,MONONGAHELA BRIDGE RD
6354,2011062048,BUNOLA RIVER RD
6406,2011049754,DEER RUN RD
6427,2011082283,HILLCLIMB RD
6548,2011034767,BROUGH HILL RD
6665,2011085748,HARMONYVILLE RD
6708,2011074278,AMERICAN LEGION MEM HW
6754,2011070115,
6841,2011076544,MARIETTA AV
6867,2011034606,HANOVER ST
6868,2011034606,HIGH ST
6878,2011039323,CRISP AV
6887,2011039338,WERTZVILLE RD
6888,2011039338,HUMER ST
6919,2011083246,31ST ST
6922,2011083246,THIRTYFIRST ST
6923,2011083246,PINE AV
6942,2012007132,PENNSYLVANIA AV
6962,2011035492,MOORESBURG RD
6999,2011033709,OLD DERRY RD
7068,2012010519,ARAMINGO AV
7222,2011070506,SR 0487 SH
7280,2011084785,OLD WILMINGTON RD
7281,2011084785,SKILES RD
7329,2011105445,UPLAND WY
7332,2011105445,DEVON LN
7441,2011106275,FORREST RD
7468,2011038351,LANSDOWNE DR PS
7469,2011038351,S CONCOURSE DR PS
7492,2011048556,DELAWARE EX
7507,2011100652,BIRCHMONT DR
7508,2011100652,NEVERSINK RD
7568,2011109489,GLEN ROCK RD
7596,2011129392,BELLTOWN RD
7620,2012007822,FREEPORT RD
7685,2012011998,HUDSON ST
7697,2011071968,JOSEPH M MCDADE EX
7793,2011050718,PARK LN
7796,2011050718,BRANDYWINE AV
7797,2011050718,BUSINESS 30/LANCASTER AV
7798,2011050718,WALLACE AV
7810,2011118192,CRESTVIEW RD
7815,2011118192,HENRY AV
7816,2011118192,HENRY AV
7835,2012005439,SOMERSET PK
7836,2012005439,GILBERT HOLLOW RD
7837,2012005439,BREHM RD
7849,2011048058,SUSQUEHANOCK DR
7866,2011048265,STONEY POINT RD
7893,2011033052,ISLAND AV
7894,2011033052,NEVILLE RD
7895,2011033052,NEVILLE RD
7897,2011084231,HAYMAKER RD
