,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
67,2023106540,1,,12.0,1,,UNKN,0,,1.0
114,2023055280,1,69.0,7.0,1,2017.0,NISS,0,T,1.0
115,2023055280,2,69.0,3.0,1,2019.0,ICRP,0,T,1.0
125,2023061878,1,15.0,6.0,1,2002.0,FORD,0,T4W,1.0
126,2023061878,2,69.0,5.0,1,2023.0,INTL,0,T,1.0
152,2023037306,1,4.0,1.0,1,2014.0,FORD,0,P4D,1.0
153,2023037306,2,4.0,1.0,1,2005.0,HOND,0,P4D,1.0
154,2023061041,1,4.0,1.0,1,2001.0,TOYT,0,P4D,1.0
155,2023061041,2,69.0,4.0,1,2020.0,RAM,0,T,1.0
199,2023060550,1,69.0,4.0,1,2020.0,TOYT,0,T,1.0
200,2023060550,2,19.0,6.0,1,2023.0,CHEV,0,,1.0
273,2023011943,1,15.0,6.0,1,2011.0,TOYT,0,T4W,1.0
274,2023011943,2,4.0,1.0,1,2012.0,VOLV,0,P4D,1.0
276,2023053669,1,28.0,2.0,1,2002.0,HOND,0,MRC,1.0
278,2023059124,1,9.0,1.0,1,2019.0,FORD,0,P,1.0
279,2023059124,2,51.0,4.0,1,2000.0,CHEV,0,TCW,1.0
327,2023079501,1,4.0,1.0,1,2008.0,CHEV,0,P4D,1.0
336,2023076091,1,,20.0,30,,,0,,
337,2023076091,2,15.0,6.0,1,2013.0,FORD,0,T4W,1.0
344,2023097682,1,29.0,2.0,1,2018.0,BMW,0,M,1.0
368,2023063666,1,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
369,2023063666,2,5.0,1.0,2,2005.0,PONT,1,P4H,2.0
401,2023018452,1,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
402,2023018452,2,69.0,6.0,1,2020.0,CHEV,0,T,1.0
426,2023106358,1,1.0,1.0,1,2001.0,MITS,0,PCV,1.0
427,2023106358,2,75.0,5.0,1,1995.0,KW,0,TTR,1.0
450,2023024426,1,51.0,4.0,1,2015.0,RAM,0,TCW,1.0
451,2023024426,2,,31.0,30,,,0,,
461,2023021097,1,20.0,2.0,1,2000.0,KAWK,0,MRS,1.0
486,2023009973,1,15.0,6.0,1,2001.0,HOND,0,T4W,1.0
487,2023009973,2,15.0,6.0,1,2007.0,HOND,0,T4W,1.0
514,2023025362,1,15.0,6.0,1,2009.0,ACUR,0,T4W,1.0
515,2023025362,2,15.0,6.0,1,2005.0,GMC,0,T4W,1.0
595,2023103848,1,9.0,1.0,1,9999.0,DODG,0,,1.0
596,2023103848,2,,25.0,21,,,0,,
605,2025028490,1,69.0,6.0,1,2023.0,MITS,0,T,1.0
642,2023062955,1,,20.0,30,,,0,,
643,2023062955,2,15.0,6.0,1,2015.0,FORD,0,T4W,1.0
743,2023091859,1,15.0,6.0,1,2005.0,TOYT,0,T4W,1.0
744,2023091859,2,5.0,1.0,1,2011.0,TOYT,0,P4H,1.0
745,2023091859,3,9.0,6.0,1,2018.0,HYUN,0,P,1.0
819,2023109266,1,9.0,1.0,1,2020.0,HOND,0,P,1.0
820,2023109266,2,40.0,7.0,1,2016.0,HOND,0,TSV,1.0
821,2023109266,3,4.0,1.0,1,2014.0,TOYT,0,P4D,1.0
984,2023034503,1,5.0,1.0,1,2014.0,MAZD,0,P4H,1.0
1241,2023059204,1,41.0,7.0,1,2006.0,CHRY,0,TES,1.0
1261,2023075836,1,75.0,5.0,1,2011.0,FRHT,0,TTR,1.0
1315,2023032025,1,4.0,1.0,1,2011.0,BUIC,0,P4D,1.0
1316,2023032025,2,51.0,4.0,1,2002.0,CHEV,0,TCW,1.0
1393,2023056846,1,20.0,2.0,1,2002.0,HD,0,MRS,1.0
1394,2023056846,2,51.0,5.0,1,2013.0,WSTR,0,TCC,1.0
1403,2023008396,1,15.0,6.0,1,2004.0,SUBA,0,T4W,1.0
1412,2023039156,1,4.0,1.0,1,2003.0,CADI,0,P4D,1.0
1413,2023039156,2,25.0,2.0,1,2010.0,YAMA,0,MMS,1.0
1414,2023086159,1,15.0,6.0,1,2010.0,FORD,0,T4W,1.0
1415,2023086159,2,15.0,6.0,1,2013.0,CHEV,0,T4W,1.0
1575,2023079861,1,51.0,4.0,1,2007.0,DODG,0,TCW,1.0
1576,2023079861,2,69.0,6.0,1,2022.0,HYUN,0,T,1.0
1628,2023086308,1,69.0,5.0,1,2019.0,FRHT,0,T,1.0
1635,2023082232,1,20.0,2.0,1,2003.0,HD,0,MRS,1.0
1636,2023082232,2,15.0,6.0,1,2002.0,GMC,0,T4W,1.0
1637,2023082232,3,69.0,4.0,1,2022.0,CHEV,0,T,1.0
1703,2023114337,1,4.0,1.0,1,2008.0,TOYT,0,P4D,1.0
1704,2023114337,2,15.0,6.0,1,2014.0,HOND,0,T4W,1.0
1707,2024000340,1,9.0,1.0,1,2018.0,HOND,0,P,1.0
1733,2023076771,1,,20.0,1,,UNKN,0,,1.0
1766,2023084272,1,51.0,4.0,1,2014.0,GMC,0,T4C,1.0
1767,2023084272,2,40.0,6.0,1,2008.0,CHRY,0,TSV,1.0
1796,2023041114,1,,31.0,30,,,0,,
1797,2023041114,2,15.0,6.0,1,2004.0,HOND,0,T4W,1.0
1798,2023047093,1,,31.0,30,,,0,,
1799,2023047093,2,9.0,1.0,1,2020.0,NISS,0,P,1.0
1857,2024019262,1,41.0,7.0,1,2014.0,NISS,0,TCG,1.0
1869,2023021361,1,4.0,1.0,1,2013.0,KIA,0,P4D,1.0
1870,2023021361,2,,31.0,30,,,0,,
1897,2023087254,1,23.0,2.0,1,2008.0,HOND,0,MEN,1.0
1920,2023039474,1,,99.0,5,,,0,,4.0
1921,2023039474,2,,31.0,30,,,0,,
1946,2023080980,1,69.0,6.0,1,2019.0,JAGU,0,T,1.0
1947,2023080980,2,,31.0,30,,,0,,
1973,2023033035,1,4.0,1.0,1,2016.0,DODG,0,P4D,1.0
1974,2023033035,2,4.0,1.0,2,2015.0,VOLK,1,P4D,2.0
1975,2023033035,3,69.0,4.0,2,2021.0,CHEV,1,T,2.0
1976,2023033035,4,69.0,4.0,2,2019.0,TOYT,1,T,2.0
2001,2023089582,1,,31.0,30,,,0,,
2002,2023089582,2,4.0,1.0,3,1997.0,TOYT,0,P4D,2.0
2003,2023089582,3,69.0,6.0,1,2018.0,KIA,0,T,1.0
2018,2023087819,1,15.0,6.0,1,2001.0,JEEP,0,T4W,1.0
2084,2023087451,1,69.0,5.0,1,2019.0,PTRB,0,T,1.0
2085,2023087451,2,69.0,6.0,1,2018.0,KIA,0,T,1.0
2086,2023087451,3,9.0,1.0,1,2018.0,HYUN,0,P,1.0
2131,2023085088,1,29.0,2.0,1,2023.0,HOND,0,M,1.0
2142,2023073177,1,69.0,6.0,1,2023.0,MERZ,0,T,1.0
2171,2023066178,1,4.0,1.0,1,2013.0,SUBA,0,P4D,1.0
2197,2023066178,2,72.0,5.0,1,2010.0,KVCH,0,TFT,1.0
2198,2023078680,1,69.0,6.0,1,2018.0,KIA,0,T,3.0
2199,2023078680,2,,31.0,30,,,0,,
2200,2023078680,3,15.0,6.0,2,2015.0,TOYT,1,T4W,2.0
2201,2023078680,4,4.0,1.0,2,2017.0,TOYT,1,P4D,2.0
2202,2023078680,5,9.0,1.0,2,2019.0,SUBA,1,P,2.0
2217,2023108106,1,4.0,1.0,1,2014.0,NISS,0,P4D,1.0
2218,2023108106,2,15.0,6.0,1,2015.0,NISS,0,T4W,1.0
2228,2023022395,1,4.0,1.0,1,2010.0,DODG,0,P4D,1.0
2266,2023065201,1,4.0,1.0,5,2004.0,JAGU,0,P4D,4.0
2280,2023089968,1,4.0,1.0,1,2014.0,MITS,0,P4D,1.0
2281,2023089968,2,29.0,2.0,1,2022.0,HD,0,M,1.0
2282,2023089968,3,5.0,1.0,1,2014.0,FORD,0,P4H,1.0
2333,2023110447,1,69.0,6.0,1,2020.0,HYUN,0,T,1.0
2334,2023110447,2,,20.0,30,,,0,,
2340,2023065201,2,,31.0,30,,,0,,
2391,2023107237,1,20.0,2.0,1,2009.0,HD,0,MRS,1.0
2392,2023107237,2,4.0,1.0,1,2005.0,ACUR,0,P4D,1.0
2402,2024000002,1,4.0,1.0,1,2009.0,CHEV,0,P4D,1.0
2403,2024000002,2,,31.0,30,,,0,,
2424,2023026983,1,23.0,2.0,1,2002.0,YAMA,0,MT,3.0
2440,2023031524,1,69.0,4.0,1,2014.0,FORD,0,T,1.0
2441,2023031524,2,15.0,6.0,1,2010.0,FORD,0,T4W,1.0
2459,2023076147,1,,31.0,30,,,0,,
