,CRN,STREET_NAME
14,2008043256,CYPRESS WY
25,2008087971,21ST ST
26,2008087971,LIPPINCOTT ST
59,2008094070,EDINBORO RD
60,2008094070,BARGAIN RD
151,2008055884,UHLERSTOWN HILL RD
165,2008045363,GROVE DR
178,2009009480,CONESTOGA DR
222,2008055749,POTTSVILLE HW
223,2008055749,SUNDAY DR
224,2008055749,PINE ST
242,2008063186,OLD WILLIAM PENN HW
294,2008085502,CREEK RD
310,2009024819,TWENTYEIGHTH ST
311,2009024819,SNYDER AV
325,2008084262,STATE ST
345,2008066286,CHESTER RD
346,2008066286,YALE AV
347,2008066286,YALE AV
396,2009007068,RAMP 3 RD
397,2009007068,SCHUYLKILL EX
452,2013008937,RAMP H RD
453,2013008937,AMERICAN LEGION MEM HW
491,2008066068,SR 0655 SH
493,2008103820,TATAMY RD
526,2008061432,
559,2008086979,
560,2008086979,
561,2008086979,BRICK HILL RD
571,2008100373,CHURCH ST
572,2008100373,
580,2008138219,Z H CONFAIR MEMORIAL HW
583,2008083864,LINN AVENUE AV
587,2008106472,HAMMOND RD
588,2008106472,DIEM RD
615,2008121338,ORCHARD DR
616,2008121338,WAYNE AV
696,2008111028,SPRING ST
713,2008099575,
727,2008035414,RIDGE RD
728,2008035414,DONNELLVILLE RD
752,2009018350,JAMESTOWN RD
768,2008122283,CONRAD WEISER PY
801,2008043756,
810,2008126455,WALT WHITMAN BR
891,2008078433,WILLIAM PENN HW
912,2008082846,STEUBEN ST
941,2008036207,STREET RD
1018,2008078969,MAIN ST
1172,2008135691,GERMANY RD
1212,2008046436,MEADOW LN
1262,2008100206,CLEARFIELD ST
1263,2008100206,5TH ST
1377,2008055564,REHOBETH CHURCH RD
1408,2008023467,SR 0225 SH
1411,2008087043,VIETNAM VETERANS MEMOR HW
1465,2008092314,MAIN ST
1466,2008092314,LONG AV
1508,2008027407,BLACK HORSE TAVERN RD
1591,2008077093,HERR ST
1594,2008051283,HIGH ST
1606,2008109351,TRUCE RD
1614,2008042077,
1639,2008078343,GODFREY ST
1647,2008050916,SPORTSMAN RD
1648,2008050916,GREENVILLE RD
1649,2008075515,GREENSBURG RD
1698,2009005040,
1757,2008107811,ELIZABETHTOWN RD
1766,2008074186,
1770,2008139216,EASTON RD
1820,2008109406,1ST AV
1824,2008049012,SHARON MERCER RD
1884,2008104580,STATE ST
1906,2008117519,MIDDLETOWN RD
1907,2008008030,KEYSTONE SHORTWAY HW
1970,2008092241,DONLEY RD
1971,2008092241,CHARTIERS CREEK RD
2008,2008106698,STOKE PARK RD
2009,2008106698,SCHOENERSVILLE RD
2010,2008106698,AVENUE C RD
2024,2008076349,UNION ST
2025,2008076349,FAIRTHORNE ST
2026,2008076349,N UNION ST
2048,2008026409,CHESTNUT RD
2087,2008086929,BEAU ST
2115,2009010048,I 76 HW
2153,2008133526,FOURTH ST
2154,2008133526,GODFREY AV
2180,2008056667,
2221,2008022584,HOPWOOD COOLSPRING RD
2295,2008094813,BASIN ST
2403,2008101180,BENJAMIN FRANKLIN HW
2507,2008063827,INDEPENDENCE LN
2508,2008063827,HARLANDSBURG RD
2559,2009001549,ELDRED RD
2570,2008056943,WILLIAM PENN HW
2618,2008133898,
2667,2008079846,I 76 HW
2767,2008026344,BLUE-GRAY HW
2768,2008026344,RAMP E-4 (INNER LOOP) RD
2770,2008073299,POPLAR DR
2847,2008079293,PASSYUNK AV
2886,2008041690,BAUM BL
2919,2008123283,MCCLAIN RD
2952,2008057599,HANOVER RD
2957,2008066643,CHERRY HILL RD
2992,2008105741,COATESVLE DOWNINGTOWN BP
3020,2008067965,TOWN HALL RD
3053,2008125168,BROAD ST
