,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
35,2024087778,42,M,2.0,1,1.0
55,2025023771,21,M,2.0,1,1.0
57,2024028576,72,F,1.0,1,7.0
58,2024028576,85,M,0.0,2,1.0
140,2024077045,17,M,0.0,1,1.0
141,2024077045,18,M,0.0,1,2.0
142,2024077045,16,M,0.0,1,2.0
143,2024077045,16,M,1.0,1,2.0
217,2024076947,23,M,0.0,1,1.0
218,2024076947,70,M,2.0,2,7.0
329,2024017609,72,F,1.0,1,1.0
330,2024017609,27,F,3.0,2,1.0
352,2024041482,35,M,2.0,1,1.0
353,2024041482,7,F,3.0,1,2.0
354,2024041482,70,M,2.0,2,1.0
437,2024087209,63,F,3.0,1,1.0
438,2024087209,33,F,3.0,1,2.0
439,2024087209,2,M,0.0,1,2.0
440,2024087209,63,M,3.0,2,1.0
441,2024087209,71,F,2.0,2,2.0
442,2024087209,43,M,0.0,3,1.0
469,2024109399,34,M,2.0,1,1.0
470,2024109399,38,F,2.0,2,1.0
471,2024109399,41,M,2.0,2,2.0
472,2024109399,15,F,2.0,2,2.0
497,2024096759,59,M,2.0,1,1.0
498,2024096759,38,M,3.0,2,1.0
521,2024072949,33,M,0.0,1,1.0
522,2024072949,33,F,1.0,2,1.0
624,2024064030,57,M,0.0,1,1.0
625,2024064030,30,M,2.0,2,4.0
649,2024091612,45,F,2.0,1,1.0
675,2024101092,48,M,3.0,1,1.0
676,2024101092,46,F,1.0,1,2.0
677,2024101092,20,M,3.0,2,1.0
678,2024101092,19,F,3.0,2,2.0
682,2024000728,85,F,0.0,1,1.0
683,2024000728,71,F,2.0,2,7.0
686,2024047262,31,M,2.0,1,1.0
708,2024016185,36,F,0.0,1,1.0
709,2024016185,38,F,2.0,2,7.0
717,2024097560,81,F,2.0,1,1.0
718,2024097560,36,M,9.0,2,1.0
734,2024092108,67,M,1.0,1,1.0
843,2024032550,25,M,1.0,1,1.0
844,2024032550,29,M,0.0,2,1.0
845,2024032550,29,F,4.0,2,2.0
846,2024032550,2,F,0.0,2,2.0
847,2024032550,57,F,0.0,3,1.0
848,2024032550,58,M,0.0,3,2.0
875,2024026076,38,M,2.0,1,1.0
876,2024026076,32,M,2.0,2,1.0
900,2024061996,30,M,0.0,1,1.0
901,2024061996,21,M,1.0,2,1.0
902,2024061996,19,F,2.0,2,2.0
926,2024070920,27,M,2.0,1,1.0
927,2024070920,40,M,0.0,2,1.0
928,2024070920,9,M,0.0,2,2.0
929,2024070920,7,F,0.0,2,2.0
930,2024070920,5,M,0.0,2,2.0
964,2024051170,21,M,2.0,1,1.0
985,2024054863,20,M,0.0,1,1.0
986,2024054863,38,M,2.0,2,1.0
987,2024054863,76,M,0.0,3,1.0
988,2024054863,76,F,0.0,3,2.0
1039,2024031055,62,M,1.0,1,7.0
1040,2024031055,58,M,0.0,2,1.0
1041,2024031055,46,M,0.0,2,2.0
1042,2024031055,65,M,0.0,2,2.0
1074,2024001842,19,M,3.0,1,1.0
1075,2024001842,17,M,3.0,1,2.0
1076,2024001842,38,M,2.0,2,1.0
1077,2024001842,24,F,0.0,3,1.0
1132,2024064428,66,M,2.0,1,1.0
1133,2024064428,22,F,4.0,2,1.0
1134,2024064428,17,M,4.0,2,2.0
1256,2024101659,31,M,0.0,1,1.0
1257,2024101659,30,M,1.0,2,1.0
1469,2024055684,30,F,2.0,1,1.0
1532,2024113979,35,M,2.0,1,1.0
1540,2024093070,99,U,9.0,1,1.0
1541,2024093070,14,M,2.0,2,7.0
1638,2024089210,40,F,4.0,1,1.0
1639,2024089210,14,M,2.0,1,2.0
1640,2024089210,12,M,8.0,1,2.0
1641,2024089210,5,F,4.0,1,2.0
1642,2024089210,54,M,0.0,2,2.0
1651,2024060741,21,M,3.0,1,1.0
1652,2024060741,19,F,2.0,1,2.0
1653,2024060741,62,M,4.0,2,1.0
1654,2024060741,32,M,0.0,3,1.0
1655,2024060741,26,F,0.0,3,2.0
1691,2024057407,68,F,0.0,1,1.0
1692,2024057407,20,M,2.0,2,1.0
1705,2024022319,45,M,2.0,1,1.0
1706,2024022319,5,F,3.0,2,2.0
1707,2024022319,48,M,2.0,4,7.0
1708,2024022319,26,F,4.0,5,7.0
1715,2024052334,24,M,0.0,1,1.0
1716,2024052334,24,M,1.0,3,7.0
1717,2024052334,24,M,1.0,4,7.0
1718,2024052334,41,M,1.0,5,7.0
1719,2024052334,60,M,0.0,6,2.0
1727,2024068636,46,F,1.0,1,1.0
1728,2024068636,37,M,2.0,2,1.0
1761,2024012255,40,M,2.0,1,1.0
1762,2024012255,59,M,0.0,2,1.0
1875,2024051183,61,M,2.0,1,1.0
1876,2024051183,60,M,8.0,2,1.0
1915,2024091019,47,M,2.0,1,1.0
1916,2024091019,28,M,1.0,2,1.0
2023,2024111016,22,F,0.0,1,1.0
2024,2024111016,77,M,2.0,2,7.0
2047,2024033093,99,M,9.0,1,1.0
2048,2024033093,86,F,2.0,2,1.0
2049,2024033093,99,F,3.0,2,2.0
2158,2024078437,72,M,2.0,1,1.0
2159,2024078437,28,M,0.0,2,1.0
2252,2024073343,33,F,3.0,1,1.0
2253,2024073343,7,M,0.0,1,2.0
2254,2024073343,36,F,2.0,2,2.0
2261,2024055841,32,F,0.0,1,1.0
2262,2024055841,53,M,1.0,2,4.0
2420,2024111784,77,M,2.0,1,1.0
2539,2024093846,23,M,8.0,1,1.0
2540,2024093846,23,M,1.0,1,2.0
2541,2024093846,21,M,8.0,1,2.0
2555,2024031151,37,M,2.0,1,1.0
2654,2024026876,53,M,2.0,1,1.0
2675,2024114362,47,F,2.0,1,1.0
2676,2024114362,57,M,4.0,2,1.0
2677,2024114362,32,F,0.0,3,1.0
2678,2024021785,62,M,0.0,1,1.0
2679,2024021785,43,M,0.0,1,2.0
2680,2024021785,47,F,2.0,2,1.0
2690,2024063095,54,M,0.0,1,1.0
2691,2024063095,42,M,2.0,2,1.0
2702,2024081348,34,U,0.0,1,1.0
2703,2024081348,31,F,2.0,2,7.0
2795,2024056044,77,M,2.0,1,1.0
2828,2024068490,40,M,0.0,1,1.0
2829,2024068490,13,M,8.0,1,2.0
2830,2024068490,3,M,8.0,1,2.0
2831,2024068490,7,F,8.0,1,2.0
2832,2024068490,13,M,2.0,1,2.0
2854,2024056101,53,F,2.0,1,1.0
2879,2024007821,32,M,3.0,1,1.0
2880,2024007821,77,M,2.0,2,9.0
2881,2024007821,46,F,0.0,3,2.0
2882,2024007821,18,F,0.0,3,2.0
2883,2024007821,69,F,3.0,4,7.0
2884,2024007821,47,M,3.0,5,7.0
2911,2024096349,70,M,2.0,1,1.0
2962,2024076222,43,M,0.0,1,1.0
2963,2024076222,29,M,2.0,2,1.0
2964,2024076222,67,M,3.0,3,1.0
2965,2024076222,61,F,3.0,3,2.0
2966,2024076222,51,M,0.0,4,1.0
3000,2024032212,99,U,9.0,1,9.0
3001,2024032212,65,M,2.0,2,5.0
3038,2024049736,63,F,2.0,1,1.0
3039,2024049736,67,M,2.0,1,2.0
3055,2024062970,35,M,0.0,1,1.0
3056,2024062970,59,M,2.0,2,1.0
3057,2024062970,60,F,3.0,2,2.0
3058,2024062970,4,M,3.0,2,2.0
3089,2024041524,27,F,2.0,2,1.0
3090,2024041524,34,M,0.0,3,1.0
3156,2024088652,79,F,0.0,1,1.0
3157,2024088652,33,F,2.0,2,1.0
3228,2024055271,50,M,2.0,1,1.0
3237,2024032738,99,U,0.0,1,1.0
3238,2024032738,44,M,2.0,2,7.0
3278,2024053950,22,M,8.0,1,1.0
3279,2024053950,64,M,1.0,2,1.0
3289,2024026949,92,M,1.0,1,1.0
3290,2024026949,58,F,2.0,2,1.0
3291,2024059943,60,M,1.0,1,1.0
3292,2024059943,40,M,2.0,1,2.0
3293,2024059943,65,M,3.0,2,1.0
3340,2024071524,99,U,9.0,1,1.0
3341,2024071524,21,M,2.0,2,1.0
3377,2024019900,40,M,2.0,2,7.0
3416,2024028841,40,M,2.0,1,1.0
3417,2024028841,30,F,0.0,2,1.0
3462,2024038949,65,M,4.0,1,1.0
3463,2024038949,64,F,3.0,1,2.0
3464,2024038949,53,F,3.0,1,2.0
3465,2024038949,21,M,3.0,1,2.0
3466,2024038949,56,M,3.0,1,2.0
3467,2024038949,22,M,2.0,2,1.0
3468,2024038949,61,M,0.0,3,1.0
3480,2024090263,48,M,2.0,1,1.0
3625,2024049609,19,M,2.0,1,1.0
3656,2024093680,35,M,2.0,1,1.0
3703,2024061433,22,M,2.0,1,1.0
3744,2024092202,26,F,2.0,1,1.0
3745,2024092202,27,F,3.0,2,1.0
3746,2024092202,32,M,4.0,2,2.0
3747,2024092202,34,M,3.0,2,2.0
3778,2024092408,84,M,1.0,1,1.0
3779,2024092408,19,M,0.0,2,1.0
3808,2024108738,66,M,1.0,1,1.0
3857,2024038342,48,M,2.0,1,4.0
3858,2024038342,32,M,3.0,2,1.0
3865,2024034738,26,M,8.0,1,1.0
3866,2024034738,42,F,2.0,2,1.0
3867,2024034738,6,M,0.0,2,2.0
3880,2024084907,49,M,2.0,1,1.0
3955,2024088047,81,F,0.0,1,1.0
3956,2024088047,57,M,2.0,2,1.0
3957,2024088047,57,F,3.0,2,2.0
4059,2024064866,54,M,2.0,1,1.0
4060,2024064866,41,F,2.0,1,2.0
4061,2024064866,35,M,0.0,2,2.0
4107,2024069908,11,M,2.0,1,5.0
4108,2024069908,21,M,0.0,2,1.0
4109,2024069908,25,M,0.0,2,2.0
4110,2024069908,22,M,0.0,2,2.0
4143,2024075080,53,M,2.0,1,1.0
4144,2024075080,36,M,1.0,2,1.0
4269,2024011549,39,F,0.0,1,1.0
4270,2024011549,31,F,2.0,2,7.0
4377,2024076502,41,M,2.0,1,1.0
4413,2024043441,20,M,2.0,1,1.0
4414,2024043441,46,M,0.0,2,1.0
4415,2024043441,47,F,0.0,2,2.0
4416,2024043441,11,F,0.0,2,2.0
4417,2024043441,11,F,0.0,2,2.0
4418,2024043441,67,M,0.0,3,1.0
4421,2024105730,39,F,2.0,1,1.0
4500,2024032060,35,M,2.0,2,1.0
4501,2024044810,26,M,9.0,1,1.0
4502,2024044810,99,U,9.0,1,2.0
4503,2024044810,57,M,1.0,2,7.0
4513,2024052920,25,F,2.0,1,1.0
4517,2024072437,44,F,2.0,1,1.0
4542,2024090259,24,F,2.0,1,1.0
4543,2024090259,17,M,0.0,2,1.0
4565,2024081349,57,M,2.0,1,7.0
4566,2024081349,53,F,0.0,2,1.0
4574,2024023674,19,F,0.0,1,1.0
4575,2024023674,63,M,2.0,2,1.0
4623,2024095497,39,M,2.0,1,1.0
4624,2024095497,13,M,2.0,1,2.0
4625,2024095497,10,M,4.0,1,2.0
4639,2024049739,65,F,0.0,1,1.0
4640,2024049739,55,M,2.0,2,1.0
4657,2024037311,72,M,1.0,1,1.0
4665,2024066568,35,M,8.0,1,1.0
4666,2024066568,50,M,2.0,2,1.0
4717,2024099951,20,F,2.0,1,1.0
4718,2024099951,19,F,2.0,1,2.0
4719,2024099951,17,M,0.0,2,1.0
4741,2024005730,35,F,3.0,1,1.0
4742,2024005730,38,M,3.0,1,2.0
4743,2024005730,22,M,2.0,2,1.0
4794,2024066708,75,M,3.0,1,1.0
4795,2024066708,73,F,2.0,1,2.0
4796,2024066708,69,F,3.0,1,2.0
4797,2024066708,60,F,0.0,2,1.0
4813,2024014802,30,M,2.0,1,1.0
4824,2025000551,32,M,2.0,1,1.0
4825,2025000551,43,F,2.0,2,1.0
4826,2025000551,12,F,9.0,2,2.0
4847,2024110597,46,M,2.0,1,1.0
4848,2024110597,23,M,0.0,2,1.0
4849,2024110597,22,F,3.0,3,1.0
4921,2024057485,51,F,2.0,1,1.0
4922,2024057485,28,M,2.0,1,2.0
4994,2024110596,19,M,0.0,1,1.0
4995,2024110596,33,M,3.0,2,1.0
4996,2024110596,32,F,0.0,2,2.0
4997,2024110596,9,M,2.0,2,2.0
4998,2024110596,5,M,0.0,2,2.0
5131,2024075788,33,F,0.0,1,1.0
5132,2024075788,4,F,0.0,1,2.0
5133,2024075788,52,M,2.0,2,1.0
5180,2024108381,23,F,2.0,1,1.0
5185,2024026788,23,M,2.0,1,1.0
5186,2024026788,24,F,3.0,1,2.0
5192,2024012531,55,M,2.0,1,1.0
5193,2024012531,26,M,0.0,2,1.0
5194,2024012531,22,M,0.0,2,2.0
5195,2024012531,5,M,0.0,2,2.0
5199,2024092897,33,M,1.0,1,4.0
5200,2024092897,27,F,2.0,1,5.0
5201,2024092897,54,F,0.0,2,1.0
5232,2024070911,30,F,2.0,1,1.0
5233,2024070911,27,F,0.0,2,1.0
5236,2024092187,26,M,0.0,1,1.0
5237,2024092187,35,M,2.0,1,2.0
5238,2024092187,22,M,0.0,2,2.0
5335,2024053083,35,M,1.0,1,1.0
5369,2024095241,18,M,8.0,1,1.0
5370,2024095241,18,M,8.0,1,2.0
5371,2024095241,18,M,3.0,1,2.0
5372,2024095241,18,M,2.0,1,2.0
5395,2024114058,76,M,0.0,1,1.0
5396,2024114058,9,M,0.0,1,2.0
5397,2024114058,12,M,3.0,1,2.0
5398,2024114058,10,M,4.0,1,2.0
5399,2024114058,99,M,0.0,1,2.0
5400,2024114058,99,M,0.0,1,2.0
5401,2024114058,28,M,2.0,2,1.0
5432,2024093275,60,M,2.0,1,1.0
5448,2024052693,61,M,2.0,1,1.0
5449,2024052693,53,M,0.0,2,1.0
5450,2024052693,1,M,0.0,2,2.0
5451,2024052693,49,F,0.0,3,1.0
5454,2024107359,59,M,3.0,1,1.0
5455,2024107359,86,M,3.0,2,1.0
5456,2024107359,87,F,2.0,2,2.0
5488,2025002878,79,M,1.0,1,1.0
5489,2025002878,54,M,0.0,2,1.0
5501,2024081112,59,M,2.0,1,1.0
5502,2024081112,33,F,2.0,1,2.0
5559,2024059034,76,M,2.0,1,1.0
5560,2024059034,50,F,0.0,2,1.0
5575,2024112022,56,M,2.0,1,1.0
5576,2024112022,17,M,2.0,1,2.0
5630,2024113766,33,M,1.0,1,1.0
5663,2024092293,51,M,1.0,1,1.0
5677,2024046787,32,F,0.0,1,1.0
5678,2024046787,71,M,2.0,2,4.0
5690,2024021773,67,M,0.0,1,1.0
5691,2024021773,66,M,2.0,2,4.0
5754,2024047182,18,M,0.0,1,1.0
5755,2024047182,19,F,0.0,1,2.0
5756,2024047182,22,M,2.0,2,1.0
5757,2024047182,25,F,8.0,2,2.0
5861,2025018393,28,M,1.0,1,1.0
5865,2024059870,58,M,2.0,1,1.0
5951,2024057899,18,M,2.0,1,1.0
6047,2024003904,51,M,2.0,1,7.0
6048,2024003904,49,M,0.0,2,2.0
6049,2024003904,33,M,0.0,2,1.0
6061,2024078288,25,M,1.0,1,1.0
6062,2024078288,36,F,2.0,1,2.0
6063,2024078288,21,F,2.0,1,2.0
6064,2024078288,20,M,1.0,1,2.0
6076,2024053537,30,F,3.0,1,1.0
6077,2024053537,7,M,8.0,1,2.0
6078,2024053537,7,F,2.0,1,2.0
6089,2024027719,32,M,2.0,1,1.0
6111,2024069619,51,M,2.0,1,1.0
6135,2024047114,17,M,3.0,1,1.0
6136,2024047114,70,M,2.0,2,1.0
6150,2024077300,23,F,0.0,1,1.0
6151,2024077300,41,M,1.0,2,1.0
6189,2024078506,46,F,2.0,1,1.0
6194,2024089294,38,M,0.0,1,1.0
6195,2024089294,33,F,2.0,2,1.0
6200,2024029399,32,F,1.0,1,1.0
6203,2024097866,17,M,2.0,1,1.0
6204,2024097866,41,M,3.0,2,1.0
6243,2024018010,36,F,2.0,1,2.0
6244,2024018010,38,M,3.0,1,2.0
6245,2024018010,65,M,0.0,2,1.0
6246,2024018010,53,M,0.0,3,1.0
6269,2024019296,55,F,2.0,1,1.0
6294,2024080447,37,F,0.0,1,1.0
6295,2024080447,16,M,2.0,2,7.0
6296,2024086293,25,M,2.0,1,7.0
6297,2024086293,65,M,0.0,2,1.0
6324,2024008501,66,M,1.0,1,1.0
6362,2024096233,20,F,0.0,1,1.0
6363,2024096233,35,M,2.0,2,1.0
6393,2024100357,57,M,0.0,1,1.0
6394,2024100357,57,M,2.0,2,7.0
6414,2024037014,88,M,2.0,1,1.0
6429,2024078607,65,M,0.0,1,1.0
6430,2024078607,76,F,0.0,1,2.0
6431,2024078607,56,M,2.0,2,7.0
6481,2024032975,46,M,4.0,1,1.0
6482,2024032975,42,M,0.0,2,1.0
6483,2024032975,11,F,4.0,2,2.0
6484,2024032975,9,F,2.0,3,2.0
