,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,HOUR_OF_DAY,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
3073,2011007371,39.897072,-76.613484,66,66424,1,2,7.0,757.0,1,0,4
3082,2011002596,40.752897,-78.541519,17,17201,1,2,10.0,1042.0,0,1,0
3094,2011006495,41.448036,-75.647433,35,35302,1,6,17.0,1705.0,1,0,7
3280,2011006357,41.399636,-75.580892,35,35407,1,6,7.0,757.0,0,1,7
3284,2011006440,41.430849,-75.655391,35,35302,1,6,15.0,1505.0,1,0,1
3416,2011002472,40.338876,-79.95532,2,2454,1,4,15.0,1545.0,1,0,7
3443,2011006018,41.774471,-78.018433,52,52402,1,7,17.0,1744.0,2,0,8
3444,2011002475,42.408333,-75.473777,45,45215,1,4,17.0,1756.0,1,0,7
3470,2011007466,40.017306,-79.802484,26,26209,1,1,14.0,1415.0,1,0,2
3562,2011007937,40.561142,-80.438786,4,4207,1,3,7.0,730.0,1,0,4
3682,2011006520,40.696343,-79.561252,3,3201,1,5,15.0,1504.0,1,0,7
3877,2011008770,41.262806,-76.714044,41,41241,1,3,9.0,900.0,1,0,7
4096,2011008412,40.369734,-79.853675,2,2303,1,2,23.0,2344.0,1,0,1
4149,2011007568,41.020869,-76.82792,49,49216,1,6,4.0,445.0,1,0,4
4188,2011006314,41.801853,-76.964812,58,58226,1,2,17.0,1730.0,1,0,2
4394,2011014052,40.360259,-79.3917,64,64204,1,4,15.0,1553.0,1,0,4
4428,2011006816,40.09279,-74.942355,9,9202,1,7,6.0,657.0,0,1,8
4539,2011007557,41.971582,-78.140301,52,52218,1,6,22.0,2230.0,1,0,7
4642,2011013996,40.325,-78.804312,11,11201,1,2,11.0,1100.0,0,1,7
4646,2011014779,40.285258,-77.02684,21,21212,1,2,0.0,14.0,4,0,0
4662,2011007767,41.127014,-75.304049,45,45208,1,7,10.0,1040.0,1,0,1
4674,2011014780,40.42398,-75.280791,9,9207,2,4,19.0,1926.0,1,0,0
4717,2011007001,41.315615,-75.754213,40,40224,1,7,20.0,2023.0,0,1,7
4738,2011006862,40.81273,-76.141697,53,53411,1,3,9.0,959.0,0,1,8
4772,2011007734,41.195508,-76.400703,19,19202,1,6,21.0,2130.0,1,0,7
4848,2011006833,40.266921,-76.460789,38,38216,1,6,,,1,0,7
4853,2011006945,40.123281,-74.900166,9,9101,1,7,,,0,1,8
4885,2011007008,39.980955,-76.644791,66,66227,1,1,,,3,0,4
5068,2011007504,41.028506,-80.009054,10,10227,1,5,,,1,0,1
5163,2011006986,40.194246,-79.966743,62,62205,1,7,,,1,0,0
5171,2011014702,40.751602,-75.540083,48,48207,1,3,,,2,0,4
5182,2011007531,41.987233,-79.960586,25,25220,1,6,,,1,0,4
5220,2011006263,40.864043,-75.737803,13,13404,1,3,,,1,0,7
5307,2011006306,41.06531,-80.380927,37,37205,1,5,,,1,1,7
5343,2011012447,40.208317,-74.951038,9,9218,1,1,,,1,0,4
5367,2011014710,40.754417,-80.453776,4,4217,2,3,,,1,0,7
5430,2011012127,40.476334,-79.969271,2,2445,1,6,,,1,0,7
5442,2011014995,39.932823,-76.715675,66,66101,1,3,,,1,0,7
5504,2011014265,41.661156,-76.812504,8,8207,1,2,,,1,0,1
5547,2011014066,40.281781,-80.290672,62,62217,1,7,,,0,1,7
5604,2011014841,40.203556,-75.125763,9,9226,2,5,,,0,1,4
5611,2011015001,40.315726,-79.350485,64,64204,2,3,,,1,0,2
5675,2011013502,40.381762,-76.018345,6,6204,1,2,,,1,0,4
5682,2011013604,41.767002,-76.64602,8,8234,1,6,,,2,0,7
5740,2011012138,40.06258,-76.541789,36,36211,1,2,,,1,0,2
5817,2011012053,39.878236,-75.55335,23,23202,1,3,,,2,0,2
6025,2011014863,40.341025,-78.931228,11,11301,2,5,,,1,0,1
6126,2011012772,41.649245,-79.758863,20,20227,1,6,,,0,1,8
6145,2011013395,40.300046,-79.371258,64,64204,1,6,,,1,0,4
6165,2011014869,41.328881,-75.772426,40,40412,1,2,,,1,0,1
6189,2011012865,40.383232,-75.784829,6,6227,1,3,,,0,1,4
6323,2011013556,41.91918,-79.842974,25,25217,1,1,,,1,0,99
6340,2011012626,40.459534,-76.859526,22,22218,1,1,,,2,0,2
6424,2011012630,39.883594,-75.536154,23,23204,1,4,,,1,0,4
6462,2011012784,40.563645,-77.406094,34,34207,1,4,,,1,0,7
6478,2011013383,40.081996,-76.727796,66,66207,1,1,,,2,0,7
6520,2011014370,40.165433,-75.105441,46,46408,1,1,,,0,1,8
6591,2011014988,40.120033,-75.118785,46,46101,2,4,,,0,1,8
6612,2011014828,40.963207,-75.95445,40,40301,2,4,,,0,1,8
6639,2011014055,40.3817,-79.418856,64,64204,1,2,,,1,0,7
6658,2011012793,40.541194,-77.148883,50,50204,1,1,,,1,0,7
6789,2011012283,40.121096,-75.349302,46,46413,1,3,,,1,0,8
6888,2011011717,40.463349,-78.796953,11,11204,1,7,,,1,0,8
6903,2011014552,39.768894,-75.765292,15,15221,1,4,,,1,0,0
6950,2011009498,40.13436,-74.98374,9,9202,1,5,,,1,0,7
6970,2011013912,41.379005,-80.358913,43,43209,1,2,,,2,0,7
7043,2011012948,40.38081,-75.008082,9,9221,1,5,,,1,0,7
7136,2011013013,39.922272,-77.450652,1,1205,1,3,,,1,0,7
7181,2011009455,40.875066,-80.225133,37,37207,1,1,,,1,0,7
7198,2011013836,39.966733,-75.298148,23,23111,1,2,,,1,0,4
7228,2011014657,41.58782,-75.993026,65,65217,1,5,,,2,0,2
7284,2011013072,42.133051,-80.075445,25,25302,1,7,,,0,1,8
7337,2011014570,40.563314,-75.474264,39,39301,1,4,,,1,0,4
7397,2011013795,40.274464,-76.85625,22,22101,1,1,,,1,0,7
7442,2011010246,40.43899,-79.762496,2,2446,1,6,,,1,0,1
7473,2011011811,40.465593,-79.965139,2,2301,1,4,,,1,0,8
7483,2011013030,40.603544,-75.495532,39,39301,1,2,,,0,1,4
7487,2011013849,40.501412,-79.679189,64,64437,1,2,,,1,0,4
7921,2011013096,41.860723,-78.81348,42,42204,1,5,,,3,0,2
8005,2011013767,41.006675,-75.287778,45,45101,1,7,,,1,0,5
8100,2011009370,40.303198,-79.534585,64,64302,1,1,,,1,0,2
8142,2011010335,40.51398,-80.013358,2,2116,1,7,,,1,0,2
8160,2011010621,40.435438,-79.245645,32,32402,1,2,,,1,0,7
8232,2011011966,40.481512,-80.130265,2,2115,1,5,,,1,0,4
8236,2011011892,40.524077,-80.026515,2,2116,1,2,,,1,0,8
8266,2011010502,40.184182,-75.034598,9,9225,1,2,,,0,1,1
8374,2011010441,40.177238,-74.856106,9,9208,1,4,,,1,0,2
8438,2011009044,39.861304,-76.715848,66,66417,1,5,,,0,1,4
8616,2011010324,40.391005,-79.869295,2,2473,1,7,,,0,1,7
8711,2011011251,40.705777,-75.337781,48,48209,1,2,,,1,0,1
8811,2011009213,41.392648,-75.621314,35,35217,1,4,,,1,0,7
8817,2011009604,40.988301,-80.343891,37,37301,1,6,,,1,0,8
8967,2011009000,40.786134,-79.450705,3,3211,1,1,,,1,0,7
8993,2011010477,40.510648,-79.843268,2,2468,1,5,,,0,1,8
9037,2011011851,40.027101,-75.893942,15,15245,1,5,,,1,0,7
9059,2011010696,40.285443,-79.589189,64,64209,1,6,,,0,1,1
9064,2011011086,40.457156,-75.531847,39,39210,1,3,,,1,0,7
9105,2011010482,40.07135,-76.290384,36,36101,1,2,,,1,0,8
9148,2011011089,40.494418,-75.526869,39,39210,1,6,,,1,0,4
9149,2011011856,40.191087,-75.072211,9,9226,1,7,,,1,0,4
9184,2011012007,41.057641,-78.441213,17,17223,1,6,,,1,0,0
9241,2011010423,40.486477,-80.075848,2,2122,1,7,,,1,0,2
9251,2011011384,41.078609,-75.522092,45,45215,1,5,,,1,0,7
9253,2011011426,41.534089,-75.740768,35,35405,1,3,,,1,0,7
9350,2011010406,40.217557,-76.504606,38,38213,1,1,,,0,4,7
9370,2011011510,40.303056,-75.022598,9,9204,1,5,,,1,0,4
9543,2011009301,40.718079,-78.163047,7,7212,1,7,,,1,0,7
9553,2011015496,40.827841,-75.313542,48,48203,2,6,,,2,0,2
9565,2011016408,40.169251,-76.589241,36,36225,2,7,,,1,0,1
9599,2011009303,41.064454,-77.603895,14,14213,1,1,,,1,0,1
9637,2011015499,40.038182,-76.35385,36,36214,2,6,,,2,0,1
9650,2011017967,40.752742,-75.534319,48,48207,2,3,,,1,0,1
9717,2011017725,40.559636,-75.998136,6,6238,1,6,,,1,0,2
9750,2011016253,40.332874,-76.397395,38,38212,2,7,,,0,2,7
9766,2011011575,40.81735,-80.390328,4,4405,1,7,,,1,1,4
9797,2011009310,40.002035,-76.089739,36,36226,1,7,,,1,1,7
9844,2011015674,41.530656,-80.062359,20,20207,2,5,,,1,0,1
9863,2011017051,41.162659,-77.218602,41,41218,2,7,,,0,1,7
10147,2011017848,39.971127,-78.875349,55,55223,2,3,,,1,0,4
10172,2011015542,39.946788,-76.728821,66,66101,1,6,,,1,0,8
10173,2011016285,42.116091,-80.10161,25,25302,2,1,,,0,1,8
10183,2011015706,39.763794,-77.89229,28,28209,1,4,,,0,1,7
10237,2011017173,40.08142,-75.171056,46,46102,2,5,,,0,1,8
10258,2011017078,39.772619,-77.655669,28,28201,2,6,,,0,1,4
10260,2011015611,40.468441,-78.654347,11,11219,2,4,,,1,0,2
10276,2011017694,40.03865,-76.072273,36,36221,1,5,,,1,1,8
10292,2011016385,40.72846,-77.900317,14,14206,1,2,,,0,1,7
10317,2011016360,41.23123,-77.040971,41,41301,2,5,,,1,0,7
10392,2011017770,40.361486,-79.558456,64,64209,1,3,,,1,0,7
10399,2011017857,41.08117,-79.232597,16,16218,1,2,,,2,0,4
10410,2011009279,40.000123,-75.228694,67,67301,1,1,,,1,0,7
10512,2011015621,39.983519,-79.875242,26,26211,2,5,,,1,0,7
10568,2011015625,40.589231,-80.098816,2,2481,1,2,,,1,0,1
10572,2011016396,40.068732,-76.306052,36,36101,2,7,,,4,1,1
10629,2011017189,40.196668,-76.739151,22,22103,1,2,,,0,1,1
10649,2011016302,40.200993,-80.075294,62,62221,2,4,,,1,0,7
10707,2011017868,42.077311,-80.197459,25,25205,1,3,,,0,1,2
10882,2011016043,40.190892,-79.839812,64,64103,2,4,,,1,0,7
10921,2011015111,40.61313,-78.170319,7,7214,1,6,,,0,1,4
10971,2011015758,40.242356,-74.880495,9,9211,1,1,,,1,0,7
10984,2011015927,40.010481,-75.160755,67,67301,1,6,,,2,0,4
10989,2011017509,40.216257,-75.004952,9,9218,2,3,,,0,1,2
11027,2011015760,40.565994,-75.564569,39,39104,1,7,,,0,1,8
11035,2011017371,40.864954,-75.305885,45,45212,1,4,,,1,0,7
11048,2011017555,40.161191,-76.634799,36,36237,2,1,,,1,0,7
11119,2011017375,40.201623,-76.807849,22,22103,2,3,,,1,0,7
11240,2011016710,40.168646,-79.899923,62,62205,2,5,,,1,0,7
11296,2011016713,40.082223,-75.161189,46,46102,2,2,,,1,0,1
11319,2011015166,39.959201,-76.080394,36,36201,1,2,,,0,1,4
11331,2011016813,40.634962,-75.366291,48,48101,1,7,,,1,0,8
11344,2011015152,40.548666,-76.874189,22,22216,1,4,,,0,1,7
11452,2011015080,41.228404,-77.14945,41,41242,1,2,,,0,1,7
11458,2011017408,40.525442,-79.988261,2,2116,2,1,,,0,1,4
11503,2011016473,40.474269,-75.391666,9,9214,1,4,,,1,0,4
11577,2011017538,41.376613,-75.985402,40,40206,2,2,,,1,0,8
11606,2011015287,40.98985,-75.476539,45,45202,1,7,,,1,1,7
11651,2011015113,40.328456,-78.363105,7,7213,2,3,,,1,0,6
11668,2011016456,40.115883,-77.371392,21,21210,1,2,,,1,0,1
11805,2011015327,40.652478,-80.048599,2,2216,1,2,,,1,0,1
11841,2011015778,41.518081,-75.958714,65,65203,1,3,,,1,0,1
11900,2011015096,41.579597,-77.114556,58,58217,1,3,,,0,1,7
11986,2011017353,40.600111,-78.320295,7,7202,2,6,,,1,0,7
11987,2011015125,40.689638,-77.460953,44,44204,2,3,,,1,0,7
12004,2011017215,40.627263,-80.046676,2,2216,2,3,,,0,1,7
12022,2011015230,40.505379,-76.104548,6,6241,1,7,,,1,0,7
12048,2011016667,41.635662,-80.205572,20,20230,2,7,,,1,1,7
12190,2011020109,40.398731,-75.808379,6,6227,2,4,,,1,1,4
12284,2011018714,41.118648,-80.241956,43,43226,2,3,,,1,0,7
12348,2011019957,40.067513,-75.305329,46,46104,2,7,,,1,0,1
12488,2011019962,39.924666,-75.415757,23,23207,2,1,,,1,0,7
12688,2011020755,40.208286,-77.012171,21,21404,2,6,,,1,0,8
12705,2011017634,41.015987,-79.068848,33,33211,2,2,,,1,0,2
12808,2011018593,40.741289,-75.347006,48,48215,1,3,,,1,0,4
12817,2011017639,40.780568,-79.994692,10,10215,2,3,,,1,0,2
12840,2011018667,40.180779,-76.112384,36,36210,2,7,,,1,0,6
12897,2011019424,40.250402,-75.727245,6,6240,1,2,,,1,0,7
12900,2011019443,41.196369,-75.913177,40,40101,2,7,,,1,1,1
12929,2011017644,40.8859,-80.32842,37,37216,1,2,,,0,1,7
12934,2011016166,39.978354,-76.674626,66,66227,2,7,,,1,0,8
12971,2011020064,39.979125,-75.108688,67,67301,2,4,,,1,0,1
13003,2011020863,40.861377,-75.281091,48,48213,2,6,,,1,0,0
13021,2011018441,41.129254,-76.360972,19,19207,1,6,,,0,1,4
13031,2011020864,40.352171,-79.526631,64,64209,2,1,,,1,0,7
13034,2011020170,40.584539,-75.626384,39,39209,2,4,,,1,0,4
13044,2011017661,41.052596,-77.498314,18,18218,2,3,,,2,0,2
13049,2011018442,41.124747,-75.287201,45,45208,1,6,,,1,0,2
13100,2011017663,41.051688,-77.097251,59,59209,1,6,,,2,0,1
13249,2011018525,40.028498,-79.724903,26,26205,2,2,,,1,0,7
13270,2011016178,39.922546,-75.292372,23,23401,1,7,,,0,1,7
13327,2011019943,40.945869,-76.868388,49,49221,2,4,,,1,0,7
13408,2011017674,40.121594,-77.363175,21,21210,1,3,,,1,0,5
13409,2011015429,40.103099,-76.533868,36,36211,1,7,,,0,1,7
13424,2011018621,40.168238,-75.221058,46,46207,2,7,,,1,0,7
13524,2011018060,40.288626,-79.557296,64,64209,2,2,,,1,0,7
13539,2011019025,40.090928,-78.688683,5,5218,2,7,,,1,0,2
13575,2011020227,40.061994,-76.755373,66,66204,2,1,,,2,0,7
13606,2011018739,40.793794,-76.471834,49,49402,1,2,,,1,0,8
13609,2011020982,40.056249,-78.511164,5,5201,2,6,,,1,0,4
13620,2011018939,40.701295,-77.597696,44,44201,2,1,,,1,0,1
13669,2011020323,40.124939,-76.220424,36,36238,2,5,,,0,1,8
13715,2011019791,41.717618,-76.474953,8,8406,2,3,,,1,0,1
13749,2011020233,39.756468,-76.035928,15,15250,2,4,,,2,0,7
13795,2011019702,40.263778,-76.087101,36,36210,2,2,,,1,0,7
13820,2011020428,40.294285,-78.886006,11,11101,2,3,,,2,0,2
13823,2011019703,40.953222,-76.479681,19,19216,2,7,,,1,0,5
13870,2011019523,39.738715,-77.480992,28,28215,2,7,,,0,2,4
13883,2011018969,39.993271,-76.635091,66,66227,2,1,,,1,0,1
13981,2011021065,40.101524,-74.864313,9,9401,2,2,,,1,0,2
13984,2011020316,40.327381,-79.719219,64,64101,2,5,,,1,0,1
14026,2011020475,40.347878,-75.024897,9,9221,2,6,,,2,0,7
14041,2011019508,39.961921,-75.289358,23,23111,2,3,,,1,0,4
14043,2011018774,40.325002,-75.926496,6,6301,2,1,,,0,1,7
14139,2011020440,40.310597,-76.620264,22,22202,2,6,,,1,0,0
14164,2011019607,40.316469,-79.474315,64,64217,2,7,,,1,0,7
14294,2011019073,40.279702,-76.879761,22,22301,2,5,,,0,1,8
14331,2011019541,40.607218,-79.486144,3,3210,2,3,,,1,0,1
14466,2011018323,39.898201,-79.7349,26,26302,2,4,,,0,1,8
14481,2011018122,41.723848,-75.693098,57,57219,2,5,,,0,1,7
14500,2011021090,40.221139,-79.6165,64,64436,2,7,,,1,0,7
14515,2011019673,40.462064,-80.030826,2,2301,2,2,,,1,0,8
14520,2011020567,40.285688,-77.104723,21,21206,2,6,,,1,0,0
14533,2011018793,40.974766,-78.552233,17,17226,1,5,,,1,0,2
14586,2011020263,40.886459,-75.306571,45,45205,2,7,,,1,0,7
14665,2011018255,41.730112,-76.466902,8,8228,2,7,,,1,0,4
14670,2011019087,40.27038,-76.869015,22,22301,1,5,,,0,1,8
14732,2011020292,40.687183,-76.194468,53,53301,2,1,,,2,0,4
14755,2011019091,40.293921,-75.276571,46,46103,2,5,,,0,1,4
14906,2011005629,41.477382,-77.216651,41,41233,1,3,,,1,0,7
14992,2011004131,40.572732,-75.341265,48,48407,1,4,,,1,0,1
15020,2011004132,39.772661,-76.931785,66,66232,1,7,,,1,0,7
15082,2011004990,40.133873,-75.449421,46,46222,1,2,,,1,0,7
15102,2011004865,40.473579,-80.062628,2,2444,1,3,,,0,1,2
15202,2011004333,40.265985,-76.869561,22,22301,1,1,,,1,0,8
15209,2011018380,40.814889,-75.735049,13,13208,1,7,,,1,0,8
15309,2011004234,40.183442,-80.100054,62,62225,1,7,,,1,0,7
15355,2011004876,40.485147,-80.012736,2,2301,1,3,,,1,0,4
15358,2011005674,40.882369,-75.528864,13,13212,1,3,,,1,0,2
15401,2011004403,40.409228,-80.01438,2,2301,1,2,,,1,0,2
15483,2011005933,40.438202,-79.830514,2,2419,1,7,,,1,0,1
15583,2011005684,40.204919,-77.313427,21,21219,1,5,,,1,0,2
15612,2011005685,40.20491,-77.313699,21,21219,1,5,,,1,0,1
15688,2011019097,40.006575,-75.37691,23,23106,2,1,,,3,0,2
15693,2011019930,40.003889,-79.460042,26,26219,1,2,,,2,0,7
15718,2011020674,39.850653,-75.706656,15,15220,1,4,,,1,0,2
15720,2011019185,40.13474,-75.114968,46,46101,2,7,,,1,0,2
15782,2011004157,41.007698,-76.451626,19,19501,1,5,,,1,0,7
15833,2011019935,42.014563,-80.046532,25,25216,2,6,,,1,1,1
15900,2011004264,41.46829,-78.418112,12,12205,1,5,,,3,0,2
15905,2011005127,40.112923,-74.883363,9,9101,1,6,,,2,0,1
15990,2011005958,41.494203,-75.592088,35,35402,1,5,,,2,0,2
16007,2011005702,40.459998,-79.758701,2,2466,1,3,,,1,0,7
16027,2011020692,42.073253,-80.182952,25,25213,2,6,,,1,0,99
16119,2011003403,39.996675,-76.049556,36,36232,1,1,,,1,0,2
16201,2011004854,41.289582,-75.704922,40,40224,1,2,,,1,1,7
16202,2011005627,41.964614,-80.311586,25,25207,1,7,,,1,0,7
16207,2011005709,40.827044,-80.476171,4,4204,1,3,,,1,0,7
16583,2011004841,40.347935,-79.939041,2,2473,1,2,,,1,0,1
16668,2011046839,40.996659,-80.35501,37,37301,5,5,,,1,0,0
16734,2011005356,40.015733,-78.617152,5,5208,1,2,,,1,0,4
16762,2011005357,40.627408,-78.046514,31,31229,1,7,,,0,2,7
16784,2011005255,39.963844,-75.821954,15,15412,1,3,,,2,0,2
16829,2011004744,41.320022,-80.120518,43,43213,1,7,,,0,1,7
16913,2011004747,41.722383,-79.759414,20,20219,1,1,,,1,0,4
16955,2011005302,39.948867,-76.355114,36,36206,1,3,,,1,0,0
16979,2011046249,41.182595,-80.32172,43,43212,3,7,,,0,1,0
17031,2011046185,40.161378,-74.832955,9,9101,4,6,,,1,0,7
17063,2011046252,40.959793,-80.383262,37,37206,4,7,,,0,1,2
17250,2011003272,40.070213,-75.641643,15,15251,1,7,,,1,0,2
17444,2011004708,40.132185,-79.595637,64,64206,1,7,,,1,0,7
17542,2011005271,40.441758,-80.189889,2,2214,1,2,,,1,0,7
17550,2011004643,41.328024,-75.834625,40,40409,1,6,,,1,0,4
17590,2011045199,41.472353,-75.449044,63,63209,4,6,,,1,0,7
17760,2011045862,40.465914,-79.953576,2,2301,5,2,,,1,0,8
17765,2011044920,41.2107,-78.948139,33,33220,4,3,,,1,0,7
17800,2011045003,41.087122,-75.7746,40,40207,4,4,,,1,0,7
17802,2011046377,40.723347,-80.109307,10,10212,5,1,,,1,0,0
17804,2011045067,40.623952,-75.559114,39,39103,3,6,,,1,0,7
17863,2011047010,40.248039,-75.912072,6,6233,1,3,,,1,0,4
17876,2011046901,41.879881,-80.224561,25,25204,3,4,,,1,0,1
17886,2011046380,40.213423,-75.626598,15,15206,4,4,,,1,0,1
17938,2011045655,40.172623,-79.808174,64,64103,5,2,,,1,0,2
17975,2011047014,39.935782,-75.228562,67,67301,4,3,,,2,1,4
18009,2011046526,40.190157,-75.314172,46,46226,4,4,,,0,1,7
18085,2011045736,40.382724,-74.967981,9,9221,4,1,,,1,0,0
18102,2011045599,41.802401,-79.835144,20,20203,4,7,,,1,0,7
18165,2011045676,39.835881,-75.380596,23,23301,4,7,,,1,0,4
18193,2011045677,40.60469,-80.201147,4,4411,5,1,,,2,0,2
18232,2011045817,39.800648,-77.075593,1,1221,4,1,,,1,0,7
18242,2011045604,40.876163,-76.837453,54,54208,4,5,,,0,1,4
18311,2011045099,40.336197,-78.793726,11,11201,4,1,,,1,0,6
18330,2011046332,40.431814,-76.298565,6,6239,4,3,,,0,1,4
18356,2011044955,41.411387,-76.072401,65,65214,4,5,,,0,1,7
18419,2011047249,40.22525,-79.587328,64,64436,4,5,,,1,0,7
18460,2011046554,39.959373,-76.659951,66,66233,5,4,,,1,0,1
18509,2011046481,41.831914,-80.103201,20,20229,4,4,,,1,0,7
18528,2011045031,42.107927,-80.073716,25,25302,4,2,,,1,0,8
18550,2011046274,40.663654,-75.382511,48,48206,4,5,,,1,0,5
18579,2011046939,41.178578,-75.757008,40,40436,3,3,,,0,1,7
18587,2011047256,40.189699,-79.705973,64,64216,5,1,,,1,0,99
18594,2011047143,40.017521,-76.205712,36,36215,5,3,,,1,0,99
18608,2011044968,40.152403,-76.839853,66,66220,4,3,,,1,0,2
18660,2011046930,41.056306,-75.767069,13,13403,4,6,,,1,0,7
18663,2011046942,41.851931,-75.396839,63,63217,3,4,,,1,0,7
18671,2011045050,40.386765,-77.032772,50,50212,4,4,,,1,0,8
18677,2011046488,40.040784,-77.518311,21,21211,4,1,,,1,0,7
18681,2011046550,40.804102,-76.583188,49,49101,5,3,,,0,1,7
18702,2011046992,40.072288,-75.239155,67,67301,4,6,,,1,0,4
18710,2011045191,39.879922,-75.398081,23,23402,3,6,,,1,0,2
18716,2011044906,40.134545,-76.760895,66,66220,4,1,,,1,0,7
18783,2011045054,40.387468,-78.674765,11,11423,4,4,,,1,0,4
18865,2011046365,40.081309,-76.238048,36,36234,4,2,,,2,0,1
18910,2011045263,40.226207,-76.180407,36,36236,4,2,,,2,0,4
18932,2011030046,41.272971,-75.884902,40,40414,1,1,,,1,0,7
