,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
3,2009104704,17,M,2.0,1,1.0
4,2009104704,16,F,4.0,1,2.0
11,2009008933,22,F,3.0,1,1.0
12,2009008933,41,F,2.0,2,1.0
103,2009039566,55,M,0.0,1,1.0
104,2009039566,62,F,2.0,2,1.0
105,2009039566,33,F,0.0,2,2.0
128,2009020087,24,M,4.0,1,1.0
129,2009020087,53,M,2.0,2,1.0
130,2009020087,41,F,4.0,2,2.0
131,2009102714,82,F,2.0,1,1.0
132,2009102714,48,M,0.0,2,1.0
144,2009060542,54,M,4.0,1,1.0
145,2009060542,37,M,2.0,2,2.0
146,2009060542,26,M,4.0,2,2.0
155,2009116014,37,M,1.0,1,1.0
156,2009116014,61,M,4.0,2,1.0
157,2009116014,46,M,0.0,3,1.0
171,2009028353,36,M,0.0,1,1.0
172,2009028353,31,F,0.0,2,1.0
173,2009028353,10,F,2.0,2,2.0
266,2010010124,99,M,0.0,1,1.0
267,2010010124,38,M,2.0,2,7.0
358,2010006728,39,M,1.0,1,1.0
416,2009084826,27,F,2.0,1,1.0
453,2009117700,45,M,4.0,1,1.0
454,2009117700,56,M,2.0,2,1.0
455,2009117700,52,F,4.0,2,2.0
456,2009117700,46,F,0.0,3,1.0
666,2009092907,84,M,0.0,1,1.0
667,2009092907,82,F,0.0,1,2.0
668,2009092907,73,F,2.0,2,1.0
670,2009037176,31,M,0.0,1,1.0
671,2009037176,26,M,8.0,1,2.0
672,2009037176,60,M,1.0,2,1.0
683,2009128724,31,M,2.0,1,1.0
732,2009045332,24,M,2.0,1,1.0
852,2009008487,21,M,4.0,1,1.0
853,2009008487,47,F,4.0,2,1.0
854,2009008487,28,F,2.0,3,1.0
910,2009048035,39,F,2.0,1,1.0
911,2009048035,16,F,8.0,1,2.0
912,2009048035,40,M,0.0,2,1.0
913,2009048035,20,M,0.0,3,1.0
999,2009109814,71,M,2.0,1,1.0
1000,2009109814,72,F,0.0,1,2.0
1001,2009109814,52,M,3.0,2,1.0
1092,2009121605,38,M,0.0,1,1.0
1093,2009121605,55,M,1.0,2,1.0
1101,2009072854,23,M,0.0,1,1.0
1102,2009072854,37,M,2.0,2,1.0
1129,2009122208,49,M,2.0,1,1.0
1301,2009122958,35,M,2.0,1,1.0
1302,2009122958,38,M,4.0,2,1.0
1332,2009045699,25,M,2.0,1,1.0
1333,2009045699,17,F,4.0,1,2.0
1430,2009103973,48,M,0.0,1,1.0
1431,2009103973,27,F,2.0,2,1.0
1432,2009103973,19,M,0.0,3,1.0
1530,2009012453,43,M,0.0,1,1.0
1531,2009012453,37,M,2.0,2,1.0
1622,2010009787,53,M,4.0,1,1.0
1623,2010009787,30,M,0.0,2,2.0
1624,2010009787,36,F,0.0,2,2.0
1625,2010009787,29,M,3.0,3,7.0
1626,2010009787,19,M,1.0,4,7.0
1627,2010009787,16,M,2.0,5,7.0
1632,2009036601,20,M,4.0,1,1.0
1633,2009036601,17,M,2.0,1,2.0
1644,2010000821,40,M,2.0,1,1.0
1645,2010000821,51,M,4.0,2,1.0
1646,2010000821,41,M,0.0,2,2.0
1665,2009074887,26,M,4.0,1,1.0
1666,2009074887,56,F,4.0,2,1.0
1667,2009074887,53,M,2.0,3,7.0
1671,2009110451,50,M,1.0,1,1.0
1672,2009110451,47,M,4.0,1,2.0
1673,2009110451,47,M,0.0,1,2.0
1674,2009110451,40,M,0.0,1,2.0
1868,2009091166,43,M,2.0,1,1.0
1869,2009091166,46,F,0.0,2,1.0
1870,2009091166,13,F,4.0,2,2.0
1877,2009062526,24,M,2.0,1,1.0
1910,2009016735,32,F,2.0,1,1.0
1911,2009016735,37,M,0.0,2,1.0
1984,2009085536,56,F,1.0,1,1.0
1985,2009085536,27,M,2.0,2,1.0
2037,2009086923,26,M,1.0,1,1.0
2079,2009046708,18,M,2.0,1,1.0
2090,2011098618,19,M,2.0,1,1.0
2091,2011098618,21,F,9.0,2,1.0
2196,2009095814,34,F,0.0,1,1.0
2197,2009095814,19,F,0.0,1,2.0
2198,2009095814,41,M,2.0,2,1.0
2248,2009045725,57,M,2.0,1,1.0
2441,2009012955,28,M,2.0,1,1.0
2442,2009012955,21,M,4.0,1,2.0
2447,2009091882,25,M,1.0,1,4.0
2448,2009091882,86,F,0.0,2,1.0
2556,2009065050,21,M,2.0,1,1.0
2631,2009054032,22,F,2.0,1,1.0
2632,2009054032,36,M,0.0,2,1.0
2633,2009054032,33,F,0.0,2,2.0
2634,2009054032,14,M,2.0,2,2.0
2635,2009054032,15,M,4.0,2,2.0
2636,2009054032,10,F,0.0,2,2.0
2637,2009054032,10,M,4.0,2,2.0
2884,2009099120,38,M,1.0,1,1.0
2907,2009098831,24,M,2.0,1,1.0
2954,2009114258,39,F,1.0,1,1.0
2961,2009106269,42,F,8.0,1,1.0
2962,2009106269,13,F,0.0,1,2.0
2963,2009106269,10,M,0.0,1,2.0
2964,2009106269,61,F,2.0,2,1.0
2965,2009106269,57,F,4.0,2,2.0
3020,2009083241,27,M,1.0,1,1.0
3152,2009004633,48,M,2.0,1,1.0
3179,2009124706,99,U,9.0,1,1.0
3180,2009124706,67,F,2.0,2,7.0
3182,2009010548,19,F,2.0,1,1.0
3266,2009034282,23,M,4.0,1,1.0
3267,2009034282,56,F,2.0,2,1.0
3275,2009113345,30,M,0.0,1,1.0
3276,2009113345,61,F,2.0,2,7.0
3378,2009033455,22,M,0.0,1,1.0
3379,2009033455,62,M,1.0,2,7.0
3423,2009128101,23,M,2.0,1,1.0
3428,2009029606,74,F,1.0,1,1.0
3429,2009029606,66,M,9.0,2,1.0
3702,2009055232,24,M,2.0,1,1.0
3711,2009029009,45,F,1.0,1,1.0
3712,2009029141,53,F,0.0,1,1.0
3713,2009029141,87,F,2.0,2,1.0
3723,2009018403,32,F,1.0,1,1.0
3792,2009040278,34,F,0.0,1,1.0
3793,2009040278,13,F,0.0,1,2.0
3794,2009040278,9,F,0.0,1,2.0
3795,2009040278,12,F,2.0,2,7.0
3826,2009107446,18,M,4.0,1,1.0
3827,2009107446,43,F,3.0,2,1.0
3828,2009107446,53,M,3.0,2,2.0
3829,2009107446,43,M,2.0,2,2.0
3830,2009107446,8,M,4.0,2,2.0
3831,2009107446,12,F,3.0,2,2.0
3941,2009087220,28,M,2.0,1,1.0
3942,2009087220,29,F,4.0,1,2.0
4043,2009072761,65,M,0.0,1,1.0
4044,2009072761,58,M,2.0,2,4.0
4135,2009005535,50,M,1.0,1,1.0
4280,2009128605,17,F,2.0,1,1.0
4287,2009093177,48,M,2.0,1,1.0
4288,2009093177,18,M,0.0,2,1.0
4289,2009093177,16,F,0.0,2,2.0
4290,2009093177,14,M,0.0,2,2.0
4399,2009086844,25,M,2.0,1,1.0
4400,2009086844,53,M,0.0,2,1.0
4405,2009084092,99,U,0.0,1,1.0
4406,2009084092,6,F,2.0,2,7.0
4574,2009020325,30,F,0.0,1,1.0
4575,2009020325,45,F,2.0,1,2.0
4907,2009019855,39,M,1.0,1,1.0
5132,2010002925,32,M,4.0,1,1.0
5133,2010002925,30,F,4.0,1,2.0
5134,2010002925,2,F,0.0,1,2.0
5135,2010002925,11,M,0.0,1,2.0
5136,2010002925,31,M,4.0,2,1.0
5137,2010002925,26,F,2.0,3,7.0
5143,2009094390,47,M,1.0,1,1.0
5210,2009055875,29,M,2.0,1,1.0
5237,2009031599,58,M,1.0,1,1.0
5259,2009016211,42,M,1.0,1,7.0
5260,2009016211,59,F,0.0,2,1.0
5371,2009116070,83,F,4.0,1,1.0
5372,2009116070,82,M,0.0,1,2.0
5373,2009116070,31,M,2.0,2,1.0
5404,2009035346,21,M,2.0,1,1.0
5454,2009079389,57,M,0.0,1,1.0
5455,2009079389,13,M,2.0,2,7.0
5521,2010013289,63,M,1.0,1,1.0
5522,2010013289,39,M,4.0,2,1.0
5634,2009061950,22,M,0.0,1,1.0
5635,2009061950,61,M,2.0,2,1.0
5682,2009035547,79,F,2.0,1,1.0
5683,2009035547,84,F,3.0,1,2.0
5684,2009035547,49,M,4.0,2,1.0
5685,2009035547,25,F,4.0,2,2.0
5686,2009035547,7,M,4.0,2,2.0
5706,2009016045,72,F,2.0,1,1.0
5707,2009016045,21,M,0.0,2,1.0
5724,2009088287,66,F,2.0,1,7.0
5725,2009088287,38,M,0.0,2,1.0
5820,2009078122,32,M,1.0,1,1.0
5821,2009078122,50,F,2.0,2,1.0
5944,2009095448,27,M,0.0,1,1.0
5945,2009095448,43,M,2.0,2,7.0
5962,2009032409,4,M,4.0,1,2.0
5963,2009032409,1,F,4.0,1,2.0
5964,2009032409,24,F,0.0,1,1.0
5965,2009032409,76,M,3.0,2,1.0
5966,2009032409,71,F,2.0,2,2.0
6004,2009119234,55,M,0.0,1,1.0
6005,2009119234,79,F,1.0,2,1.0
6023,2009096013,43,F,2.0,1,1.0
6095,2009070316,67,M,3.0,1,1.0
6096,2009070316,64,F,2.0,1,2.0
6097,2009070316,37,M,3.0,2,1.0
6098,2009070316,47,M,2.0,2,2.0
6116,2009127051,80,M,1.0,1,1.0
6124,2009090505,40,F,2.0,1,1.0
6168,2009028990,81,M,1.0,1,1.0
6169,2009028990,53,M,3.0,2,1.0
6170,2009028990,44,F,3.0,2,2.0
6176,2009094997,52,F,4.0,1,1.0
6177,2009094997,24,M,2.0,2,1.0
6299,2009086430,17,M,1.0,1,1.0
6300,2009086430,15,F,1.0,1,2.0
6301,2009086430,18,M,1.0,1,2.0
6302,2009086430,37,F,3.0,2,1.0
6345,2009067548,26,M,0.0,1,1.0
6346,2009067548,20,M,2.0,2,1.0
6462,2009065185,35,M,2.0,1,1.0
6463,2009065185,25,F,2.0,1,2.0
6515,2009075366,15,F,2.0,1,4.0
6516,2009075366,55,M,0.0,2,1.0
6522,2009032608,58,F,0.0,1,1.0
6523,2009032608,81,M,1.0,2,7.0
6574,2009056006,19,M,2.0,1,1.0
6654,2009022863,22,F,4.0,1,1.0
6655,2009022863,53,F,2.0,2,1.0
6665,2009079496,59,M,2.0,1,1.0
6666,2009079496,60,F,2.0,1,2.0
6714,2010000491,48,M,2.0,1,1.0
6715,2010000491,48,M,0.0,2,1.0
7035,2009055830,30,F,2.0,1,1.0
7036,2009055830,32,M,0.0,1,2.0
7132,2009116155,28,M,2.0,1,1.0
7133,2009116155,78,M,0.0,2,1.0
7163,2009034617,25,M,2.0,1,1.0
7164,2009034617,50,M,0.0,2,1.0
7180,2009089798,47,M,2.0,1,1.0
7271,2009066927,16,M,2.0,1,1.0
7272,2009066927,6,F,8.0,1,2.0
7301,2009106599,20,M,1.0,1,1.0
7302,2009106599,22,F,1.0,2,1.0
7368,2009092605,23,M,2.0,1,1.0
7392,2009104010,57,M,2.0,1,1.0
7393,2009104010,51,F,2.0,1,2.0
7480,2009083145,18,F,3.0,1,1.0
7481,2009083145,21,M,3.0,1,2.0
7482,2009083145,14,F,2.0,1,2.0
7483,2009083145,16,M,2.0,1,2.0
7484,2009083145,15,M,3.0,1,2.0
7485,2009083145,19,M,3.0,1,2.0
7486,2009083145,14,F,2.0,1,2.0
7611,2009071031,44,M,1.0,1,1.0
7612,2009071031,50,M,0.0,2,1.0
7632,2010019418,34,M,2.0,1,1.0
7633,2010019418,26,F,4.0,1,2.0
7691,2009052789,60,M,2.0,1,1.0
7737,2009068544,40,M,2.0,1,1.0
7738,2009068544,80,M,0.0,2,1.0
7857,2009030150,21,M,3.0,1,1.0
7858,2009030150,21,M,2.0,1,2.0
7859,2009030150,21,M,2.0,1,2.0
7865,2009104688,50,F,2.0,1,1.0
8007,2009107654,31,F,4.0,1,1.0
8008,2009107654,31,F,8.0,1,2.0
8009,2009107654,35,F,3.0,1,2.0
8010,2009107654,37,F,2.0,1,2.0
8030,2009097488,40,M,2.0,1,1.0
8031,2009097488,35,M,3.0,1,2.0
8032,2009097488,27,M,4.0,1,2.0
8040,2009026383,28,F,3.0,2,1.0
8041,2009026383,82,M,0.0,3,1.0
8042,2009026383,78,F,1.0,3,2.0
8043,2009026383,53,F,3.0,3,2.0
8080,2009111727,29,M,2.0,1,1.0
8081,2009111727,21,F,2.0,2,1.0
8082,2009111727,29,F,2.0,2,2.0
8229,2009037520,24,M,2.0,1,1.0
8230,2009037520,99,U,9.0,2,1.0
8258,2009067443,42,M,0.0,1,1.0
8259,2009067443,28,M,1.0,2,7.0
8335,2009065746,44,F,2.0,1,1.0
8343,2009124093,16,F,2.0,1,1.0
8344,2009124093,13,F,3.0,1,2.0
8345,2009124093,18,M,2.0,1,2.0
8355,2009071130,64,M,1.0,1,1.0
8356,2009113950,18,M,2.0,1,1.0
8357,2009113950,37,M,4.0,2,1.0
8358,2009113950,36,F,3.0,2,2.0
8436,2009100842,25,F,4.0,1,1.0
8437,2009100842,63,M,2.0,2,1.0
8556,2009085501,23,M,2.0,1,1.0
8594,2009063015,34,M,1.0,1,1.0
8724,2009037843,21,M,2.0,1,1.0
8725,2009037843,19,M,0.0,2,1.0
8726,2009037843,18,M,0.0,2,2.0
8862,2009118878,59,M,0.0,1,1.0
8863,2009118878,29,M,1.0,2,4.0
8883,2009026035,35,F,4.0,1,1.0
8884,2009026035,25,M,4.0,1,2.0
8885,2009026035,18,F,2.0,2,1.0
