,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
34,2021104953,32,M,2.0,1,1.0
35,2021104953,99,M,2.0,1,2.0
36,2021104953,99,M,2.0,1,2.0
37,2021104953,99,U,0.0,2,1.0
163,2021099179,25,M,1.0,1,1.0
488,2021087802,60,M,2.0,1,1.0
560,2021063237,59,M,2.0,1,1.0
563,2021118824,26,M,2.0,1,1.0
567,2021013583,46,M,2.0,1,1.0
568,2021013583,34,M,0.0,1,2.0
570,2021056913,29,M,3.0,1,1.0
571,2021056913,4,F,2.0,1,2.0
572,2021056913,6,M,3.0,1,2.0
573,2021056913,2,M,3.0,1,2.0
574,2021056913,5,F,3.0,1,2.0
575,2021056913,68,M,3.0,2,1.0
576,2021056913,62,F,3.0,2,2.0
714,2021027824,59,M,2.0,1,1.0
715,2021027824,24,F,0.0,2,1.0
728,2021117885,60,F,0.0,1,1.0
729,2021117885,30,F,2.0,2,7.0
788,2021087698,87,M,3.0,1,1.0
789,2021087698,72,F,2.0,2,1.0
790,2021087698,71,M,3.0,2,2.0
798,2021040288,42,M,3.0,1,1.0
799,2021040288,43,F,0.0,1,2.0
800,2021040288,4,F,0.0,1,2.0
801,2021040288,42,M,2.0,2,2.0
802,2021040288,44,F,2.0,2,1.0
803,2021040288,31,F,3.0,3,1.0
810,2021002381,53,M,2.0,1,1.0
811,2021002381,49,F,8.0,1,2.0
876,2021073968,20,M,2.0,1,1.0
877,2021069952,52,M,2.0,1,1.0
911,2021122079,26,M,0.0,1,1.0
912,2021122079,41,F,2.0,2,7.0
918,2021057176,15,M,1.0,1,4.0
919,2021057176,99,U,9.0,2,1.0
950,2021018876,32,M,1.0,1,1.0
951,2021018876,49,F,0.0,2,1.0
962,2021069522,36,M,2.0,1,1.0
963,2021069522,32,F,2.0,1,2.0
964,2021069522,79,F,2.0,2,1.0
965,2021069522,34,F,2.0,2,2.0
1002,2021073933,78,F,0.0,1,1.0
1003,2021073933,46,F,2.0,2,1.0
1004,2021073933,39,F,0.0,2,2.0
