,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
245,2012065984,62,M,2.0,2,1.0
319,2012112672,56,M,2.0,1,1.0
320,2012112672,53,M,0.0,2,1.0
339,2012003437,46,F,2.0,1,1.0
340,2012003437,70,F,0.0,1,2.0
341,2012003437,3,M,0.0,1,2.0
392,2012058926,21,M,8.0,1,1.0
393,2012058926,19,M,3.0,1,2.0
394,2012058926,19,M,1.0,1,2.0
397,2012072286,25,F,2.0,1,1.0
422,2012005295,22,M,2.0,1,1.0
423,2012005295,86,M,3.0,2,1.0
439,2012082248,36,F,0.0,1,1.0
440,2012082248,5,M,3.0,1,2.0
441,2012082248,3,M,0.0,1,2.0
442,2012082248,52,M,1.0,2,1.0
453,2012058513,35,M,2.0,1,1.0
501,2012129122,52,F,2.0,1,1.0
562,2012059401,21,M,1.0,1,1.0
594,2012081617,32,F,0.0,1,1.0
595,2012081617,15,F,0.0,1,2.0
596,2012081617,15,M,0.0,1,2.0
597,2012081617,4,F,0.0,1,2.0
598,2012081617,77,F,1.0,2,2.0
599,2012081617,61,M,8.0,2,1.0
656,2012060060,57,M,8.0,1,1.0
657,2012060060,17,F,2.0,2,7.0
710,2012086912,72,M,1.0,1,1.0
711,2012086912,83,F,0.0,1,2.0
712,2012086912,51,M,4.0,2,1.0
713,2012086912,51,F,4.0,2,2.0
763,2012118886,59,M,2.0,1,1.0
934,2012025092,19,M,2.0,1,1.0
935,2012025092,82,F,2.0,2,1.0
973,2012004641,75,M,2.0,1,1.0
1112,2012066229,34,M,2.0,1,1.0
1121,2012046836,22,M,2.0,1,1.0
1152,2012114460,37,M,2.0,1,1.0
1153,2012114460,27,M,2.0,2,1.0
1168,2013016638,18,F,2.0,1,1.0
1247,2012064396,77,M,1.0,1,1.0
1390,2012008566,28,F,2.0,1,1.0
1391,2012008566,3,F,8.0,1,2.0
1392,2012008566,33,M,0.0,2,1.0
1489,2012014726,18,M,2.0,1,1.0
1490,2012014726,17,M,8.0,1,2.0
1552,2012060418,41,M,1.0,1,1.0
1553,2012060418,46,F,4.0,2,1.0
1554,2012060418,20,F,4.0,2,2.0
1555,2012060418,1,F,4.0,2,2.0
1629,2012132180,31,F,2.0,1,1.0
1630,2012132180,53,M,0.0,2,1.0
1631,2012132180,34,M,0.0,3,1.0
1632,2012132180,58,M,0.0,3,2.0
1633,2012132180,89,F,0.0,4,1.0
