,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
105,2022025308,1,15.0,1.0,1,2014.0,HYUN,0,T4W,1.0
106,2022025308,2,,31.0,30,,,0,,
117,2022065589,1,20.0,2.0,1,2006.0,HD,0,MRS,1.0
123,2022099210,1,4.0,1.0,1,2013.0,HOND,0,P4D,3.0
124,2022099210,2,4.0,1.0,2,2012.0,HYUN,1,P4D,2.0
158,2022020255,1,69.0,1.0,1,2017.0,KIA,0,T,1.0
280,2022107195,1,51.0,4.0,1,2002.0,CHEV,0,TPK,1.0
287,2022053115,1,2.0,1.0,1,2007.0,CHEV,0,PCP,1.0
334,2022032228,1,4.0,1.0,1,2008.0,CHRY,0,P4D,1.0
354,2022038087,1,4.0,1.0,1,2011.0,FORD,0,P4D,1.0
364,2022097348,1,20.0,2.0,1,2011.0,HD,0,MRS,1.0
365,2022097348,2,69.0,4.0,1,2019.0,CHEV,0,T,1.0
450,2022102809,1,51.0,4.0,1,2005.0,DODG,0,TCW,1.0
451,2022102809,2,4.0,1.0,1,2012.0,MAZD,0,P4D,1.0
476,2022113068,1,29.0,2.0,1,2017.0,HD,0,M,1.0
477,2022113068,2,40.0,7.0,1,2008.0,HOND,0,TSV,1.0
492,2022063991,1,29.0,2.0,1,2021.0,KAWK,0,M,1.0
565,2022068843,1,69.0,6.0,1,2019.0,TOYT,0,T,1.0
672,2022003566,1,4.0,1.0,1,2007.0,MAZD,0,P4D,1.0
673,2022003566,2,40.0,7.0,1,2015.0,CHRY,0,TSV,1.0
683,2022065881,1,4.0,1.0,1,2010.0,TOYT,0,P4D,1.0
684,2022065881,2,69.0,6.0,1,2018.0,TOYT,0,T,1.0
694,2022116584,1,75.0,5.0,1,2017.0,MACK,0,TTR,1.0
695,2022116584,2,69.0,6.0,1,2020.0,FORD,0,T,1.0
696,2022116584,3,15.0,6.0,3,2005.0,JEEP,0,T4W,2.0
770,2022102178,1,4.0,1.0,1,2006.0,LEXS,0,P4D,1.0
817,2022068913,1,29.0,2.0,1,2022.0,HD,0,M,1.0
818,2022068913,2,4.0,1.0,1,2007.0,HYUN,0,P4D,1.0
824,2022093838,1,29.0,2.0,1,2022.0,HD,0,M,1.0
853,2022112818,1,,31.0,30,,,0,,
854,2022112818,2,51.0,4.0,1,2017.0,FORD,0,TCW,1.0
855,2022112818,3,51.0,4.0,1,2016.0,CHEV,0,TCW,1.0
895,2022073633,1,28.0,2.0,1,2008.0,YAMA,0,MRC,1.0
896,2022073633,2,15.0,4.0,1,2001.0,FORD,0,T4W,1.0
909,2022054000,1,4.0,1.0,1,2011.0,MAZD,0,P4D,1.0
910,2022054000,2,9.0,1.0,5,,CHEV,0,,4.0
915,2022103158,1,4.0,1.0,1,2006.0,TOYT,0,P4D,1.0
916,2022103158,2,,18.0,1,9999.0,PTRB,0,,1.0
937,2022064827,1,29.0,2.0,1,2017.0,HD,0,M,1.0
938,2022064827,2,69.0,4.0,1,2021.0,FORD,0,T,1.0
1021,2022068595,1,,99.0,5,,UNKN,0,,4.0
1022,2022068595,2,,20.0,30,,,0,,1.0
1039,2022077175,1,2.0,1.0,5,1997.0,MERC,0,P2D,4.0
1040,2022077175,2,,31.0,30,,,0,,
1081,2022059947,1,51.0,4.0,1,1999.0,FORD,0,T4C,1.0
1082,2022124451,1,4.0,1.0,1,2012.0,CHEV,0,P4D,1.0
1083,2022124451,2,51.0,4.0,2,2003.0,DODG,1,TCW,2.0
1084,2022124451,3,51.0,4.0,2,2006.0,DODG,1,TCW,2.0
1109,2022067000,1,15.0,6.0,1,2007.0,STRN,0,T4W,1.0
1110,2022067000,2,15.0,6.0,1,2016.0,HOND,0,T4W,1.0
1199,2022092358,1,29.0,2.0,1,2020.0,HUSQ,0,M,1.0
1249,2022043373,1,29.0,2.0,1,1979.0,UNKN,0,,1.0
1262,2022015208,1,4.0,1.0,1,2016.0,CHEV,0,P4D,1.0
1263,2022015208,2,15.0,6.0,1,2003.0,FORD,0,T4W,1.0
1319,2022023311,1,69.0,6.0,1,2019.0,HOND,0,T,1.0
1320,2022023311,2,15.0,6.0,1,2012.0,GMC,0,T4W,1.0
1382,2022038684,1,4.0,1.0,1,2007.0,TOYT,0,P4D,1.0
1441,2022042384,1,15.0,1.0,1,2007.0,HOND,0,T4W,1.0
1442,2022042384,2,15.0,6.0,1,2016.0,JEEP,0,T4W,1.0
1510,2022064894,1,20.0,2.0,1,2009.0,HD,0,MRS,1.0
1520,2022038279,1,51.0,4.0,1,2013.0,GMC,0,TCW,1.0
1544,2022087098,1,69.0,6.0,1,2018.0,HYUN,0,T,1.0
1545,2022087098,2,4.0,1.0,1,1999.0,TOYT,0,P4D,1.0
