,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
91,2013046420,51,M,0.0,1,1.0
92,2013046420,85,F,1.0,2,1.0
97,2013068964,35,M,2.0,1,1.0
98,2013068964,34,M,0.0,2,1.0
104,2013087805,29,M,0.0,1,1.0
105,2013087805,39,F,2.0,2,1.0
106,2013087805,12,M,3.0,2,2.0
107,2013087805,21,F,4.0,3,1.0
108,2013087805,59,M,0.0,4,1.0
109,2013087805,9,M,0.0,4,2.0
110,2013087805,12,M,0.0,4,2.0
111,2013087805,17,M,0.0,4,2.0
112,2013087805,8,M,0.0,4,2.0
113,2013087805,10,M,0.0,4,2.0
114,2013087805,9,M,0.0,4,2.0
115,2013087805,8,M,0.0,4,2.0
116,2013087805,8,M,0.0,4,2.0
117,2013087805,5,M,0.0,4,2.0
118,2013087805,7,F,0.0,4,2.0
119,2013087805,16,F,0.0,4,2.0
120,2013087805,11,F,0.0,4,2.0
121,2013087805,8,M,0.0,4,2.0
122,2013087805,15,F,0.0,4,2.0
123,2013087805,12,M,0.0,4,2.0
124,2013087805,16,M,0.0,4,2.0
125,2013087805,10,M,0.0,4,2.0
126,2013087805,8,M,0.0,4,2.0
127,2013087805,14,F,0.0,4,2.0
128,2013087805,9,F,0.0,4,2.0
129,2013087805,6,F,0.0,4,2.0
130,2013087805,12,F,0.0,4,2.0
131,2013087805,6,M,0.0,4,2.0
132,2013087805,8,M,0.0,4,2.0
133,2013087805,6,M,0.0,4,2.0
134,2013087805,4,M,0.0,4,2.0
135,2013087805,14,M,0.0,4,2.0
136,2013087805,14,F,0.0,4,2.0
137,2013087805,17,M,0.0,4,2.0
138,2013087805,5,M,0.0,4,2.0
139,2013087805,7,M,0.0,4,2.0
140,2013087805,12,M,0.0,4,2.0
141,2013087805,5,F,0.0,4,2.0
142,2013087805,7,M,0.0,4,2.0
143,2013087805,4,M,0.0,4,2.0
144,2013087805,12,F,0.0,4,2.0
145,2013087805,16,F,0.0,4,2.0
146,2013087805,12,F,0.0,4,2.0
147,2013087805,10,F,0.0,4,2.0
148,2013087805,5,M,0.0,4,2.0
149,2013087805,8,M,0.0,4,2.0
150,2013087805,15,M,0.0,4,2.0
151,2013087805,14,M,0.0,4,2.0
152,2013087805,6,M,0.0,4,2.0
153,2013087805,15,F,0.0,4,2.0
