,CRN,STREET_NAME
45,2015032537,MAIN ST
126,2015117864,EXTON SQUARE PY
127,2015117864,BUSINESS 30/LINCOLN HW
128,2015117864,IRON LAKE BL
129,2015117864,BUSINESS 30/LINCOLN HW
130,2015117864,BUSINESS 30/LINCOLN HW
132,2015103099,RIDGE RD
210,2015061523,
341,2015075375,AMERICAN LEGION MEM HW
361,2015025422,SR 0078 HW
407,2015091658,GERMANTOWN PK
435,2015117977,KERNSVILLE RD
452,2015063563,ROY E FURMAN HW
496,2015094705,FIRST AV
497,2015094705,FIRST AV
498,2015094705,LC TO WAGONTOWN RD
515,2015062618,SR 0209 SH
561,2015119709,SCHUYLKILL EX
575,2015078984,FORBES AV
576,2015078984,CRAIG ST
577,2015078984,CARNEGIE MUSEUM PA
578,2015078984,FORBES AV
664,2015085846,SHADLE RD
681,2015078075,VIETNAM VETERANS MEMOR HW
728,2015094982,CURTIS WRIGHT RD
784,2015094714,IRON RIDGE RD
785,2015094714,OLD HANOVER RD
815,2015086854,YORK RD
859,2015041999,UWCHLAN AV
946,2015091567,BLUE RIDGE TR
947,2015043755,MAPLE LAKE RD
987,2015108219,LOW GRADE RD
1021,2015044205,PARADISE SCHOOL DR
1022,2015044205,CANAL RD
1023,2015044205,PROTECTORY RD
1039,2015101243,SMITH VALLEY RD
1103,2015071601,CLOVERLEAF RD
1104,2015071601,WILLIAM PENN HW
1105,2015071601,WILLIAM PENN HW
1106,2015071601,CLOVERLEAF DR
1107,2015071601,MARK DR
1122,2015128837,MARKET ST
1130,2015100669,MAIN ST
1196,2015051096,PLANK RD
1285,2015033774,SR 0286 SH
1350,2015043256,ISLAND AV
1362,2015113917,KELCHNER RD
1430,2015079459,FILBERT ST
1431,2015079459,MAIN ST
1442,2015043608,ARLINGTON AV
1484,2015136885,SENECA ST
1666,2015105058,MANOR RD
1667,2015105058,HORSESHOE PK
1706,2015037647,STATE ST
1712,2015086717,SR 0054 RD
1760,2015063094,N MAIN ST
1766,2015011550,1ST AV
1767,2015011550,OSHANTER TO GLEN RICHE HW
1814,2015116781,AMERICAN LEGION MEM HW
1929,2015135281,RIDGE RD
1930,2015135281,RIDGE RD
1931,2015135281,ASBURY RD
1932,2015135281,ASBURY RD
1938,2015019366,LINN ST
1939,2015074761,HULTZAPPLE DR
1957,2015129779,ROLLING STONE RD
1964,2015046966,OLEY TURNPIKE RD
1965,2015046966,MEMORIAL HW
2057,2015020651,CALIFORNIA ROAD RO
2118,2015075459,S. POPLAR ST
2119,2015075459,ROCKY RD
2144,2015079652,TOMLINSON RD
2146,2015079652,PINE RD
2148,2015079652,PHILMONT AV
2218,2015127784,SR 0070 HW
2219,2015127784,RAMP E 4 RD
2294,2015063059,MILL RD
2328,2015036317,HOLTWOOD RD
2397,2015061157,HAHNSTOWN RD
2398,2015061157,MOHLER CHURCH RD
2423,2015086769,SR 0078 SH
2463,2015058965,FULTON VIEW RD
2464,2015058965,ROBERT FULTON HW
2536,2015078098,JUNIPER ST
2537,2015078098,YORK RD
2538,2015078098,YORK RD
2543,2015085906,SR 0202 HW
2649,2015019957,MOUNT ROCK RD
2673,2015028766,PERRY HW
2674,2015028766,SALTWORKS RD
2683,2015054319,FORREST AV
2721,2015037125,FOURTH AV
2722,2015037125,STATE RD
2754,2015104893,ALLEGHENY RIVER BL
2762,2015101442,WILLIAM PENN HW
2896,2015073904,RACCOON VALLEY RD
2918,2015098199,NORTHEAST EX
2938,2015078301,MARKET ST
2939,2015078301,MARKET ST
2940,2015078301,22ND ST
2952,2015112625,MONONGAHELA AV
2963,2015135125,RODI RD
2966,2015108243,OLD 22 RD
2970,2015037723,FOREST HILLS DR
2998,2015003082,KETTLE RD
3007,2015034265,SR 0078 SH
3071,2015100780,DELTA RD
3115,2015062794,FREEPORT RD
3116,2015062794,BURTNER RD
3133,2015103985,CHOCOLATE AV
3134,2015103985,CHOCOLATE AV
3135,2015103985,HOCKERSVILLE RD
3268,2015067683,SOUTH MAIN ST ET
3270,2015067683,AMITY RIDGE RD
3271,2015091679,ST RT 20
3272,2015091679,BENDER ST
3289,2015036745,SHERMANS VALLEY RD
3347,2015129713,STENTON AV
3408,2015049620,FIRE HALL AV
3409,2015049620,HUTCHINSON RD
3455,2015032927,AIRPORT RD
3494,2015130935,SUMMER VALLEY RD
3505,2015067191,WARDEN DR
3508,2015067191,BENNER PK
3533,2015094762,SR 0070 SH
3557,2015115432,WOODCREST AV
3562,2015053090,PARK PL
3564,2015053090,KING ST
3703,2015074448,JUNIATA GAP RD
3704,2015074448,AVALON RD
3911,2015060287,GAP NEWPORT PK
4057,2015074322,5TH AV
4115,2015055900,HORSECREEK RD
4116,2015055900,FRYBURG RD
4158,2015073529,HAMILTON RD
4212,2015117312,E LAKE RD
4230,2015058922,N 8TH ST
4235,2015095920,OLD YORK RD
4236,2015095920,COUNTY LINE RD
4237,2015095920,YORK RD
4238,2015095920,YORK RD
4239,2015095920,OLD YORK RD
4240,2015095920,COUNTY LINE RD
4275,2015070766,RAMP RD
4278,2015129370,JOSEPH W HUNTER HW
4361,2015101163,SR 0309 SH
4413,2015045161,LOWER STATE RD
4501,2015136547,KUHENBEAKER RD
4561,2015086866,RIDGE PK
4562,2015086866,NEIFFER RD
4615,2015034413,SR 0115 SH
4667,2015015597,STRAHLE ST
4668,2015015597,ROOSEVELT BL
4669,2015015597,ROOSEVELT BL
4683,2015022033,DILLINER PT MARION RD
4684,2015022033,GREENSBORO RD
4787,2015109513,WALTER AV
4790,2015109513,ANTRIM WY
4832,2015025159,REED ST
4892,2016000046,COAL HILL RD
4926,2015032456,AMERICAN LEGION MEM HW
4936,2015125161,CARBONDALE RD
4990,2015093400,WASHINGTON RD
4991,2015093400,FISCHER RD
4992,2015093400,WASHINGTON RD
4993,2015093400,WASHINGTON RD
4994,2015093400,DAVIS SCHOOL RD
5084,2015022404,GILLINGHAM ST
5085,2015022404,TORRESDALE AV
5151,2015075108,FARMERSVILLE RD
5164,2015027964,DELWOOD RD
5168,2015129869,HANOVER ST
5169,2016007707,PAXTON ST
5170,2016007707,PAXTON ST
5171,2016007707,ROLLESTON ST
5199,2015046114,SR 0118 SH
5236,2015041063,WYOMING AV
5339,2015110565,MARIETTA AV
5357,2015132941,MIDWAY DR
5358,2015132941,BEHRENS RD
5383,2015118915,WYOMISSING RD
5385,2015089270,BUFFALO PITTSBURGH HW
5411,2015015156,BALTIMORE PK
5412,2015015156,BALTIMORE PK
5413,2015015156,BALTIMORE PK
5414,2015015156,RIDDLE HEALTH DR
5415,2015015156,GRANITE RUN MALL DR
5552,2015130757,MAIN ST
5574,2016001426,MAYTOWN RD
5638,2015136263,DILLER AV
5639,2015136263,HOOVER AV
5693,2015069516,AMERICAN LEGION MEM HW
5974,2015065592,EARLYSTOWN RD
5979,2015094044,NORTHEAST ET
5998,2015044909,CLAY RD
6012,2015095840,EXCHANGE RD
6017,2015018574,HIGH ROCK RD
6072,2015055253,MAPLE GROVE RD
6073,2015055253,BORTEE RD
6199,2015074690,STATE RD
6234,2015115082,ROOSEVELT BL
6379,2015104440,BALTIMORE PK
6493,2015022945,YORK ST
6605,2015004127,SR 0861 HW
6620,2015031905,CLEAR RIDGE RD
6621,2015031905,SHORT RD
6622,2015027146,PHILIPSBURG AREA HW
6772,2015113015,BERRYHILL ST
6773,2015113015,DAISY ST
6792,2015072731,CUMBERLAND ST
6793,2015072731,CUMBERLAND ST
6794,2015072731,CROSSOVER RD
6810,2015022933,EAST ST
6818,2015072609,LIBERTY BL
6859,2015094858,EAST/WEST PK
6872,2015044087,MID COUNTY EX
6893,2015015379,AMERICAN LEGION MEM HW
6928,2015050754,EARLYSTOWN RD
6993,2015065079,STEVENSON BL
6994,2015065079,STEVENSON BL
6995,2015065079,BALDRICK ST
7103,2015064444,YORK ST
7120,2015131757,TREWIGTOWN RD
7121,2015131757,BETHLEHEM PK
7122,2015131757,BETHLEHEM PK
7144,2015078335,LOWBER RD
7171,2015094189,SR 0187 SH
7227,2015094661,EDGEWORTH COMMONS DR
7228,2015094661,OHIO RIVER BL
7229,2015094661,QUAKER RD
7252,2015016290,EAST/WEST PK
7254,2015047071,SR 0287 HW
7269,2015076459,COLUMBIA AV
7477,2015055909,STONE CREEK RIDGE RD
7516,2015084691,SR 0287 HW
7546,2016000797,CHURCH ST
7841,2015079587,WOODBURY PK
7871,2015109827,JOHNSTOWN RD
7874,2015044398,BROWN ST
7875,2015044398,BROWN ST
7876,2015044398,MCCONNELL ST
7877,2015044398,NORTH SECOND ST
7900,2015064777,TOWNSHIP LINE RD
7909,2015056099,GIRARD AV
7910,2015056099,RIDGE AV
8002,2015055426,LINCOLN HW
8049,2015084407,FRANKFORD AV
8050,2015084407,PLACID ST
8102,2015100438,OAKLAND RD
8260,2015079564,WISSINGER RD
8261,2015077622,WATERSON RD
8283,2016015527,LINCOLN DR
8284,2016015527,CARPENTER LN
8287,2015022933,MADISON AV
8288,2015022933,RAMP S RD
8320,2015126160,N 2ND ST
8368,2015091855,DALY AV
8460,2015087309,HORSESHOE PK
8527,2015022517,BETHLEHEM PK
8535,2015130413,Z H CONFAIR MEMORIAL HW
8555,2015042149,OLD QUAKER RD
8628,2015049673,EAST/WEST PK
8647,2015101668,TUSCARORA VALLEY RD
8648,2015047361,LOVEDALE RD
8747,2015100239,LENOX ST
8759,2015035590,STREET RD
8760,2015035590,STREET RD
8761,2015035590,KNIGHTS RD
8762,2015035590,KNIGHTS RD
8763,2015035590,KNIGHTS RD
8797,2015109117,MARKET ST
8798,2015109117,RIVER AV
8812,2016001089,GREAT COVE RD
8814,2015120157,LAKE RD
8893,2015042787,VINE ST
8894,2015042787,RAMP RD
8895,2015042787,BROAD ST
8896,2015042787,BROAD ST
8975,2015061060,ONEIDA VALLEY RD
8976,2015061060,PARSONVILLE RD
9111,2015032796,FAIRFIELD RD
9112,2015032796,SANDERS RD
9194,2015108276,MAIN ST
9293,2015074496,FRANKLIN ST
9294,2015074496,LUZERNE AV
9347,2015096695,
9378,2015077223,STILLWATER DR
9509,2016020271,CENTRE ST
9510,2016020271,NINETEENTH ST
9581,2015081225,SOUTH TENTH ST
9582,2015081225,LEHIGH ST
9585,2015100329,HOLLOW RD
9634,2015037306,LINCOLN HW
9635,2015077343,BLOCK HOUSE RUN RD
9691,2015136504,AMERICAN LEGION MEM HW
9693,2015129493,DAVIS GROVE RD
9707,2015065388,CLEVER RD
9777,2015021614,POCONO SUMMIT RD
9789,2015126926,ELLWOOD RD
9850,2015128903,MURRYSVILLE RD
9868,2015101656,KEYSTONE SHORTWAY RD
9875,2015048690,SR 0819 HW
9925,2015078342,AMITY RIDGE RD
9965,2015096800,AGNEW RD
9979,2015011927,SCHUYLKILL EX
9980,2015038572,KENSINGTON AV
9985,2015038572,LEHIGH AV
9986,2015038572,LEHIGH AV
9988,2015029138,SHED RD
10034,2015084541,VFW OF US MEM HW
10104,2015048525,COMMERCE AV
10123,2015129210,TWELFTH ST
10132,2015013133,COLUMBIA BL
10133,2015083329,WALNUT ST
10315,2015098517,TERWOOD RD
10361,2015022077,HANOVER AV
10362,2015022077,COURT ST
10375,2015089294,BEHRENS RD
10391,2015087054,HERBST RD
10466,2015041460,MOYERS STATION RD
10504,2015072597,TILGHMAN ST
10505,2015072597,NORTH PENN ST
10699,2015004032,MINERAL SPRINGS RD
10916,2015104337,MAIN ST
10917,2015104337,MORTON ST
10963,2015041627,HOPEWELL RD
10979,2015068106,DEKALB ST
10980,2015068106,MAIN ST
10992,2015097966,BEAVER DR
10995,2015050822,SPROUL RD
11007,2015072589,EARLINGTON RD
11039,2015103951,MAPLE AV
11093,2015053206,EVA ST
11094,2015053206,FAIRVIEW DR
11254,2015085599,SR 0209 SH
11281,2015064217,KEYSTONE SHORTWAY HW
11289,2015109199,BARTRAM AV
11349,2015115572,STATE RD
11350,2015082781,
11369,2015080658,22ND ST
11370,2015080658,SPRUCE ST
11386,2015102928,TWENTYEIGHTH DIVISION HW
11387,2015102928,CRYSTAL LAKE RD
11418,2015099129,13TH ST
11419,2015099129,LOCUST ST
11475,2015071981,17TH ST
11476,2015071981,MAYFLOWER ST
11505,2015051428,PARK AV
11506,2015051428,DIAMOND ST
11520,2015067076,HULTON RD
11575,2015105437,BROOK DR
11576,2015105437,PIKELAND AV
11602,2015124699,PENN AV
11629,2015061061,CENTER DR
11636,2015064872,FALLS TULLYTOWN RD
11687,2015076661,JOHNSTOWN RD
11696,2015061287,GRANGE RD
11705,2015117411,LAYFIELD RD
11753,2015057664,CARVERTON RD
11846,2015037320,BREEZEMONT DR
11897,2015015730,BIG VALLEY PK
11922,2015063681,LINCOLN HW
11923,2015063681,PINE RD
11956,2015122673,SCRANTON-CARBONDALE HW
11967,2015043086,BIRMINGHAM PK
11986,2015092134,SPRING ST
12070,2015090631,RENAISSANCE LN
12071,2015090631,STERLING RD
12096,2015128140,PARKESBURG RD
12099,2015110797,NATIONAL PK
12125,2015035381,SECOND AV
12224,2015067688,PLEASENT VALLEY RD
12325,2015039097,JENKINTOWN RD
12348,2015059462,THREE MILE HILL RD
12349,2015059462,BAGGLEY YOUNGSTOWN RD
12371,2015076520,GETTYSBURG RD
12389,2015111278,STAHLSTOWN LIGONIER RD
12490,2015010937,GATEWAY DR
12492,2015010937,CARLISLE PK
12602,2015085739,EASTON RD
12641,2015077540,NAPOLEON ST
12733,2015059346,EIGHTH ST
12734,2015059346,MAIN ST
12735,2015059346,JOHN F KENNEDY DR
12744,2015072757,BAIRS RD
12782,2015136321,CLOTHIER SPRINGS RD
12806,2015089337,MOLLY PITCHER HW
12814,2015011579,COOL SPRINGS RD
12855,2015095313,GARDEN STATION RD
12992,2015042560,SR 0286 SH
13054,2015101103,BUFFALO PITTSBURGH HW
13076,2015109334,43RD ST
13077,2015109334,OGDEN ST
13116,2015098562,
13117,2015098562,GILBERT RD
13186,2015136101,OLD NATIONAL PK
13192,2015136101,NATIONAL PK
13193,2015136101,OLD NATIONAL PK
13307,2015090232,SOUTH CROSS VALLEY EX
13322,2015020721,MILNOR ST
13377,2015096837,BENJAMIN FRANKLIN HW
13396,2016002534,SR 0903 SH
13397,2016002534,TURNPIKE RAMP A SPUR RD
13398,2016002534,TURNPIKE RAMP D SPUR RD
13399,2016002534,TURNPIKE RAMP A RD
13531,2015131805,SCHUYLKILL RD
13638,2015085073,AMERICAN LEGION MEM HW
13678,2015045951,GRAND ARMY OF THE REPU HW
13679,2015035672,HORSHAM RD
13801,2015083115,OLD PITTSBURGH RD
13882,2015084543,LINCOLN WY
13920,2015039884,GARRETT SHORTCUT RD
13978,2015024825,BRIDGETON RD
14005,2015010937,CARLISLE PK
14006,2015010937,CARLISLE PK
14007,2015010937,CARLISLE PK
14008,2015010937,RAMP A RD
