,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
16,2019070335,44,M,3.0,1,1.0
17,2019070335,46,F,2.0,1,2.0
18,2019070335,17,F,3.0,1,2.0
19,2019070335,13,M,0.0,1,2.0
35,2019065529,64,M,1.0,1,1.0
45,2019070831,26,M,2.0,1,1.0
46,2019070831,61,M,0.0,2,1.0
47,2019070831,25,F,2.0,1,2.0
48,2019070831,64,F,2.0,1,2.0
49,2019070831,73,M,3.0,1,2.0
50,2019070831,38,F,2.0,1,2.0
62,2019066731,72,M,1.0,1,1.0
69,2019067433,20,M,1.0,1,1.0
133,2019070260,45,M,2.0,1,1.0
144,2019053029,26,M,0.0,1,1.0
145,2019053029,46,M,1.0,2,7.0
200,2019001447,56,M,1.0,1,1.0
201,2019001447,32,F,2.0,2,1.0
499,2019072428,70,M,2.0,1,1.0
500,2019072428,13,M,2.0,1,2.0
598,2019024923,53,M,0.0,1,1.0
599,2019024923,6,F,1.0,2,7.0
633,2019063556,48,F,2.0,1,7.0
634,2019063556,32,M,0.0,2,1.0
636,2019070115,51,M,0.0,1,1.0
637,2019070115,62,M,1.0,2,7.0
679,2019069082,67,F,1.0,1,1.0
680,2019069082,55,M,0.0,2,1.0
706,2019019496,39,M,0.0,1,1.0
707,2019019496,45,F,2.0,2,1.0
800,2019069340,17,M,2.0,1,1.0
801,2019069340,28,F,0.0,2,1.0
802,2019069340,19,F,3.0,1,2.0
803,2019069340,71,F,3.0,2,2.0
832,2019019604,17,M,2.0,1,7.0
833,2019019604,54,M,0.0,2,1.0
837,2019015203,29,M,1.0,1,1.0
838,2019015203,25,F,4.0,2,1.0
839,2019015203,3,M,4.0,2,2.0
891,2019071811,24,M,2.0,1,1.0
964,2019070082,53,F,0.0,1,1.0
965,2019070082,24,M,2.0,2,1.0
992,2019070868,27,M,1.0,1,1.0
1090,2019070186,26,M,2.0,1,1.0
1091,2019070186,31,F,2.0,1,2.0
1092,2019070186,47,M,0.0,2,1.0
1093,2019070186,21,M,0.0,2,2.0
1098,2019070301,20,M,3.0,1,1.0
1099,2019070301,17,M,2.0,1,2.0
1102,2019061730,41,M,2.0,1,1.0
1103,2019061730,26,F,1.0,1,2.0
1104,2019061730,62,M,0.0,2,1.0
1107,2019069148,18,M,2.0,1,1.0
1108,2019069148,19,M,3.0,1,2.0
1206,2019069710,42,M,0.0,1,1.0
1207,2019069710,46,M,2.0,2,7.0
1251,2019070799,42,M,1.0,1,1.0
1252,2019070799,44,M,8.0,2,1.0
1348,2019069525,45,M,2.0,1,1.0
1349,2019069525,70,M,0.0,2,1.0
1399,2019016515,56,F,3.0,1,1.0
1400,2019016515,26,F,2.0,2,1.0
1406,2019024940,61,F,2.0,1,1.0
1407,2019024940,43,F,2.0,2,1.0
1408,2019024940,4,M,3.0,2,2.0
1409,2019024940,8,M,3.0,2,2.0
1412,2019025103,20,M,0.0,1,1.0
1413,2019025103,36,M,2.0,2,1.0
1433,2019021800,48,M,1.0,1,1.0
1434,2019021800,25,F,2.0,3,1.0
1524,2019015000,55,M,1.0,1,7.0
1525,2019015000,99,U,9.0,2,1.0
1564,2019070038,30,M,2.0,1,1.0
1565,2019070038,82,F,3.0,2,2.0
1566,2019070038,74,M,0.0,3,1.0
1567,2019070038,84,M,0.0,2,1.0
1568,2019070038,69,F,0.0,3,2.0
1640,2019014985,48,M,8.0,1,1.0
1641,2019014985,33,M,1.0,2,1.0
1711,2019061625,22,M,2.0,1,1.0
1712,2019071574,20,F,3.0,1,1.0
1713,2019071574,24,F,2.0,1,2.0
1714,2019071574,4,M,3.0,1,2.0
1715,2019071574,3,F,3.0,1,2.0
1716,2019071574,1,F,3.0,1,2.0
1717,2019071574,33,M,3.0,2,1.0
1718,2019071574,29,F,0.0,2,2.0
1719,2019071574,1,M,0.0,1,2.0
1797,2019020239,99,U,0.0,1,1.0
1798,2019020239,99,U,2.0,2,1.0
1799,2019020239,99,U,0.0,3,1.0
1800,2019020239,99,U,0.0,4,1.0
1949,2019041450,19,M,1.0,1,1.0
1959,2019071412,30,M,2.0,1,1.0
1960,2019071412,52,M,3.0,2,1.0
1961,2019071412,33,M,3.0,2,2.0
1977,2019003409,57,F,2.0,1,1.0
2073,2019063225,53,M,0.0,1,1.0
2074,2019063225,58,M,1.0,2,7.0
2204,2019054907,32,M,3.0,1,1.0
2205,2019054907,54,M,1.0,2,1.0
2206,2019054907,51,M,0.0,3,1.0
2207,2019055819,28,M,2.0,1,1.0
