,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
56,2007109448,26,F,0.0,1,1.0
57,2007109448,27,M,2.0,2,7.0
65,2008014872,38,M,0.0,1,1.0
66,2008014872,45,F,2.0,1,2.0
299,2007011046,33,F,0.0,1,1.0
300,2007011046,16,F,4.0,1,2.0
301,2007011046,19,M,0.0,2,1.0
302,2007011046,18,M,2.0,2,2.0
303,2007011046,18,F,0.0,2,2.0
337,2008008928,24,M,1.0,1,1.0
338,2008008928,66,M,8.0,2,1.0
520,2007044933,74,F,1.0,1,1.0
637,2007122073,47,M,2.0,1,1.0
638,2007122073,20,F,0.0,2,1.0
684,2008025136,25,M,1.0,1,7.0
685,2008025136,30,F,0.0,2,1.0
686,2008025136,34,M,0.0,2,2.0
687,2008025136,7,M,0.0,2,2.0
688,2008025136,1,F,0.0,2,2.0
689,2008025136,6,M,0.0,2,2.0
690,2008025136,22,M,2.0,3,7.0
711,2008045969,56,M,4.0,1,1.0
712,2008045969,78,F,4.0,2,1.0
713,2008045969,54,M,1.0,3,1.0
714,2008045969,52,F,2.0,3,2.0
715,2008045969,41,M,2.0,4,1.0
716,2008045969,44,F,2.0,4,2.0
1053,2008020723,19,M,4.0,1,1.0
1054,2007059703,20,M,2.0,1,1.0
1070,2007045061,43,M,2.0,1,1.0
1128,2007122694,18,F,3.0,1,1.0
1129,2007122694,7,F,2.0,1,2.0
1146,2007095949,32,M,2.0,1,1.0
1242,2007064995,47,M,2.0,1,1.0
1276,2007084533,19,F,2.0,1,1.0
1277,2007084533,23,F,2.0,1,2.0
1341,2008018996,24,F,3.0,1,1.0
1342,2008018996,26,M,3.0,1,2.0
1343,2008018996,99,M,2.0,1,2.0
1344,2008018996,99,M,3.0,1,2.0
1403,2008039199,24,F,3.0,1,1.0
1404,2008039199,31,M,2.0,1,2.0
1431,2007006687,86,F,1.0,2,7.0
1586,2007088320,38,M,2.0,1,1.0
1597,2008020723,23,F,2.0,2,1.0
1598,2008020723,2,F,4.0,2,2.0
1599,2008020723,44,M,0.0,3,1.0
1614,2007124490,43,F,2.0,1,1.0
1705,2007081334,48,M,4.0,1,1.0
1706,2007081334,55,F,2.0,2,1.0
1820,2007123397,72,M,2.0,1,1.0
1927,2008008883,35,M,0.0,1,1.0
1928,2008008883,81,M,1.0,2,7.0
1929,2008008883,45,M,0.0,3,1.0
1930,2008008883,30,F,4.0,4,1.0
2068,2007093782,16,F,2.0,1,1.0
2069,2007093782,79,M,0.0,2,1.0
2070,2007093782,76,F,4.0,2,2.0
2156,2007018046,50,F,0.0,1,1.0
2157,2007018046,43,M,2.0,2,1.0
2206,2007084709,17,F,2.0,1,1.0
2207,2007084709,15,F,2.0,1,2.0
2208,2007084709,15,F,3.0,1,2.0
2228,2007087868,40,M,2.0,1,1.0
2241,2008013571,18,F,2.0,1,1.0
2401,2007094885,25,M,2.0,1,1.0
2402,2007094885,31,F,4.0,1,2.0
2477,2007114226,61,F,0.0,1,1.0
2478,2007114226,45,M,2.0,2,1.0
2479,2007114226,47,F,2.0,2,2.0
2491,2007125660,30,M,2.0,1,1.0
2492,2007125660,26,M,4.0,1,2.0
2493,2007125660,48,M,0.0,2,1.0
2494,2007125660,48,F,0.0,2,2.0
2524,2007053819,22,M,4.0,1,1.0
2525,2007053819,30,M,3.0,2,1.0
2526,2007053819,47,F,2.0,3,7.0
2687,2007041746,54,M,2.0,1,1.0
2688,2007041746,85,M,0.0,2,1.0
2690,2007060928,77,M,3.0,1,1.0
2691,2007060928,71,F,1.0,1,2.0
2692,2007060928,66,M,0.0,2,1.0
2693,2007060928,52,F,2.0,3,1.0
2743,2007118473,25,M,2.0,1,1.0
2744,2007118473,25,M,0.0,1,2.0
2758,2007051473,60,M,1.0,1,1.0
2759,2007089104,23,M,2.0,1,1.0
2760,2007089104,21,M,8.0,2,1.0
2761,2007089104,23,F,3.0,2,2.0
2764,2007101000,38,M,1.0,1,1.0
2765,2007101000,38,F,2.0,1,2.0
2774,2007115643,16,M,2.0,1,1.0
2907,2007094779,35,M,2.0,1,1.0
2908,2007094779,62,M,0.0,2,1.0
2909,2007094779,76,M,2.0,3,1.0
2910,2007094779,89,F,2.0,3,2.0
3086,2007087131,49,M,2.0,1,1.0
3152,2007098516,20,M,4.0,1,1.0
3153,2007098516,19,M,0.0,1,2.0
3154,2007098516,23,M,0.0,1,2.0
3155,2007098516,19,M,0.0,1,2.0
3156,2007098516,74,M,3.0,2,1.0
3157,2007098516,76,F,1.0,2,2.0
3158,2007203772,56,M,2.0,1,1.0
3159,2008010961,55,M,1.0,1,1.0
3173,2007107787,33,M,0.0,1,1.0
3174,2007107787,99,M,9.0,1,2.0
3175,2007107787,31,M,2.0,2,1.0
3176,2007107787,57,M,0.0,3,1.0
3177,2007107787,55,F,0.0,3,2.0
3219,2007078731,22,M,3.0,1,1.0
3220,2007078731,21,F,0.0,1,2.0
3221,2007078731,23,M,2.0,1,2.0
3222,2007078731,46,M,0.0,2,1.0
