,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
4813,2010114068,34,F,1.0,1,1.0
4814,2010114068,15,F,8.0,1,2.0
4874,2010063307,50,F,0.0,1,1.0
4875,2010063307,33,M,0.0,2,1.0
4876,2010063307,37,F,2.0,2,2.0
4975,2010075238,36,M,2.0,1,1.0
4976,2010075238,58,M,0.0,2,1.0
4977,2010075238,68,F,0.0,2,2.0
5104,2010053771,21,F,2.0,1,7.0
5105,2010053771,58,F,0.0,2,1.0
5291,2010086413,23,F,2.0,1,1.0
5292,2010086413,18,M,0.0,2,1.0
5340,2010096373,91,F,4.0,1,1.0
5341,2010096373,59,M,2.0,2,1.0
5383,2010060222,45,F,0.0,1,1.0
5384,2010060222,26,M,2.0,2,4.0
5426,2010085783,17,M,2.0,1,1.0
5504,2010047439,50,M,2.0,1,1.0
5505,2010047439,33,M,2.0,1,2.0
5518,2010098658,46,F,2.0,1,7.0
5519,2010098658,42,M,0.0,2,1.0
5529,2010120532,62,M,0.0,1,1.0
5530,2010120532,41,F,2.0,2,7.0
5614,2010018503,41,M,4.0,1,1.0
5615,2010018503,38,F,2.0,1,2.0
5636,2010064258,99,U,9.0,1,1.0
5637,2010064258,24,M,2.0,2,7.0
5650,2010108634,46,F,0.0,1,1.0
5651,2010108634,61,M,2.0,2,7.0
5666,2010020272,81,M,2.0,1,1.0
5667,2010020272,21,M,3.0,2,1.0
5668,2010020272,46,F,3.0,2,2.0
5828,2010094397,23,M,2.0,1,1.0
5844,2010015628,22,F,0.0,1,1.0
5845,2010015628,68,M,2.0,2,7.0
5895,2010114513,36,F,2.0,1,1.0
5943,2010124280,24,M,2.0,1,1.0
5960,2010052904,37,M,0.0,1,1.0
5961,2010052904,45,M,4.0,2,1.0
5962,2010052904,45,F,2.0,2,2.0
5963,2010052904,15,F,4.0,2,2.0
5964,2010052904,35,M,0.0,3,1.0
5981,2010066649,73,M,1.0,1,1.0
5982,2010066649,81,M,0.0,2,1.0
6073,2010083800,99,U,0.0,1,1.0
6074,2010083800,25,M,2.0,2,1.0
6145,2010043588,34,M,4.0,1,1.0
6146,2010043588,25,M,2.0,1,2.0
6147,2010043588,30,M,4.0,2,1.0
6148,2010043588,32,F,4.0,2,2.0
6161,2010079954,19,M,3.0,1,1.0
6162,2010079954,17,F,2.0,1,2.0
6185,2010123348,30,M,2.0,1,1.0
6186,2010123348,21,F,4.0,1,2.0
6222,2010076532,52,F,1.0,1,1.0
6223,2010076532,22,F,4.0,1,2.0
6514,2010068508,19,M,1.0,1,1.0
6515,2010068508,19,M,1.0,1,2.0
6516,2010068508,18,F,1.0,1,2.0
6517,2010068508,18,M,3.0,1,2.0
6543,2010127780,19,M,1.0,1,1.0
6544,2010127780,60,M,2.0,2,1.0
6545,2010127780,25,M,3.0,2,2.0
6559,2010089551,64,M,2.0,1,1.0
6560,2010089551,53,F,2.0,1,2.0
6561,2010089551,6,M,4.0,1,2.0
6620,2010060145,56,M,0.0,1,1.0
6621,2010060145,54,F,2.0,1,2.0
6652,2010010407,67,M,2.0,1,1.0
6783,2010017900,25,F,2.0,2,7.0
6784,2010017900,48,M,4.0,3,1.0
6785,2010017900,19,M,0.0,4,1.0
6880,2010053044,27,M,1.0,1,1.0
6892,2010113973,20,M,2.0,1,1.0
6896,2010114319,99,U,9.0,1,1.0
6897,2010114319,29,M,2.0,2,7.0
6946,2010066106,16,M,1.0,1,1.0
6988,2010069970,66,F,0.0,1,1.0
6989,2010069970,80,F,2.0,2,7.0
7044,2010086774,36,F,0.0,1,1.0
7045,2010086774,35,F,2.0,2,1.0
7046,2010086774,34,F,3.0,2,2.0
7060,2010057622,55,M,1.0,1,1.0
7061,2010057622,47,F,1.0,1,2.0
7082,2011010631,43,M,2.0,1,1.0
7135,2010004755,69,F,2.0,1,1.0
7184,2010096627,60,M,2.0,1,1.0
7234,2010128813,32,M,4.0,1,1.0
7235,2010128813,28,F,2.0,1,2.0
7372,2010004165,19,F,1.0,1,1.0
7389,2010019605,29,M,0.0,1,1.0
7390,2010019605,56,F,0.0,2,1.0
7391,2010019605,29,F,1.0,3,7.0
7514,2011002648,37,M,1.0,1,1.0
7523,2011008225,35,M,2.0,1,1.0
7524,2011008225,20,M,3.0,2,1.0
7525,2011008225,66,F,4.0,2,2.0
7526,2011008225,24,F,4.0,2,2.0
7527,2011008225,4,F,4.0,2,2.0
7528,2011008225,44,F,4.0,2,2.0
7529,2011008225,99,U,0.0,2,2.0
7530,2011008225,67,M,4.0,3,1.0
7531,2011008225,66,F,4.0,3,2.0
7538,2010061291,44,M,1.0,1,1.0
7628,2010055284,39,M,2.0,2,1.0
7635,2010127721,83,F,1.0,1,1.0
7651,2010108892,24,M,4.0,1,1.0
7652,2010108892,72,F,1.0,2,1.0
7653,2010108892,84,F,1.0,2,2.0
7712,2010056658,50,M,1.0,1,1.0
7716,2010019605,24,F,2.0,4,7.0
7717,2010019605,30,F,2.0,5,7.0
7837,2010055820,26,M,2.0,1,1.0
7838,2010055820,49,M,1.0,2,1.0
7839,2010055820,16,M,2.0,2,2.0
7840,2010055820,16,M,3.0,2,2.0
7849,2010065019,47,M,1.0,1,1.0
7929,2010111003,32,M,1.0,1,1.0
8033,2010088594,21,F,2.0,1,1.0
8034,2010088594,21,F,4.0,1,2.0
8314,2010017932,23,F,2.0,1,1.0
8368,2010074126,27,M,2.0,1,1.0
8369,2010074126,27,M,2.0,1,2.0
8370,2010074126,54,M,0.0,2,1.0
8420,2010047362,43,F,2.0,1,1.0
8421,2010047362,16,F,2.0,1,2.0
8422,2010047362,58,M,0.0,2,1.0
8604,2010056895,23,M,4.0,1,1.0
8605,2010056895,33,F,2.0,1,2.0
8622,2010014287,59,M,4.0,1,1.0
8623,2010014287,20,F,3.0,2,1.0
8624,2010014287,19,F,2.0,2,2.0
8680,2010104513,74,F,1.0,1,1.0
8702,2010058974,25,F,2.0,1,1.0
8703,2010058974,99,U,0.0,1,2.0
8704,2010058974,43,M,0.0,2,1.0
8705,2010058974,52,M,2.0,3,1.0
8706,2010058974,30,M,0.0,4,1.0
8754,2010059462,22,M,2.0,1,1.0
8755,2010059462,21,F,3.0,1,2.0
8756,2010059462,43,M,3.0,2,1.0
8757,2010059462,40,F,3.0,2,2.0
8758,2010057332,53,M,2.0,1,1.0
8928,2010038978,33,M,0.0,1,1.0
8929,2010038978,24,F,0.0,1,2.0
8930,2010038978,17,M,1.0,2,1.0
8931,2010038978,23,F,1.0,2,2.0
8938,2010086437,65,F,4.0,1,1.0
8939,2010086437,50,F,2.0,2,1.0
8950,2010075558,18,M,2.0,1,1.0
9054,2010124731,58,M,2.0,1,1.0
9055,2010124731,42,M,3.0,1,2.0
9117,2010026685,23,F,1.0,1,1.0
9271,2011008338,24,F,0.0,1,1.0
9272,2011008338,86,M,2.0,2,7.0
9278,2010061388,44,M,4.0,1,1.0
9279,2010061388,50,M,2.0,1,2.0
9356,2010122929,47,M,2.0,1,1.0
9357,2010122929,28,M,0.0,2,1.0
9384,2010098639,20,M,2.0,1,1.0
9385,2010098639,19,F,4.0,1,2.0
9400,2010060700,54,M,4.0,1,1.0
9401,2010060700,24,F,3.0,1,2.0
9402,2010060700,18,F,2.0,2,1.0
9403,2010060700,15,F,0.0,2,2.0
9404,2010060700,16,M,0.0,2,2.0
9405,2010060700,18,M,0.0,2,2.0
9443,2010106362,31,F,2.0,1,1.0
9684,2010081238,99,U,0.0,1,1.0
9685,2010081238,32,M,4.0,2,1.0
9686,2010081238,3,F,0.0,2,2.0
9687,2010081238,31,F,1.0,2,2.0
9688,2010081238,2,M,0.0,2,2.0
9878,2010113167,17,M,4.0,1,1.0
9879,2010113167,15,F,2.0,1,2.0
9880,2010113167,17,F,4.0,1,2.0
9906,2010121040,25,F,1.0,1,1.0
9918,2010053506,24,M,2.0,1,1.0
9919,2010053506,46,M,0.0,2,1.0
9920,2010053506,36,M,0.0,2,2.0
9977,2010044813,18,F,1.0,1,1.0
9978,2010044813,18,F,2.0,1,2.0
9979,2010044813,18,F,2.0,1,2.0
9980,2010044813,18,F,2.0,1,2.0
9981,2010044813,16,F,2.0,1,2.0
10000,2010044214,33,M,2.0,1,1.0
10078,2010045849,59,M,1.0,1,1.0
10079,2010045849,55,F,3.0,2,1.0
10080,2010045849,58,F,3.0,2,2.0
10125,2010033062,49,M,1.0,1,1.0
10126,2010033062,89,F,1.0,1,2.0
10127,2010033062,31,M,4.0,2,1.0
10152,2010023478,42,F,0.0,1,1.0
10153,2010023478,20,M,0.0,2,1.0
10154,2010023478,18,F,4.0,2,2.0
10155,2010023478,50,F,2.0,3,1.0
10166,2010082602,28,M,3.0,1,1.0
10167,2010082602,50,F,3.0,2,1.0
10168,2010082602,7,F,3.0,2,2.0
10169,2010082602,3,F,2.0,2,2.0
10417,2010103326,22,M,0.0,1,1.0
10418,2010103326,38,M,4.0,2,1.0
10419,2010103326,61,M,4.0,2,2.0
10420,2010103326,72,M,2.0,2,2.0
10421,2010103326,62,M,4.0,3,7.0
10440,2010079705,43,M,2.0,1,1.0
10518,2010115887,55,M,1.0,1,1.0
10519,2010115887,53,M,4.0,2,1.0
10570,2010117730,55,M,0.0,1,1.0
10571,2010117730,53,F,2.0,2,1.0
10572,2010117730,28,F,0.0,2,2.0
10573,2010117730,3,F,0.0,2,2.0
10604,2010100901,34,M,2.0,1,1.0
10615,2010089809,18,F,0.0,1,1.0
10616,2010089809,18,F,0.0,1,2.0
10617,2010089809,18,F,4.0,2,1.0
10618,2010089809,24,M,2.0,3,1.0
10696,2010025004,21,M,4.0,1,1.0
10697,2010025004,19,F,2.0,1,2.0
10698,2010025004,40,M,4.0,2,1.0
10699,2010025004,33,M,4.0,3,1.0
10700,2010025004,22,M,4.0,3,2.0
10705,2010066622,17,M,2.0,1,1.0
10706,2010066622,17,F,3.0,1,2.0
10728,2010034580,39,M,2.0,1,7.0
10729,2010034580,28,M,0.0,2,1.0
10750,2010085947,45,M,2.0,1,1.0
10814,2010098177,21,M,2.0,1,1.0
10815,2010098177,20,F,2.0,1,2.0
10842,2010101283,17,M,4.0,1,1.0
10843,2010101283,81,F,1.0,2,7.0
10901,2010045487,61,M,0.0,1,1.0
10902,2010045487,59,F,0.0,1,2.0
10903,2010045487,7,F,0.0,1,2.0
10904,2010045487,50,M,1.0,2,4.0
10975,2010050993,54,F,2.0,1,1.0
10976,2010075559,31,F,2.0,1,1.0
10990,2011002904,28,M,2.0,1,1.0
10991,2011002904,22,F,2.0,1,2.0
11080,2011007782,18,M,3.0,1,1.0
11081,2011007782,16,F,1.0,1,2.0
11102,2011006823,42,M,0.0,1,1.0
11103,2011006823,55,M,1.0,2,1.0
11104,2011006823,21,M,3.0,2,2.0
11105,2011006823,46,M,0.0,3,1.0
11198,2010043527,61,F,0.0,1,2.0
11199,2010043527,63,M,1.0,2,7.0
11244,2010057289,19,M,4.0,1,1.0
11245,2010057289,17,F,1.0,1,2.0
11253,2010074252,33,F,1.0,1,1.0
11254,2010074252,46,M,3.0,1,2.0
11326,2010050321,39,M,2.0,1,1.0
11370,2010049295,29,F,0.0,1,1.0
11371,2010049295,2,M,0.0,1,2.0
11372,2010049295,4,F,0.0,1,2.0
11373,2010049295,10,F,0.0,1,2.0
11374,2010049295,7,M,1.0,2,7.0
11395,2010095831,60,F,0.0,1,1.0
11396,2010095831,4,M,0.0,1,2.0
11397,2010095831,41,M,2.0,2,7.0
11485,2010064191,29,M,3.0,1,1.0
11486,2010064191,29,F,2.0,1,2.0
11487,2010064191,32,F,4.0,2,1.0
11488,2010064191,39,M,4.0,2,2.0
11489,2010064191,1,F,0.0,2,2.0
11490,2010064191,1,F,0.0,2,2.0
11495,2010126000,79,M,1.0,1,1.0
11516,2010022535,33,M,4.0,1,1.0
11517,2010022535,30,M,2.0,2,1.0
11546,2010041727,31,M,0.0,1,1.0
11547,2010041727,82,M,2.0,2,1.0
11592,2010096179,72,M,2.0,1,1.0
11593,2010096179,43,M,0.0,2,1.0
11594,2010096179,38,F,3.0,2,2.0
11595,2010096179,15,M,4.0,2,2.0
11679,2010111972,66,M,0.0,1,1.0
11680,2010111972,8,M,2.0,2,4.0
11737,2010040691,56,M,1.0,1,1.0
11739,2010073695,14,M,1.0,1,4.0
11740,2010073695,19,F,4.0,2,1.0
11765,2010127622,30,F,1.0,1,1.0
11766,2010127622,24,M,1.0,1,2.0
11993,2010084846,41,M,1.0,1,1.0
12030,2010023554,22,M,3.0,1,1.0
12031,2010023554,20,F,2.0,1,2.0
12032,2010023554,23,M,4.0,1,2.0
12033,2010025964,16,M,2.0,1,1.0
12034,2010025964,38,F,4.0,2,1.0
12035,2010025964,35,M,4.0,3,1.0
12036,2010025964,32,M,4.0,3,2.0
12037,2010025964,24,M,0.0,4,1.0
12048,2010032297,20,M,2.0,1,1.0
12129,2010104440,26,M,2.0,1,1.0
12193,2010019399,27,F,2.0,1,1.0
12194,2010019399,9,F,4.0,1,2.0
12195,2010019399,4,M,4.0,1,2.0
12196,2010019399,2,F,4.0,1,2.0
12214,2010075023,22,F,0.0,1,1.0
12215,2010075023,49,M,2.0,2,7.0
12227,2010123219,40,F,0.0,1,1.0
12228,2010123219,63,M,2.0,2,1.0
12283,2010089558,22,M,3.0,1,1.0
12284,2010089558,69,M,2.0,2,1.0
12353,2010126872,22,M,0.0,1,1.0
12355,2010045907,25,F,2.0,1,1.0
12356,2010045907,36,M,2.0,1,2.0
12357,2010045907,21,M,2.0,1,2.0
12385,2010041302,59,M,0.0,1,1.0
12386,2010041302,58,M,2.0,2,1.0
12416,2010100029,70,M,2.0,1,1.0
12482,2010092393,88,M,1.0,1,1.0
12520,2010075060,39,M,9.0,1,1.0
12521,2010075060,6,M,2.0,2,7.0
12569,2010074703,51,M,2.0,1,1.0
12570,2010074703,62,M,0.0,2,1.0
12573,2010025021,42,M,4.0,1,1.0
12574,2010025021,45,F,2.0,2,1.0
12586,2010091539,48,M,2.0,1,1.0
12609,2010077596,37,F,2.0,1,1.0
12610,2010077596,88,F,2.0,2,1.0
12611,2010077596,90,M,1.0,2,2.0
12612,2010077596,26,F,0.0,3,1.0
12636,2010027205,22,M,0.0,1,1.0
12637,2010027205,27,M,2.0,2,1.0
12650,2010049036,67,F,0.0,1,1.0
12651,2010049036,68,F,0.0,1,2.0
12652,2010049036,99,M,0.0,1,2.0
12653,2010049036,22,M,2.0,2,1.0
12667,2010034213,35,M,2.0,1,1.0
12668,2010034213,61,M,8.0,2,1.0
12669,2010034213,99,F,8.0,2,2.0
12670,2010034213,35,M,8.0,3,1.0
12732,2010126872,84,F,1.0,2,1.0
12772,2010086891,63,F,2.0,1,1.0
12773,2010086891,22,F,3.0,2,1.0
12774,2010086891,25,M,4.0,2,2.0
12775,2010086891,2,F,2.0,2,2.0
12776,2010086891,4,F,0.0,2,2.0
12777,2010086891,1,M,4.0,2,2.0
12802,2010050823,46,F,1.0,1,1.0
12803,2010050823,24,F,3.0,2,1.0
12804,2010050823,30,M,3.0,3,1.0
12835,2010121032,26,M,1.0,1,1.0
12890,2010059453,69,M,4.0,1,1.0
12891,2010059453,46,F,2.0,2,1.0
12903,2010128308,63,M,1.0,1,7.0
12904,2010128308,36,M,0.0,2,1.0
12950,2010054370,53,M,2.0,1,1.0
12966,2010041230,72,F,3.0,1,1.0
12967,2010041230,24,M,2.0,2,1.0
13114,2010056113,29,M,2.0,1,1.0
13129,2010014121,18,M,2.0,1,1.0
13130,2010014121,45,F,2.0,2,1.0
13152,2010123852,53,M,1.0,1,1.0
13213,2010100909,29,M,3.0,1,1.0
13214,2010100909,16,F,3.0,1,2.0
13215,2010100909,21,M,2.0,2,7.0
13229,2010094366,30,M,2.0,1,1.0
13230,2010094366,27,M,0.0,2,1.0
13249,2010012190,42,M,2.0,1,1.0
13250,2010012190,8,M,3.0,1,2.0
13251,2010012190,4,M,3.0,1,2.0
13526,2010050906,17,M,0.0,1,1.0
13527,2010050906,17,F,2.0,2,7.0
13528,2010089184,17,M,2.0,1,1.0
13529,2010074840,43,M,0.0,1,1.0
13530,2010074840,6,M,2.0,2,4.0
13696,2010093101,30,M,2.0,1,1.0
13697,2010093101,32,M,9.0,2,1.0
13754,2010053096,43,F,2.0,1,1.0
13755,2010053096,84,M,3.0,2,1.0
13756,2010053096,82,F,2.0,2,2.0
13793,2010070304,44,F,0.0,1,1.0
13794,2010070304,41,M,2.0,2,1.0
13801,2010098064,44,M,0.0,1,1.0
13802,2010098064,39,F,0.0,1,2.0
13803,2010098064,39,M,1.0,2,7.0
13866,2010062448,39,F,4.0,1,1.0
13867,2010062448,25,M,0.0,2,1.0
13868,2010062448,23,M,4.0,2,2.0
13869,2010062448,20,M,3.0,2,2.0
13870,2010062448,32,M,2.0,3,1.0
13980,2010093618,40,F,2.0,1,1.0
13981,2010093618,30,F,1.0,2,1.0
13982,2010093618,33,F,1.0,2,2.0
14050,2010081187,54,M,2.0,1,1.0
14061,2010040058,39,M,2.0,1,7.0
14062,2010040058,60,F,0.0,2,1.0
14063,2010040058,39,F,0.0,2,2.0
14064,2010040058,20,M,0.0,2,2.0
14065,2010040058,18,F,0.0,2,2.0
14066,2010040058,12,M,0.0,2,2.0
14089,2010031481,27,M,0.0,1,1.0
14090,2010031481,78,M,0.0,1,2.0
14091,2010031481,68,F,0.0,1,2.0
14092,2010031481,13,M,1.0,2,4.0
14137,2010106222,23,F,2.0,1,1.0
14138,2010106222,27,M,3.0,1,2.0
14139,2010106222,50,M,1.0,2,1.0
14140,2010106222,49,M,2.0,2,2.0
14153,2010030140,44,M,2.0,1,1.0
14276,2010059735,41,F,3.0,1,1.0
14277,2010059735,8,F,4.0,1,2.0
14278,2010059735,10,F,2.0,1,2.0
14279,2010059735,21,M,4.0,2,1.0
14343,2010080454,42,F,2.0,1,1.0
14344,2010080454,99,M,3.0,4,1.0
14486,2010059168,61,F,1.0,1,1.0
14487,2010059168,47,M,3.0,2,1.0
14488,2010060053,48,M,2.0,1,1.0
14489,2010060053,62,M,0.0,2,1.0
14732,2010062503,45,M,1.0,1,1.0
14733,2010062503,54,M,0.0,2,1.0
14816,2010117614,43,F,2.0,1,1.0
14817,2010117614,36,M,2.0,2,7.0
14845,2010096481,47,M,1.0,1,1.0
14846,2010096481,42,M,2.0,1,2.0
14847,2010096481,28,M,3.0,1,2.0
14848,2010096481,30,M,0.0,1,2.0
14930,2010085000,20,M,0.0,1,1.0
14931,2010085000,25,M,2.0,2,1.0
14948,2010069110,46,M,2.0,1,1.0
15042,2011011039,36,F,8.0,1,1.0
15043,2011011039,35,F,0.0,1,2.0
15044,2011011039,69,F,2.0,2,1.0
15125,2010078255,31,M,2.0,1,1.0
15126,2010078255,27,F,0.0,2,1.0
15150,2010117524,58,F,1.0,1,1.0
15282,2010048026,20,M,1.0,1,1.0
15283,2010101899,25,M,2.0,1,1.0
15459,2010103400,19,M,2.0,1,1.0
15484,2010052264,17,M,0.0,1,1.0
15485,2010052264,16,F,0.0,1,2.0
15486,2010052264,49,F,2.0,2,7.0
15498,2011001885,45,M,2.0,1,1.0
15569,2010071717,43,F,1.0,1,1.0
15641,2010053687,52,F,0.0,1,1.0
15642,2010053687,40,F,2.0,2,1.0
15643,2010053687,34,F,2.0,2,2.0
15772,2010018584,22,F,3.0,1,1.0
15773,2010018584,60,M,2.0,2,1.0
15874,2010030445,99,F,2.0,1,1.0
15875,2010030445,99,M,4.0,2,1.0
15876,2010030445,99,M,4.0,3,1.0
15961,2010089119,33,M,8.0,1,1.0
15962,2010089119,65,M,2.0,2,1.0
16100,2010061011,34,M,2.0,1,1.0
16201,2010063613,46,M,2.0,1,1.0
16202,2010063613,18,M,8.0,1,2.0
16280,2010086691,20,M,0.0,1,1.0
16281,2010086691,19,M,2.0,1,2.0
16282,2010086691,19,M,2.0,1,2.0
16306,2010068426,39,F,4.0,1,1.0
16307,2010068426,45,M,0.0,1,2.0
16308,2010068426,10,F,0.0,1,2.0
16309,2010068426,12,F,2.0,1,2.0
16368,2010042604,23,M,2.0,1,1.0
16391,2010113829,33,M,0.0,1,1.0
16392,2010113829,24,M,0.0,1,2.0
16393,2010113829,27,M,2.0,1,2.0
16394,2010113829,32,F,4.0,2,1.0
16464,2010027142,33,M,2.0,1,7.0
16465,2010027142,6,M,3.0,2,7.0
16466,2010027142,55,M,0.0,3,1.0
16467,2010027142,23,M,0.0,3,2.0
16487,2010079252,57,F,2.0,2,7.0
16632,2010053709,58,M,1.0,1,1.0
16845,2010042339,38,M,2.0,1,1.0
16866,2010057534,17,M,4.0,1,1.0
16867,2010057534,17,M,3.0,1,2.0
16868,2010057534,19,M,2.0,1,2.0
16882,2010119866,23,M,2.0,1,1.0
16883,2010119866,23,M,1.0,1,2.0
16884,2010119866,20,M,2.0,1,2.0
16885,2010119866,56,M,4.0,2,1.0
16886,2010119866,56,M,4.0,2,2.0
16908,2010079981,21,M,2.0,1,7.0
16909,2010079981,45,M,0.0,2,1.0
17006,2010045189,28,M,2.0,1,1.0
17007,2010045189,44,M,0.0,2,1.0
17012,2010054108,75,F,2.0,1,1.0
17013,2010054108,63,F,0.0,2,1.0
17014,2010054325,48,M,1.0,1,1.0
17172,2010043418,22,M,2.0,1,1.0
17249,2010079991,63,M,0.0,1,1.0
17250,2010079991,42,M,2.0,2,1.0
17251,2010079991,43,F,3.0,2,2.0
