,CRN,UNIT_NUM,BODY_TYPE,VEH_TYPE,UNIT_TYPE,MODEL_YR,MAKE_CD,NON_MOTORIST,VINA_BODY_TYPE_CD,DVR_PRES_IND
30,2009045699,1,4.0,1.0,1,1999.0,BUIC,0,P4D,1.0
43,2009109814,1,75.0,5.0,1,2003.0,FRHT,0,TDS,1.0
44,2009109814,2,4.0,1.0,1,2006.0,MERZ,0,P4D,1.0
51,2009107446,1,4.0,1.0,1,1996.0,HOND,0,P4D,1.0
52,2009107446,2,15.0,6.0,1,2006.0,TOYT,0,PUT,1.0
70,2009093177,1,20.0,2.0,1,2002.0,HD,0,MRS,1.0
71,2009093177,2,4.0,1.0,1,1994.0,HOND,0,P4D,1.0
193,2009110451,1,51.0,4.0,1,2004.0,CHEV,0,T4C,1.0
361,2009103566,1,15.0,6.0,1,2008.0,FORD,0,PUT,1.0
362,2009103566,2,4.0,1.0,1,2009.0,TOYT,0,P4D,1.0
387,2009053868,1,2.0,1.0,1,1988.0,PONT,0,PCP,1.0
388,2009053868,2,3.0,1.0,1,1992.0,DODG,0,P2H,1.0
437,2009120881,1,9.0,1.0,5,,,0,,4.0
438,2009120881,2,,31.0,30,,,0,,
485,2010001878,1,51.0,4.0,1,1984.0,CHEV,0,TPK,1.0
488,2009023484,1,69.0,5.0,1,1996.0,FORD,0,TYY,1.0
489,2009023484,2,75.0,5.0,1,2007.0,OTHR,0,TDS,1.0
508,2009019110,1,1.0,1.0,1,2000.0,BMW,0,PCV,1.0
534,2009114103,1,24.0,13.0,1,,HOND,0,MAT,1.0
546,2009059326,1,20.0,2.0,1,1989.0,HD,0,MRS,1.0
547,2009059326,2,75.0,5.0,1,2007.0,MACK,0,TDS,1.0
573,2009129393,1,4.0,1.0,1,2004.0,HYUN,0,P4D,1.0
574,2009129393,2,4.0,1.0,1,2001.0,DODG,0,P4D,1.0
606,2009020033,1,4.0,1.0,1,1997.0,CHEV,0,P4D,1.0
634,2009058116,1,29.0,2.0,1,2007.0,SUZI,0,,1.0
644,2009089640,1,4.0,1.0,1,2000.0,FORD,0,P4D,1.0
645,2009089640,2,4.0,1.0,1,1992.0,PLYM,0,P4D,1.0
647,2009075362,1,2.0,1.0,1,2001.0,FORD,0,PCP,1.0
678,2009015190,1,4.0,1.0,1,1995.0,PONT,0,P4D,1.0
700,2009097298,1,4.0,1.0,1,2003.0,NISS,0,P4D,1.0
701,2009097298,2,2.0,1.0,1,2000.0,PONT,0,PCP,1.0
711,2009104389,1,4.0,1.0,1,2005.0,MRCU,0,P4D,1.0
712,2009104389,2,4.0,1.0,1,1999.0,HYUN,0,P4D,1.0
713,2009104389,3,4.0,1.0,1,2009.0,VOLV,0,P4D,1.0
821,2009055992,1,24.0,13.0,1,,YAMA,0,MAT,1.0
822,2009055992,2,2.0,1.0,1,1998.0,CHEV,0,PCP,1.0
832,2009018403,1,4.0,1.0,1,2002.0,NISS,0,P4D,1.0
838,2009113345,1,15.0,6.0,1,2001.0,FORD,0,PUT,1.0
839,2009113345,2,,31.0,30,,,0,,
876,2009036635,1,20.0,2.0,1,2007.0,YAMA,0,MRS,1.0
877,2009054417,1,4.0,1.0,1,1995.0,,0,P4D,1.0
878,2009054417,2,,31.0,30,,,0,,
879,2009054417,3,5.0,1.0,1,2009.0,KIA,0,P4H,1.0
928,2009097851,1,51.0,4.0,1,1996.0,FORD,0,TPS,1.0
929,2009097851,2,51.0,4.0,1,1990.0,ISU,0,TPK,1.0
986,2009046719,1,4.0,1.0,1,1998.0,PLYM,0,P4P,1.0
1001,2009031226,1,9.0,1.0,1,1990.0,BUIC,0,,1.0
1002,2009031226,2,15.0,6.0,1,2008.0,HYUN,0,PUT,1.0
1016,2009078567,1,20.0,2.0,1,2006.0,KAWK,0,MRS,1.0
1017,2009078567,2,51.0,4.0,1,2000.0,CHEV,0,TPC,1.0
1033,2010013193,1,4.0,1.0,1,2003.0,INFI,0,P4D,1.0
1077,2009059679,1,4.0,1.0,1,1995.0,LEXS,0,P4D,1.0
1078,2009059679,2,12.0,7.0,1,1998.0,DODG,0,PSV,1.0
1196,2009106672,1,51.0,4.0,1,1995.0,CHEV,0,TPK,1.0
1197,2009106672,2,75.0,5.0,1,2004.0,PTRB,0,TDS,1.0
