,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
1072,2006007242,40.107723,-76.641198,36,36237,1,6,,,0,1,4
1092,2006007264,40.22515,-76.936015,21,21102,1,6,,,1,0,4
1117,2006007298,40.106111,-75.265807,46,46224,1,3,,,1,0,7
1192,2006007443,,,62,62422,1,2,,,1,0,1
1229,2006007487,40.306667,-76.805201,22,22208,1,4,,,2,0,4
1249,2006007507,41.634744,-80.149622,20,20301,1,7,,,1,0,8
1262,2006007520,40.489444,-79.952806,2,2118,1,7,,,0,1,2
1318,2006007580,40.244722,-75.998681,6,6206,1,2,,,0,1,4
1327,2006007589,40.616389,-80.055414,2,2216,1,1,,,3,0,7
1360,2006007630,39.982778,-76.614312,66,66212,1,6,,,0,1,7
1376,2006007810,40.720833,-76.191266,53,53425,1,7,,,1,0,4
1395,2006007831,40.221111,-76.943076,21,21102,1,3,,,0,1,4
1400,2006007838,40.137778,-76.584861,36,36225,1,7,,,1,0,2
1406,2006007844,40.623188,-80.092843,2,2212,1,6,,,1,0,7
1408,2006007847,,,15,15207,1,3,,,0,1,4
1426,2006007865,39.943889,-76.740716,66,66101,1,3,,,1,0,4
1447,2006007890,40.535433,-75.490725,39,39405,1,6,,,1,0,7
1451,2006007895,41.096667,-78.770758,17,17228,1,4,,,1,0,2
1455,2006007900,40.470833,-75.861893,6,6222,1,2,,,1,1,1
1467,2006007913,40.3475,-75.027115,9,9204,1,7,,,0,2,2
1482,2006007929,40.153491,-75.065523,46,46105,1,4,,,1,0,7
1486,2006007935,40.318191,-75.363158,46,46203,1,1,,,1,0,4
1540,2006007994,41.233319,-80.468569,43,43303,2,5,,,1,0,8
1545,2006008001,40.151715,-76.297971,36,36235,2,5,,,0,1,7
1576,2006008037,41.409444,-79.835814,60,60301,2,4,,,1,1,7
1633,2006008136,40.285278,-76.469835,38,38211,1,5,,,1,0,2
1691,2006008201,40.2501,-79.8778,2,2204,2,1,,,1,0,7
1760,2006008275,,,22,22301,1,7,,,1,0,8
1791,2006009935,40.532222,-79.713852,2,2466,2,2,,,1,1,4
1818,2006010666,40.211667,-77.039555,21,21212,1,3,,,3,0,4
1854,2006012311,41.134444,-77.453812,18,18301,2,3,,,0,1,4
1876,2006013092,40.126667,-75.088265,46,46105,1,6,,,0,1,4
1882,2006013098,40.669533,-75.238059,48,48418,1,2,,,1,0,7
1892,2006013323,41.8314,-75.8766,57,57408,2,2,,,1,0,4
1894,2006013415,,,11,11434,1,1,,,1,0,7
1980,2006014048,41.172222,-79.619276,16,16219,1,1,,,1,0,7
1983,2006014128,40.861944,-79.905353,10,10301,2,3,,,0,1,8
2009,2006014155,40.295833,-78.924104,11,11301,1,3,,,0,1,8
2074,2006014363,40.2229,-79.8498,2,2204,2,1,,,1,0,7
2114,2006014492,39.986667,-75.965647,15,15252,2,6,,,0,1,4
2134,2006014515,40.050833,-75.312069,46,46104,1,1,,,1,0,4
2226,2006014613,40.369585,-76.207809,6,6223,2,5,,,0,1,7
2236,2006014623,41.036944,-76.258085,19,19215,2,2,,,0,1,7
2239,2006014626,40.233333,-75.137619,9,9227,2,3,,,1,0,4
2263,2006014653,40.288333,-76.99474,21,21103,2,1,,,1,0,6
2348,2006014780,,,2,2301,1,1,,,1,0,4
2417,2006014982,40.090013,-75.383053,46,46220,1,2,,,1,0,7
2425,2006014993,40.851667,-78.275523,17,17212,1,4,,,0,1,7
2476,2006015169,40.559963,-75.996083,6,6238,1,6,,,1,0,2
2541,2006015293,40.424722,-79.952994,2,2301,1,4,,,1,0,4
2566,2006015343,40.242207,-75.573796,46,46205,1,7,,,1,0,4
2567,2006015369,40.083423,-76.255012,36,36215,1,7,,,1,0,0
2652,2006015464,40.159417,-77.002122,21,21104,2,2,,,0,1,8
2804,2006015772,40.616389,-75.329788,48,48301,1,4,,,2,0,4
2891,2006016096,,,46,46416,1,6,,,1,0,8
3019,2006016352,40.704722,-75.273693,48,48209,1,3,,,1,0,8
3064,2006016446,40.410278,-80.047325,2,2435,2,4,,,1,0,1
3118,2006016549,40.402778,-75.585889,6,6401,2,3,,,1,0,8
3190,2006016627,,,6,6214,1,5,,,1,0,4
3257,2006016702,40.210833,-75.602442,15,15206,2,6,,,1,3,4
3274,2006016720,41.603611,-80.29294,20,20220,2,2,,,2,1,2
3753,2006017235,41.242222,-77.002248,41,41301,1,6,,,1,0,0
3808,2006017290,40.718056,-75.289976,48,48209,1,5,,,1,0,1
3891,2006017376,40.060833,-75.135065,46,46102,2,7,,,0,1,7
3902,2006017389,40.559444,-79.959278,2,2207,2,6,,,1,0,4
3947,2006017441,41.371667,-80.358805,43,43209,1,1,,,0,1,8
3992,2006017492,40.446532,-80.031165,2,2301,1,1,,,1,0,2
4014,2006017514,39.968056,-79.905871,26,26211,1,6,,,1,0,7
4026,2006017527,40.124721,-75.540757,15,15411,1,3,,,1,0,8
4121,2006017644,40.052778,-76.392482,36,36214,1,6,,,1,0,7
4197,2006017722,40.379167,-76.305177,38,38405,1,6,,,0,1,4
4234,2006017762,40.382274,-80.028597,2,2109,1,4,,,1,0,7
4298,2006017830,40.481389,-79.80466,2,2113,1,1,,,1,0,7
4412,2006017968,41.256667,-80.450967,43,43303,2,1,,,0,1,7
4483,2006018052,41.372778,-75.98871,40,40206,2,2,,,0,1,7
4505,2006018076,40.7568,-80.4626,4,4217,2,1,,,1,0,7
4529,2006018102,39.723889,-79.562639,26,26224,2,4,,,1,0,7
4568,2006018152,40.449742,-79.902913,2,2301,2,2,,,1,0,4
4724,2006018329,39.904171,-75.57305,15,15201,1,3,,,1,0,8
4728,2006018333,40.199722,-76.731245,22,22409,2,3,,,1,0,8
4783,2006018392,40.580093,-79.767059,64,64301,1,2,,,1,0,6
4870,2006018484,40.233333,-75.6539,15,15228,1,5,,,1,0,7
4907,2006018545,40.7225,-80.316525,4,4412,1,6,,,1,0,7
4965,2006018604,40.474722,-78.510249,7,7201,1,7,,,1,0,7
4966,2006018605,40.421389,-78.479954,7,7201,2,4,,,1,0,4
5041,2006018685,39.886111,-77.343977,1,1205,1,5,,,1,0,6
5080,2006018728,40.613056,-75.471584,39,39301,2,6,,,1,0,8
5208,2006018873,40.2975,-80.165246,62,62206,1,4,,,1,0,4
5222,2006018887,40.858889,-76.771141,49,49302,1,1,,,1,0,99
5265,2006018947,40.484444,-78.416672,7,7301,1,6,,,1,0,4
5267,2006018949,40.2971,-79.9945,2,2219,1,3,,,1,0,7
5274,2006018958,40.812222,-76.044405,53,53226,1,2,,,0,1,7
5289,2006018976,40.27,-75.602854,46,46106,1,4,,,1,0,7
5300,2006018989,40.405341,-80.030633,2,2301,1,2,,,1,0,7
5342,2006019031,40.023889,-75.207842,67,67301,1,1,,,1,0,5
5370,2006019061,39.892778,-75.477231,23,23403,1,1,,,1,0,2
5407,2006019104,40.297778,-75.734319,6,6203,1,6,,,1,0,4
5644,2006019373,40.464444,-79.979821,2,2301,1,6,,,1,0,1
5651,2006019380,41.020579,-80.44299,37,37204,1,2,,,1,0,7
5660,2006019389,,,2,2121,1,1,,,1,0,7
5705,2006019445,39.971111,-75.467503,15,15256,1,6,,,1,0,4
5714,2006019462,40.345814,-75.915887,6,6301,1,5,,,1,0,8
5716,2006019464,40.451389,-78.870139,11,11216,1,4,,,3,0,2
5721,2006019470,39.943382,-75.210819,67,67301,1,4,,,1,0,8
5756,2006019513,40.5648,-75.5182,39,39101,1,1,,,1,0,4
5773,2006019555,40.164722,-76.308029,36,36409,2,7,,,1,0,7
5840,2006019645,40.134549,-76.330833,36,36235,2,6,,,1,0,7
5850,2006019655,40.556389,-75.74856,6,6224,1,2,,,0,1,7
5854,2006019659,40.108056,-76.657058,36,36207,2,5,,,1,1,2
5946,2006019767,39.999116,-75.108699,67,67301,1,2,,,1,0,7
6039,2006019864,41.385556,-79.581883,60,60213,1,1,,,1,0,0
6044,2006019869,41.4675,-79.691251,60,60406,1,7,,,2,0,7
6054,2006019880,40.047778,-74.999159,67,67301,1,4,,,1,0,7
6080,2006019909,41.96,-79.013956,61,61208,1,6,,,1,0,0
6118,2006019948,39.917222,-77.523329,28,28203,1,1,,,1,0,7
6167,2006020001,,,39,39212,1,1,,,1,0,7
6378,2006020224,40.021667,-79.183416,55,55209,1,7,,,1,0,2
6379,2006020225,39.771667,-78.782676,55,55222,1,1,,,1,0,7
6485,2006020341,40.674444,-79.148407,32,32218,1,3,,,0,1,7
6561,2006020425,40.1236,-75.2333,46,46224,1,1,,,1,0,7
6582,2006020446,41.035278,-80.405115,37,37214,1,5,,,1,0,2
6619,2006020485,40.520278,-79.161224,32,32208,1,2,,,0,1,7
6728,2006020601,40.593336,-78.739951,11,11227,1,3,,,1,0,7
6730,2006020603,40.648333,-78.487971,11,11221,1,6,,,0,1,7
6781,2006020658,41.043611,-80.096046,10,10232,1,2,,,2,0,2
6946,2006020858,40.4303,-79.7104,2,2446,2,1,,,1,0,7
6951,2006020863,41.477222,-75.623036,35,35406,2,1,,,1,0,4
6960,2006020874,40.182636,-75.12858,46,46204,2,7,,,0,1,0
7013,2006020932,,,22,22301,2,1,,,1,0,8
7019,2006020939,,,21,21402,2,7,,,1,0,8
7020,2006020940,,,21,21402,2,3,,,1,0,4
7079,2006021000,40.428889,-80.024229,2,2301,2,1,,,1,0,7
7132,2006021091,39.983056,-75.156832,67,67301,1,2,,,1,0,4
7196,2006021214,40.556109,-80.251572,4,4103,1,6,,,2,0,7
7262,2006021303,40.110556,-74.854776,9,9401,1,5,,,3,0,1
7337,2006021390,40.354722,-75.219776,9,9210,1,2,,,1,0,4
7457,2006021818,39.945004,-77.657418,28,28401,2,2,,,1,0,8
7503,2006021869,42.140556,-80.03297,25,25302,1,5,,,1,0,7
7594,2006022003,40.175,-76.597122,36,36225,2,5,,,0,1,5
7595,2006022009,40.406944,-77.029401,50,50212,2,5,,,0,1,7
7596,2006022010,,,50,50212,2,5,,,1,0,1
7605,2006022021,40.026111,-76.303513,36,36301,1,1,,,1,0,7
7736,2006022210,40.194915,-75.525303,46,46205,2,2,,,1,0,4
7772,2006022311,40.121944,-74.976722,9,9202,2,2,,,1,0,4
7878,2006022433,40.748611,-75.518916,48,48207,1,6,,,1,0,7
7888,2006022454,40.460556,-79.777759,2,2446,2,2,,,1,0,7
7895,2006022471,40.106389,-74.91432,9,9202,2,1,,,3,0,2
7999,2006022581,40.765556,-75.385666,48,48211,2,2,,,0,1,4
8023,2006022608,,,21,21102,2,5,,,1,0,7
8059,2006022661,39.971667,-76.561332,66,66216,2,5,,,1,0,4
8089,2006022720,39.860556,-77.087086,1,1216,1,3,,,1,0,1
8090,2006022721,,,14,14212,1,3,,,4,0,2
8092,2006022723,41.6525,-79.726671,20,20407,1,6,,,1,0,8
8099,2006022737,39.999444,-76.070502,36,36226,1,1,,,1,0,0
8114,2006022765,39.997222,-75.073334,67,67301,1,6,,,1,0,7
8120,2006022783,40.188611,-80.273811,62,62204,1,6,,,1,0,4
8157,2006022829,40.07,-76.547773,36,36211,1,1,,,1,0,7
8165,2006022837,40.07758,-76.581397,36,36211,2,1,,,1,0,7
8172,2006022844,40.2752,-76.6376,22,22202,3,4,,,1,0,7
8177,2006022849,39.760556,-77.588973,28,28406,2,3,,,1,0,6
8190,2006022863,,,19,19218,2,1,,,1,0,7
8217,2006022892,40.299167,-76.819436,22,22208,2,3,,,1,0,4
8243,2006022918,40.377778,-79.988216,2,2413,2,2,,,0,2,4
8254,2006022930,40.201667,-79.924601,62,62301,2,5,,,1,0,8
8271,2006022950,40.092964,-75.280247,46,46224,3,6,,,1,0,2
8302,2006022993,41.068611,-75.321703,45,45101,2,7,,,0,1,5
8381,2006023081,,,9,9221,2,2,,,1,0,4
8407,2006023111,40.114503,-75.248567,46,46224,3,7,,,1,0,7
8430,2006023136,40.195,-79.914589,62,62301,2,4,,,0,1,8
8507,2006023223,,,21,21402,2,1,,,1,0,5
8661,2006023487,41.071395,-75.435448,45,45216,1,2,,,1,0,4
8678,2006023505,39.7694,-76.915301,66,66232,3,1,,,1,0,7
8687,2006023516,40.261944,-77.040406,21,21212,2,7,,,0,1,7
8708,2006023542,40.365556,-75.27117,9,9210,2,6,,,1,0,4
8764,2006023602,,,2,2301,2,1,,,1,0,7
8769,2006023607,41.1416,-78.6837,17,17228,2,1,,,1,0,4
8788,2006023632,41.4726,-78.193429,12,12203,1,4,,,1,0,7
8820,2006023669,41.511944,-80.494939,20,20234,1,3,,,1,0,7
8823,2006023673,40.549849,-76.944555,22,22216,1,4,,,1,0,4
8869,2006023738,39.949166,-76.262411,36,36210,2,5,,,1,0,2
8875,2006023745,40.208333,-75.015017,9,9218,1,1,,,1,0,4
8905,2006023779,41.979167,-76.945553,58,58215,1,2,,,1,0,7
8999,2006023908,,,14,14410,2,5,,,0,1,8
9105,2006024069,40.297778,-78.64063,11,11223,2,5,,,0,1,7
9181,2006024147,41.008787,-80.365536,37,37301,2,1,,,1,0,7
9207,2006024174,40.018611,-75.072778,67,67301,1,7,,,1,0,7
9296,2006024267,39.902222,-79.758814,26,26218,1,5,,,0,1,4
9334,2006024319,40.866944,-75.671614,13,13203,1,3,,,1,0,7
9335,2006024320,40.895278,-75.323119,45,45212,1,2,,,1,0,4
9336,2006024321,40.961667,-75.509983,45,45210,1,5,,,0,1,2
9338,2006024323,40.880278,-75.530288,13,13212,1,2,,,1,0,7
9346,2006024331,,,18,18205,1,7,,,1,0,4
9410,2006024405,40.7675,-78.097548,14,14222,1,4,,,1,0,2
9484,2006024506,40.292222,-76.008725,6,6237,2,6,,,3,0,6
9507,2006024530,40.015556,-76.813037,66,66205,1,5,,,2,0,2
9542,2006024565,40.036389,-76.455193,36,36239,2,6,,,1,0,6
9592,2006024653,41.698611,-80.200993,20,20212,1,5,,,1,0,7
9611,2006024677,40.081667,-74.937602,9,9202,1,6,,,1,0,1
9614,2006024682,41.224722,-79.628101,16,16220,1,1,,,1,0,7
9636,2006024709,41.585,-75.180533,63,63201,1,5,,,1,0,7
9679,2006024758,41.185556,-79.194028,33,33219,1,6,,,1,0,0
9797,2006024908,,,2,2301,1,3,,,1,0,7
9809,2006024921,40.119722,-80.402891,62,62209,1,3,,,1,0,7
9831,2006024943,41.27,-77.022638,41,41219,1,7,,,1,0,7
9844,2006024957,40.996667,-76.617371,47,47208,1,3,,,1,0,6
9914,2006025032,39.955934,-76.743687,66,66301,1,1,,,1,0,8
9976,2006025095,40.209444,-74.772617,9,9409,1,3,,,1,0,8
10016,2006025135,,,11,11427,2,3,,,1,0,6
10205,2006025348,,,9,9208,1,4,,,1,0,7
10238,2006025385,40.043333,-75.623371,15,15254,2,5,,,1,0,4
10269,2006025428,41.408881,-79.368228,16,16222,1,4,,,1,0,7
10273,2006025432,41.298889,-79.456721,16,16205,1,4,,,1,0,0
10280,2006025440,41.202778,-80.083467,43,43219,1,7,,,2,0,7
10294,2006025458,41.128056,-80.334665,43,43229,1,4,,,1,0,4
10303,2006025468,41.258611,-80.238719,43,43201,1,6,,,0,1,4
10346,2006025515,40.366451,-80.061236,2,2109,2,3,,,1,0,8
10463,2006025664,40.534769,-75.975236,6,6244,1,6,,,1,0,8
10470,2006025671,40.507893,-75.953901,6,6230,1,7,,,2,0,2
10495,2006025699,,,38,38211,1,7,,,1,0,7
10552,2006025766,39.973333,-79.64045,26,26204,1,2,,,1,0,4
10568,2006025784,40.174444,-75.667286,15,15234,1,6,,,1,0,2
10588,2006025808,41.0295,-78.4359,17,17404,1,7,,,1,0,7
10643,2006025870,40.911944,-77.778042,14,14401,1,1,2119.0,,1,0,8
10687,2006025916,40.226111,-74.817898,9,9211,2,3,1013.0,,1,0,4
10831,2006026071,41.879147,-78.577127,42,42202,1,1,1418.0,,1,0,7
10832,2006026072,41.635278,-78.576003,42,42214,1,1,116.0,,1,0,7
10844,2006026084,40.607207,-75.470773,39,39301,2,5,1501.0,,1,0,8
10854,2006026096,41.506389,-79.627922,60,60205,1,4,806.0,,1,0,2
10869,2006026112,40.244003,-80.216668,62,62207,2,1,1724.0,,1,0,6
10915,2006026162,40.485278,-78.013758,31,31407,3,2,1843.0,,1,2,8
10954,2006026202,40.780297,-75.266194,48,48213,2,2,926.0,,2,0,2
10981,2006026234,40.390833,-79.828418,2,2111,3,5,812.0,,1,0,2
11014,2006026279,40.119722,-75.067747,46,46105,3,7,2222.0,,1,1,1
11021,2006026286,41.089167,-78.803903,17,17228,2,5,1900.0,,0,1,8
11022,2006026287,40.104722,-74.860355,9,9401,1,3,1836.0,,0,1,8
11023,2006026288,40.801111,-77.826343,14,14204,1,4,2208.0,,0,1,0
11024,2006026290,,,14,14219,1,1,316.0,,0,1,7
11025,2006026291,40.345278,-76.636059,22,22203,1,1,140.0,,0,1,7
11026,2006026292,40.346389,-75.927505,6,6301,2,7,2336.0,,0,1,8
11027,2006026293,40.380556,-75.316679,9,9229,1,7,252.0,,0,1,7
11028,2006026295,40.543889,-80.192681,2,2427,2,6,27.0,,0,1,8
11029,2006026296,41.151944,-80.156392,43,43226,1,6,253.0,,0,1,7
11030,2006026297,40.38336,-80.056426,2,2109,1,6,641.0,,1,1,8
11031,2006026298,40.510278,-78.745154,11,11205,1,6,1756.0,,1,1,7
11032,2006026300,40.216944,-78.942219,55,55205,1,7,1828.0,,0,1,7
11033,2006026301,40.455,-79.992891,2,2301,1,3,913.0,,0,1,4
11040,2006026310,41.1368,-77.4423,18,18301,3,5,1348.0,,1,0,8
11050,2006026321,40.882778,-79.551994,3,3207,3,4,1423.0,,3,0,7
11056,2006026330,40.565556,-77.396351,34,34204,1,2,1642.0,,0,1,4
11057,2006026331,40.481389,-78.735618,11,11205,2,4,2055.0,,0,1,8
11136,2006026414,40.623672,-75.381941,48,48301,1,1,1126.0,,0,1,8
11146,2006026424,41.277222,-75.087823,51,51201,1,2,1110.0,,1,0,7
11241,2006026521,,,25,25207,1,7,2322.0,,1,0,7
11490,2006026791,40.243686,-76.993498,21,21103,3,5,2038.0,,1,0,4
11494,2006026795,40.475,-78.579233,11,11209,3,5,1439.0,,0,1,4
11508,2006026809,41.303889,-75.932191,40,40220,3,4,2327.0,,1,0,4
11526,2006026828,41.040833,-75.95434,40,40204,2,2,1946.0,,0,1,8
11569,2006026873,39.792778,-78.577757,5,5220,1,1,1400.0,,0,1,7
11585,2006026889,40.36773,-80.021734,2,2416,3,5,1016.0,,0,1,7
11630,2006026936,40.42131,-79.99478,2,2301,2,2,1106.0,,3,0,4
11656,2006026966,40.446944,-76.982454,50,50220,1,5,2312.0,,1,0,1
11734,2006027058,39.962222,-75.519861,15,15255,1,7,1931.0,,0,1,7
11739,2006027064,40.472778,-76.805055,22,22218,1,2,751.0,,1,0,7
11743,2006027068,39.906944,-75.568529,15,15201,1,2,1322.0,,0,1,4
11769,2006027096,,,54,54404,1,1,132.0,,1,0,7
11774,2006027101,,,7,7301,2,2,1301.0,,1,0,4
11778,2006027106,42.047778,-80.170042,25,25213,1,2,209.0,,0,1,7
11813,2006027146,41.415833,-80.343503,43,43209,1,2,1752.0,,0,1,8
11822,2006027158,40.522222,-78.368103,7,7301,2,6,1746.0,,1,2,4
11860,2006027200,40.1625,-77.287248,21,21202,1,1,756.0,,1,0,1
11877,2006027219,41.989048,-80.105553,25,25212,1,7,1448.0,,2,0,4
11894,2006027237,,,48,48217,1,7,1208.0,,1,0,1
11903,2006027247,39.764799,-77.852174,28,28209,1,7,2042.0,,1,0,4
11917,2006027263,40.133056,-78.091574,29,29211,1,2,739.0,,1,0,7
11977,2006027326,41.623889,-76.141392,65,65201,1,2,900.0,,0,1,6
12026,2006027382,40.304722,-76.846346,22,22101,1,6,1503.0,,1,0,1
12102,2006027459,40.445556,-78.410541,7,7201,1,3,1836.0,,0,1,8
12170,2006027534,40.436944,-78.427581,7,7201,1,7,1855.0,,0,1,7
12259,2006027632,40.575,-75.882117,6,6215,1,3,1406.0,,1,0,7
12301,2006027674,41.681667,-75.477798,57,57207,1,7,1330.0,,1,0,7
12314,2006027689,40.172778,-77.998099,31,31205,1,1,516.0,,1,0,7
12315,2006027690,40.2075,-78.149862,31,31203,1,4,158.0,,0,1,7
12350,2006027725,40.145556,-80.182105,62,62227,1,7,248.0,,0,1,7
12352,2006027727,40.17218,-75.249546,46,46207,2,2,1649.0,,1,0,8
12353,2006027728,40.340833,-75.342761,9,9229,1,7,804.0,,0,1,7
12371,2006027746,,,40,40207,1,5,1454.0,,2,0,2
12406,2006027783,40.140556,-74.817956,9,9421,1,4,534.0,,0,1,8
12417,2006027794,40.821317,-76.208954,53,53427,2,6,1956.0,,1,0,4
12455,2006027836,41.035278,-80.405115,37,37214,1,5,717.0,,1,0,2
12480,2006027863,40.513056,-75.550703,39,39407,1,5,1828.0,,1,0,8
12541,2006027932,40.418611,-78.47887,7,7209,1,2,803.0,,1,0,7
12689,2006028093,40.270278,-79.528499,64,64209,1,2,2348.0,,1,0,0
12737,2006028152,40.103597,-75.532761,15,15202,1,7,37.0,,2,0,7
12779,2006028202,41.250833,-75.878818,40,40304,2,4,2113.0,,1,0,8
12788,2006028212,40.330556,-78.803577,11,11201,2,4,2057.0,,0,1,4
12812,2006028236,39.939167,-76.395457,36,36223,1,3,509.0,,0,1,7
12936,2006028376,41.654444,-76.050821,57,57203,1,2,1218.0,,1,0,7
12957,2006028399,41.190853,-75.917757,40,40101,1,4,533.0,,1,0,7
13003,2006028451,40.499924,-75.849382,6,6232,3,2,1416.0,,1,0,7
13029,2006028479,,,18,18203,2,7,1000.0,,1,1,0
13047,2006028500,,,39,39405,1,6,1015.0,,1,0,7
13049,2006028503,40.745278,-75.623207,39,39212,1,7,929.0,,1,0,7
13051,2006028505,39.835278,-77.195701,1,1219,1,1,613.0,,1,0,5
13052,2006028506,,,28,28204,1,3,1343.0,,1,0,2
13068,2006028530,,,20,20222,1,1,2142.0,,3,0,1
13071,2006028534,40.706944,-78.945608,32,32214,1,4,2013.0,,2,1,2
13072,2006028536,40.241667,-78.204134,31,31203,1,7,1903.0,,1,1,7
13082,2006028546,,,3,3203,1,1,1259.0,,1,1,2
13084,2006028548,40.117778,-79.564166,64,64206,1,7,1131.0,,0,1,7
13087,2006028554,40.197778,-75.529798,46,46222,1,6,2342.0,,1,0,2
13094,2006028561,40.327778,-79.637322,64,64209,1,7,404.0,,1,0,7
13099,2006028566,40.054722,-76.382367,36,36214,1,2,235.0,,0,1,7
13131,2006028601,40.047149,-75.290031,46,46104,2,5,45.0,,1,0,7
13162,2006028633,40.836389,-75.709037,13,13406,2,4,750.0,,1,0,7
13209,2006028687,,,36,36239,1,1,2135.0,,1,0,2
13251,2006028729,,,49,49101,1,6,1954.0,,1,0,7
13292,2006028774,,,64,64302,2,3,1140.0,,3,0,4
13300,2006028783,,,46,46421,2,3,2040.0,,1,0,8
13374,2006028864,40.43637,-75.90898,6,6228,3,2,1615.0,,1,0,2
13379,2006028870,40.164026,-75.025561,9,9225,3,5,2339.0,,1,0,1
13401,2006028901,40.306389,-76.823341,22,22208,3,5,1000.0,,1,0,4
13473,2006028979,40.829722,-80.209309,4,4206,3,3,2115.0,,0,1,7
13523,2006029032,40.4585,-79.957,2,2301,3,7,225.0,,1,0,8
13549,2006029058,39.9011,-75.5635,15,15201,2,4,738.0,,1,0,4
13675,2006029191,,,66,66204,1,7,12.0,,1,0,7
13709,2006029226,40.098611,-74.946976,9,9202,1,5,1420.0,,0,1,4
13722,2006029240,40.029722,-75.811935,15,15244,2,3,1558.0,,1,0,4
13725,2006029243,,,41,41301,2,7,150.0,,1,0,4
13764,2006029284,40.264167,-78.973546,55,55205,2,1,1830.0,,1,0,7
13775,2006029295,42.115556,-80.101998,25,25302,2,5,2340.0,,1,0,4
13830,2006029355,39.975278,-76.495269,66,66216,3,3,1236.0,,1,0,5
13846,2006029373,40.344444,-75.952178,6,6429,1,5,1044.0,,0,1,7
13874,2006029405,40.255,-80.313094,62,62217,3,1,830.0,,1,0,7
13912,2006029446,40.660278,-80.254875,4,4202,3,3,1048.0,,0,1,4
13913,2006029447,40.812778,-76.140829,53,53411,3,1,1454.0,,0,1,8
13925,2006029464,40.133889,-75.449422,46,46208,1,1,1642.0,,0,1,4
13928,2006029470,40.443611,-75.358286,9,9415,3,2,1116.0,,1,0,8
13930,2006029472,40.010556,-75.85985,15,15245,3,3,1246.0,,0,1,7
13986,2006029530,41.793056,-78.246333,42,42211,2,4,1729.0,,1,0,1
14005,2006029550,40.130556,-80.327737,62,62203,2,2,901.0,,1,0,7
14023,2006029568,39.804635,-77.707415,28,28201,1,7,715.0,,1,0,1
14042,2006029587,40.651389,-80.094262,2,2212,2,4,2205.0,,1,0,4
14063,2006029608,40.816,-76.2,53,53427,2,5,1558.0,,2,0,4
14085,2006029630,,,50,50212,1,1,1457.0,,1,0,7
14110,2006029655,,,7,7212,2,2,404.0,,1,0,7
14123,2006029668,40.1634,-75.757437,15,15242,1,4,550.0,,1,0,2
14210,2006029937,,,44,44403,3,7,2111.0,,2,0,4
