,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
128,2018064292,26,F,2.0,1,1.0
129,2018064292,62,M,0.0,2,1.0
130,2018064292,19,M,0.0,1,2.0
173,2018059581,31,M,2.0,1,1.0
174,2018059581,54,M,3.0,2,1.0
358,2018062159,21,M,2.0,1,1.0
359,2018062159,59,M,3.0,2,1.0
423,2018064562,58,M,1.0,1,1.0
470,2018057318,30,M,0.0,1,1.0
471,2018057318,46,M,2.0,2,1.0
472,2018057318,9,F,0.0,2,2.0
473,2018057318,9,M,0.0,2,2.0
513,2018060445,61,M,2.0,1,1.0
514,2018060445,17,F,3.0,2,1.0
535,2018059431,32,M,2.0,1,1.0
824,2018014468,28,M,0.0,1,1.0
825,2018014468,41,F,4.0,2,1.0
826,2018014468,17,F,4.0,2,2.0
827,2018014468,14,M,2.0,2,2.0
828,2018014468,15,M,4.0,2,2.0
829,2018014468,14,M,4.0,2,2.0
965,2018057323,19,M,8.0,1,1.0
966,2018057323,20,M,2.0,1,2.0
1049,2018055119,47,F,0.0,1,1.0
1050,2018055119,33,M,2.0,2,1.0
1053,2018050984,20,M,2.0,1,1.0
1054,2018086957,31,M,1.0,1,1.0
1067,2018047300,32,M,2.0,1,7.0
1068,2018047300,29,M,0.0,2,1.0
1069,2018047300,27,M,0.0,2,2.0
1070,2018047300,24,M,0.0,2,2.0
1122,2018062355,34,M,2.0,1,1.0
1123,2018062355,24,M,0.0,2,1.0
1156,2018056899,21,F,9.0,1,1.0
1157,2018056899,26,M,0.0,1,2.0
1158,2018056899,26,M,9.0,1,2.0
1159,2018056899,64,M,1.0,2,7.0
1174,2018059967,37,M,2.0,1,1.0
1351,2018031070,31,F,2.0,1,1.0
1398,2018063420,60,M,2.0,1,1.0
1399,2018063420,40,F,0.0,2,1.0
1401,2018059224,22,M,3.0,1,1.0
1402,2018059224,20,F,2.0,1,2.0
1487,2018063593,67,M,2.0,1,1.0
1488,2018063593,27,M,0.0,2,1.0
1597,2018064286,29,F,1.0,1,1.0
1598,2018064286,25,F,8.0,1,2.0
1599,2018064286,4,M,8.0,1,2.0
1600,2018064286,5,M,8.0,1,2.0
1613,2018059295,60,M,0.0,1,1.0
1614,2018059295,89,F,2.0,2,1.0
1617,2018058678,18,M,2.0,1,1.0
1735,2018014122,6,F,0.0,2,2.0
1736,2018014122,14,M,0.0,2,2.0
1737,2018014122,7,F,0.0,2,2.0
1738,2018014122,11,M,0.0,2,2.0
1739,2018014122,65,M,8.0,3,1.0
1740,2018014122,50,F,8.0,3,2.0
1833,2018059456,26,M,3.0,1,1.0
1834,2018059456,32,M,2.0,1,2.0
2165,2018059535,67,M,1.0,1,1.0
2166,2018059535,17,M,0.0,2,1.0
2167,2018059535,71,M,0.0,3,1.0
2168,2018059535,71,F,0.0,3,2.0
