,CRN,DEC_LATITUDE,DEC_LONGITUDE,COUNTY,MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,ARRIVAL_TM,TIME_OF_DAY,SUSP_SERIOUS_INJ_COUNT,FATAL_COUNT,COLLISION_TYPE
789,2017031129,40.548853,-76.378863,53,53421,3,6,,,1,0,8
795,2017011633,40.640289,-79.006364,32,32209,1,6,,,1,0,4
818,2017019947,39.977029,-75.159959,67,67301,2,7,,,1,0,8
842,2017031077,40.338353,-76.108561,6,6221,3,7,,,2,0,2
938,2017017082,39.963678,-76.723834,66,66301,2,1,,,1,0,4
1059,2017031604,41.208654,-75.893905,40,40401,3,4,,,1,0,4
1063,2017030220,40.356007,-79.523557,64,64214,3,2,,,0,1,4
1113,2017021113,40.438526,-78.412194,7,7201,1,6,,,1,0,7
1185,2017027455,39.846803,-75.363292,23,23301,3,7,,,1,0,8
1208,2017027782,40.589669,-76.549561,53,53429,2,4,,,1,0,8
1386,2017032489,41.955317,-79.852484,25,25201,3,7,,,1,0,7
1418,2017011385,40.455665,-80.002477,2,2301,1,6,,,1,0,8
1436,2017030087,40.442397,-80.000034,2,2301,3,6,,,1,1,7
1489,2017022313,41.387678,-75.621353,35,35217,2,5,,,0,1,99
1542,2017032299,40.3295,-79.734072,64,64101,3,7,1647.0,,1,0,1
1603,2017031693,40.111965,-75.281957,46,46107,3,5,1350.0,,1,0,7
1628,2017013827,40.228701,-76.922215,21,21102,2,4,1303.0,,1,0,8
1640,2017028444,40.698657,-80.073472,10,10212,2,6,645.0,,1,0,4
1667,2017010805,40.528273,-79.849596,2,2208,1,1,2137.0,,1,0,1
1675,2017017302,40.355797,-75.89843,6,6220,2,4,2220.0,,1,0,7
1686,2017011063,40.105604,-76.099565,36,36415,1,5,1301.0,,1,0,8
1724,2017009808,40.718167,-75.849611,53,53237,1,6,650.0,,1,0,7
1831,2017031850,41.417299,-75.602188,35,35407,3,3,1215.0,,1,0,1
1834,2017031102,39.861474,-77.093798,1,1216,3,1,1931.0,,1,0,1
1860,2017027099,41.043025,-76.488226,19,19210,3,6,849.0,,0,1,2
1927,2017029010,40.032084,-75.067619,67,67301,2,7,1316.0,,1,0,4
1955,2017021529,39.971446,-75.159371,67,67301,2,5,1531.0,,1,0,8
1956,2017003062,40.061378,-76.352862,36,36214,1,1,127.0,,0,1,7
1988,2017029009,40.026636,-75.036365,67,67301,2,7,9999.0,,1,0,8
2008,2017028337,41.358532,-75.743415,35,35412,3,4,1234.0,,1,0,8
2070,2017017224,39.907768,-75.286778,23,23102,2,4,1147.0,,1,0,7
2086,2017030878,40.976012,-78.856075,33,33208,3,2,1618.0,,1,0,7
2109,2017006053,40.199877,-76.731055,22,22409,1,6,2330.0,,1,0,8
2133,2017000751,40.590293,-75.45999,39,39301,1,3,2243.0,,3,2,4
2178,2017014279,40.284259,-77.093544,21,21206,2,6,2.0,,1,0,7
2182,2017009955,40.470683,-80.091682,2,2126,1,3,319.0,,1,0,7
2194,2017014766,39.895484,-75.296633,23,23411,2,7,209.0,,2,0,7
2199,2017015575,40.600606,-77.561357,44,44205,1,3,832.0,,1,0,1
2223,2017010881,41.756631,-78.565524,42,42208,1,6,1910.0,,1,0,7
2301,2017008313,40.60225,-79.556139,64,64431,1,1,1411.0,,1,0,4
2303,2017009233,41.203699,-77.261223,41,41403,1,7,2012.0,,1,0,8
2394,2017006407,40.213735,-78.792832,55,55218,1,6,1924.0,,1,0,4
2525,2017030841,40.896767,-79.840614,10,10224,3,7,2234.0,,1,0,2
2583,2017015933,40.099475,-74.956452,9,9202,2,4,1652.0,,1,0,8
2588,2017014650,40.197804,-80.091449,62,62221,2,5,1537.0,,1,0,7
2604,2017011190,40.420391,-78.461601,7,7201,1,2,1809.0,,1,0,7
2685,2017013170,39.934266,-75.334586,23,23108,2,4,1439.0,,1,0,1
2712,2017023322,40.401278,-75.936222,6,6102,2,2,2357.0,,0,1,4
2720,2017010166,40.946406,-77.71674,14,14214,1,6,1309.0,,0,1,7
2722,2017013471,40.984882,-78.148814,17,17210,1,3,1458.0,,1,0,5
2733,2017011438,41.21045,-75.889701,40,40401,1,3,822.0,,1,0,5
2845,2017011366,40.942098,-77.725845,14,14221,1,3,1340.0,,1,0,4
2881,2017005315,40.16045,-79.48281,64,64212,1,5,419.0,,1,0,7
2884,2017002980,40.270513,-76.815251,22,22208,1,3,2138.0,,1,0,7
3036,2017009710,41.676086,-78.82586,42,42215,1,4,911.0,,0,1,1
3086,2017006224,40.437692,-80.052693,2,2301,1,7,1814.0,,1,0,8
3094,2017003443,40.209628,-76.108084,36,36210,1,6,227.0,,1,0,5
3136,2017012587,41.368263,-78.645766,24,24203,1,1,2033.0,,1,0,7
3226,2017004758,41.060632,-75.749167,13,13403,1,3,1536.0,,1,0,1
3262,2017001992,41.403167,-75.649778,35,35302,1,5,830.0,,0,1,8
3309,2017006049,41.08738,-77.543375,18,18203,1,6,1036.0,,0,1,6
3511,2017001720,40.284729,-76.901532,22,22301,1,1,1926.0,,1,0,4
3518,2017012173,40.717289,-76.347231,53,53211,1,1,123.0,,1,0,7
3534,2017019490,40.441467,-80.030592,2,2301,2,5,1211.0,,1,0,2
3552,2017009309,40.357092,-76.366849,38,38209,1,6,1241.0,,0,2,2
3567,2017015378,40.231839,-76.933864,21,21102,1,7,403.0,,0,1,0
3600,2017019033,39.969652,-75.211465,67,67301,1,5,843.0,,1,0,4
3605,2017016783,40.204862,-76.954647,21,21102,2,6,655.0,,1,0,4
3612,2017004725,40.048889,-75.770946,15,15204,1,4,755.0,,1,1,7
3744,2017003979,39.749613,-77.728785,28,28201,1,7,1217.0,,1,0,0
3771,2017016434,40.531501,-80.173868,2,2458,2,6,749.0,,1,0,1
3798,2017019195,40.553231,-79.689561,64,64218,2,7,1340.0,,1,0,7
3811,2017005696,40.486696,-80.07616,2,2122,1,6,1113.0,,1,0,1
3812,2017015402,41.706634,-75.670289,57,57219,1,6,2349.0,,1,0,7
3892,2017015927,40.848942,-77.606808,14,14207,1,1,1634.0,,0,1,6
3948,2017007359,40.463846,-80.194313,2,2213,1,1,302.0,,1,0,7
3956,2017004893,40.654366,-79.838364,2,2220,1,4,744.0,,1,0,2
3983,2017006467,40.857841,-78.379138,17,17230,1,7,1654.0,,1,0,7
3999,2017011487,40.014943,-78.305011,5,5226,1,1,1241.0,,1,0,7
4019,2017003838,40.53563,-75.737928,6,6224,1,3,2340.0,,1,0,2
4033,2017002770,41.554918,-75.249507,63,63222,1,4,935.0,,0,1,1
4059,2017014192,41.83725,-79.07041,61,61214,1,1,1205.0,,0,1,8
4063,2017015893,40.963002,-78.099436,17,17210,2,4,102.0,,1,0,7
4068,2017019268,41.248972,-75.690546,40,40201,2,4,2034.0,,1,0,1
4103,2017014974,40.352167,-76.716222,22,22219,1,2,523.0,,0,1,8
4116,2017011205,40.510371,-80.096859,2,2429,1,7,2332.0,,0,1,7
4179,2017013594,40.681254,-80.336616,4,4404,1,3,1357.0,,1,0,4
4195,2017020188,40.102303,-76.305384,36,36101,2,7,1811.0,,0,1,8
4212,2017016526,40.300968,-79.336984,64,64204,1,3,1727.0,,0,1,7
4221,2017008764,40.490673,-79.907546,2,2401,1,3,1943.0,,0,1,8
4232,2017016555,41.121736,-78.659913,17,17229,1,2,1250.0,,0,1,0
4289,2017015510,39.898427,-77.641299,28,28204,1,5,1422.0,,1,0,2
4313,2017012413,40.883449,-76.551449,47,47207,1,2,1736.0,,0,1,4
4328,2017014967,40.370344,-76.956089,22,22211,1,7,128.0,,0,1,8
4336,2017014203,41.978758,-76.3374,8,8236,1,3,616.0,,1,0,7
4365,2017011578,40.309331,-76.803276,22,22208,1,6,1519.0,,0,1,8
4375,2017015705,40.794844,-75.532963,48,48207,2,2,1021.0,,1,0,4
4380,2017015864,40.317002,-76.795284,22,22208,1,6,1212.0,,0,1,4
4385,2017015908,41.008665,-77.685086,14,14211,1,2,1946.0,,1,0,4
4470,2017003900,39.962764,-75.251536,23,23111,1,2,1813.0,,0,1,8
4471,2017012673,40.968472,-76.636032,47,47206,1,6,1429.0,,2,1,2
4482,2017016442,39.983286,-75.293881,23,23103,2,5,1637.0,,1,0,8
4503,2017016527,40.442106,-79.793625,2,2446,1,3,2234.0,,0,1,8
4530,2017013321,39.866297,-76.115393,36,36205,1,6,1758.0,,1,0,2
4534,2017016100,40.326503,-75.620548,46,46201,2,6,642.0,,1,0,8
4556,2017013236,40.303736,-76.83003,22,22208,1,7,2003.0,,2,0,0
4588,2017016162,41.247551,-76.940911,41,41219,2,3,1359.0,,1,0,4
4619,2017000209,40.325524,-79.836343,2,2304,1,1,1342.0,,1,0,1
4725,2017013298,41.680458,-75.77597,57,57218,1,7,2036.0,,0,1,7
4742,2017012834,40.423357,-76.035416,6,6229,1,4,516.0,,0,1,7
4751,2017017672,40.360714,-76.925695,22,22211,2,6,910.0,,1,0,0
4770,2017007092,41.769535,-80.114095,20,20413,1,1,2124.0,,1,0,2
4783,2017012259,40.626425,-80.229279,4,4102,1,2,823.0,,1,0,7
4788,2017013400,41.221951,-75.364946,45,45203,2,5,59.0,,0,1,7
4878,2017015079,39.870589,-75.346485,23,23107,2,4,338.0,,1,0,7
4880,2017014705,39.893198,-75.320106,23,23107,2,1,2036.0,,1,0,8
4910,2017015599,41.031566,-75.324372,45,45101,2,6,737.0,,1,0,4
5001,2017013999,40.008833,-75.177167,67,67301,1,3,1213.0,,0,1,5
5018,2017006225,40.219762,-76.102461,36,36210,1,7,413.0,,3,0,6
5036,2017016626,40.139173,-79.618338,64,64206,1,6,2310.0,,0,1,7
5051,2017005471,40.010528,-75.757588,15,15101,1,5,56.0,,0,1,7
5071,2017014980,39.840171,-78.212292,29,29203,1,1,401.0,,0,1,7
5093,2017016632,40.374299,-79.266283,64,64204,1,4,2356.0,,0,1,7
5112,2017017365,42.039949,-80.291004,25,25205,1,6,123.0,,0,1,7
5195,2017011529,40.108383,-74.913188,9,9202,1,6,1753.0,,1,1,4
5215,2017012174,42.004609,-80.037456,25,25216,1,1,1242.0,,0,1,4
5330,2017021295,40.698834,-75.248328,48,48212,1,3,2311.0,,1,0,0
5333,2017015779,40.511338,-77.519668,34,34201,1,6,454.0,,1,0,7
5338,2017006962,40.110828,-76.770633,66,66220,1,7,1643.0,,4,2,2
5339,2017011773,41.039213,-78.408569,17,17223,1,3,747.0,,1,0,1
5359,2017013300,40.987727,-79.833297,10,10210,1,3,2254.0,,0,1,7
5360,2017012453,40.014251,-75.213748,46,46104,1,7,423.0,,1,0,1
5409,2017021416,40.140431,-76.303663,36,36235,2,2,1653.0,,1,0,1
5430,2017015494,41.637101,-79.043417,61,61218,2,6,2356.0,,1,0,7
5454,2017015397,40.153419,-75.670258,15,15234,1,2,2221.0,,1,0,7
5522,2017014742,40.06483,-76.844604,66,66205,1,1,2034.0,,1,0,7
5527,2017006230,40.046651,-76.311324,36,36301,1,5,2017.0,,1,0,8
5528,2017022374,39.806511,-76.410792,66,66215,2,1,1026.0,,1,0,4
5532,2017020171,41.195411,-79.005746,33,33220,1,1,1424.0,,1,0,7
5558,2017025999,40.537806,-75.727429,6,6224,3,4,732.0,,1,0,7
5590,2017014300,40.997412,-76.647847,47,47208,2,6,948.0,,1,0,4
5675,2017025279,39.903677,-80.148236,30,30205,3,7,1802.0,,1,0,1
5714,2017004127,40.974616,-80.357871,37,37213,1,3,855.0,,1,0,7
5827,2017022833,41.362429,-79.130428,27,27201,1,1,837.0,,0,1,7
5831,2017011695,41.579496,-75.488441,35,35301,1,4,1531.0,,2,0,2
5850,2017014845,40.920551,-77.761075,14,14221,1,7,2244.0,,1,0,7
5942,2017007187,40.020384,-75.309288,46,46104,1,3,1614.0,,1,0,2
5947,2017017744,39.846167,-76.303639,36,36224,1,5,642.0,,0,1,8
5982,2017003216,41.145559,-80.221751,43,43226,1,3,2329.0,,1,0,7
5988,2017009284,,,23,23203,1,6,1406.0,,1,0,1
6000,2017015120,40.013779,-79.504973,26,26219,2,4,1209.0,,1,0,2
6001,2017017734,41.438052,-75.950522,65,65213,1,1,2339.0,,0,1,7
6078,2017024698,41.122424,-76.291956,19,19207,2,3,2333.0,,1,0,0
6086,2017012336,40.502865,-77.128837,50,50205,1,2,1641.0,,1,0,7
6088,2017014987,41.382205,-75.580718,35,35217,1,3,1236.0,,0,1,1
6094,2017014617,40.242997,-75.697227,6,6212,2,7,9.0,,1,2,7
6106,2017004406,40.856114,-75.716548,13,13208,1,3,2325.0,,1,0,4
6114,2017017727,40.225889,-76.059218,36,36202,1,3,1206.0,,0,1,1
6126,2017009248,40.863242,-76.778618,49,49302,1,7,1239.0,,1,0,4
6166,2017017420,39.830866,-75.439511,23,23110,1,6,2018.0,,1,0,8
6171,2017015350,41.210401,-80.49906,43,43301,2,5,225.0,,1,0,8
6247,2017004848,40.306055,-79.545484,64,64302,1,4,1801.0,,1,0,8
6269,2017021356,41.879826,-80.173421,25,25219,1,7,1851.0,,1,0,8
6285,2017022966,40.320249,-76.792666,22,22208,2,2,1035.0,,1,0,4
6307,2017005906,39.870088,-75.304486,23,23109,1,5,43.0,,1,0,7
6329,2017023265,40.919912,-80.374593,37,37206,1,3,804.0,,0,1,7
6351,2017005286,40.208025,-76.957332,21,21102,1,5,1533.0,,1,0,4
6380,2017022218,39.996045,-75.745871,15,15101,2,6,1848.0,,1,0,4
6648,2017002518,40.435452,-80.208121,2,2214,1,6,1510.0,,1,0,4
6711,2017018434,41.20607,-79.382648,16,16402,2,3,1658.0,,1,0,7
6783,2017023180,41.595516,-80.168998,20,20228,2,6,205.0,,0,1,7
6803,2017010501,39.957185,-75.201951,67,67301,1,4,1003.0,,1,0,8
6832,2017024903,40.92936,-76.237866,19,19201,2,1,1350.0,,1,0,7
6839,2017022904,40.583306,-79.577134,64,64422,2,7,1739.0,,1,0,2
6848,2017011453,40.717236,-80.100164,10,10212,1,5,1559.0,,1,0,7
6880,2017022046,39.905691,-76.32479,36,36224,1,2,1750.0,,0,2,7
6994,2017000412,40.249553,-76.032188,6,6206,1,2,2003.0,,1,0,7
7002,2017023121,40.388656,-79.830251,2,2111,2,2,849.0,,0,1,4
7018,2017022014,40.404989,-76.941142,22,22211,2,4,1400.0,,0,1,7
7118,2017004703,41.001664,-80.321219,37,37301,1,6,1629.0,,1,0,2
7197,2017025000,40.308181,-75.956603,6,6103,3,2,1109.0,,1,0,4
7278,2017005944,40.333964,-76.568365,38,38210,1,6,1553.0,,1,0,7
7321,2017002996,40.660221,-79.673468,64,64201,1,7,1544.0,,1,0,4
7326,2017022003,40.255115,-76.859046,22,22301,2,6,1610.0,,1,0,4
7339,2017002956,40.466188,-79.826144,2,2113,1,7,1643.0,,1,0,1
7359,2017022550,40.490576,-79.825382,2,2113,2,1,2012.0,,2,0,1
7426,2017002654,39.940792,-75.271104,23,23412,1,6,1526.0,,1,0,8
7439,2017011708,39.952974,-75.20282,67,67301,1,7,947.0,,1,0,8
7573,2017021492,40.047524,-75.14289,67,67301,2,7,136.0,,0,1,4
7582,2017020498,40.982794,-76.882126,59,59205,2,1,1626.0,,2,0,1
7587,2017023012,40.222649,-77.216279,21,21208,1,1,440.0,,1,0,7
7613,2017024904,40.684081,-75.701883,39,39202,2,1,1614.0,,0,1,0
7647,2017012302,40.956663,-75.984316,40,40301,1,5,1740.0,,1,0,8
7650,2017003164,39.845939,-75.710075,15,15406,1,1,1102.0,,2,0,4
7696,2017000820,40.003095,-75.547691,15,15208,1,4,955.0,,1,0,7
7703,2017006538,40.784749,-77.766275,14,14210,1,1,225.0,,1,0,7
7737,2017001090,41.980689,-75.443714,63,63219,1,1,1127.0,,1,0,0
7761,2017021254,39.814945,-76.681063,66,66226,1,2,1250.0,,1,0,1
7859,2017021003,40.761044,-75.589156,48,48207,2,2,1537.0,,1,0,6
7927,2017007599,41.818556,-79.418046,61,61216,1,4,623.0,,1,0,0
7956,2017017549,40.223569,-75.205074,46,46204,2,2,1533.0,,1,0,4
7963,2017007000,40.514524,-80.007085,2,2116,1,2,1539.0,,1,0,1
7971,2017021909,40.986926,-75.205224,45,45404,2,7,438.0,,1,0,7
7989,2017024841,41.840838,-79.26182,61,61201,3,6,1602.0,,1,0,7
8001,2017021207,40.609208,-75.472836,39,39301,2,3,2034.0,,0,1,8
8083,2017024534,39.831718,-76.922433,66,66211,2,3,1236.0,,1,0,7
8128,2017008672,40.460996,-75.820462,6,6232,1,5,1917.0,,4,0,2
8144,2017007646,41.230736,-80.504651,43,43302,1,4,659.0,,1,0,8
8167,2017020181,40.581702,-75.522095,39,39103,2,7,1848.0,,2,0,4
8198,2017005710,41.422901,-78.739121,24,24402,1,6,1031.0,,1,0,7
8215,2017005463,40.572401,-76.017324,6,6238,1,2,1857.0,,1,0,2
8253,2017023195,40.080476,-80.192352,62,62201,2,2,527.0,,0,1,7
8298,2017012012,39.824856,-79.742964,26,26206,1,1,536.0,,1,0,7
8338,2017021180,39.853672,-76.690565,66,66228,1,2,1341.0,,1,0,4
8399,2017018306,40.283837,-77.092415,21,21206,2,3,2058.0,,1,0,4
8430,2017009415,41.782369,-77.348069,58,58208,1,5,1644.0,,1,0,7
8441,2017010966,40.171572,-80.251883,62,62302,1,4,1758.0,,1,0,8
8450,2017020844,40.163504,-75.670118,15,15234,1,4,1822.0,,1,0,2
8503,2017006114,40.042004,-75.482694,15,15236,1,7,1245.0,,1,0,8
8510,2017024641,39.906511,-77.839755,28,28212,2,2,504.0,,1,0,7
8597,2017006860,41.12714,-75.117476,45,45207,1,7,1154.0,,1,0,0
8614,2017023237,39.947571,-79.733924,26,26214,2,1,257.0,,3,0,7
8784,2017018619,40.183464,-77.242829,21,21202,2,4,1949.0,,1,0,2
8793,2017020009,40.302747,-79.514904,64,64209,2,7,1331.0,,1,0,0
8804,2017020280,40.235208,-76.294173,36,36217,2,6,1641.0,,1,0,5
8881,2017018293,41.232773,-75.903922,40,40304,2,2,1520.0,,1,0,8
8899,2017016277,40.483432,-79.907943,2,2301,2,6,120.0,,1,0,7
8904,2017020359,40.080989,-76.348971,36,36101,2,4,1619.0,,0,1,1
8919,2017018683,39.895715,-77.36316,1,1205,1,1,1245.0,,1,0,4
8933,2017017743,41.407189,-75.506543,35,35210,1,2,2118.0,,1,0,7
8947,2017014740,40.811085,-80.119382,10,10217,1,6,1045.0,,1,0,7
8950,2017020754,40.105204,-74.993409,67,67301,2,3,1305.0,,2,2,5
8985,2017013913,39.955396,-75.155885,67,67301,1,1,1451.0,,1,0,8
8986,2017015464,40.462689,-79.827911,2,2113,2,1,209.0,,1,0,8
9023,2017021699,40.356946,-76.022433,6,6221,2,1,2000.0,,1,0,7
9043,2017015161,40.772945,-80.290754,4,4212,1,2,652.0,,0,1,2
9089,2017017038,40.476649,-75.783703,6,6407,1,1,700.0,,0,1,7
9126,2017019565,40.039358,-75.140771,67,67301,1,1,141.0,,0,1,8
9141,2017017871,39.978606,-76.661335,66,66227,2,7,2209.0,,1,0,4
9147,2017020034,39.848856,-77.896219,28,28210,2,7,5.0,,1,0,2
9170,2017020356,,,48,48409,2,3,232.0,,0,1,7
9173,2017018990,40.032861,-75.080611,67,67301,1,7,2344.0,,0,2,8
9193,2017018507,40.073782,-75.243499,46,46108,1,2,1942.0,,0,1,8
9195,2017019727,40.140904,-79.821438,64,64103,2,6,1614.0,,2,0,7
9225,2017017720,40.077862,-75.852316,15,15219,1,4,634.0,,0,1,5
9240,2017021351,40.980476,-75.973119,40,40214,1,5,1049.0,,1,0,4
9283,2017012952,40.312403,-75.304058,46,46103,1,3,1905.0,,1,0,2
9311,2017009142,40.515128,-80.316544,4,4209,1,7,241.0,,1,0,7
9312,2017019795,41.230912,-77.144811,41,41242,1,6,1125.0,,1,0,7
9335,2017020983,41.579819,-75.313626,63,63222,2,7,525.0,,1,0,7
9377,2017005956,41.266197,-76.065164,40,40222,1,1,2234.0,,1,0,7
9399,2017020330,40.334641,-79.717819,64,64101,2,2,743.0,,0,1,2
9414,2017010807,41.15006,-77.352246,18,18219,1,3,1110.0,,1,0,7
9417,2017014481,40.317646,-75.308592,9,9210,1,7,20.0,,0,1,2
9429,2017018172,40.698093,-77.348404,44,44204,2,7,2244.0,,0,1,0
9515,2017020192,41.360583,-75.570629,35,35217,2,1,1625.0,,0,1,4
9519,2017020893,40.125922,-75.699422,15,15210,1,2,1545.0,,1,0,0
9529,2017002491,42.139423,-80.059264,25,25302,1,6,1232.0,,1,0,2
9542,2017021164,41.230183,-75.062853,51,51209,2,1,43.0,,0,1,7
9543,2017000700,40.165915,-75.291351,46,46225,1,3,1925.0,,1,0,8
9552,2017009085,41.017461,-75.917832,40,40204,1,4,1603.0,,1,0,7
9577,2017021329,40.162301,-78.255758,5,5203,2,3,1359.0,,0,4,7
9609,2017020756,40.062618,-75.462824,15,15236,2,3,748.0,,2,0,2
9613,2017021452,40.093667,-75.285611,46,46224,2,4,1133.0,,1,0,8
9633,2017021011,41.047946,-77.214761,18,18211,2,1,50.0,,1,0,8
9660,2017017722,41.644554,-76.151401,65,65402,1,5,58.0,,1,0,2
9670,2017020355,42.086441,-80.087328,25,25213,2,6,1354.0,,0,1,4
9687,2017007732,40.31008,-76.922662,21,21101,1,4,1008.0,,1,0,7
9703,2017021666,42.11608,-79.840628,25,25209,2,5,1525.0,,0,1,8
9750,2017007779,39.991403,-75.134518,67,67301,1,2,650.0,,1,0,8
9768,2017017750,40.685276,-75.590988,39,39207,1,1,1854.0,,1,0,7
9846,2017022117,40.321347,-79.836753,2,2469,2,6,2205.0,,0,1,7
9858,2017018426,41.132443,-76.013058,40,40208,1,1,509.0,,1,0,7
9872,2017007799,40.077664,-75.031588,67,67301,1,2,1123.0,,1,0,8
9887,2017018273,41.090593,-77.534761,18,18203,1,6,2140.0,,0,1,7
9905,2017010357,40.133339,-74.871666,9,9101,1,3,1728.0,,1,0,4
9915,2017020285,40.482781,-75.741635,6,6224,2,7,1023.0,,1,0,4
9948,2017028380,39.966355,-79.647028,26,26204,2,4,2259.0,,0,1,7
9958,2017018254,40.974562,-75.978476,40,40214,1,2,215.0,,0,1,7
9960,2017019856,41.19164,-75.254039,45,45201,2,7,1129.0,,1,0,2
9985,2017008070,40.890767,-77.881328,14,14223,1,3,1531.0,,0,1,7
10007,2017016827,40.192472,-75.153,46,46204,2,7,1019.0,,0,1,4
10042,2017009913,40.316587,-78.956692,11,11432,1,6,1754.0,,1,0,8
10057,2017000711,40.103419,-75.260915,46,46224,1,2,2355.0,,1,0,7
10063,2017024975,40.829928,-76.586719,49,49215,3,5,2208.0,,1,0,7
10071,2017018640,40.843406,-77.645131,14,14218,2,6,654.0,,1,0,7
10080,2017015306,40.606771,-75.494692,39,39301,1,1,1700.0,,1,0,4
10119,2017018179,41.801741,-76.963717,58,58226,2,2,1052.0,,0,1,7
10141,2017018211,40.373854,-80.104413,2,2102,2,6,1845.0,,0,1,8
10150,2017003098,40.34497,-79.924171,2,2473,1,5,1048.0,,1,0,4
10198,2017021665,40.373753,-77.888534,31,31220,2,5,1529.0,,1,0,7
10241,2017018649,41.649318,-76.163969,8,8230,2,1,1211.0,,1,0,4
10264,2017019560,40.034501,-76.46043,36,36239,2,3,1624.0,,1,0,4
10265,2017020622,40.446118,-79.996447,2,2301,2,1,1246.0,,1,0,8
10283,2017005972,40.446426,-80.038007,2,2301,1,7,107.0,,1,0,8
10284,2017018540,39.970503,-75.234214,67,67301,1,6,2000.0,,0,1,8
10305,2017018542,40.034451,-75.114895,67,67301,1,6,1700.0,,0,1,4
10322,2017025686,40.378511,-75.483995,46,46417,1,4,304.0,,1,0,7
10346,2017018547,40.055143,-75.073043,67,67301,1,3,1134.0,,0,1,8
10400,2017026508,40.344609,-75.932469,6,6301,3,6,759.0,,1,0,4
10409,2017021788,40.055454,-77.523642,21,21211,2,4,2153.0,,1,0,7
10469,2017026298,40.854777,-77.583343,14,14207,2,1,1320.0,,0,1,2
10482,2017022376,41.310381,-79.881304,60,60220,2,2,1357.0,,1,0,7
10491,2017024013,40.576692,-80.222432,2,2441,2,6,1851.0,,1,0,4
10550,2017018672,39.855439,-75.932893,15,15237,1,4,644.0,,1,0,7
10666,2017006204,40.277259,-80.197918,62,62206,1,7,255.0,,1,0,7
10681,2017016085,40.340142,-75.279041,9,9210,2,4,1515.0,,1,0,1
10689,2017024009,40.253885,-75.659657,46,46416,3,6,1959.0,,0,1,8
10690,2017026614,41.231514,-77.113158,41,41242,3,4,2355.0,,0,1,8
10710,2017018786,41.68886,-76.036945,57,57203,2,1,926.0,,1,0,7
10766,2017019977,39.91294,-76.625613,66,66102,2,6,823.0,,0,1,7
10783,2017025645,40.558005,-75.995229,6,6238,2,6,631.0,,1,0,4
10812,2017018588,40.211106,-79.661217,64,64215,2,2,2355.0,,1,0,1
10829,2017026027,40.163761,-77.039194,21,21207,2,3,750.0,,1,0,7
10848,2017018204,41.04326,-75.844846,40,40212,2,6,724.0,,1,0,7
10851,2017027533,40.268194,-76.870056,22,22301,3,6,2022.0,,0,1,4
10895,2017015747,40.309256,-77.152432,50,50202,2,1,2358.0,,1,0,7
10898,2017025270,40.781002,-78.069706,14,14225,3,7,108.0,,1,0,7
10946,2017009814,40.376121,-79.676434,64,64102,1,2,1656.0,,1,0,0
10956,2017024883,39.879105,-75.515471,23,23204,2,2,1723.0,,1,0,4
10958,2017012910,40.085828,-75.023459,67,67301,1,3,1852.0,,1,0,8
10959,2017024743,41.673267,-80.060364,20,20235,2,1,756.0,,1,0,2
10996,2017025915,40.985854,-80.343854,37,37301,3,4,1110.0,,1,0,8
11019,2017024583,40.264222,-77.053875,21,21212,1,6,632.0,,0,1,8
11026,2017003883,40.722122,-76.960729,54,54213,1,1,1851.0,,1,0,7
