,CRN,STREET_NAME
37,2024057839,BLUE RIDGE AV
38,2024057839,BLUE RIBBON AV
71,2024117752,MAINLINE EX
83,2024075517,MOUNT ROSE AV
84,2024075517,S OGONTZ ST
85,2024075517,MT ROSE AV
86,2024075517,MT ROSE AV
91,2024091918,BRIDGE ST
92,2024113209,VFW OF US MEM HW
114,2024062591,RAMP RD
115,2024062591,INTERSTATE 86 HW
116,2024082609,LINCOLN AV
117,2024082609,KENDALL AV
197,2024040071,MONTOUR ST
198,2024040071,MARTINS MILL RD
308,2024019522,LINCOLN HW
351,2024046635,HYNDMAN RD
353,2024046635,ALLEGHENY RD
354,2024046635,MAIN ST
441,2024066959,FINGAL ST
451,2024046138,AMERICAN LEGION MEM HW
478,2024029728,PENN LINCOLN PY
501,2024038777,ENOLA RD
502,2024038777,MOHAWK RD
524,2024083892,
578,2024066580,LIMEKILN PK
579,2024066580,LOWER STATE RD
580,2024066580,COUNTY LINE RD
581,2024066580,COUNTY LINE RD
582,2024066580,COUNTY LINE RD
583,2024066580,COUNTY LINE RD
584,2024066580,LIMEKILN PK
587,2024064304,SR 0093 SH
594,2024056388,MAIN ST
625,2024065435,MARKET ST
652,2024088478,FRY RD
799,2024050179,LEAGUE ISLAND BL
800,2024050179,CRESCENT DR
827,2024025110,WILDWOOD RD
833,2025018095,CHARTIERS AV
840,2024083838,POTTSTOWN BOYERTOWN BP
855,2024106432,OLD PLANK RD
856,2024019717,MERCHANT ST
903,2024005803,BRISTOL PK
904,2024005803,UNKNOWN RD
905,2024045394,DUSHANE ST
907,2024035342,
922,2024116418,GARVERS FERRY RD
955,2024077118,OLD YORK RD
1040,2024073265,PERRY HW
1041,2024073265,LEESBURG STATION RD
1079,2024093205,SR 0309 HW
1110,2024108730,SR 0080 HW
1167,2024084169,RAMP C RD
1168,2024084169,RAMP E RD
1169,2024084169,SR 0061 HW
1170,2024084169,SR 0061 HW
1197,2024050050,LANDISVILLE RD
1264,2024028927,AMVET MEM HW
1345,2024041341,RAMP D RD
1346,2024071923,DERRY MEETING RD
1347,2024071923,GAP NEWPORT PK
1348,2024071923,DALEVILLE JENNERSVILLE RD
1376,2024020705,HERR ST
1377,2024020705,CAMERON ST
1378,2024020705,CAMERON ST
1381,2024051249,VETERANS HW
1423,2024026076,CHURCH RD
1489,2024070920,WERTZVILLE RD
1574,2024085118,GODFREY AV
1640,2024085513,AMERICAN LEGION MEM HW
1687,2024034956,COMLY ST
1688,2024034956,FRANKFORD AV
1689,2024034956,FRANKFORD AV
1720,2024061087,ALLENTOWN PK
1721,2024105630,NO. 2 SHAFT RD
1722,2024105630,BUFFALO PITTSBURGH HW
1730,2024063389,POTTSTOWN BP
1767,2024058279,LINCOLN HW
1813,2024038643,NORTH FOURTH AV
1814,2024038643,NORTH FOURTH AV
1815,2024038643,NORTH SECOND ST
1852,2024046309,WALT WHITMAN BR
1853,2024046309,WALT WHITMAN RAMP RD
1884,2024050183,TABOR AV
1885,2024050183,FOULKROD ST
1899,2025013695,SR 0187 SH
1955,2024038653,THIRTYEIGHTH ST
1956,2024038653,OLD FRENCH RD
1957,2024038653,THIRTYEIGHTH ST
2016,2024033328,BUCK RUN RD
2038,2024044672,MAIN ST
2069,2024034056,SWANVILLE RD
2104,2025028417,STATION CR
2108,2024024036,CLAIRTON RD
2109,2024024036,CLAIRTON RD
2110,2024024036,LEWIS RUN RD
2134,2024037004,RACE ST
2135,2024037004,10TH ST
2284,2024033609,SCHUYLKILL EX
2307,2024023171,MAIN AV
2308,2024029421,FALLEN TROOPER MEM HW
2329,2024086162,MARKET ST
2330,2024086162,PENN ST
2374,2024066079,FIRST ST
2393,2024024531,3RD ST
2394,2024024531,ELM ST
2397,2024066999,VETERANS BL
2415,2024109232,MAIN ST
2416,2024109232,TONY ROW RD
2417,2024109232,PITTSBURGH RD
2496,2024015560,ASPEN AV
2497,2024015560,PENN AV
2547,2024020497,LINCOLN ST
2548,2024020497,LEHMAN ST
2573,2024088106,BEECH GROVE RD
2722,2024090907,SR 0220 SH
2732,2024077024,AMERICAN LEGION MEM HW
2770,2024021820,CENTRE ST
2848,2024058537,PIKE RD
2849,2024058537,ADMIRAL PEARY HW
2850,2024058537,ADMIRAL PEARY HW
2944,2024019717,OHIO RIVER BL
2945,2024019717,OHIO RIVER BL
2947,2024058918,PINE GROVE RD
2957,2024034675,ISLAND AV
2960,2024050957,PETERS RD
2961,2024050957,HOLLANDER RD
2974,2025000885,MAIN ST
2976,2024035376,BACK RD
2992,2024068377,INDIANOLA DR
2993,2024068377,SR 0910 HW
3088,2024094306,JENKINTOWN RD
3089,2024094306,ABINGTON AV
3105,2024064685,
3107,2024064685,FRANKLIN HILL RD
3142,2024036981,GEORGETOWN RD
3144,2024038525,WABANK RD
3145,2024038525,BEAN HILL RD
3183,2024091895,PLYMOUTH RD
3184,2024090648,RAMP D RD
3185,2024091895,STONE MILL RD
3297,2024034440,LIBERTY ST
3298,2024034440,ELEVENTH ST
3299,2024034440,N 11TH ST
3300,2024034440,LIBERTY ST
3301,2024034440,W LIBERTY ST
3349,2024064619,SOUDERSBURG RD
3361,2024064625,HAMILTON ST
3367,2024065251,E 25TH ST
3368,2024065251,PERRY ST
3381,2024036734,DELAWARE EX
3382,2024068549,KENNYWOOD BL
3383,2024068549,KENNYWOOD BL
3384,2024068549,GLENN ST
3439,2024026706,COLVER RD
3473,2024028940,DOE RUN RD
3545,2024113565,FOOTDALE RD
3547,2024042162,LONGVIEW RD
3551,2024027940,ECKLEY RD
3584,2024049609,CHESTNUT ST
3598,2024037014,GRANGE RD
3679,2024077061,BROAD ST
3728,2024054863,RENOVO RD
3761,2024092202,LINCOLN HW
3770,2025005992,SR 0014 HW
3783,2024084294,CLINE HOLLOW RD
3787,2024084294,WALNUT HOLLOW PZ
3788,2024084294,WILLIAM PENN HW
3789,2024084294,WILLIAM PENN HW
3793,2024060860,EWING RD
3803,2024108672,COUNTY LINE RD
3804,2024108672,BUXMONT RD
3806,2024029509,JORDAN PY
3807,2024029509,SIXTH ST
3845,2024038342,7TH ST
3850,2024034738,NEU RD
3922,2024099217,SR 0027 HW
3942,2025018906,HAZLETT ST INT/RAMP C RD
3960,2024054166,LOGAN BL
3970,2024072675,THIRD ST
3971,2024072675,PINE WY
4003,2024066320,QUENTIN RD
4041,2024069908,DUTCH HOLLOW RD
4065,2024039531,SR 0487 SH
4233,2024083562,SEYMOUR ST
4235,2024083562,WAYNE AV
4269,2024083129,I 76 PK
4302,2024043515,LINCOLN HW
4304,2024040104,SECOND AV
4340,2024067491,HULTON RD
4368,2024084664,BUSINESS 30/LINCOLN HW
4402,2024062517,ALLENTOWN BL
4423,2024010753,SARA WY
4489,2024104719,AMERICAN LEGION MEM HW
4530,2024084510,FORREST RD
4531,2024084510,BETHLEHEM PK
4538,2024067689,OLD WILLIAM PENN HW
4563,2024030154,MAIN ST
4570,2024045498,DOUGLASS DR
4740,2024110596,PENN AV
4741,2024110596,BROAD ST
4762,2024117256,RED LION RD
4771,2024025145,MARGUERITE RD
