,CRN,AGE,SEX,INJ_SEVERITY,UNIT_NUM,PERSON_TYPE
26,2016039375,25,F,1.0,1,1.0
33,2016042273,68,M,8.0,1,1.0
34,2016042273,19,F,2.0,2,1.0
35,2016042273,26,M,0.0,3,8.0
41,2016041164,30,F,2.0,1,1.0
82,2016040512,18,F,2.0,1,1.0
83,2016040512,23,F,2.0,2,1.0
113,2016042541,15,F,0.0,1,1.0
114,2016042541,15,F,0.0,1,2.0
115,2016042541,44,F,2.0,2,7.0
181,2016042120,28,F,4.0,1,1.0
182,2016042120,34,M,2.0,1,2.0
201,2016038971,22,M,2.0,1,1.0
234,2016042519,18,M,2.0,1,1.0
365,2016041552,58,M,2.0,1,1.0
366,2016041552,31,M,2.0,1,2.0
367,2016041552,26,M,4.0,2,1.0
379,2016040878,42,M,2.0,1,1.0
380,2016040878,36,M,0.0,2,1.0
435,2016042723,21,M,2.0,1,1.0
651,2016039791,26,M,1.0,1,1.0
652,2016039791,21,M,1.0,2,1.0
653,2016038832,38,M,1.0,1,1.0
687,2016041240,37,F,2.0,1,1.0
806,2016042243,89,F,0.0,1,1.0
807,2016042243,52,M,2.0,2,4.0
936,2016040534,18,M,0.0,1,1.0
937,2016040534,18,M,0.0,1,2.0
938,2016040534,14,M,0.0,1,2.0
939,2016040534,17,M,0.0,1,2.0
940,2016040534,64,M,1.0,2,7.0
941,2016040534,47,F,0.0,3,1.0
1043,2016039004,22,M,3.0,1,1.0
1044,2016039004,42,F,2.0,1,2.0
1073,2016039145,22,M,0.0,1,1.0
1074,2016039145,29,F,3.0,1,2.0
1075,2016039145,17,F,2.0,2,1.0
1539,2016042948,22,M,1.0,1,1.0
1540,2016042948,65,M,0.0,2,1.0
1603,2016042216,30,M,1.0,1,1.0
1623,2016041177,24,F,0.0,1,1.0
1624,2016041177,23,M,2.0,1,2.0
1625,2016041177,3,M,0.0,1,2.0
1626,2016041177,1,M,0.0,1,2.0
1631,2016042972,28,M,2.0,1,1.0
1723,2016039466,18,F,4.0,1,1.0
1724,2016039466,33,F,3.0,2,1.0
