,CRN,STREET_NAME
50,2023075425,BASKET RD
100,2023064605,CLARKS VALLEY RD
183,2023030363,VALLEY RD
188,2023112910,SHELBOURNE RD
189,2023112910,OLEY TURNPIKE RD
190,2023112910,ST LAWRENCE AV
222,2023087819,BRYANSVILLE RD
315,2023093184,BENJAMIN FRANKLIN HW
316,2023077251,Z H CONFAIR MEMORIAL HW
367,2023069647,SAW MILL RUN BL
369,2023069647,SAW MILL RUN BL
370,2023069647,SAINT NORBERTS ST
498,2023108283,COTTAGE ST
499,2023108283,ROBBINS ST
503,2023102281,MEADOW AV
528,2023028027,ARSENAL RD
556,2023088731,48TH ST
557,2023088731,KINGSESSING AV
566,2024004730,AMERICAN LEGION MEM HW
639,2023083751,SCHWENKSVILLE RD
664,2023034490,OLD DOUGLASS DR
665,2023034490,DOUGLASS DR
666,2023034490,OAK LN
707,2023042672,18TH ST
709,2023042672,GETTYSBURG RD
710,2023042672,HUMMEL AV
735,2023086892,OHIO ST
736,2023098438,DELAWARE EX
743,2023056568,GOLDEN SLIPPER RD
772,2023085293,RED HILL RD
817,2023007631,ST RT HW
818,2023007631,RAILROAD ST
825,2023107678,WILLIAM PENN HW
857,2023030371,ROSEVILLE RD
865,2024004427,MEMORIAL HW
889,2023086232,NORWIN RD
918,2023044523,WATER ST
919,2023044523,VINE ST
920,2023084508,CURTIS RD
921,2023084508,DWIGHT ST
993,2023075195,FDR PS
1101,2023034871,DERRY RD
1103,2023034871,E DERRY RD
1111,2023049627,SHOEMAKER ST
1114,2023083482,OGONTZ AV
1164,2023093368,CHELTENHAM AV
1254,2023114829,MAIN ST
1277,2023042554,FREEPORT RD
1299,2023050619,KOHLER CT
1355,2023040010,SR 0222 HW
1377,2023079790,CLOVER ST
1378,2023079790,SPRING ST
1446,2023046250,TRAIL RD
1447,2023046250,SR 0006 SH
1458,2023021361,FAYETTE ST
1469,2023107237,STATE RD
1470,2023107237,STATE RD
1471,2023107237,RAMP G RD
1472,2023107237,RAMP RD
1479,2023076091,MAIN ST
1489,2023097682,SHELBOURNE RD
1520,2023011943,COLONIAL CREST DR
1521,2023011943,ROHRERSTOWN RD
1523,2023053669,FRONT ST
1525,2023059124,KOEHLER RD
1526,2023059124,NORCROSS RD
1535,2023085088,MOUNTAIN RD
1576,2023017114,COATESVLE DOWNINGTOWN BP
1598,2023008396,JAMES WY
1644,2023084272,MAIN ST
1654,2024019262,CRANBERRY RD
1686,2023082730,FAIRVIEW RD
1687,2023082730,ONEIDA VALLEY RD
1688,2023082730,NORTH WASHINGTON RD
1704,2023028662,OAK ST
1705,2023028662,SANDERSON ST
1724,2023082826,MONTEREY LN
1727,2023082826,MONTEREY LN
1728,2023082826,BUCHANAN TR
1822,2023096962,FIFTH ST
1861,2023061662,EDGEWOOD RD
1862,2023061662,S OAKLAND AV
1863,2023061662,EDGEWOOD RD
1864,2023061662,OAKLAND AV
